Wavelength (nm),Sum,Fe I (4.4e-02),Fe II (9.5e-01),Fe III (2.2e-03)
447.6,1.882e+2,1.728e+2,1.543e+1,2.764e-21
447.9,1.831e+2,1.646e+2,1.844e+1,1.196e-20
448.1,1.790e+2,1.583e+2,2.075e+1,3.114e-20
448.4,1.722e+2,1.475e+2,2.470e+1,1.273e-19
448.6,1.675e+2,1.398e+2,2.768e+1,3.193e-19
448.9,1.604e+2,1.277e+2,3.268e+1,1.233e-18
449.1,1.560e+2,1.196e+2,3.638e+1,2.979e-18
449.4,1.501e+2,1.077e+2,4.244e+1,1.087e-17
449.6,1.470e+2,1.002e+2,4.680e+1,2.529e-17
449.9,1.437e+2,8.993e+1,5.373e+1,8.724e-17
450.1,1.425e+2,8.399e+1,5.854e+1,1.955e-16
450.4,1.425e+2,7.665e+1,6.587e+1,6.371e-16
450.6,1.436e+2,7.289e+1,7.073e+1,1.375e-15
450.9,1.468e+2,6.900e+1,7.778e+1,4.234e-15
451.1,1.497e+2,6.752e+1,8.220e+1,8.797e-15
451.4,1.550e+2,6.676e+1,8.828e+1,2.561e-14
451.6,1.590e+2,6.705e+1,9.191e+1,5.124e-14
451.9,1.650e+2,6.828e+1,9.670e+1,1.410e-13
452.1,1.689e+2,6.937e+1,9.949e+1,2.716e-13
452.4,1.742e+2,7.101e+1,1.032e+2,7.062e-13
452.6,1.773e+2,7.186e+1,1.054e+2,1.310e-12
452.9,1.811e+2,7.246e+1,1.086e+2,3.220e-12
453.1,1.830e+2,7.229e+1,1.107e+2,5.753e-12
453.4,1.848e+2,7.106e+1,1.137e+2,1.336e-11
453.6,1.853e+2,6.960e+1,1.157e+2,2.299e-11
453.9,1.851e+2,6.655e+1,1.186e+2,5.044e-11
454.1,1.842e+2,6.404e+1,1.202e+2,8.358e-11
454.4,1.818e+2,5.974e+1,1.221e+2,1.733e-10
454.6,1.795e+2,5.665e+1,1.228e+2,2.766e-10
454.9,1.749e+2,5.188e+1,1.230e+2,5.420e-10
455.1,1.712e+2,4.869e+1,1.225e+2,8.330e-10
455.4,1.648e+2,4.405e+1,1.208e+2,1.543e-9
455.6,1.602e+2,4.111e+1,1.191e+2,2.283e-9
455.9,1.530e+2,3.698e+1,1.161e+2,3.996e-9
456.1,1.483e+2,3.446e+1,1.139e+2,5.695e-9
456.4,1.417e+2,3.106e+1,1.106e+2,9.420e-9
456.6,1.377e+2,2.907e+1,1.086e+2,1.293e-8
456.9,1.325e+2,2.651e+1,1.060e+2,2.021e-8
457.1,1.297e+2,2.510e+1,1.046e+2,2.671e-8
457.4,1.260e+2,2.345e+1,1.025e+2,3.946e-8
457.6,1.239e+2,2.265e+1,1.012e+2,5.023e-8
457.9,1.208e+2,2.186e+1,9.889e+1,7.014e-8
458.1,1.185e+2,2.159e+1,9.696e+1,8.600e-8
458.4,1.147e+2,2.151e+1,9.319e+1,1.135e-7
458.6,1.116e+2,2.164e+1,9.001e+1,1.341e-7
458.9,1.062e+2,2.202e+1,8.419e+1,1.675e-7
459.1,1.020e+2,2.235e+1,7.968e+1,1.908e-7
459.4,9.514e+1,2.292e+1,7.222e+1,2.258e-7
459.6,9.028e+1,2.330e+1,6.698e+1,2.484e-7
459.9,8.298e+1,2.387e+1,5.911e+1,2.799e-7
460.1,7.832e+1,2.422e+1,5.410e+1,2.987e-7
460.4,7.202e+1,2.473e+1,4.728e+1,3.236e-7
460.6,6.844e+1,2.507e+1,4.337e+1,3.386e-7
460.9,6.424e+1,2.561e+1,3.863e+1,3.609e-7
461.1,6.225e+1,2.602e+1,3.623e+1,3.778e-7
461.4,6.048e+1,2.675e+1,3.374e+1,4.122e-7
461.6,6.004e+1,2.734e+1,3.270e+1,4.451e-7
461.9,6.029e+1,2.842e+1,3.187e+1,5.184e-7
462.1,6.091e+1,2.928e+1,3.163e+1,5.886e-7
462.4,6.225e+1,3.079e+1,3.146e+1,7.360e-7
462.6,6.326e+1,3.195e+1,3.132e+1,8.675e-7
462.9,6.472e+1,3.386e+1,3.086e+1,1.122e-6
463.2,6.588e+1,3.596e+1,2.992e+1,1.450e-6
463.4,6.642e+1,3.743e+1,2.898e+1,1.709e-6
463.7,6.681e+1,3.969e+1,2.712e+1,2.151e-6
463.9,6.681e+1,4.121e+1,2.560e+1,2.475e-6
464.2,6.646e+1,4.346e+1,2.301e+1,2.985e-6
464.4,6.606e+1,4.491e+1,2.115e+1,3.329e-6
464.7,6.530e+1,4.700e+1,1.830e+1,3.820e-6
464.9,6.474e+1,4.831e+1,1.644e+1,4.116e-6
465.2,6.391e+1,5.012e+1,1.379e+1,4.485e-6
465.4,6.337e+1,5.120e+1,1.217e+1,4.667e-6
465.7,6.262e+1,5.260e+1,1.002e+1,4.828e-6
465.9,6.212e+1,5.335e+1,8.768e+0,4.856e-6
466.2,6.131e+1,5.414e+1,7.171e+0,4.781e-6
466.4,6.070e+1,5.442e+1,6.276e+0,4.659e-6
466.7,5.956e+1,5.440e+1,5.152e+0,4.391e-6
466.9,5.861e+1,5.408e+1,4.527e+0,4.169e-6
467.2,5.685e+1,5.311e+1,3.736e+0,3.804e-6
467.4,5.543e+1,5.215e+1,3.288e+0,3.557e-6
467.7,5.297e+1,5.026e+1,2.708e+0,3.207e-6
467.9,5.112e+1,4.874e+1,2.373e+0,3.001e-6
468.2,4.812e+1,4.619e+1,1.936e+0,2.748e-6
468.4,4.604e+1,4.435e+1,1.684e+0,2.621e-6
468.7,4.291e+1,4.155e+1,1.366e+0,2.492e-6
468.9,4.090e+1,3.971e+1,1.193e+0,2.442e-6
469.2,3.814e+1,3.714e+1,9.939e-1,2.408e-6
469.4,3.653e+1,3.562e+1,9.033e-1,2.403e-6
469.7,3.457e+1,3.374e+1,8.313e-1,2.404e-6
469.9,3.362e+1,3.279e+1,8.260e-1,2.402e-6
470.2,3.278e+1,3.190e+1,8.804e-1,2.380e-6
470.4,3.264e+1,3.169e+1,9.562e-1,2.348e-6
470.7,3.306e+1,3.194e+1,1.123e+0,2.272e-6
470.9,3.375e+1,3.249e+1,1.265e+0,2.203e-6
471.2,3.534e+1,3.383e+1,1.512e+0,2.076e-6
471.4,3.672e+1,3.503e+1,1.691e+0,1.981e-6
471.7,3.913e+1,3.717e+1,1.967e+0,1.833e-6
471.9,4.089e+1,3.874e+1,2.145e+0,1.736e-6
472.2,4.355e+1,4.116e+1,2.386e+0,1.603e-6
472.4,4.523e+1,4.271e+1,2.520e+0,1.528e-6
472.7,4.739e+1,4.473e+1,2.665e+0,1.439e-6
472.9,4.849e+1,4.577e+1,2.718e+0,1.398e-6
473.2,4.946e+1,4.674e+1,2.728e+0,1.364e-6
473.4,4.959e+1,4.690e+1,2.687e+0,1.359e-6
473.7,4.893e+1,4.637e+1,2.558e+0,1.375e-6
473.9,4.793e+1,4.550e+1,2.432e+0,1.399e-6
474.2,4.566e+1,4.346e+1,2.196e+0,1.449e-6
474.4,4.370e+1,4.168e+1,2.016e+0,1.489e-6
474.7,4.027e+1,3.855e+1,1.728e+0,1.552e-6
474.9,3.779e+1,3.626e+1,1.533e+0,1.594e-6
475.2,3.399e+1,3.274e+1,1.249e+0,1.649e-6
475.4,3.154e+1,3.047e+1,1.072e+0,1.679e-6
475.7,2.818e+1,2.735e+1,8.335e-1,1.708e-6
475.9,2.626e+1,2.557e+1,6.952e-1,1.715e-6
476.2,2.397e+1,2.345e+1,5.207e-1,1.703e-6
476.4,2.289e+1,2.246e+1,4.261e-1,1.680e-6
476.7,2.194e+1,2.162e+1,3.146e-1,1.622e-6
476.9,2.174e+1,2.148e+1,2.584e-1,1.568e-6
477.2,2.202e+1,2.183e+1,1.975e-1,1.466e-6
477.4,2.253e+1,2.236e+1,1.704e-1,1.386e-6
477.7,2.364e+1,2.349e+1,1.465e-1,1.251e-6
477.9,2.451e+1,2.437e+1,1.404e-1,1.155e-6
478.2,2.587e+1,2.572e+1,1.444e-1,1.005e-6
478.4,2.671e+1,2.656e+1,1.556e-1,9.046e-7
478.7,2.776e+1,2.758e+1,1.854e-1,7.573e-7
478.9,2.825e+1,2.804e+1,2.145e-1,6.637e-7
479.2,2.860e+1,2.832e+1,2.736e-1,5.336e-7
479.4,2.854e+1,2.822e+1,3.241e-1,4.550e-7
479.7,2.804e+1,2.762e+1,4.176e-1,3.508e-7
479.9,2.745e+1,2.696e+1,4.922e-1,2.907e-7
480.2,2.626e+1,2.564e+1,6.218e-1,2.146e-7
480.4,2.532e+1,2.460e+1,7.191e-1,1.727e-7
480.7,2.382e+1,2.294e+1,8.783e-1,1.220e-7
480.9,2.285e+1,2.186e+1,9.908e-1,9.527e-8
481.2,2.158e+1,2.041e+1,1.164e+0,6.430e-8
481.4,2.094e+1,1.966e+1,1.278e+0,4.872e-8
481.7,2.044e+1,1.900e+1,1.442e+0,3.142e-8
481.9,2.051e+1,1.897e+1,1.542e+0,2.312e-8
482.2,2.134e+1,1.966e+1,1.675e+0,1.432e-8
482.4,2.246e+1,2.071e+1,1.750e+0,1.031e-8
482.7,2.515e+1,2.331e+1,1.840e+0,6.311e-9
482.9,2.771e+1,2.582e+1,1.886e+0,4.651e-9
483.2,3.285e+1,3.091e+1,1.936e+0,3.243e-9
483.4,3.725e+1,3.529e+1,1.959e+0,2.857e-9
483.7,4.549e+1,4.350e+1,1.984e+0,2.928e-9
483.9,5.217e+1,5.017e+1,1.998e+0,3.354e-9
484.2,6.411e+1,6.209e+1,2.020e+0,4.525e-9
484.4,7.342e+1,7.138e+1,2.039e+0,5.666e-9
484.7,8.946e+1,8.739e+1,2.076e+0,7.948e-9
484.9,1.015e+2,9.941e+1,2.109e+0,9.873e-9
485.2,1.215e+2,1.194e+2,2.176e+0,1.339e-8
485.4,1.361e+2,1.338e+2,2.234e+0,1.616e-8
485.7,1.593e+2,1.570e+2,2.350e+0,2.092e-8
485.9,1.756e+2,1.731e+2,2.457e+0,2.445e-8
486.2,2.007e+2,1.980e+2,2.686e+0,3.018e-8
486.4,2.175e+2,2.146e+2,2.908e+0,3.418e-8
486.7,2.427e+2,2.393e+2,3.407e+0,4.031e-8
486.9,2.590e+2,2.551e+2,3.899e+0,4.438e-8
487.2,2.825e+2,2.775e+2,4.994e+0,5.030e-8
487.4,2.973e+2,2.913e+2,6.052e+0,5.410e-8
487.7,3.182e+2,3.098e+2,8.325e+0,5.964e-8
487.9,3.311e+2,3.207e+2,1.043e+1,6.337e-8
488.2,3.493e+2,3.345e+2,1.476e+1,6.945e-8
488.4,3.607e+2,3.421e+2,1.860e+1,7.422e-8
488.7,3.775e+2,3.514e+2,2.609e+1,8.332e-8
488.9,3.887e+2,3.563e+2,3.242e+1,9.135e-8
489.2,4.063e+2,3.621e+2,4.415e+1,1.076e-7
489.4,4.189e+2,3.653e+2,5.357e+1,1.220e-7
489.7,4.395e+2,3.693e+2,7.012e+1,1.503e-7
489.9,4.545e+2,3.718e+2,8.270e+1,1.743e-7
490.2,4.789e+2,3.754e+2,1.035e+2,2.187e-7
490.4,4.962e+2,3.777e+2,1.184e+2,2.541e-7
490.7,5.227e+2,3.812e+2,1.416e+2,3.154e-7
490.9,5.402e+2,3.833e+2,1.569e+2,3.612e-7
491.2,5.648e+2,3.860e+2,1.788e+2,4.351e-7
491.4,5.792e+2,3.872e+2,1.920e+2,4.864e-7
491.7,5.965e+2,3.880e+2,2.085e+2,5.627e-7
491.9,6.046e+2,3.878e+2,2.168e+2,6.111e-7
492.2,6.109e+2,3.865e+2,2.245e+2,6.757e-7
492.4,6.112e+2,3.852e+2,2.261e+2,7.113e-7
492.7,6.063e+2,3.832e+2,2.231e+2,7.499e-7
492.9,5.999e+2,3.822e+2,2.177e+2,7.645e-7
493.2,5.871e+2,3.821e+2,2.050e+2,7.678e-7
493.4,5.773e+2,3.834e+2,1.939e+2,7.577e-7
493.7,5.619e+2,3.876e+2,1.744e+2,7.247e-7
493.9,5.520e+2,3.920e+2,1.601e+2,6.922e-7
494.2,5.385e+2,4.007e+2,1.378e+2,6.307e-7
494.4,5.305e+2,4.075e+2,1.231e+2,5.834e-7
494.7,5.200e+2,4.181e+2,1.019e+2,5.070e-7
494.9,5.135e+2,4.246e+2,8.889e+1,4.550e-7
495.2,5.036e+2,4.321e+2,7.149e+1,3.794e-7
495.4,4.962e+2,4.348e+2,6.150e+1,3.326e-7
495.7,4.832e+2,4.342e+2,4.904e+1,2.710e-7
495.9,4.727e+2,4.302e+2,4.243e+1,2.373e-7
496.2,4.537e+2,4.188e+2,3.497e+1,1.998e-7
496.4,4.391e+2,4.075e+2,3.155e+1,1.848e-7
496.7,4.146e+2,3.860e+2,2.859e+1,1.787e-7
496.9,3.972e+2,3.692e+2,2.797e+1,1.866e-7
497.2,3.707e+2,3.417e+2,2.898e+1,2.180e-7
497.4,3.536e+2,3.227e+2,3.089e+1,2.528e-7
497.7,3.303e+2,2.947e+2,3.559e+1,3.271e-7
497.9,3.170e+2,2.771e+2,3.995e+1,3.918e-7
498.2,3.018e+2,2.534e+2,4.834e+1,5.119e-7
498.4,2.950e+2,2.398e+2,5.516e+1,6.067e-7
498.7,2.903e+2,2.231e+2,6.722e+1,7.689e-7
498.9,2.907e+2,2.143e+2,7.642e+1,8.882e-7
499.2,2.962e+2,2.044e+2,9.178e+1,1.078e-6
499.4,3.025e+2,1.996e+2,1.029e+2,1.209e-6
499.7,3.148e+2,1.944e+2,1.204e+2,1.401e-6
499.9,3.242e+2,1.918e+2,1.324e+2,1.522e-6
500.2,3.387e+2,1.885e+2,1.502e+2,1.682e-6
500.4,3.476e+2,1.862e+2,1.615e+2,1.770e-6
500.7,3.589e+2,1.820e+2,1.768e+2,1.865e-6
500.9,3.642e+2,1.786e+2,1.856e+2,1.901e-6
501.2,3.680e+2,1.723e+2,1.957e+2,1.910e-6
501.4,3.674e+2,1.672e+2,2.002e+2,1.886e-6
501.7,3.615e+2,1.584e+2,2.032e+2,1.807e-6
501.9,3.543e+2,1.518e+2,2.025e+2,1.728e-6
502.2,3.389e+2,1.413e+2,1.976e+2,1.579e-6
502.4,3.259e+2,1.340e+2,1.919e+2,1.463e-6
502.7,3.032e+2,1.230e+2,1.802e+2,1.274e-6
502.9,2.864e+2,1.158e+2,1.706e+2,1.145e-6
503.2,2.601e+2,1.057e+2,1.544e+2,9.521e-7
503.4,2.422e+2,9.945e+1,1.428e+2,8.297e-7
503.7,2.160e+2,9.111e+1,1.249e+2,6.611e-7
503.9,1.995e+2,8.628e+1,1.132e+2,5.611e-7
504.2,1.766e+2,8.020e+1,9.641e+1,4.326e-7
504.4,1.630e+2,7.692e+1,8.607e+1,3.617e-7
504.7,1.453e+2,7.311e+1,7.219e+1,2.775e-7
504.9,1.354e+2,7.126e+1,6.414e+1,2.354e-7
505.2,1.233e+2,6.938e+1,5.395e+1,1.916e-7
505.4,1.170e+2,6.864e+1,4.840e+1,1.738e-7
505.7,1.100e+2,6.815e+1,4.183e+1,1.620e-7
505.9,1.066e+2,6.813e+1,3.852e+1,1.625e-7
506.2,1.033e+2,6.838e+1,3.495e+1,1.732e-7
506.4,1.020e+2,6.865e+1,3.337e+1,1.855e-7
506.7,1.010e+2,6.903e+1,3.200e+1,2.091e-7
506.9,1.008e+2,6.919e+1,3.162e+1,2.269e-7
507.2,1.008e+2,6.918e+1,3.167e+1,2.544e-7
507.4,1.010e+2,6.895e+1,3.200e+1,2.719e-7
507.7,1.011e+2,6.825e+1,3.282e+1,2.951e-7
507.9,1.010e+2,6.752e+1,3.349e+1,3.075e-7
508.2,1.006e+2,6.608e+1,3.456e+1,3.199e-7
508.4,1.002e+2,6.492e+1,3.526e+1,3.237e-7
508.7,9.916e+1,6.299e+1,3.616e+1,3.220e-7
508.9,9.829e+1,6.166e+1,3.663e+1,3.160e-7
509.2,9.682e+1,5.975e+1,3.707e+1,3.002e-7
509.4,9.579e+1,5.864e+1,3.715e+1,2.857e-7
509.7,9.434e+1,5.740e+1,3.693e+1,2.591e-7
509.9,9.355e+1,5.698e+1,3.658e+1,2.391e-7
510.2,9.287e+1,5.710e+1,3.577e+1,2.071e-7
510.4,9.289e+1,5.777e+1,3.511e+1,1.852e-7
510.7,9.388e+1,5.980e+1,3.408e+1,1.531e-7
510.9,9.535e+1,6.186e+1,3.349e+1,1.328e-7
511.2,9.902e+1,6.603e+1,3.299e+1,1.048e-7
511.4,1.026e+2,6.950e+1,3.311e+1,8.814e-8
511.7,1.099e+2,7.561e+1,3.433e+1,6.641e-8
511.9,1.163e+2,8.017e+1,3.610e+1,5.414e-8
512.2,1.282e+2,8.752e+1,4.067e+1,3.894e-8
512.4,1.379e+2,9.258e+1,4.530e+1,3.078e-8
512.7,1.553e+2,1.001e+2,5.519e+1,2.114e-8
512.9,1.689e+2,1.049e+2,6.407e+1,1.620e-8
513.2,1.927e+2,1.114e+2,8.134e+1,1.062e-8
513.4,2.110e+2,1.152e+2,9.574e+1,7.889e-9
513.7,2.419e+2,1.199e+2,1.220e+2,4.937e-9
513.9,2.650e+2,1.224e+2,1.426e+2,3.556e-9
514.2,3.031e+2,1.250e+2,1.782e+2,2.125e-9
514.4,3.307e+2,1.261e+2,2.046e+2,1.484e-9
514.7,3.747e+2,1.271e+2,2.476e+2,8.462e-10
514.9,4.053e+2,1.274e+2,2.778e+2,5.730e-10
515.2,4.516e+2,1.276e+2,3.240e+2,3.120e-10
515.4,4.820e+2,1.278e+2,3.542e+2,2.048e-10
515.7,5.252e+2,1.283e+2,3.969e+2,1.065e-10
515.9,5.513e+2,1.289e+2,4.224e+2,6.781e-11
516.2,5.847e+2,1.305e+2,4.542e+2,3.376e-11
516.4,6.022e+2,1.320e+2,4.702e+2,2.100e-11
516.7,6.201e+2,1.350e+2,4.851e+2,1.045e-11
516.9,6.261e+2,1.375e+2,4.885e+2,6.999e-12
517.2,6.257e+2,1.419e+2,4.838e+2,5.303e-12
517.4,6.194e+2,1.451e+2,4.742e+2,6.166e-12
517.7,6.016e+2,1.504e+2,4.513e+2,1.113e-11
517.9,5.851e+2,1.540e+2,4.310e+2,1.815e-11
518.2,5.547e+2,1.596e+2,3.951e+2,3.866e-11
518.4,5.319e+2,1.633e+2,3.685e+2,6.365e-11
518.7,4.957e+2,1.689e+2,3.268e+2,1.319e-10
518.9,4.715e+2,1.726e+2,2.989e+2,2.116e-10
519.2,4.366e+2,1.783e+2,2.583e+2,4.205e-10
519.4,4.152e+2,1.822e+2,2.330e+2,6.552e-10
519.7,3.871e+2,1.884e+2,1.987e+2,1.247e-9
519.9,3.714e+2,1.928e+2,1.786e+2,1.888e-9
520.2,3.531e+2,2.003e+2,1.528e+2,3.442e-9
520.4,3.442e+2,2.057e+2,1.385e+2,5.063e-9
520.7,3.360e+2,2.148e+2,1.212e+2,8.840e-9
520.9,3.335e+2,2.213e+2,1.122e+2,1.263e-8
521.2,3.335e+2,2.316e+2,1.019e+2,2.113e-8
521.4,3.355e+2,2.387e+2,9.680e+1,2.934e-8
521.7,3.405e+2,2.491e+2,9.135e+1,4.698e-8
521.9,3.446e+2,2.557e+2,8.885e+1,6.339e-8
522.2,3.509e+2,2.646e+2,8.634e+1,9.722e-8
522.4,3.547e+2,2.695e+2,8.528e+1,1.274e-7
522.7,3.593e+2,2.749e+2,8.431e+1,1.872e-7
522.9,3.612e+2,2.772e+2,8.394e+1,2.384e-7
523.2,3.622e+2,2.785e+2,8.368e+1,3.354e-7
523.4,3.617e+2,2.780e+2,8.364e+1,4.151e-7
523.7,3.593e+2,2.756e+2,8.371e+1,5.593e-7
523.9,3.569e+2,2.730e+2,8.384e+1,6.724e-7
524.2,3.525e+2,2.684e+2,8.414e+1,8.677e-7
524.4,3.494e+2,2.651e+2,8.440e+1,1.014e-6
524.7,3.451e+2,2.602e+2,8.484e+1,1.253e-6
524.9,3.426e+2,2.574e+2,8.516e+1,1.422e-6
525.2,3.396e+2,2.540e+2,8.561e+1,1.683e-6
525.4,3.381e+2,2.523e+2,8.585e+1,1.856e-6
525.7,3.365e+2,2.505e+2,8.604e+1,2.104e-6
525.9,3.357e+2,2.497e+2,8.600e+1,2.254e-6
526.2,3.343e+2,2.487e+2,8.563e+1,2.447e-6
526.4,3.330e+2,2.479e+2,8.512e+1,2.548e-6
526.7,3.299e+2,2.459e+2,8.396e+1,2.649e-6
526.9,3.268e+2,2.439e+2,8.290e+1,2.679e-6
527.2,3.204e+2,2.394e+2,8.091e+1,2.668e-6
527.4,3.148e+2,2.354e+2,7.937e+1,2.622e-6
527.7,3.045e+2,2.277e+2,7.682e+1,2.500e-6
527.9,2.967e+2,2.216e+2,7.505e+1,2.388e-6
528.2,2.837e+2,2.113e+2,7.242e+1,2.181e-6
528.4,2.748e+2,2.040e+2,7.078e+1,2.023e-6
528.7,2.614e+2,1.928e+2,6.863e+1,1.770e-6
528.9,2.530e+2,1.855e+2,6.748e+1,1.596e-6
529.2,2.419e+2,1.756e+2,6.627e+1,1.337e-6
529.4,2.358e+2,1.699e+2,6.582e+1,1.171e-6
529.7,2.289e+2,1.632e+2,6.569e+1,9.392e-7
529.9,2.261e+2,1.602e+2,6.591e+1,7.993e-7
530.2,2.245e+2,1.579e+2,6.659e+1,6.141e-7
530.4,2.250e+2,1.578e+2,6.719e+1,5.078e-7
530.7,2.279e+2,1.598e+2,6.809e+1,3.737e-7
530.9,2.309e+2,1.624e+2,6.857e+1,3.002e-7
531.2,2.366e+2,1.677e+2,6.894e+1,2.116e-7
531.4,2.408e+2,1.720e+2,6.884e+1,1.652e-7
531.7,2.471e+2,1.790e+2,6.803e+1,1.115e-7
531.9,2.510e+2,1.840e+2,6.702e+1,8.455e-8
532.2,2.563e+2,1.916e+2,6.474e+1,5.465e-8
532.4,2.593e+2,1.966e+2,6.274e+1,4.028e-8
532.7,2.632e+2,2.041e+2,5.911e+1,2.494e-8
532.9,2.656e+2,2.093e+2,5.634e+1,1.787e-8
533.2,2.694e+2,2.176e+2,5.181e+1,1.062e-8
533.4,2.724e+2,2.237e+2,4.865e+1,7.424e-9
533.7,2.783e+2,2.344e+2,4.387e+1,4.295e-9
533.9,2.837e+2,2.429e+2,4.074e+1,2.997e-9
534.2,2.943e+2,2.581e+2,3.629e+1,1.845e-9
534.4,3.035e+2,2.700e+2,3.354e+1,1.458e-9
534.7,3.207e+2,2.908e+2,2.984e+1,1.300e-9
534.9,3.343e+2,3.066e+2,2.768e+1,1.434e-9
535.2,3.578e+2,3.329e+2,2.493e+1,1.986e-9
535.4,3.752e+2,3.517e+2,2.342e+1,2.614e-9
535.7,4.030e+2,3.814e+2,2.162e+1,4.037e-9
535.9,4.222e+2,4.014e+2,2.071e+1,5.386e-9
536.2,4.509e+2,4.311e+2,1.974e+1,8.182e-9
536.4,4.694e+2,4.500e+2,1.934e+1,1.068e-8
536.7,4.953e+2,4.762e+2,1.904e+1,1.563e-8
536.9,5.108e+2,4.918e+2,1.902e+1,1.987e-8
537.2,5.310e+2,5.118e+2,1.921e+1,2.792e-8
537.4,5.421e+2,5.227e+2,1.946e+1,3.455e-8
537.7,5.553e+2,5.353e+2,1.996e+1,4.659e-8
537.9,5.618e+2,5.414e+2,2.036e+1,5.610e-8
538.2,5.683e+2,5.473e+2,2.101e+1,7.262e-8
538.4,5.708e+2,5.493e+2,2.144e+1,8.509e-8
538.7,5.720e+2,5.499e+2,2.208e+1,1.057e-7
538.9,5.713e+2,5.488e+2,2.246e+1,1.205e-7
539.2,5.684e+2,5.454e+2,2.294e+1,1.438e-7
539.4,5.652e+2,5.420e+2,2.318e+1,1.595e-7
539.7,5.586e+2,5.352e+2,2.342e+1,1.826e-7
539.9,5.528e+2,5.294e+2,2.348e+1,1.971e-7
540.2,5.420e+2,5.185e+2,2.343e+1,2.166e-7
540.4,5.330e+2,5.097e+2,2.331e+1,2.275e-7
540.7,5.168e+2,4.938e+2,2.300e+1,2.399e-7
540.9,5.040e+2,4.813e+2,2.273e+1,2.452e-7
541.2,4.816e+2,4.594e+2,2.223e+1,2.482e-7
541.4,4.647e+2,4.428e+2,2.185e+1,2.469e-7
541.7,4.365e+2,4.152e+2,2.125e+1,2.399e-7
541.9,4.161e+2,3.952e+2,2.084e+1,2.322e-7
542.2,3.837e+2,3.635e+2,2.023e+1,2.166e-7
542.4,3.614e+2,3.415e+2,1.984e+1,2.039e-7
542.7,3.277e+2,3.084e+2,1.929e+1,1.826e-7
542.9,3.055e+2,2.865e+2,1.896e+1,1.673e-7
543.2,2.736e+2,2.550e+2,1.853e+1,1.438e-7
543.4,2.536e+2,2.353e+2,1.829e+1,1.282e-7
543.7,2.261e+2,2.081e+2,1.801e+1,1.057e-7
543.9,2.098e+2,1.919e+2,1.788e+1,9.173e-8
544.2,1.884e+2,1.706e+2,1.780e+1,7.262e-8
544.4,1.763e+2,1.585e+2,1.781e+1,6.131e-8
544.7,1.613e+2,1.433e+2,1.795e+1,4.659e-8
544.9,1.532e+2,1.351e+2,1.813e+1,3.828e-8
545.2,1.438e+2,1.253e+2,1.854e+1,2.792e-8
545.4,1.391e+2,1.202e+2,1.891e+1,2.232e-8
545.7,1.337e+2,1.141e+2,1.963e+1,1.563e-8
545.9,1.311e+2,1.109e+2,2.020e+1,1.215e-8
546.2,1.281e+2,1.069e+2,2.123e+1,8.168e-9
546.4,1.265e+2,1.045e+2,2.201e+1,6.182e-9
546.7,1.244e+2,1.011e+2,2.332e+1,3.988e-9
546.9,1.229e+2,9.865e+1,2.427e+1,2.937e-9
547.2,1.205e+2,9.468e+1,2.580e+1,1.818e-9
547.4,1.186e+2,9.173e+1,2.685e+1,1.303e-9
547.7,1.153e+2,8.678e+1,2.847e+1,7.745e-10
547.9,1.127e+2,8.315e+1,2.954e+1,5.400e-10
548.2,1.084e+2,7.727e+1,3.109e+1,3.081e-10
548.4,1.052e+2,7.312e+1,3.205e+1,2.090e-10
548.7,1.000e+2,6.668e+1,3.335e+1,1.145e-10
548.9,9.642e+1,6.233e+1,3.409e+1,7.557e-11
549.2,9.085e+1,5.589e+1,3.496e+1,3.972e-11
549.4,8.710e+1,5.172e+1,3.537e+1,2.552e-11
549.7,8.151e+1,4.581e+1,3.570e+1,1.287e-11
549.9,7.788e+1,4.216e+1,3.572e+1,8.048e-12
550.2,7.265e+1,3.721e+1,3.544e+1,3.897e-12
550.4,6.936e+1,3.430e+1,3.506e+1,2.370e-12
550.7,6.479e+1,3.057e+1,3.422e+1,1.102e-12
550.9,6.201e+1,2.852e+1,3.349e+1,6.521e-13
551.2,5.833e+1,2.612e+1,3.221e+1,2.910e-13
551.4,5.622e+1,2.498e+1,3.124e+1,1.676e-13
551.7,5.362e+1,2.394e+1,2.968e+1,7.176e-14
551.9,5.230e+1,2.370e+1,2.860e+1,4.022e-14
552.2,5.100e+1,2.405e+1,2.695e+1,1.653e-14
552.4,5.062e+1,2.476e+1,2.586e+1,9.015e-15
552.7,5.084e+1,2.657e+1,2.427e+1,3.557e-15
552.9,5.156e+1,2.831e+1,2.325e+1,1.887e-15
553.2,5.357e+1,3.177e+1,2.180e+1,7.148e-16
553.4,5.557e+1,3.467e+1,2.089e+1,3.691e-16
553.7,5.963e+1,4.000e+1,1.962e+1,1.342e-16
553.9,6.307e+1,4.423e+1,1.884e+1,6.740e-17
554.2,6.937e+1,5.163e+1,1.774e+1,2.352e-17
554.4,7.432e+1,5.726e+1,1.706e+1,1.150e-17
554.7,8.285e+1,6.674e+1,1.611e+1,3.851e-18
554.9,8.923e+1,7.370e+1,1.553e+1,1.832e-18
555.2,9.971e+1,8.499e+1,1.472e+1,5.889e-19
555.4,1.072e+2,9.298e+1,1.422e+1,2.726e-19
555.7,1.190e+2,1.054e+2,1.352e+1,8.411e-20
555.9,1.270e+2,1.139e+2,1.310e+1,3.788e-20
556.2,1.391e+2,1.266e+2,1.251e+1,1.122e-20
