,Wavelength,Sum,O I (9.7e-01),O II (3.3e-02),O III (2.3e-12)
6211,518.87,9.392000000000001e-08,0,9.392000000000001e-08,8.763e-34
6212,518.92,9.891e-08,0,9.891e-08,4.529e-34
6213,518.97,1.024e-07,0,1.024e-07,2.297e-34
6214,519.02,1.041e-07,0,1.041e-07,1.144e-34
6215,519.07,1.0390000000000001e-07,0,1.0390000000000001e-07,5.59e-35
6216,519.12,1.0199999999999999e-07,0,1.0199999999999999e-07,2.6809999999999995e-35
6217,519.17,9.823e-08,0,9.823e-08,1.2619999999999998e-35
6218,519.22,9.295999999999999e-08,0,9.295999999999999e-08,5.8299999999999994e-36
6219,519.27,8.642000000000002e-08,0,8.642000000000002e-08,2.6439999999999996e-36
6220,519.32,7.896e-08,0,7.896e-08,1.177e-36
6221,519.37,7.095e-08,0,7.095e-08,5.139e-37
6222,519.42,6.277e-08,0,6.277e-08,2.203e-37
6223,519.47,5.48e-08,0,5.48e-08,9.269999999999998e-38
6224,519.52,4.7410000000000006e-08,0,4.7410000000000006e-08,3.8280000000000004e-38
6225,519.57,4.0929999999999997e-08,0,4.0929999999999997e-08,1.5519999999999998e-38
6226,519.62,3.5639999999999994e-08,0,3.5639999999999994e-08,6.173e-39
6227,519.67,3.181e-08,0,3.181e-08,2.41e-39
6228,519.72,2.968e-08,0,2.968e-08,9.236e-40
6229,519.77,2.946e-08,0,2.946e-08,3.4739999999999997e-40
6230,519.82,3.137e-08,0,3.137e-08,1.2819999999999997e-40
6231,519.87,3.5589999999999996e-08,0,3.5589999999999996e-08,4.645999999999999e-41
6232,519.92,4.23e-08,0,4.23e-08,1.652e-41
6233,519.97,5.164e-08,0,5.164e-08,5.767000000000001e-42
6234,520.02,6.368e-08,0,6.368e-08,1.975e-42
6235,520.07,7.842000000000001e-08,0,7.842000000000001e-08,6.640999999999999e-43
6236,520.12,9.575e-08,0,9.575e-08,2.1909999999999996e-43
6237,520.17,1.1539999999999999e-07,0,1.1539999999999999e-07,7.097e-44
6238,520.22,1.37e-07,0,1.37e-07,2.2559999999999997e-44
6239,520.27,1.599e-07,0,1.599e-07,0
6240,520.32,1.834e-07,0,1.834e-07,0
6241,520.37,2.0670000000000002e-07,0,2.0670000000000002e-07,0
6242,520.42,2.286e-07,0,2.286e-07,0
6243,520.47,2.484e-07,0,2.484e-07,0
6244,520.52,2.649e-07,0,2.649e-07,0
6245,520.57,2.774e-07,0,2.774e-07,0
6246,520.62,2.852e-07,0,2.852e-07,0
6247,520.67,2.878e-07,0,2.878e-07,0
6248,520.72,2.852e-07,0,2.852e-07,0
6249,520.77,2.774e-07,0,2.774e-07,0
6250,520.82,2.649e-07,0,2.649e-07,0
6251,520.87,2.4829999999999997e-07,0,2.4829999999999997e-07,0
6252,520.92,2.2850000000000001e-07,0,2.2850000000000001e-07,0
6253,520.97,2.0649999999999998e-07,0,2.0649999999999998e-07,0
6254,521.02,1.832e-07,0,1.832e-07,0
6255,521.07,1.595e-07,0,1.595e-07,0
6256,521.12,1.364e-07,0,1.364e-07,0
6257,521.17,1.1439999999999999e-07,0,1.1439999999999999e-07,0
6258,521.22,9.429e-08,0,9.429e-08,0
6259,521.27,7.627000000000001e-08,0,7.627000000000001e-08,0
6260,521.32,6.057e-08,0,6.057e-08,0
6261,521.37,4.7219999999999995e-08,0,4.7219999999999995e-08,0
6262,521.42,3.614e-08,0,3.614e-08,0
6263,521.47,2.7149999999999998e-08,0,2.7149999999999998e-08,0
6264,521.52,2.003e-08,0,2.003e-08,0
6265,521.57,1.4499999999999999e-08,0,1.4499999999999999e-08,0
6266,521.62,1.031e-08,0,1.031e-08,0
6267,521.67,7.196e-09,0,7.196e-09,0
6268,521.72,4.93e-09,0,4.93e-09,0
6269,521.77,3.316e-09,0,3.316e-09,0
6270,521.82,2.19e-09,0,2.19e-09,0
6271,521.87,1.4199999999999999e-09,0,1.4199999999999999e-09,0
6272,521.92,9.035e-10,0,9.035e-10,0
6273,521.97,5.645e-10,0,5.645e-10,0
6274,522.02,3.4630000000000003e-10,0,3.4630000000000003e-10,0
6275,522.07,2.085e-10,0,2.085e-10,0
6276,522.12,1.2329999999999998e-10,0,1.2329999999999998e-10,0
6277,522.17,7.154e-11,0,7.154e-11,0
6278,522.22,4.0759999999999997e-11,0,4.0759999999999997e-11,0
6279,522.27,2.2799999999999998e-11,0,2.2799999999999998e-11,0
6280,522.32,1.2519999999999999e-11,0,1.2519999999999999e-11,0
6281,522.37,6.749e-12,0,6.749e-12,0
6282,522.42,3.572e-12,0,3.572e-12,0
6283,522.47,1.8559999999999998e-12,0,1.8559999999999998e-12,0
6284,522.52,9.466e-13,0,9.466e-13,0
6285,522.57,4.74e-13,0,4.74e-13,0
6286,522.62,2.33e-13,0,2.33e-13,0
6287,522.67,1.125e-13,0,1.125e-13,0
6288,522.72,5.3279999999999995e-14,0,5.3279999999999995e-14,0
6289,522.77,2.4780000000000003e-14,0,2.4780000000000003e-14,0
6290,522.82,1.1320000000000001e-14,0,1.1320000000000001e-14,0
6291,522.87,5.074e-15,0,5.074e-15,0
6292,522.92,2.2329999999999998e-15,0,2.2329999999999998e-15,0
6293,522.97,9.647e-16,0,9.647e-16,0
6294,523.02,4.0919999999999997e-16,0,4.0919999999999997e-16,0
6295,523.07,1.704e-16,0,1.704e-16,0
6296,523.12,6.966e-17,0,6.966e-17,0
6297,523.17,2.796e-17,0,2.796e-17,0
6298,523.22,1.101e-17,0,1.101e-17,0
6299,523.27,4.26e-18,0,4.26e-18,0
6300,523.32,1.618e-18,0,1.618e-18,0
6301,523.37,6.031e-19,0,6.031e-19,0
6302,523.42,2.207e-19,0,2.207e-19,0
6303,523.47,7.93e-20,0,7.93e-20,0
6304,523.52,2.797e-20,0,2.797e-20,0
6305,523.57,9.685e-21,0,9.685e-21,0
6306,523.62,3.2920000000000003e-21,0,3.2920000000000003e-21,0
6307,523.67,1.099e-21,0,1.099e-21,8.027999999999999e-39
6308,523.72,3.6e-22,0,3.6e-22,2.4839999999999995e-38
6309,523.77,1.158e-22,0,1.158e-22,7.549e-38
6310,523.82,2.253e-37,0,0,2.253e-37
6311,523.87,6.605e-37,0,0,6.605e-37
6312,523.92,1.9019999999999997e-36,0,0,1.9019999999999997e-36
6313,523.97,5.377000000000001e-36,0,0,5.377000000000001e-36
6314,524.02,1.493e-35,0,0,1.493e-35
6315,524.07,4.072999999999999e-35,0,0,4.072999999999999e-35
6316,524.12,1.091e-34,0,0,1.091e-34
6317,524.17,2.871e-34,0,0,2.871e-34
6318,524.22,7.418999999999999e-34,0,0,7.418999999999999e-34
6319,524.27,1.883e-33,0,0,1.883e-33
6320,524.32,5.841e-17,5.841e-17,0,4.693e-33
6321,524.37,1.9850000000000002e-16,1.9850000000000002e-16,0,1.149e-32
6322,524.42,6.072999999999999e-16,6.072999999999999e-16,0,2.763e-32
6323,524.47,1.825e-15,1.825e-15,0,6.523999999999999e-32
6324,524.52,5.388e-15,5.388e-15,0,1.513e-31
6325,524.57,1.5619999999999997e-14,1.5619999999999997e-14,0,3.4469999999999996e-31
6326,524.62,4.4480000000000003e-14,4.4480000000000003e-14,0,7.712e-31
6327,524.67,1.244e-13,1.244e-13,0,1.695e-30
6328,524.72,3.418e-13,3.418e-13,0,3.657e-30
6329,524.77,9.221e-13,9.221e-13,0,7.750999999999999e-30
6330,524.82,2.4439999999999997e-12,2.4439999999999997e-12,0,1.614e-29
6331,524.87,6.361e-12,6.361e-12,0,3.299e-29
6332,524.92,1.626e-11,1.626e-11,0,6.625e-29
6333,524.97,4.084e-11,4.084e-11,0,1.307e-28
6334,525.02,1.0070000000000001e-10,1.0070000000000001e-10,0,2.5310000000000006e-28
6335,525.07,2.4400000000000004e-10,2.4400000000000004e-10,0,4.815e-28
6336,525.12,5.806e-10,5.806e-10,0,8.996000000000002e-28
6337,525.17,1.357e-09,1.357e-09,0,1.651e-27
6338,525.22,3.115e-09,3.115e-09,0,2.9750000000000002e-27
6339,525.27,7.022000000000001e-09,7.022000000000001e-09,0,5.2669999999999996e-27
6340,525.32,1.555e-08,1.555e-08,0,9.156999999999999e-27
6341,525.37,3.3819999999999994e-08,3.3819999999999994e-08,0,1.5640000000000003e-26
6342,525.42,7.225e-08,7.225e-08,0,2.622e-26
6343,525.47,1.516e-07,1.516e-07,0,4.319e-26
6344,525.52,3.1239999999999997e-07,3.1239999999999997e-07,0,6.987e-26
6345,525.57,6.324e-07,6.324e-07,0,1.11e-25
6346,525.62,1.257e-06,1.257e-06,0,1.732e-25
6347,525.67,2.455e-06,2.455e-06,0,2.655e-25
6348,525.72,4.709e-06,4.709e-06,0,3.9959999999999997e-25
6349,525.77,8.871e-06,8.871e-06,0,5.907000000000001e-25
6350,525.82,1.641e-05,1.641e-05,0,8.577e-25
6351,525.87,2.983e-05,2.983e-05,0,1.2229999999999998e-24
6352,525.92,5.325e-05,5.325e-05,0,1.713e-24
6353,525.97,9.336e-05,9.336e-05,0,2.3559999999999996e-24
6354,526.02,0.0001608,0.0001608,0,3.183e-24
6355,526.07,0.0002719,0.0002719,0,4.224e-24
6356,526.12,0.0004516999999999999,0.0004516999999999999,0,5.505e-24
6357,526.17,0.000737,0.000737,0,7.046e-24
6358,526.22,0.001181,0.001181,0,8.857e-24
6359,526.27,0.001859,0.001859,0,1.094e-23
6360,526.32,0.002875,0.002875,0,1.326e-23
6361,526.37,0.004365,0.004365,0,1.579e-23
6362,526.42,0.006511,0.006511,0,1.847e-23
6363,526.47,0.009538,0.009538,0,2.122e-23
6364,526.52,0.01372,0.01372,0,2.3939999999999998e-23
6365,526.57,0.01939,0.01939,0,2.653e-23
6366,526.62,0.02692,0.02692,0,2.8869999999999996e-23
6367,526.67,0.03671,0.03671,0,3.087e-23
6368,526.72,0.04915,0.04915,0,3.24e-23
6369,526.77,0.06465,0.06465,0,3.3409999999999994e-23
6370,526.82,0.08352000000000001,0.08352000000000001,0,3.384e-23
6371,526.87,0.106,0.106,0,3.3649999999999996e-23
6372,526.92,0.1321,0.1321,0,3.2869999999999996e-23
6373,526.97,0.1617,0.1617,0,3.1539999999999997e-23
6374,527.02,0.1944,0.1944,0,2.9719999999999997e-23
6375,527.07,0.2295,0.2295,0,2.75e-23
6376,527.12,0.2662,0.2662,0,2.4999999999999998e-23
6377,527.17,0.3033,0.3033,0,2.232e-23
6378,527.22,0.3393,0.3393,0,1.957e-23
6379,527.27,0.3729,0.3729,0,1.685e-23
6380,527.32,0.4026,0.4026,0,1.4250000000000003e-23
6381,527.37,0.4268,0.4268,0,1.184e-23
6382,527.42,0.4445,0.4445,0,9.657e-24
6383,527.47,0.4546,0.4546,0,7.737999999999999e-24
6384,527.52,0.4567,0.4567,0,6.089e-24
6385,527.57,0.4506,0.4506,0,4.706e-24
6386,527.62,0.4367,0.4367,0,3.572e-24
6387,527.67,0.4157,0.4157,0,2.6630000000000004e-24
6388,527.72,0.3887,0.3887,0,1.95e-24
6389,527.77,0.3569,0.3569,0,1.403e-24
6390,527.82,0.3219,0.3219,0,9.906000000000001e-25
6391,527.87,0.2852,0.2852,0,6.872e-25
6392,527.92,0.2481,0.2481,0,4.6820000000000005e-25
6393,527.97,0.2121,0.2121,0,3.1330000000000003e-25
6394,528.02,0.178,0.178,0,2.059e-25
6395,528.07,0.1468,0.1468,0,1.329e-25
6396,528.12,0.1189,0.1189,0,8.426e-26
6397,528.17,0.09455,0.09455,0,5.247000000000001e-26
6398,528.22,0.07388,0.07388,0,3.2080000000000003e-26
6399,528.27,0.05671,0.05671,0,1.927e-26
6400,528.32,0.042789999999999995,0.042789999999999995,0,1.137e-26
6401,528.37,0.03175,0.03175,0,6.585e-27
6402,528.42,0.023219999999999998,0.023219999999999998,0,3.747e-27
6403,528.47,0.01681,0.01681,0,2.094e-27
6404,528.52,0.012159999999999999,0.012159999999999999,0,1.1490000000000001e-27
6405,528.57,0.008985,0.008985,0,6.196000000000001e-28
6406,528.62,0.0070420000000000005,0.0070420000000000005,0,3.2800000000000003e-28
6407,528.67,0.006183,0.006183,0,1.706e-28
6408,528.72,0.006343,0.006343,0,8.711999999999999e-29
6409,528.77,0.0075450000000000005,0.0075450000000000005,0,4.3699999999999995e-29
6410,528.82,0.009903,0.009903,0,2.153e-29
6411,528.87,0.013619999999999998,0.013619999999999998,0,1.042e-29
6412,528.92,0.01899,0.01899,0,4.95e-30
6413,528.97,0.026369999999999998,0.026369999999999998,0,2.3099999999999998e-30
6414,529.02,0.0362,0.0362,0,1.059e-30
6415,529.07,0.04894,0.04894,0,4.767e-31
6416,529.12,0.06508,0.06508,0,2.108e-31
6417,529.17,0.08506,0.08506,0,9.154e-32
6418,529.22,0.1092,0.1092,0,3.904e-32
6419,529.27,0.1378,0.1378,0,1.6359999999999997e-32
6420,529.32,0.1708,0.1708,0,6.729e-33
6421,529.37,0.2079,0.2079,0,2.7189999999999996e-33
6422,529.42,0.2487,0.2487,0,1.0789999999999998e-33
6423,529.47,0.2922,0.2922,0,4.206e-34
6424,529.52,0.3372,0.3372,0,1.6099999999999998e-34
6425,529.57,0.3823,0.3823,0,6.053999999999999e-35
6426,529.62,0.4259,0.4259,0,2.236e-35
6427,529.67,0.466,0.466,0,8.107999999999999e-36
6428,529.72,0.5008,0.5008,0,2.8879999999999996e-36
6429,529.77,0.5288,0.5288,0,1.01e-36
6430,529.82,0.5485,0.5485,0,3.472e-37
6431,529.87,0.5589,0.5589,0,1.1719999999999998e-37
6432,529.92,0.5595,0.5595,0,3.8829999999999995e-38
6433,529.97,0.5502,0.5502,0,1.264e-38
6434,530.02,0.5314,0.5314,0,4.0409999999999994e-39
6435,530.07,0.5043,0.5043,0,0
6436,530.12,0.4701,0.4701,0,0
6437,530.17,0.4305,0.4305,0,0
6438,530.22,0.3873,0.3873,0,0
6439,530.27,0.3422,0.3422,0,0
6440,530.32,0.2971,0.2971,0,0
6441,530.37,0.2534,0.2534,0,0
6442,530.42,0.2123,0.2123,0,0
6443,530.47,0.1747,0.1747,0,0
6444,530.52,0.1412,0.1412,0,0
6445,530.57,0.1122,0.1122,0,0
6446,530.62,0.0875,0.0875,0,0
6447,530.67,0.06706000000000001,0.06706000000000001,0,0
6448,530.72,0.05049,0.05049,0,0
6449,530.77,0.03734,0.03734,0,0
6450,530.82,0.02713,0.02713,0,0
6451,530.87,0.01937,0.01937,0,0
6452,530.92,0.013580000000000002,0.013580000000000002,0,0
6453,530.97,0.009363,0.009363,0,0
6454,531.02,0.0063490000000000005,0.0063490000000000005,0,0
6455,531.07,0.004247,0.004247,0,0
6456,531.12,0.002825,0.002825,0,0
6457,531.17,0.001911,0.001911,0,0
6458,531.22,0.0013880000000000001,0.0013880000000000001,7.980000000000001e-25,0
6459,531.27,0.0011949999999999999,0.0011949999999999999,2.4169999999999996e-24,0
6460,531.32,0.0013310000000000002,0.0013310000000000002,7.193999999999999e-24,0
6461,531.37,0.001861,0.001861,2.104e-23,0
6462,531.42,0.002943,0.002943,6.047e-23,0
6463,531.47,0.004854,0.004854,1.7080000000000002e-22,0
6464,531.52,0.008045,0.008045,4.739e-22,0
6465,531.57,0.01321,0.01321,1.292e-21,0
6466,531.62,0.02137,0.02137,3.463e-21,0
6467,531.67,0.034010000000000006,0.034010000000000006,9.118000000000001e-21,0
6468,531.72,0.05322999999999999,0.05322999999999999,2.359e-20,0
6469,531.77,0.0819,0.0819,5.998e-20,0
6470,531.82,0.1239,0.1239,1.4990000000000002e-19,0
6471,531.87,0.1842,0.1842,3.679e-19,0
6472,531.92,0.2692,0.2692,8.874999999999999e-19,0
6473,531.97,0.3867,0.3867,2.104e-18,0
6474,532.02,0.5461,0.5461,4.901e-18,0
6475,532.07,0.7582,0.7582,1.1219999999999999e-17,0
6476,532.12,1.035,1.035,2.5230000000000002e-17,0
6477,532.17,1.3880000000000001,1.3880000000000001,5.575999999999999e-17,0
6478,532.22,1.831,1.831,1.2109999999999999e-16,0
6479,532.27,2.374,2.374,2.585e-16,0
6480,532.32,3.025,3.025,5.42e-16,0
6481,532.37,3.79,3.79,1.117e-15,0
6482,532.42,4.668,4.668,2.262e-15,0
6483,532.47,5.652,5.652,4.5009999999999996e-15,0
6484,532.52,6.727,6.727,8.8e-15,0
6485,532.57,7.871,7.871,1.691e-14,0
6486,532.62,9.054,9.054,3.192e-14,0
6487,532.67,10.24,10.24,5.922e-14,0
6488,532.72,11.38,11.38,1.08e-13,0
6489,532.77,12.44,12.44,1.934e-13,0
6490,532.82,13.36,13.36,3.405e-13,0
6491,532.87,14.11,14.11,5.889e-13,0
6492,532.92,14.65,14.65,1.0009999999999999e-12,0
6493,532.97,14.95,14.95,1.672e-12,0
6494,533.02,15.0,15.0,2.744e-12,0
6495,533.07,14.8,14.8,4.4249999999999994e-12,0
6496,533.12,14.35,14.35,7.012999999999999e-12,0
6497,533.17,13.68,13.68,1.0920000000000001e-11,0
6498,533.22,12.82,12.82,1.6710000000000003e-11,0
6499,533.27,11.81,11.81,2.513e-11,0
6500,533.32,10.69,10.69,3.713e-11,0
6501,533.37,9.519,9.519,5.391e-11,0
6502,533.42,8.33,8.33,7.692e-11,0
6503,533.47,7.166,7.166,1.0779999999999999e-10,0
6504,533.52,6.06,6.06,1.486e-10,0
6505,533.57,5.038,5.038,2.0109999999999998e-10,0
6506,533.62,4.117,4.117,2.6760000000000004e-10,0
6507,533.67,3.307,3.307,3.497e-10,0
6508,533.72,2.611,2.611,4.492e-10,0
6509,533.77,2.0269999999999997,2.0269999999999997,5.67e-10,0
6510,533.82,1.547,1.547,7.032999999999999e-10,0
6511,533.87,1.16,1.16,8.571000000000001e-10,0
6512,533.92,0.8551,0.8551,1.026e-09,0
6513,533.97,0.6197,0.6197,1.208e-09,0
6514,534.02,0.4414,0.4414,1.3969999999999998e-09,0
6515,534.07,0.3091,0.3091,1.587e-09,0
6516,534.12,0.2127,0.2127,1.7719999999999999e-09,0
6517,534.17,0.1439,0.1439,1.9450000000000002e-09,0
6518,534.22,0.0957,0.0957,2.097e-09,0
6519,534.27,0.06255,0.06255,2.222e-09,0
6520,534.32,0.04018,0.04018,2.313e-09,0
6521,534.37,0.02537,0.02537,2.366e-09,0
6522,534.42,0.01575,0.01575,2.379e-09,0
6523,534.47,0.009607,0.009607,2.35e-09,0
6524,534.52,0.00576,0.00576,2.281e-09,0
6525,534.57,0.0033950000000000004,0.0033950000000000004,2.175e-09,0
6526,534.62,0.001966,0.001966,2.039e-09,0
6527,534.67,0.001119,0.001119,1.878e-09,0
6528,534.72,0.0006263,0.0006263,1.7000000000000001e-09,0
6529,534.77,0.00034439999999999997,0.00034439999999999997,1.511e-09,0
6530,534.82,0.0001862,0.0001862,1.3209999999999999e-09,0
6531,534.87,9.889e-05,9.889e-05,1.134e-09,0
6532,534.92,5.163e-05,5.163e-05,9.571e-10,0
6533,534.97,2.649e-05,2.649e-05,7.936e-10,0
6534,535.02,1.336e-05,1.336e-05,6.466000000000001e-10,0
6535,535.07,6.621000000000001e-06,6.62e-06,5.177000000000001e-10,0
6536,535.12,3.225e-06,3.225e-06,4.0730000000000003e-10,0
6537,535.17,1.544e-06,1.544e-06,3.1489999999999997e-10,0
6538,535.22,7.264e-07,7.262e-07,2.392e-10,0
6539,535.27,3.3590000000000004e-07,3.357e-07,1.786e-10,0
6540,535.32,1.5269999999999998e-07,1.525e-07,1.31e-10,0
6541,535.37,6.821e-08,6.812e-08,9.441e-11,0
6542,535.42,2.9960000000000005e-08,2.989e-08,6.687e-11,0
6543,535.47,1.294e-08,1.2890000000000002e-08,4.655e-11,0
6544,535.52,5.496e-09,5.464e-09,3.1850000000000005e-11,0
6545,535.57,2.297e-09,2.276e-09,2.143e-11,0
6546,535.62,9.456000000000001e-10,9.314e-10,1.4199999999999998e-11,0
6547,535.67,3.839e-10,3.746e-10,9.298e-12,0
6548,535.72,1.542e-10,1.481e-10,6.085e-12,0
6549,535.77,6.162e-11,5.753e-11,4.093999999999999e-12,0
6550,535.82,2.498e-11,2.196e-11,3.017e-12,0
6551,535.87,1.093e-11,8.237e-12,2.6880000000000003e-12,0
6552,535.92,6.1070000000000005e-12,3.037e-12,3.0710000000000005e-12,0
6553,535.97,5.365e-12,1.1e-12,4.264999999999999e-12,0
6554,536.02,6.916e-12,3.916e-13,6.5250000000000006e-12,0
6555,536.07,1.0429999999999998e-11,1.37e-13,1.0289999999999999e-11,0
6556,536.12,1.628e-11,4.709e-14,1.6230000000000002e-11,0
6557,536.17,2.535e-11,1.574e-14,2.5329999999999998e-11,0
6558,536.22,3.894e-11,4.866e-15,3.894e-11,0
6559,536.27,5.888e-11,1.592e-15,5.888e-11,0
6560,536.32,8.752e-11,0,8.752e-11,0
6561,536.37,1.2790000000000002e-10,0,1.2790000000000002e-10,0
6562,536.42,1.8369999999999997e-10,0,1.8369999999999997e-10,0
6563,536.47,2.592e-10,0,2.592e-10,0
6564,536.52,3.597e-10,0,3.597e-10,0
6565,536.57,4.905e-10,0,4.905e-10,0
6566,536.62,6.573999999999999e-10,0,6.573999999999999e-10,0
6567,536.67,8.66e-10,0,8.66e-10,0
6568,536.72,1.121e-09,0,1.121e-09,0
6569,536.77,1.427e-09,0,1.427e-09,0
6570,536.82,1.785e-09,0,1.785e-09,0
6571,536.87,2.195e-09,0,2.195e-09,0
6572,536.92,2.654e-09,0,2.654e-09,0
6573,536.97,3.153e-09,0,3.153e-09,0
6574,537.02,3.683e-09,0,3.683e-09,0
6575,537.07,4.229e-09,0,4.229e-09,0
6576,537.12,4.773e-09,0,4.773e-09,0
6577,537.17,5.2980000000000005e-09,0,5.2980000000000005e-09,0
6578,537.22,5.781e-09,0,5.781e-09,0
6579,537.27,6.202999999999999e-09,0,6.202999999999999e-09,0
6580,537.32,6.545e-09,0,6.545e-09,0
6581,537.37,6.7920000000000005e-09,0,6.7920000000000005e-09,0
6582,537.42,6.935e-09,0,6.935e-09,0
6583,537.47,6.966e-09,0,6.966e-09,0
6584,537.52,6.887e-09,0,6.887e-09,0
6585,537.57,6.704e-09,0,6.704e-09,0
6586,537.62,6.4280000000000006e-09,0,6.4280000000000006e-09,0
6587,537.67,6.074e-09,0,6.074e-09,0
6588,537.72,5.6620000000000005e-09,0,5.6620000000000005e-09,0
6589,537.77,5.211e-09,0,5.211e-09,0
6590,537.82,4.74e-09,0,4.74e-09,0
6591,537.87,4.269e-09,0,4.269e-09,0
6592,537.92,3.814e-09,0,3.814e-09,0
6593,537.97,3.388e-09,0,3.388e-09,0
6594,538.02,3e-09,0,3e-09,0
6595,538.07,2.655e-09,0,2.655e-09,0
6596,538.12,2.357e-09,0,2.357e-09,0
6597,538.17,2.104e-09,0,2.104e-09,0
6598,538.22,1.893e-09,0,1.893e-09,0
6599,538.27,1.721e-09,0,1.721e-09,0
6600,538.32,1.5809999999999998e-09,0,1.5809999999999998e-09,0
6601,538.37,1.468e-09,0,1.468e-09,0
6602,538.42,1.377e-09,0,1.377e-09,0
6603,538.47,1.3039999999999998e-09,0,1.3039999999999998e-09,0
6604,538.52,1.245e-09,0,1.245e-09,0
6605,538.57,1.198e-09,0,1.198e-09,0
6606,538.62,1.1600000000000001e-09,0,1.1600000000000001e-09,0
6607,538.67,1.1310000000000001e-09,0,1.1310000000000001e-09,0
6608,538.72,1.111e-09,0,1.111e-09,0
6609,538.77,1.098e-09,0,1.098e-09,0
6610,538.82,1.092e-09,0,1.092e-09,0
6611,538.87,1.094e-09,0,1.094e-09,0
6612,538.92,1.1020000000000001e-09,0,1.1020000000000001e-09,0
6613,538.97,1.114e-09,0,1.114e-09,0
6614,539.02,1.13e-09,0,1.13e-09,0
6615,539.07,1.1469999999999999e-09,0,1.1469999999999999e-09,0
6616,539.12,1.1640000000000001e-09,0,1.1640000000000001e-09,0
6617,539.17,1.179e-09,0,1.179e-09,0
6618,539.22,1.191e-09,0,1.191e-09,0
6619,539.27,1.198e-09,0,1.198e-09,0
6620,539.32,1.2e-09,0,1.2e-09,0
6621,539.37,1.1970000000000001e-09,0,1.1970000000000001e-09,0
6622,539.42,1.1890000000000001e-09,0,1.1890000000000001e-09,0
6623,539.47,1.1759999999999999e-09,0,1.1759999999999999e-09,0
6624,539.52,1.1600000000000001e-09,0,1.1600000000000001e-09,0
6625,539.57,1.139e-09,0,1.139e-09,0
6626,539.62,1.115e-09,0,1.115e-09,0
6627,539.67,1.088e-09,0,1.088e-09,0
6628,539.72,1.057e-09,0,1.057e-09,0
6629,539.77,1.023e-09,0,1.023e-09,0
6630,539.82,9.848e-10,0,9.848e-10,0
6631,539.87,9.423e-10,0,9.423e-10,0
6632,539.92,8.952000000000001e-10,0,8.952000000000001e-10,0
6633,539.97,8.439e-10,0,8.439e-10,0
6634,540.02,7.885999999999999e-10,0,7.885999999999999e-10,0
6635,540.07,7.301000000000001e-10,0,7.301000000000001e-10,0
6636,540.12,6.694999999999999e-10,0,6.694999999999999e-10,0
6637,540.17,6.082e-10,0,6.082e-10,0
6638,540.22,5.475e-10,0,5.475e-10,0
6639,540.27,4.888999999999999e-10,2.647e-16,4.888999999999999e-10,0
6640,540.33,4.233e-10,1.424e-15,4.233e-10,0
6641,540.38,3.7400000000000005e-10,4.182e-15,3.7400000000000005e-10,0
6642,540.43,3.3030000000000004e-10,1.259e-14,3.3030000000000004e-10,0
6643,540.48,2.928e-10,3.5830000000000004e-14,2.927e-10,0
6644,540.53,2.615e-10,1.003e-13,2.6139999999999995e-10,0
6645,540.58,2.3619999999999997e-10,2.761e-13,2.359e-10,0
6646,540.63,2.1659999999999998e-10,7.474e-13,2.1590000000000002e-10,0
6647,540.68,2.0240000000000002e-10,1.9900000000000002e-12,2.0040000000000003e-10,0
6648,540.73,1.937e-10,5.21e-12,1.885e-10,0
6649,540.78,1.9280000000000002e-10,1.341e-11,1.7930000000000002e-10,0
6650,540.83,2.058e-10,3.396e-11,1.719e-10,0
6651,540.88,2.498e-10,8.458000000000001e-11,1.652e-10,0
6652,540.93,3.658e-10,2.071e-10,1.586e-10,0
6653,540.98,6.505e-10,4.988e-10,1.516e-10,0
6654,541.03,1.325e-09,1.182e-09,1.439e-10,0
6655,541.08,2.887e-09,2.752e-09,1.3519999999999998e-10,0
6656,541.13,6.431e-09,6.304999999999999e-09,1.256e-10,0
6657,541.18,1.432e-08,1.4210000000000001e-08,1.153e-10,0
6658,541.23,3.158e-08,3.148e-08,1.0459999999999999e-10,0
6659,541.28,6.869e-08,6.86e-08,9.375e-11,0
6660,541.33,1.4710000000000001e-07,1.47e-07,8.322e-11,0
6661,541.38,3.1e-07,3.099e-07,7.337e-11,0
6662,541.43,6.425e-07,6.425e-07,6.456999999999999e-11,0
6663,541.48,1.31e-06,1.31e-06,5.713e-11,0
6664,541.53,2.627e-06,2.627e-06,5.1320000000000003e-11,0
6665,541.58,5.1820000000000005e-06,5.1820000000000005e-06,4.733e-11,0
6666,541.63,1.005e-05,1.005e-05,4.527000000000001e-11,0
6667,541.68,1.918e-05,1.918e-05,4.5189999999999995e-11,0
6668,541.73,3.599e-05,3.599e-05,4.7070000000000005e-11,0
6669,541.78,6.644e-05,6.644e-05,5.082e-11,0
6670,541.83,0.00012059999999999999,0.00012059999999999999,5.625e-11,0
6671,541.88,0.0002154,0.0002154,6.315e-11,0
6672,541.93,0.0003783,0.0003783,7.120000000000001e-11,0
6673,541.98,0.0006535,0.0006535,8.005e-11,0
6674,542.03,0.0011099999999999999,0.0011099999999999999,8.929000000000001e-11,0
6675,542.08,0.0018559999999999998,0.0018559999999999998,9.847e-11,0
6676,542.13,0.0030510000000000003,0.0030510000000000003,1.0709999999999998e-10,0
6677,542.18,0.004934,0.004934,1.149e-10,0
6678,542.23,0.007848,0.007848,1.212e-10,0
6679,542.28,0.01228,0.01228,1.259e-10,0
6680,542.33,0.0189,0.0189,1.286e-10,0
