,Wavelength,Sum,B I (2.9e-01),B II (7.1e-01),B III (9.5e-07)
2123,365.37,4.371000000000001e-12,4.371000000000001e-12,0,0
2124,365.42,1.713e-11,1.713e-11,0,0
2125,365.47,6.470999999999999e-11,6.470999999999999e-11,0,0
2126,365.52,2.356e-10,2.356e-10,0,0
2127,365.57,8.265e-10,8.265e-10,0,0
2128,365.62,2.7950000000000004e-09,2.7950000000000004e-09,0,0
2129,365.67,9.107e-09,9.107e-09,0,0
2130,365.72,2.8610000000000003e-08,2.8610000000000003e-08,0,0
2131,365.77,8.658999999999998e-08,8.658999999999998e-08,0,0
2132,365.82,2.526e-07,2.526e-07,0,0
2133,365.87,7.104000000000001e-07,7.104000000000001e-07,0,0
2134,365.92,1.925e-06,1.925e-06,0,0
2135,365.97,5.029e-06,5.029e-06,0,0
2136,366.02,1.266e-05,1.266e-05,0,0
2137,366.07,3.072e-05,3.072e-05,0,0
2138,366.12,7.185e-05,7.185e-05,0,0
2139,366.17,0.0001619,0.0001619,0,0
2140,366.22,0.00035180000000000004,0.00035180000000000004,0,0
2141,366.27,0.0007367999999999999,0.0007367999999999999,0,0
2142,366.32,0.0014869999999999998,0.0014869999999999998,0,0
2143,366.37,0.002893,0.002893,0,0
2144,366.42,0.005424,0.005424,0,0
2145,366.47,0.009803000000000001,0.009803000000000001,0,0
2146,366.52,0.01708,0.01708,0,0
2147,366.57,0.028669999999999998,0.028669999999999998,0,0
2148,366.62,0.0464,0.0464,0,0
2149,366.67,0.07238,0.07238,0,0
2150,366.72,0.1088,0.1088,0,0
2151,366.77,0.1577,0.1577,0,0
2152,366.82,0.2203,0.2203,0,0
2153,366.87,0.2966,0.2966,0,0
2154,366.92,0.385,0.385,0,0
2155,366.97,0.4816,0.4816,1.61e-18,0
2156,367.02,0.5808,0.5808,7.998999999999999e-18,0
2157,367.07,0.6751,0.6751,3.831e-17,0
2158,367.12,0.7563,0.7563,1.7690000000000002e-16,0
2159,367.17,0.8168,0.8168,7.873999999999999e-16,0
2160,367.22,0.8503,0.8503,3.379e-15,0
2161,367.27,0.8532,0.8532,1.397e-14,0
2162,367.32,0.8252,0.8252,5.572000000000001e-14,0
2163,367.37,0.7694,0.7694,2.141e-13,0
2164,367.42,0.6915,0.6915,7.934e-13,0
2165,367.47,0.599,0.599,2.8339999999999994e-12,0
2166,367.52,0.5002,0.5002,9.756e-12,0
2167,367.57,0.4026,0.4026,3.238e-11,0
2168,367.62,0.3124,0.3124,1.036e-10,0
2169,367.67,0.2337,0.2337,3.195e-10,0
2170,367.72,0.1685,0.1685,9.499e-10,0
2171,367.77,0.1171,0.1171,2.722e-09,0
2172,367.82,0.07842,0.07842,7.521e-09,0
2173,367.87,0.05064,0.05064,2.003e-08,0
2174,367.92,0.03152,0.03152,5.1420000000000006e-08,0
2175,367.97,0.01891,0.01891,1.272e-07,0
2176,368.02,0.01094,0.01094,3.036e-07,0
2177,368.07,0.006099,0.006099,6.981e-07,0
2178,368.12,0.003279,0.0032770000000000004,1.548e-06,0
2179,368.17,0.0017010000000000003,0.001698,3.307e-06,0
2180,368.22,0.0008546,0.0008478,6.813e-06,0
2181,368.27,0.0004216,0.00040810000000000005,1.353e-05,0
2182,368.32,0.00021519999999999997,0.0001893,2.59e-05,0
2183,368.37,0.0001325,8.468e-05,4.779e-05,0
2184,368.42,0.00012150000000000001,3.651e-05,8.501e-05,0
2185,368.47,0.000161,1.517e-05,0.00014580000000000002,0
2186,368.52,0.0002471,6.0770000000000004e-06,0.000241,0
2187,368.57,0.0003863,2.3469999999999997e-06,0.000384,0
2188,368.62,0.0005907,8.734000000000001e-07,0.0005897999999999999,0
2189,368.67,0.0008737,3.133e-07,0.0008734,0
2190,368.72,0.001247,1.084e-07,0.001247,0
2191,368.77,0.001715,3.612e-08,0.001715,0
2192,368.82,0.002275,1.16e-08,0.002275,0
2193,368.87,0.002909,3.5939999999999998e-09,0.002909,0
2194,368.92,0.0035859999999999998,1.0730000000000001e-09,0.0035859999999999998,0
2195,368.97,0.004261,3.087e-10,0.004261,0
2196,369.02,0.00488,8.562999999999999e-11,0.00488,0
2197,369.07,0.005388,2.289e-11,0.005388,0
2198,369.12,0.0057350000000000005,5.899e-12,0.0057350000000000005,0
2199,369.17,0.005884,1.4650000000000001e-12,0.005884,0
2200,369.22,0.0058200000000000005,3.508e-13,0.0058200000000000005,0
2201,369.27,0.005549,8.094e-14,0.005549,0
2202,369.32,0.0051,1.8e-14,0.0051,0
2203,369.37,0.004518,3.8590000000000006e-15,0.004518,0
2204,369.42,0.0038590000000000005,7.974999999999999e-16,0.0038590000000000005,0
2205,369.47,0.003177,1.227e-16,0.003177,0
2206,369.52,0.002522,0,0.002522,0
2207,369.57,0.001929,0,0.001929,0
2208,369.62,0.001423,0,0.001423,0
2209,369.67,0.001011,0,0.001011,0
2210,369.72,0.0006932,0,0.0006932,0
2211,369.77,0.00045789999999999996,0,0.00045789999999999996,0
2212,369.82,0.00029160000000000004,0,0.00029160000000000004,0
2213,369.87,0.00017900000000000001,0,0.00017900000000000001,0
2214,369.92,0.00010590000000000001,0,0.00010590000000000001,0
2215,369.97,6.044e-05,0,6.044e-05,0
2216,370.02,3.324e-05,0,3.324e-05,0
2217,370.07,1.762e-05,0,1.762e-05,0
2218,370.12,9.004e-06,0,9.004e-06,0
2219,370.17,4.435e-06,0,4.435e-06,0
2220,370.22,2.106e-06,0,2.106e-06,0
2221,370.27,9.641e-07,0,9.641e-07,0
2222,370.32,4.254e-07,0,4.254e-07,0
2223,370.37,1.8100000000000002e-07,0,1.8100000000000002e-07,0
2224,370.42,7.421e-08,0,7.421e-08,0
2225,370.47,2.9330000000000002e-08,0,2.9330000000000002e-08,0
2226,370.52,1.1179999999999998e-08,0,1.1179999999999998e-08,0
2227,370.57,4.1060000000000005e-09,0,4.1060000000000005e-09,0
2228,370.62,1.454e-09,0,1.454e-09,0
2229,370.67,4.962e-10,0,4.962e-10,0
2230,370.72,1.6330000000000002e-10,0,1.6330000000000002e-10,0
2231,370.77,5.1789999999999996e-11,0,5.1789999999999996e-11,0
2232,370.82,1.583e-11,0,1.583e-11,0
2233,370.87,4.666999999999999e-12,0,4.666999999999999e-12,0
2234,370.92,1.326e-12,0,1.326e-12,0
2235,370.97,3.632e-13,0,3.632e-13,0
2236,371.02,9.589e-14,0,9.589e-14,0
2237,371.07,2.441e-14,0,2.441e-14,0
2238,371.12,5.988e-15,0,5.988e-15,0
2239,371.17,1.416e-15,0,1.416e-15,0
2240,371.22,3.229e-16,0,3.229e-16,0
2241,371.27,7.096e-17,0,7.096e-17,0
2242,371.32,1.5029999999999998e-17,0,1.5029999999999998e-17,0
2243,371.37,3.0700000000000002e-18,0,3.0700000000000002e-18,0
2244,371.42,6.045e-19,0,6.045e-19,0
2245,376.57,3.8280000000000005e-19,0,3.8280000000000005e-19,0
2246,376.62,1.842e-18,0,1.842e-18,0
2247,376.67,8.561000000000001e-18,0,8.561000000000001e-18,0
2248,376.72,3.842e-17,0,3.842e-17,0
2249,376.77,1.665e-16,0,1.665e-16,0
2250,376.82,6.972000000000001e-16,0,6.972000000000001e-16,0
2251,376.87,2.8190000000000003e-15,0,2.8190000000000003e-15,0
2252,376.92,1.1009999999999999e-14,0,1.1009999999999999e-14,0
2253,376.97,4.15e-14,0,4.15e-14,0
2254,377.02,1.511e-13,0,1.511e-13,0
2255,377.07,5.315e-13,0,5.315e-13,0
2256,377.12,1.8049999999999999e-12,0,1.8049999999999999e-12,0
2257,377.17,5.922000000000001e-12,0,5.922000000000001e-12,0
2258,377.22,1.8760000000000002e-11,0,1.8760000000000002e-11,0
2259,377.27,5.74e-11,0,5.74e-11,0
2260,377.32,1.696e-10,0,1.696e-10,0
2261,377.37,4.84e-10,0,4.84e-10,0
2262,377.42,1.334e-09,0,1.334e-09,0
2263,377.47,3.55e-09,0,3.55e-09,0
2264,377.52,9.124999999999999e-09,0,9.124999999999999e-09,0
2265,377.57,2.265e-08,0,2.265e-08,0
2266,377.62,5.431e-08,0,5.431e-08,0
2267,377.67,1.257e-07,0,1.257e-07,0
2268,377.72,2.812e-07,0,2.812e-07,0
2269,377.77,6.072e-07,0,6.072e-07,0
2270,377.82,1.266e-06,0,1.266e-06,0
2271,377.87,2.551e-06,0,2.551e-06,0
2272,377.92,4.962e-06,0,4.962e-06,0
2273,377.97,9.321000000000001e-06,0,9.321000000000001e-06,0
2274,378.02,1.691e-05,0,1.691e-05,0
2275,378.07,2.963e-05,0,2.963e-05,0
2276,378.12,5.014e-05,0,5.014e-05,0
2277,378.17,8.195e-05,0,8.195e-05,0
2278,378.22,0.00012930000000000003,0,0.00012930000000000003,0
2279,378.27,0.0001971,0,0.0001971,0
2280,378.32,0.00029019999999999995,0,0.00029019999999999995,0
2281,378.37,0.00041260000000000005,0,0.00041260000000000005,0
2282,378.42,0.0005665000000000001,0,0.0005665000000000001,0
2283,378.47,0.0007512,0,0.0007512,0
2284,378.52,0.000962,0,0.000962,0
2285,378.57,0.00119,0,0.00119,0
2286,378.62,0.0014210000000000002,0,0.0014210000000000002,0
2287,378.67,0.001639,0,0.001639,0
2288,378.72,0.0018260000000000001,0,0.0018260000000000001,0
2289,378.77,0.0019649999999999997,0,0.0019649999999999997,0
2290,378.82,0.002042,0,0.002042,0
2291,378.87,0.002049,0,0.002049,0
2292,378.92,0.001986,0,0.001986,0
2293,378.97,0.0018579999999999998,0,0.0018579999999999998,0
2294,379.02,0.00168,0,0.00168,0
2295,379.07,0.001466,0,0.001466,0
2296,379.12,0.001236,0,0.001236,0
2297,379.17,0.001007,0,0.001007,0
2298,379.22,0.0007915,0,0.0007915,0
2299,379.27,0.0006011,0,0.0006011,0
2300,379.32,0.00044080000000000004,0,0.00044080000000000004,0
2301,379.37,0.0003123,0,0.0003123,0
2302,379.42,0.00021360000000000001,0,0.00021360000000000001,0
2303,379.47,0.00014110000000000001,0,0.00014110000000000001,0
2304,379.52,9.003e-05,0,9.003e-05,0
2305,379.57,5.547e-05,0,5.547e-05,0
2306,379.62,3.301e-05,0,3.301e-05,0
2307,379.67,1.897e-05,0,1.897e-05,0
2308,379.72,1.053e-05,0,1.053e-05,0
2309,379.77,5.644e-06,0,5.644e-06,0
2310,379.82,2.9219999999999997e-06,0,2.9219999999999997e-06,0
2311,379.87,1.4609999999999999e-06,0,1.4609999999999999e-06,0
2312,379.92,7.053e-07,0,7.053e-07,0
2313,379.97,3.289e-07,0,3.289e-07,0
2314,380.02,1.481e-07,0,1.481e-07,0
2315,380.07,6.440999999999999e-08,0,6.440999999999999e-08,0
2316,380.12,2.7060000000000005e-08,0,2.7060000000000005e-08,0
2317,380.17,1.0979999999999998e-08,0,1.0979999999999998e-08,0
2318,380.22,4.3e-09,0,4.3e-09,0
2319,380.27,1.627e-09,0,1.627e-09,0
2320,380.32,5.944e-10,0,5.944e-10,0
2321,380.37,2.0980000000000001e-10,0,2.0980000000000001e-10,0
2322,380.42,7.148000000000001e-11,0,7.148000000000001e-11,0
2323,380.47,2.3530000000000002e-11,0,2.3530000000000002e-11,0
2324,380.52,7.479e-12,0,7.479e-12,0
2325,380.57,2.2959999999999995e-12,0,2.2959999999999995e-12,0
2326,380.62,6.806e-13,0,6.806e-13,0
2327,380.67,1.949e-13,0,1.949e-13,0
2328,380.72,5.389e-14,0,5.389e-14,0
2329,380.77,1.439e-14,0,1.439e-14,0
2330,380.82,3.7119999999999996e-15,0,3.7119999999999996e-15,0
2331,380.87,9.245e-16,0,9.245e-16,0
2332,380.92,2.224e-16,0,2.224e-16,0
2333,380.97,5.166e-17,0,5.166e-17,0
2334,381.02,1.159e-17,0,1.159e-17,0
2335,381.07,2.5119999999999998e-18,0,2.5119999999999998e-18,0
2336,381.12,5.256e-19,0,5.256e-19,0
2337,389.13,1.996e-18,0,1.996e-18,0
2338,389.18,9.097999999999999e-18,0,9.097999999999999e-18,0
2339,389.23,4.014e-17,0,4.014e-17,0
2340,389.28,1.7139999999999998e-16,0,1.7139999999999998e-16,0
2341,389.33,7.087000000000001e-16,0,7.087000000000001e-16,0
2342,389.38,2.835e-15,0,2.835e-15,0
2343,389.43,1.098e-14,0,1.098e-14,0
2344,389.48,4.1160000000000005e-14,0,4.1160000000000005e-14,0
2345,389.53,1.493e-13,0,1.493e-13,0
2346,389.58,5.244e-13,0,5.244e-13,0
2347,389.63,1.7819999999999997e-12,0,1.7819999999999997e-12,0
2348,389.68,5.8629999999999996e-12,0,5.8629999999999996e-12,0
2349,389.73,1.8670000000000002e-11,0,1.8670000000000002e-11,0
2350,389.78,5.753e-11,0,5.753e-11,0
2351,389.83,1.7159999999999998e-10,0,1.7159999999999998e-10,0
2352,389.88,4.955e-10,0,4.955e-10,0
2353,389.93,1.385e-09,0,1.385e-09,0
2354,389.98,3.746e-09,0,3.746e-09,0
2355,390.03,9.806e-09,0,9.806e-09,0
2356,390.08,2.4849999999999998e-08,0,2.4849999999999998e-08,0
2357,390.13,6.095e-08,0,6.095e-08,0
2358,390.18,1.4470000000000002e-07,0,1.4470000000000002e-07,0
2359,390.23,3.325e-07,0,3.325e-07,0
2360,390.28,7.394e-07,0,7.394e-07,0
2361,390.33,1.592e-06,0,1.592e-06,0
2362,390.38,3.316e-06,0,3.316e-06,0
2363,390.43,6.687999999999999e-06,0,6.687999999999999e-06,0
2364,390.48,1.306e-05,0,1.306e-05,0
2365,390.53,2.467e-05,0,2.467e-05,0
2366,390.58,4.511e-05,0,4.511e-05,0
2367,390.63,7.984e-05,0,7.984e-05,0
2368,390.68,0.00013680000000000002,0,0.00013680000000000002,0
2369,390.73,0.0002268,0,0.0002268,0
2370,390.78,0.0003641,0,0.0003641,0
2371,390.83,0.0005657,0,0.0005657,0
2372,390.88,0.0008506000000000001,0,0.0008506000000000001,0
2373,390.93,0.0012380000000000002,0,0.0012380000000000002,0
2374,390.98,0.001744,0,0.001744,0
2375,391.03,0.002379,0,0.002379,0
2376,391.08,0.003141,0,0.003141,0
2377,391.13,0.004013,0,0.004013,0
2378,391.18,0.004964,0,0.004964,0
2379,391.23,0.005945000000000001,0,0.005945000000000001,0
2380,391.28,0.0068909999999999996,0,0.0068909999999999996,0
2381,391.33,0.007732999999999999,0,0.007732999999999999,0
2382,391.38,0.008402,0,0.008402,0
2383,391.43,0.008839,0,0.008839,0
2384,391.48,0.009003,0,0.009003,0
2385,391.53,0.008881,0,0.008881,0
2386,391.58,0.008484,0,0.008484,0
2387,391.63,0.007851,0,0.007851,0
2388,391.68,0.007039,0,0.007039,0
2389,391.73,0.006115,0,0.006115,0
2390,391.78,0.005149,0,0.005149,0
2391,391.83,0.004204,0,0.004204,0
2392,391.88,0.003329,0,0.003329,0
2393,391.93,0.002558,0,0.002558,0
2394,391.98,0.0019089999999999999,0,0.0019089999999999999,0
2395,392.03,0.0013830000000000001,0,0.0013830000000000001,0
2396,392.08,0.000975,0,0.000975,0
2397,392.13,0.0006686,0,0.0006686,0
2398,392.18,0.0004466,0,0.0004466,0
2399,392.23,0.00029079999999999997,0,0.00029079999999999997,0
2400,392.28,0.00018480000000000002,0,0.00018480000000000002,0
2401,392.33,0.0001147,0,0.0001147,0
2402,392.38,6.965e-05,0,6.965e-05,0
2403,392.43,4.138e-05,0,4.138e-05,0
2404,392.48,2.407e-05,0,2.407e-05,0
2405,392.53,1.372e-05,0,1.372e-05,0
2406,392.58,7.661e-06,0,7.661e-06,0
2407,392.63,4.191e-06,0,4.191e-06,0
2408,392.68,2.245e-06,0,2.245e-06,0
2409,392.73,1.1770000000000001e-06,0,1.1770000000000001e-06,0
2410,392.78,6.03e-07,0,6.03e-07,0
2411,392.83,3.018e-07,0,3.018e-07,0
2412,392.88,1.474e-07,0,1.474e-07,0
2413,392.93,7.015e-08,0,7.015e-08,0
2414,392.98,3.2519999999999996e-08,0,3.2519999999999996e-08,0
2415,393.03,1.466e-08,0,1.466e-08,0
2416,393.08,6.429e-09,0,6.429e-09,0
2417,393.13,2.738e-09,0,2.738e-09,0
2418,393.18,1.132e-09,0,1.132e-09,0
2419,393.23,4.5429999999999997e-10,0,4.5429999999999997e-10,0
2420,393.28,1.7680000000000003e-10,0,1.7680000000000003e-10,0
2421,393.33,6.67e-11,0,6.67e-11,0
2422,393.38,2.4399999999999998e-11,0,2.4399999999999998e-11,0
2423,393.43,8.656e-12,0,8.656e-12,0
2424,393.48,3.005e-12,0,3.005e-12,0
2425,393.53,1.094e-12,0,1.094e-12,0
2426,393.58,6.187e-13,0,6.187e-13,0
2427,393.63,9.184e-13,0,9.184e-13,0
2428,393.68,2.191e-12,0,2.191e-12,0
2429,393.73,5.532e-12,0,5.532e-12,0
2430,393.78,1.367e-11,0,1.367e-11,0
2431,393.83,3.276e-11,0,3.276e-11,0
2432,393.88,7.604e-11,0,7.604e-11,0
2433,393.93,1.709e-10,0,1.709e-10,0
2434,393.98,3.7219999999999997e-10,0,3.7219999999999997e-10,0
2435,394.03,7.847999999999999e-10,0,7.847999999999999e-10,0
2436,394.08,1.603e-09,0,1.603e-09,0
2437,394.13,3.17e-09,0,3.17e-09,0
2438,394.18,6.072e-09,0,6.072e-09,0
2439,394.23,1.126e-08,0,1.126e-08,0
2440,394.28,2.024e-08,0,2.024e-08,0
2441,394.33,3.522e-08,0,3.522e-08,0
2442,394.38,5.935e-08,0,5.935e-08,0
2443,394.43,9.686e-08,0,9.686e-08,0
2444,394.48,1.5310000000000001e-07,0,1.5310000000000001e-07,0
2445,394.53,2.344e-07,0,2.344e-07,0
2446,394.58,3.475e-07,0,3.475e-07,0
2447,394.63,4.99e-07,0,4.99e-07,0
2448,394.68,6.94e-07,0,6.94e-07,0
2449,394.73,9.347e-07,0,9.347e-07,0
2450,394.78,1.219e-06,0,1.219e-06,0
2451,394.83,1.54e-06,0,1.54e-06,0
2452,394.88,1.884e-06,0,1.884e-06,0
2453,394.93,2.233e-06,0,2.233e-06,0
2454,394.98,2.5630000000000003e-06,0,2.5630000000000003e-06,0
2455,395.03,2.848e-06,0,2.848e-06,0
2456,395.08,3.0660000000000004e-06,0,3.0660000000000004e-06,0
2457,395.13,3.1960000000000004e-06,0,3.1960000000000004e-06,0
2458,395.18,3.2269999999999998e-06,0,3.2269999999999998e-06,0
2459,395.23,3.155e-06,0,3.155e-06,0
2460,395.28,2.988e-06,0,2.988e-06,0
2461,395.33,2.741e-06,0,2.741e-06,0
2462,395.38,2.435e-06,0,2.435e-06,0
2463,395.43,2.094e-06,0,2.094e-06,0
2464,395.48,1.745e-06,0,1.745e-06,0
2465,395.53,1.4080000000000001e-06,0,1.4080000000000001e-06,0
2466,395.58,1.1e-06,0,1.1e-06,0
2467,395.63,8.329000000000001e-07,0,8.329000000000001e-07,0
2468,395.68,6.105e-07,0,6.105e-07,0
2469,395.73,4.3340000000000006e-07,0,4.3340000000000006e-07,0
2470,395.78,2.98e-07,0,2.98e-07,0
2471,395.83,1.984e-07,0,1.984e-07,0
2472,395.88,1.28e-07,0,1.28e-07,0
2473,395.93,7.992999999999999e-08,0,7.992999999999999e-08,0
2474,395.98,4.835e-08,0,4.835e-08,0
2475,396.03,2.8330000000000003e-08,0,2.8330000000000003e-08,0
2476,396.08,1.607e-08,0,1.607e-08,0
2477,396.13,8.831e-09,0,8.831e-09,0
2478,396.18,4.7e-09,0,4.7e-09,0
2479,396.23,2.422e-09,0,2.422e-09,0
2480,396.28,1.2089999999999999e-09,0,1.2089999999999999e-09,0
2481,396.33,5.846e-10,0,5.846e-10,0
2482,396.38,2.737e-10,0,2.737e-10,0
2483,396.43,1.241e-10,0,1.241e-10,0
2484,396.48,5.45e-11,0,5.45e-11,0
2485,396.53,2.318e-11,0,2.318e-11,0
2486,396.58,9.549e-12,0,9.549e-12,0
2487,396.63,3.81e-12,0,3.81e-12,0
2488,396.68,1.472e-12,0,1.472e-12,0
2489,396.73,5.508e-13,0,5.508e-13,0
2490,396.78,1.996e-13,0,1.996e-13,0
2491,396.83,7.006000000000001e-14,0,7.006000000000001e-14,0
2492,396.88,2.382e-14,0,2.382e-14,0
2493,396.93,7.840000000000001e-15,0,7.840000000000001e-15,0
2494,396.98,2.5e-15,0,2.5e-15,0
2495,397.03,7.719e-16,0,7.719e-16,0
2496,397.08,2.309e-16,0,2.309e-16,0
2497,397.13,6.686999999999999e-17,0,6.686999999999999e-17,0
2498,397.18,1.876e-17,0,1.876e-17,0
2499,397.23,5.0960000000000005e-18,0,5.0960000000000005e-18,0
2500,397.28,1.341e-18,0,1.341e-18,0
2501,397.33,3.416e-19,0,3.416e-19,0
2502,397.38,8.431000000000001e-20,0,8.431000000000001e-20,0
2503,397.43,2.015e-20,0,2.015e-20,0
2504,397.48,4.665e-21,0,4.665e-21,0
2505,397.53,1.046e-21,0,1.046e-21,0
2506,409.73,5.769999999999999e-16,0,5.769999999999999e-16,0
2507,409.78,2.419e-15,0,2.419e-15,0
2508,409.83,9.846e-15,0,9.846e-15,0
2509,409.88,3.891e-14,0,3.891e-14,0
2510,409.93,1.493e-13,0,1.493e-13,0
2511,409.98,5.565e-13,0,5.565e-13,0
2512,410.03,2.014e-12,0,2.014e-12,0
2513,410.08,7.0750000000000004e-12,0,7.0750000000000004e-12,0
2514,410.13,2.414e-11,0,2.414e-11,0
2515,410.18,7.996e-11,0,7.996e-11,0
2516,410.23,2.572e-10,0,2.572e-10,0
2517,410.28,8.033e-10,0,8.033e-10,0
2518,410.33,2.4360000000000003e-09,0,2.4360000000000003e-09,0
2519,410.38,7.174e-09,0,7.174e-09,0
2520,410.43,2.0510000000000003e-08,0,2.0510000000000003e-08,0
2521,410.48,5.6950000000000004e-08,0,5.6950000000000004e-08,0
2522,410.53,1.535e-07,0,1.535e-07,0
2523,410.58,4.0189999999999997e-07,0,4.0189999999999997e-07,0
2524,410.63,1.0220000000000001e-06,0,1.0220000000000001e-06,0
2525,410.68,2.521e-06,0,2.521e-06,0
2526,410.73,6.0429999999999996e-06,0,6.0429999999999996e-06,0
2527,410.78,1.406e-05,0,1.406e-05,0
2528,410.83,3.177e-05,0,3.177e-05,0
2529,410.88,6.971e-05,0,6.971e-05,0
2530,410.93,0.0001485,0,0.0001485,0
2531,410.98,0.0003072,0,0.0003072,0
2532,411.03,0.0006171,0,0.0006171,0
2533,411.08,0.001204,0,0.001204,0
2534,411.13,0.0022789999999999998,0,0.0022789999999999998,0
2535,411.18,0.004192,0,0.004192,0
2536,411.23,0.007484,0,0.007484,0
2537,411.28,0.012980000000000002,0,0.012980000000000002,0
2538,411.33,0.02185,0,0.02185,0
2539,411.38,0.035710000000000006,0,0.035710000000000006,0
2540,411.43,0.056679999999999994,0,0.056679999999999994,0
2541,411.48,0.08737,0,0.08737,0
2542,411.53,0.1307,0,0.1307,0
2543,411.58,0.19,0,0.19,0
2544,411.63,0.2681,0,0.2681,0
2545,411.68,0.3673,0,0.3673,0
2546,411.73,0.4887,0,0.4887,0
2547,411.78,0.6313,0,0.6313,0
2548,411.83,0.7918,0,0.7918,0
2549,411.88,0.9644,0,0.9644,0
2550,411.93,1.141,0,1.141,0
2551,411.98,1.31,0,1.31,0
2552,412.03,1.46,0,1.46,0
2553,412.08,1.581,0,1.581,0
2554,412.13,1.662,0,1.662,0
2555,412.18,1.6969999999999998,0,1.6969999999999998,0
2556,412.23,1.682,0,1.682,0
2557,412.28,1.619,0,1.619,0
2558,412.33,1.5130000000000001,0,1.5130000000000001,0
2559,412.38,1.3730000000000002,0,1.3730000000000002,0
2560,412.43,1.21,0,1.21,0
2561,412.48,1.035,0,1.035,0
2562,412.53,0.8598,0,0.8598,0
2563,412.58,0.6936,0,0.6936,0
2564,412.63,0.5433,0,0.5433,0
2565,412.68,0.4132,0,0.4132,0
2566,412.73,0.3052,0,0.3052,0
2567,412.78,0.2188,0,0.2188,0
2568,412.83,0.1524,0,0.1524,0
2569,412.88,0.103,0,0.103,0
2570,412.93,0.06763,0,0.06763,0
2571,412.98,0.04311,0,0.04311,0
2572,413.03,0.02669,0,0.02669,0
2573,413.08,0.016040000000000002,0,0.016040000000000002,0
2574,413.13,0.00936,0,0.00936,0
2575,413.18,0.005304,0,0.005304,0
2576,413.23,0.002919,0,0.002919,0
2577,413.28,0.001559,0,0.001559,0
2578,413.33,0.0008089999999999999,0,0.0008089999999999999,0
2579,413.38,0.00040750000000000004,0,0.00040750000000000004,0
2580,413.43,0.00019930000000000002,0,0.00019930000000000002,0
2581,413.48,9.467e-05,0,9.467e-05,0
2582,413.53,4.366e-05,0,4.366e-05,0
2583,413.58,1.955e-05,0,1.955e-05,0
2584,413.63,8.501e-06,0,8.501e-06,0
2585,413.68,3.589e-06,0,3.589e-06,0
2586,413.73,1.4719999999999998e-06,0,1.4719999999999998e-06,0
2587,413.78,5.858e-07,0,5.858e-07,0
2588,413.83,2.265e-07,0,2.265e-07,0
2589,413.88,8.523e-08,0,8.523e-08,0
2590,413.93,3.153e-08,0,3.153e-08,0
2591,413.98,1.216e-08,0,1.216e-08,0
2592,414.03,6.289e-09,0,6.289e-09,0
2593,414.08,6.41e-09,0,6.41e-09,0
2594,414.13,1.0640000000000001e-08,0,1.0640000000000001e-08,0
2595,414.18,1.986e-08,0,1.986e-08,0
2596,414.23,3.704e-08,0,3.704e-08,0
2597,414.28,6.746000000000001e-08,0,6.746000000000001e-08,0
2598,414.33,1.195e-07,0,1.195e-07,0
2599,414.38,2.0579999999999998e-07,0,2.0579999999999998e-07,0
2600,414.43,3.447e-07,0,3.447e-07,0
2601,414.48,5.613e-07,0,5.613e-07,0
2602,414.53,8.888e-07,0,8.888e-07,0
2603,414.58,1.3690000000000001e-06,0,1.3690000000000001e-06,0
2604,414.63,2.05e-06,0,2.05e-06,0
2605,414.68,2.988e-06,0,2.988e-06,0
2606,414.73,4.236000000000001e-06,0,4.236000000000001e-06,0
2607,414.78,5.8439999999999994e-06,0,5.8439999999999994e-06,0
2608,414.83,7.846e-06,0,7.846e-06,0
2609,414.88,1.025e-05,0,1.025e-05,0
2610,414.93,1.305e-05,0,1.305e-05,0
2611,414.98,1.617e-05,0,1.617e-05,0
2612,415.03,1.951e-05,0,1.951e-05,0
2613,415.08,2.294e-05,0,2.294e-05,0
2614,415.13,2.628e-05,0,2.628e-05,0
2615,415.18,2.933e-05,0,2.933e-05,0
2616,415.23,3.192e-05,0,3.192e-05,0
2617,415.28,3.386e-05,0,3.386e-05,0
2618,415.33,3.503e-05,0,3.503e-05,0
2619,415.38,3.533e-05,5.66e-16,3.533e-05,0
2620,415.43,3.477e-05,7.502e-15,3.477e-05,0
2621,415.48,3.338e-05,3.078e-14,3.338e-05,0
2622,415.53,3.126e-05,1.227e-13,3.126e-05,0
2623,415.58,2.856e-05,4.768e-13,2.856e-05,0
2624,415.63,2.546e-05,1.7970000000000001e-12,2.546e-05,0
2625,415.68,2.215e-05,6.580000000000001e-12,2.215e-05,0
2626,415.73,1.88e-05,2.3410000000000003e-11,1.88e-05,0
2627,415.78,1.557e-05,8.097e-11,1.557e-05,0
2628,415.83,1.258e-05,2.721e-10,1.258e-05,0
2629,415.88,9.914e-06,8.889e-10,9.913e-06,0
2630,415.93,7.624e-06,2.822e-09,7.621e-06,0
2631,415.98,5.7220000000000004e-06,8.708000000000001e-09,5.712999999999999e-06,0
2632,416.03,4.203e-06,2.6110000000000004e-08,4.177e-06,0
2633,416.08,3.0530000000000002e-06,7.611000000000001e-08,2.977e-06,0
2634,416.13,2.284e-06,2.156e-07,2.068e-06,0
2635,416.18,1.994e-06,5.936e-07,1.401e-06,0
2636,416.23,2.513e-06,1.5890000000000002e-06,9.243000000000001e-07,0
2637,416.28,4.726e-06,4.1319999999999996e-06,5.943e-07,0
2638,416.33,1.082e-05,1.045e-05,3.722e-07,0
2639,416.38,2.589e-05,2.567e-05,2.2710000000000002e-07,0
