,Wavelength,Sum,Ca I (1.7e-02),Ca II (8.9e-01),Ca III (9.1e-02)
5196,494.06,1.5509999999999998e-14,0,0,1.5509999999999998e-14
5197,494.11,2.309e-14,0,0,2.309e-14
5198,494.16,3.368e-14,0,0,3.368e-14
5199,494.21,4.812e-14,0,0,4.812e-14
5200,494.26,6.738e-14,0,0,6.738e-14
5201,494.31,9.245e-14,0,0,9.245e-14
5202,494.36,1.243e-13,0,0,1.243e-13
5203,494.41,1.637e-13,0,0,1.637e-13
5204,494.46,2.112e-13,0,0,2.112e-13
5205,494.51,2.671e-13,0,0,2.671e-13
5206,494.56,3.309e-13,0,0,3.309e-13
5207,494.61,4.016e-13,0,0,4.016e-13
5208,494.66,4.777e-13,0,0,4.777e-13
5209,494.71,5.567e-13,0,0,5.567e-13
5210,494.76,6.356e-13,0,0,6.356e-13
5211,494.81,7.111e-13,0,0,7.111e-13
5212,494.86,7.794e-13,0,0,7.794e-13
5213,494.91,8.371e-13,0,0,8.371e-13
5214,494.96,8.809e-13,0,0,8.809e-13
5215,495.01,9.083e-13,0,0,9.083e-13
5216,495.06,9.176e-13,0,0,9.176e-13
5217,495.11,9.083e-13,0,0,9.083e-13
5218,495.16,8.809e-13,0,0,8.809e-13
5219,495.21,8.371e-13,0,0,8.371e-13
5220,495.26,7.794e-13,0,0,7.794e-13
5221,495.31,7.111e-13,0,0,7.111e-13
5222,495.36,6.356e-13,0,0,6.356e-13
5223,495.41,5.567e-13,0,0,5.567e-13
5224,495.46,4.777e-13,0,0,4.777e-13
5225,495.51,4.016e-13,0,0,4.016e-13
5226,495.56,3.309e-13,0,0,3.309e-13
5227,495.61,2.671e-13,0,0,2.671e-13
5228,495.66,2.112e-13,0,0,2.112e-13
5229,495.71,1.637e-13,0,0,1.637e-13
5230,495.76,1.243e-13,0,0,1.243e-13
5231,495.81,9.245e-14,0,0,9.245e-14
5232,495.86,6.738e-14,0,0,6.738e-14
5233,495.91,4.812e-14,0,0,4.812e-14
5234,495.96,3.368e-14,0,0,3.368e-14
5235,496.01,2.309e-14,0,0,2.309e-14
5236,496.06,1.5509999999999998e-14,0,0,1.5509999999999998e-14
5237,496.11,1.021e-14,0,0,1.021e-14
5238,496.16,6.5840000000000005e-15,0,0,6.5840000000000005e-15
5239,496.21,4.16e-15,0,0,4.16e-15
5240,496.26,2.576e-15,0,0,2.576e-15
5241,496.31,1.5630000000000002e-15,0,0,1.5630000000000002e-15
5242,496.36,9.288e-16,0,0,9.288e-16
5243,496.41,5.409e-16,0,0,5.409e-16
5244,496.46,3.0860000000000003e-16,0,0,3.0860000000000003e-16
5245,496.51,1.726e-16,0,0,1.726e-16
5246,496.56,9.453e-17,0,0,9.453e-17
5247,496.61,5.0739999999999993e-17,0,0,5.0739999999999993e-17
5248,496.66,2.6679999999999997e-17,0,0,2.6679999999999997e-17
5249,496.71,1.3750000000000002e-17,0,0,1.3750000000000002e-17
5250,496.76,6.942e-18,0,0,6.942e-18
5251,496.81,3.4339999999999996e-18,0,0,3.4339999999999996e-18
5252,496.86,1.6640000000000002e-18,0,0,1.6640000000000002e-18
5253,496.91,7.904000000000001e-19,0,0,7.904000000000001e-19
5254,496.96,3.6780000000000003e-19,0,0,3.6780000000000003e-19
5255,497.01,1.6769999999999998e-19,0,0,1.6769999999999998e-19
5256,497.06,7.49e-20,0,0,7.49e-20
5257,497.11,3.278e-20,0,0,3.278e-20
5258,497.16,2.714e-13,0,2.714e-13,1.406e-20
5259,497.21,8.88e-13,0,8.88e-13,5.907e-21
5260,497.26,2.8480000000000004e-12,0,2.8480000000000004e-12,2.432e-21
5261,497.31,8.952e-12,0,8.952e-12,9.811e-22
5262,497.36,2.758e-11,0,2.758e-11,3.878e-22
5263,497.41,8.329999999999999e-11,0,8.329999999999999e-11,1.502e-22
5264,497.46,2.4659999999999995e-10,0,2.4659999999999995e-10,5.698e-23
5265,497.51,7.157000000000001e-10,0,7.157000000000001e-10,2.118e-23
5266,497.56,2.036e-09,0,2.036e-09,7.716e-24
5267,497.61,5.676e-09,0,5.676e-09,2.7539999999999995e-24
5268,497.66,1.5509999999999998e-08,0,1.5509999999999998e-08,9.631000000000001e-25
5269,497.71,4.156e-08,0,4.156e-08,3.3000000000000003e-25
5270,497.76,1.091e-07,0,1.091e-07,1.1079999999999998e-25
5271,497.81,2.809e-07,0,2.809e-07,3.644e-26
5272,497.86,7.087000000000001e-07,0,7.087000000000001e-07,1.2e-26
5273,497.91,1.7530000000000002e-06,0,1.7530000000000002e-06,4.538e-27
5274,497.96,4.2489999999999995e-06,0,4.2489999999999995e-06,3.8399999999999996e-27
5275,498.01,1.01e-05,0,1.01e-05,8.917e-27
5276,498.06,2.351e-05,0,2.351e-05,2.674e-26
5277,498.11,5.368e-05,0,5.368e-05,8.177999999999999e-26
5278,498.16,0.00012009999999999998,0,0.00012009999999999998,2.4520000000000004e-25
5279,498.21,0.00026349999999999995,0,0.00026349999999999995,7.207000000000001e-25
5280,498.26,0.0005666,0,0.0005666,2.077e-24
5281,498.31,0.001194,0,0.001194,5.865e-24
5282,498.36,0.002467,0,0.002467,1.6239999999999998e-23
5283,498.41,0.0049960000000000004,0,0.0049960000000000004,4.407e-23
5284,498.46,0.009917,0,0.009917,1.172e-22
5285,498.51,0.01929,0,0.01929,3.0580000000000003e-22
5286,498.56,0.0368,0,0.0368,7.817e-22
5287,498.61,0.06879,0,0.06879,1.9590000000000002e-21
5288,498.66,0.1261,0,0.1261,4.813e-21
5289,498.71,0.2264,0,0.2264,1.159e-20
5290,498.76,0.3986,0,0.3986,2.7360000000000004e-20
5291,498.81,0.688,0,0.688,6.331e-20
5292,498.86,1.1640000000000001,0,1.1640000000000001,1.436e-19
5293,498.91,1.93,0,1.93,3.193e-19
5294,498.96,3.136,0,3.136,6.961e-19
5295,499.01,4.997,0,4.997,1.4869999999999999e-18
5296,499.06,7.803,0,7.803,3.115e-18
5297,499.11,11.94,0,11.94,6.397e-18
5298,499.16,17.92,0,17.92,1.2870000000000002e-17
5299,499.21,26.36,0,26.36,2.54e-17
5300,499.26,38.0,0,38.0,4.913e-17
5301,499.31,53.7,0,53.7,9.315e-17
5302,499.36,74.38,0,74.38,1.731e-16
5303,499.41,101.0,0,101.0,3.154e-16
5304,499.46,134.4,0,134.4,5.632999999999999e-16
5305,499.51,175.3,0,175.3,9.861e-16
5306,499.56,224.2,0,224.2,1.692e-15
5307,499.61,281.0,0,281.0,2.847e-15
5308,499.66,345.3,0,345.3,4.694e-15
5309,499.71,415.8,0,415.8,7.589000000000001e-15
5310,499.76,490.8,0,490.8,1.203e-14
5311,499.81,567.9,0,567.9,1.8680000000000002e-14
5312,499.86,644.1,0,644.1,2.8439999999999997e-14
5313,499.91,716.1,0,716.1,4.246e-14
5314,499.96,780.4,0,780.4,6.212e-14
5315,500.01,833.6,0,833.6,8.911e-14
5316,500.06,872.8,0,872.8,1.253e-13
5317,500.11,895.8,0,895.8,1.727e-13
5318,500.16,901.2,0,901.2,2.333e-13
5319,500.21,888.7,0,888.7,3.09e-13
5320,500.26,859.0,0,859.0,4.012e-13
5321,500.31,813.9,0,813.9,5.106e-13
5322,500.36,755.9,0,755.9,6.37e-13
5323,500.41,688.1,0,688.1,7.791e-13
5324,500.46,614.1,0,614.1,9.34e-13
5325,500.51,537.3,0,537.3,1.0979999999999998e-12
5326,500.56,460.8,0,460.8,1.264e-12
5327,500.61,387.7,0,387.7,1.4280000000000004e-12
5328,500.66,320.0,0,320.0,1.581e-12
5329,500.71,259.5,0,259.5,1.7149999999999999e-12
5330,500.76,207.3,0,207.3,1.8240000000000003e-12
5331,500.81,163.9,0,163.9,1.9019999999999998e-12
5332,500.86,129.4,0,129.4,1.9450000000000003e-12
5333,500.91,104.0,0,104.0,1.948e-12
5334,500.96,87.55,0,87.55,1.914e-12
5335,501.01,80.0,0,80.0,1.843e-12
5336,501.06,81.58,0,81.58,1.739e-12
5337,501.11,92.77,1.303e-13,92.77,1.6090000000000001e-12
5338,501.16,114.3,4.282e-13,114.3,1.459e-12
5339,501.21,147.3,1.38e-12,147.3,1.2980000000000001e-12
5340,501.26,192.8,4.363000000000001e-12,192.8,1.131e-12
5341,501.31,252.1,1.3519999999999999e-11,252.1,9.661e-13
5342,501.36,326.2,4.1079999999999995e-11,326.2,8.091e-13
5343,501.41,415.7,1.224e-10,415.7,6.643e-13
5344,501.46,520.6,3.576e-10,520.6,5.346e-13
5345,501.51,639.8,1.024e-09,639.8,4.217e-13
5346,501.56,771.3,2.8770000000000003e-09,771.3,3.261e-13
5347,501.61,912.0,7.924e-09,912.0,2.472e-13
5348,501.66,1057.0,2.14e-08,1057.0,1.837e-13
5349,501.71,1202.0,5.6660000000000006e-08,1202.0,1.338e-13
5350,501.76,1340.0,1.4710000000000001e-07,1340.0,9.555e-14
5351,501.81,1464.0,3.745e-07,1464.0,6.688e-14
5352,501.86,1569.0,9.347e-07,1569.0,4.589e-14
5353,501.91,1649.0,2.287e-06,1649.0,3.087e-14
5354,501.96,1699.0,5.4889999999999995e-06,1699.0,2.035e-14
5355,502.01,1716.0,1.292e-05,1716.0,1.315e-14
5356,502.06,1700.0,2.98e-05,1700.0,8.334e-15
5357,502.11,1651.0,6.742e-05,1651.0,5.176e-15
5358,502.16,1572.0,0.0001495,1572.0,3.151e-15
5359,502.21,1468.0,0.0003252,1468.0,1.881e-15
5360,502.26,1344.0,0.0006935999999999999,1344.0,1.1e-15
5361,502.31,1207.0,0.00145,1207.0,6.31e-16
5362,502.36,1063.0,0.0029739999999999996,1063.0,3.547e-16
5363,502.41,917.3,0.005978,917.3,1.955e-16
5364,502.46,776.5,0.01178,776.5,1.056e-16
5365,502.51,644.5,0.02278,644.5,5.593e-17
5366,502.56,524.6,0.04317,524.6,2.905e-17
5367,502.61,418.8,0.08022,418.7,1.482e-17
5368,502.66,327.8,0.1462,327.7,7.479e-18
5369,502.71,251.8,0.2611,251.5,3.846e-18
5370,502.76,189.7,0.4574,189.3,2.2519999999999996e-18
5371,502.81,140.5,0.7857,139.7,1.923e-18
5372,502.86,102.4,1.3230000000000002,101.1,2.685e-18
5373,502.91,73.93,2.185,71.75,4.879e-18
5374,502.96,53.47,3.5389999999999997,49.93,9.496000000000001e-18
5375,503.01,39.7,5.617999999999999,34.08,1.852e-17
5376,503.06,31.56,8.746,22.81,3.5599999999999995e-17
5377,503.11,28.32,13.35,14.97,6.722e-17
5378,503.16,29.62,19.98,9.638,1.246e-16
5379,503.21,35.41,29.32,6.084,2.266e-16
5380,503.26,45.96,42.19,3.767,4.046e-16
5381,503.31,61.82,59.53,2.287,7.09e-16
5382,503.36,83.72,82.36,1.3619999999999999,1.22e-15
5383,503.41,112.5,111.7,0.7952,2.06e-15
5384,503.46,149.1,148.6,0.4554,3.4159999999999995e-15
5385,503.51,194.0,193.8,0.2558,5.564e-15
5386,503.56,248.0,247.8,0.1409,8.902e-15
5387,503.61,310.8,310.7,0.07612000000000001,1.399e-14
5388,503.66,382.0,382.0,0.04033,2.161e-14
5389,503.71,460.5,460.5,0.02096,3.279e-14
5390,503.76,544.3,544.3,0.01068,4.892e-14
5391,503.81,630.8,630.8,0.00534,7.173999999999999e-14
5392,503.86,716.9,716.9,0.002618,1.034e-13
5393,503.91,798.8,798.8,0.001259,1.467e-13
5394,503.96,872.7,872.7,0.0005937000000000001,2.047e-13
5395,504.01,934.9,934.9,0.00027460000000000006,2.809e-13
5396,504.06,982.1,982.1,0.0001246,3.794e-13
5397,504.11,1011.0,1011.0,5.545e-05,5.042e-13
5398,504.16,1021.0,1021.0,2.42e-05,6.595e-13
5399,504.21,1011.0,1011.0,1.036e-05,8.492e-13
5400,504.26,982.1,982.1,4.35e-06,1.0759999999999999e-12
5401,504.31,934.9,934.9,1.7909999999999999e-06,1.343e-12
5402,504.36,872.7,872.7,7.234999999999999e-07,1.65e-12
5403,504.41,798.8,798.8,2.866e-07,1.995e-12
5404,504.46,716.9,716.9,1.114e-07,2.374e-12
5405,504.51,630.8,630.8,4.245e-08,2.7810000000000004e-12
5406,504.56,544.3,544.3,1.587e-08,3.2060000000000003e-12
5407,504.61,460.5,460.5,5.819e-09,3.6380000000000005e-12
5408,504.66,382.0,382.0,2.093e-09,4.059999999999999e-12
5409,504.71,310.7,310.7,7.382999999999999e-10,4.458e-12
5410,504.76,247.8,247.8,2.554e-10,4.815000000000001e-12
5411,504.81,193.8,193.8,8.668e-11,5.1130000000000005e-12
5412,504.86,148.6,148.6,2.885e-11,5.338999999999999e-12
5413,504.91,111.7,111.7,9.42e-12,5.480000000000001e-12
5414,504.96,82.36,82.36,3.016e-12,5.527e-12
5415,505.01,59.53,59.53,9.473e-13,5.479e-12
5416,505.06,42.19,42.19,1.789e-13,5.336000000000001e-12
5417,505.11,29.32,29.32,5.496e-14,5.105e-12
5418,505.16,19.98,19.98,0,4.797e-12
5419,505.21,13.35,13.35,0,4.427e-12
5420,505.26,8.746,8.746,0,4.013e-12
5421,505.31,5.617999999999999,5.617999999999999,0,3.572e-12
5422,505.36,3.5389999999999997,3.5389999999999997,0,3.125e-12
5423,505.41,2.185,2.185,0,2.686e-12
5424,505.46,1.3230000000000002,1.3230000000000002,0,2.272e-12
5425,505.51,0.7857,0.7857,0,1.893e-12
5426,505.56,0.4574,0.4574,0,1.5590000000000001e-12
5427,505.61,0.2611,0.2611,0,1.274e-12
5428,505.66,0.1462,0.1462,0,1.0390000000000001e-12
5429,505.71,0.08022,0.08022,0,8.558e-13
5430,505.76,0.04317,0.04317,0,7.201e-13
5431,505.81,0.02278,0.02278,0,6.28e-13
5432,505.86,0.01178,0.01178,0,5.741e-13
5433,505.91,0.005978,0.005978,0,5.524e-13
5434,505.96,0.0029739999999999996,0.0029739999999999996,0,5.565e-13
5435,506.01,0.00145,0.00145,0,5.799e-13
5436,506.06,0.0006935999999999999,0.0006935999999999999,0,6.163e-13
5437,506.11,0.0003252,0.0003252,0,6.595e-13
5438,506.16,0.0001495,0.0001495,0,7.041e-13
5439,506.21,6.742e-05,6.742e-05,0,7.449e-13
5440,506.26,2.98e-05,2.98e-05,0,7.779e-13
5441,506.31,1.292e-05,1.292e-05,0,7.997e-13
5442,506.36,5.4889999999999995e-06,5.4889999999999995e-06,0,8.081e-13
5443,506.41,2.287e-06,2.287e-06,0,8.018e-13
5444,506.46,9.347e-07,9.347e-07,0,7.809e-13
5445,506.51,3.745e-07,3.745e-07,0,7.461e-13
5446,506.56,1.4710000000000001e-07,1.4710000000000001e-07,0,6.994e-13
5447,506.61,5.6660000000000006e-08,5.6660000000000006e-08,0,6.43e-13
5448,506.66,2.14e-08,2.14e-08,0,5.798e-13
5449,506.71,7.925e-09,7.924e-09,0,5.127e-13
5450,506.76,2.878e-09,2.8770000000000003e-09,0,4.447e-13
5451,506.81,1.0249999999999999e-09,1.024e-09,0,3.783e-13
5452,506.86,3.5789999999999997e-10,3.576e-10,0,3.157e-13
5453,506.91,1.227e-10,1.224e-10,0,2.584e-13
5454,506.96,4.129e-11,4.1079999999999995e-11,0,2.077e-13
5455,507.01,1.3680000000000001e-11,1.3519999999999999e-11,0,1.64e-13
5456,507.06,4.4900000000000005e-12,4.363000000000001e-12,0,1.274e-13
5457,507.11,1.4780000000000002e-12,1.38e-12,0,9.796e-14
5458,507.16,5.033e-13,4.282e-13,0,7.51e-14
5459,507.21,1.887e-13,1.303e-13,0,5.84e-14
5460,507.26,4.738e-14,0,0,4.738e-14
5461,507.31,4.167e-14,0,0,4.167e-14
5462,507.36,4.1060000000000004e-14,0,0,4.1060000000000004e-14
5463,507.41,4.553e-14,0,0,4.553e-14
5464,507.46,5.526e-14,0,0,5.526e-14
5465,507.51,7.06e-14,0,0,7.06e-14
5466,507.56,9.202000000000001e-14,0,0,9.202000000000001e-14
5467,507.61,1.2e-13,0,0,1.2e-13
5468,507.66,1.551e-13,0,0,1.551e-13
5469,507.71,1.974e-13,0,0,1.974e-13
5470,507.76,2.471e-13,0,0,2.471e-13
5471,507.81,3.037e-13,0,0,3.037e-13
5472,507.86,3.662e-13,0,0,3.662e-13
5473,507.91,4.333e-13,0,0,4.333e-13
5474,507.96,5.029e-13,0,0,5.029e-13
5475,508.01,5.725e-13,0,0,5.725e-13
5476,508.06,6.392e-13,0,0,6.392e-13
5477,508.11,7.001e-13,0,0,7.001e-13
5478,508.16,7.52e-13,0,0,7.52e-13
5479,508.21,7.924e-13,0,0,7.924e-13
5480,508.26,8.188e-13,0,0,8.188e-13
5481,508.31,8.3e-13,0,0,8.3e-13
5482,508.36,8.252e-13,0,0,8.252e-13
5483,508.41,8.047e-13,0,0,8.047e-13
5484,508.46,7.697e-13,0,0,7.697e-13
5485,508.51,7.221e-13,0,0,7.221e-13
5486,508.56,6.644e-13,0,0,6.644e-13
5487,508.61,5.997e-13,0,0,5.997e-13
5488,508.66,5.308e-13,0,0,5.308e-13
5489,508.71,4.609e-13,0,0,4.609e-13
5490,508.76,3.925e-13,0,0,3.925e-13
5491,508.81,3.279e-13,0,0,3.279e-13
5492,508.86,2.686e-13,0,0,2.686e-13
5493,508.91,2.159e-13,0,0,2.159e-13
5494,508.96,1.701e-13,0,0,1.701e-13
5495,509.01,1.315e-13,0,0,1.315e-13
5496,509.06,9.974e-14,0,0,9.974e-14
5497,509.11,7.417999999999999e-14,0,0,7.417999999999999e-14
5498,509.16,5.411e-14,0,0,5.411e-14
5499,509.21,3.872e-14,0,0,3.872e-14
5500,509.26,2.717e-14,0,0,2.717e-14
5501,509.31,1.87e-14,0,0,1.87e-14
5502,509.36,1.2629999999999999e-14,0,0,1.2629999999999999e-14
5503,509.41,8.363e-15,0,0,8.363e-15
5504,509.47,4.9719999999999995e-15,0,0,4.9719999999999995e-15
5505,509.52,3.1579999999999996e-15,0,0,3.1579999999999996e-15
5506,509.57,1.97e-15,0,0,1.97e-15
5507,509.62,1.211e-15,0,0,1.211e-15
5508,509.67,7.400999999999999e-16,0,0,7.400999999999999e-16
5509,509.72,4.627e-16,0,0,4.627e-16
5510,509.77,3.174e-16,0,0,3.174e-16
5511,509.82,2.697e-16,0,0,2.697e-16
5512,509.87,3.072e-16,0,0,3.072e-16
5513,509.92,4.37e-16,0,0,4.37e-16
5514,509.97,6.865e-16,0,0,6.865e-16
5515,510.02,1.106e-15,0,0,1.106e-15
5516,510.07,1.775e-15,0,0,1.775e-15
5517,510.12,2.808e-15,0,0,2.808e-15
5518,510.17,4.364e-15,0,0,4.364e-15
5519,510.22,6.659e-15,0,0,6.659e-15
5520,510.27,9.968000000000001e-15,0,0,9.968000000000001e-15
5521,510.32,1.464e-14,0,0,1.464e-14
5522,510.37,2.11e-14,0,0,2.11e-14
5523,510.42,2.982e-14,0,0,2.982e-14
5524,510.47,4.136e-14,0,0,4.136e-14
5525,510.52,5.6279999999999995e-14,0,0,5.6279999999999995e-14
5526,510.57,7.512e-14,0,0,7.512e-14
5527,510.62,9.837e-14,0,0,9.837e-14
5528,510.67,1.264e-13,0,0,1.264e-13
5529,510.72,1.593e-13,0,0,1.593e-13
5530,510.77,1.97e-13,0,0,1.97e-13
5531,510.82,2.389e-13,0,0,2.389e-13
5532,510.87,2.844e-13,0,0,2.844e-13
5533,510.92,3.32e-13,0,0,3.32e-13
5534,510.97,3.803e-13,0,0,3.803e-13
5535,511.02,4.274e-13,0,0,4.274e-13
5536,511.07,4.711e-13,0,0,4.711e-13
5537,511.12,5.096e-13,0,0,5.096e-13
5538,511.17,5.407e-13,0,0,5.407e-13
5539,511.22,5.629e-13,0,0,5.629e-13
5540,511.27,5.748e-13,0,0,5.748e-13
5541,511.32,5.759e-13,0,0,5.759e-13
5542,511.37,5.661e-13,0,0,5.661e-13
5543,511.42,5.459e-13,0,0,5.459e-13
5544,511.47,5.164e-13,0,0,5.164e-13
5545,511.52,4.793e-13,0,0,4.793e-13
5546,511.57,4.364e-13,0,0,4.364e-13
5547,511.62,3.899e-13,0,0,3.899e-13
5548,511.67,3.417e-13,0,0,3.417e-13
5549,511.72,2.938e-13,0,0,2.938e-13
5550,511.77,2.478e-13,0,0,2.478e-13
5551,511.82,2.05e-13,0,0,2.05e-13
5552,511.87,1.665e-13,0,0,1.665e-13
5553,511.92,1.326e-13,0,0,1.326e-13
5554,511.97,1.036e-13,0,0,1.036e-13
5555,512.02,7.942e-14,0,0,7.942e-14
5556,512.07,5.973999999999999e-14,0,0,5.973999999999999e-14
5557,512.12,4.41e-14,0,0,4.41e-14
5558,512.17,3.198e-14,0,0,3.198e-14
5559,512.22,2.28e-14,0,0,2.28e-14
5560,512.27,1.606e-14,0,0,1.606e-14
5561,512.32,1.128e-14,0,0,1.128e-14
5562,512.37,8.082e-15,0,0,8.082e-15
5563,512.42,6.1920000000000004e-15,0,0,6.1920000000000004e-15
5564,512.47,5.443e-15,0,0,5.443e-15
5565,512.52,5.791e-15,0,0,5.791e-15
5566,512.57,7.328e-15,0,0,7.328e-15
5567,512.62,1.0290000000000001e-14,0,0,1.0290000000000001e-14
5568,512.67,1.507e-14,0,0,1.507e-14
5569,512.72,2.2240000000000002e-14,0,0,2.2240000000000002e-14
5570,512.77,3.256e-14,0,0,3.256e-14
5571,512.82,4.698e-14,0,0,4.698e-14
5572,512.87,6.662999999999999e-14,0,0,6.662999999999999e-14
5573,512.92,9.278e-14,0,0,9.278e-14
5574,512.97,1.268e-13,0,0,1.268e-13
5575,513.02,1.701e-13,0,0,1.701e-13
5576,513.07,2.238e-13,0,0,2.238e-13
5577,513.12,2.89e-13,0,0,2.89e-13
5578,513.17,3.662e-13,0,0,3.662e-13
5579,513.22,4.553e-13,0,0,4.553e-13
5580,513.27,5.555e-13,0,0,5.555e-13
5581,513.32,6.651e-13,0,0,6.651e-13
5582,513.37,7.813e-13,0,0,7.813e-13
5583,513.42,9.005e-13,0,0,9.005e-13
5584,513.47,1.0180000000000001e-12,0,0,1.0180000000000001e-12
5585,513.52,1.13e-12,0,0,1.13e-12
5586,513.57,1.231e-12,0,0,1.231e-12
5587,513.62,1.315e-12,0,0,1.315e-12
5588,513.67,1.3789999999999999e-12,0,0,1.3789999999999999e-12
5589,513.72,1.4190000000000001e-12,0,0,1.4190000000000001e-12
5590,513.77,1.4319999999999998e-12,0,0,1.4319999999999998e-12
5591,513.82,1.4190000000000001e-12,0,0,1.4190000000000001e-12
5592,513.87,1.3789999999999999e-12,0,0,1.3789999999999999e-12
5593,513.92,1.315e-12,0,0,1.315e-12
5594,513.97,1.231e-12,0,0,1.231e-12
5595,514.02,1.13e-12,0,0,1.13e-12
5596,514.07,1.0180000000000001e-12,0,0,1.0180000000000001e-12
5597,514.12,9.005e-13,0,0,9.005e-13
5598,514.17,7.813e-13,0,0,7.813e-13
5599,514.22,6.651e-13,0,0,6.651e-13
5600,514.27,5.555e-13,0,0,5.555e-13
5601,514.32,4.553e-13,0,0,4.553e-13
5602,514.37,3.662e-13,0,0,3.662e-13
5603,514.42,2.89e-13,0,0,2.89e-13
5604,514.47,2.238e-13,0,0,2.238e-13
5605,514.52,1.7e-13,0,0,1.7e-13
5606,514.57,1.268e-13,0,0,1.268e-13
5607,514.62,9.275e-14,0,0,9.275e-14
5608,514.67,6.657999999999999e-14,0,0,6.657999999999999e-14
5609,514.72,4.69e-14,0,0,4.69e-14
5610,514.77,3.2419999999999996e-14,0,0,3.2419999999999996e-14
5611,514.82,2.198e-14,0,0,2.198e-14
5612,514.87,1.463e-14,0,0,1.463e-14
5613,514.92,9.553e-15,0,0,9.553e-15
5614,514.97,6.121e-15,0,0,6.121e-15
5615,515.02,3.8479999999999994e-15,0,0,3.8479999999999994e-15
5616,515.07,2.374e-15,0,0,2.374e-15
5617,515.12,1.4369999999999999e-15,0,0,1.4369999999999999e-15
5618,515.17,8.536e-16,0,0,8.536e-16
5619,515.22,4.975e-16,0,0,4.975e-16
5620,515.27,2.8450000000000004e-16,0,0,2.8450000000000004e-16
5621,515.32,1.5969999999999999e-16,0,0,1.5969999999999999e-16
5622,515.37,8.792e-17,0,0,8.792e-17
5623,515.42,4.7499999999999995e-17,0,0,4.7499999999999995e-17
5624,515.47,2.5190000000000002e-17,0,0,2.5190000000000002e-17
5625,515.52,1.3100000000000001e-17,0,0,1.3100000000000001e-17
5626,515.57,6.6879999999999994e-18,0,0,6.6879999999999994e-18
5627,515.62,3.3500000000000003e-18,0,0,3.3500000000000003e-18
5628,515.67,1.646e-18,0,0,1.646e-18
5629,515.72,7.940000000000001e-19,0,0,7.940000000000001e-19
5630,515.77,4.305e-13,4.305e-13,0,3.757e-19
5631,515.82,1.354e-12,1.354e-12,0,1.745e-19
5632,515.87,4.178999999999999e-12,4.178999999999999e-12,0,7.949e-20
5633,515.92,1.2669999999999998e-11,1.2669999999999998e-11,0,3.5539999999999995e-20
5634,515.97,3.7670000000000004e-11,3.7670000000000004e-11,0,1.559e-20
5635,516.02,1.1e-10,1.1e-10,0,6.711e-21
5636,516.07,3.1530000000000004e-10,3.1530000000000004e-10,0,2.834e-21
5637,516.12,8.87e-10,8.87e-10,0,1.1749999999999999e-21
5638,516.17,2.45e-09,2.45e-09,0,4.7770000000000005e-22
5639,516.22,6.64e-09,6.64e-09,0,1.906e-22
5640,516.27,1.767e-08,1.767e-08,0,7.463999999999999e-23
5641,516.32,4.615e-08,4.615e-08,0,2.868e-23
5642,516.37,1.1830000000000001e-07,1.1830000000000001e-07,0,1.081e-23
5643,516.42,2.9780000000000003e-07,2.9780000000000003e-07,0,3.9989999999999995e-24
5644,516.47,7.356999999999999e-07,7.356999999999999e-07,0,1.4520000000000001e-24
5645,516.52,1.784e-06,1.784e-06,0,5.171e-25
5646,516.57,4.247e-06,4.247e-06,0,1.8070000000000002e-25
5647,516.62,9.923e-06,9.923e-06,0,6.197000000000001e-26
5648,516.67,2.276e-05,2.276e-05,0,2.085e-26
5649,516.72,5.124e-05,5.124e-05,0,6.885e-27
5650,516.77,0.00011320000000000001,0.00011320000000000001,0,2.2309999999999998e-27
5651,516.82,0.0002456,0.0002456,0,7.0910000000000005e-28
5652,516.87,0.000523,0.000523,0,2.212e-28
5653,516.92,0.001093,0.001093,0,0
5654,516.97,0.0022429999999999998,0.0022429999999999998,0,0
5655,517.02,0.004518,0.004518,0,2.0110000000000003e-28
5656,517.07,0.008931,0.008931,0,6.313e-28
5657,517.12,0.01733,0.01733,0,1.9449999999999997e-27
5658,517.17,0.033010000000000005,0.033010000000000005,0,5.885999999999999e-27
5659,517.22,0.06172999999999999,0.06172999999999999,0,1.7480000000000004e-26
5660,517.27,0.1133,0.1133,0,5.097e-26
5661,517.32,0.2041,0.2041,0,1.459e-25
5662,517.37,0.361,0.361,0,4.099e-25
5663,517.42,0.6266,0.6266,0,1.131e-24
5664,517.47,1.068,1.068,0,3.0619999999999998e-24
5665,517.52,1.786,1.786,0,8.138000000000001e-24
5666,517.57,2.932,2.932,0,2.124e-23
5667,517.62,4.726,4.726,0,5.441000000000001e-23
5668,517.67,7.477,7.477,0,1.368e-22
5669,517.72,11.61,11.61,0,3.3780000000000003e-22
5670,517.77,17.7,17.7,0,8.187e-22
5671,517.82,26.48,26.48,0,1.948e-21
5672,517.87,38.9,38.9,0,4.55e-21
5673,517.92,56.08,56.08,0,1.0429999999999998e-20
5674,517.97,79.36,79.36,0,2.3480000000000005e-20
5675,518.02,110.2,110.2,0,5.1889999999999997e-20
5676,518.07,150.3,150.3,0,1.126e-19
5677,518.12,201.2,201.2,0,2.3969999999999996e-19
5678,518.17,264.4,264.4,0,5.011e-19
5679,518.22,341.0,341.0,0,1.0279999999999998e-18
5680,518.27,431.7,431.7,0,2.072e-18
5681,518.32,536.4,536.4,0,4.097e-18
5682,518.37,654.3,654.3,0,7.955e-18
5683,518.42,783.5,783.5,0,1.5160000000000003e-17
