,Wavelength,Sum,Cl I (8.1e-01),Cl II (1.9e-01),Cl III (2.8e-07)
1191,301.2,6.032e-09,0,6.032e-09,0
1192,301.25,1.935e-08,0,1.935e-08,0
1193,301.3,5.875e-08,0,5.875e-08,0
1194,301.35,1.689e-07,0,1.689e-07,0
1195,301.4,4.5969999999999997e-07,0,4.5969999999999997e-07,0
1196,301.45,1.185e-06,0,1.185e-06,0
1197,301.5,2.89e-06,0,2.89e-06,0
1198,301.55,6.676e-06,0,6.676e-06,0
1199,301.6,1.46e-05,0,1.46e-05,0
1200,301.65,3.022e-05,0,3.022e-05,0
1201,301.7,5.924e-05,0,5.924e-05,0
1202,301.75,0.0001099,0,0.0001099,0
1203,301.8,0.0001932,0,0.0001932,0
1204,301.85,0.0003213,0,0.0003213,0
1205,301.9,0.0005059999999999999,0,0.0005059999999999999,0
1206,301.95,0.0007543999999999999,0,0.0007543999999999999,0
1207,302.0,0.001065,0,0.001065,0
1208,302.05,0.001423,0,0.001423,0
1209,302.1,0.001801,0,0.001801,0
1210,302.15,0.002157,0,0.002157,0
1211,302.2,0.0024460000000000003,0,0.0024460000000000003,0
1212,302.25,0.002627,0,0.002627,0
1213,302.3,0.00267,0,0.00267,0
1214,302.35,0.00257,0,0.00257,0
1215,302.4,0.0023420000000000003,0,0.0023420000000000003,0
1216,302.45,0.00202,0,0.00202,0
1217,302.5,0.00165,0,0.00165,0
1218,302.55,0.001276,0,0.001276,0
1219,302.6,0.0009339000000000001,0,0.0009339000000000001,0
1220,302.65,0.0006473,0,0.0006473,0
1221,302.7,0.00042469999999999997,0,0.00042469999999999997,0
1222,302.75,0.00026389999999999996,0,0.00026389999999999996,0
1223,302.8,0.00015519999999999998,0,0.00015519999999999998,0
1224,302.85,8.642e-05,0,8.642e-05,0
1225,302.9,4.556e-05,0,4.556e-05,0
1226,302.95,2.274e-05,0,2.274e-05,0
1227,303.0,1.075e-05,0,1.075e-05,0
1228,303.05,4.807e-06,0,4.807e-06,0
1229,303.1,2.036e-06,0,2.036e-06,0
1230,303.15,8.165999999999999e-07,0,8.165999999999999e-07,0
1231,303.2,3.1e-07,0,3.1e-07,0
1232,303.25,1.114e-07,0,1.114e-07,0
1233,303.3,3.792e-08,0,3.792e-08,0
1234,303.35,1.222e-08,0,1.222e-08,0
1235,303.4,3.727e-09,0,3.727e-09,0
1236,303.45,1.076e-09,0,1.076e-09,0
1237,303.5,2.942e-10,0,2.942e-10,0
1238,303.55,7.617000000000001e-11,0,7.617000000000001e-11,0
1239,303.6,1.8670000000000002e-11,0,1.8670000000000002e-11,0
1240,303.65,4.331000000000001e-12,0,4.331000000000001e-12,0
1241,303.7,9.514e-13,0,9.514e-13,0
1242,303.75,1.979e-13,0,1.979e-13,0
1243,303.8,3.8960000000000005e-14,0,3.8960000000000005e-14,0
1244,303.85,7.262e-15,0,7.262e-15,0
1245,303.9,1.2820000000000001e-15,0,1.2820000000000001e-15,0
1246,303.95,2.141e-16,0,2.141e-16,0
1247,304.0,3.388e-17,0,3.388e-17,0
1248,304.05,5.074e-18,0,5.074e-18,0
1249,304.1,7.194e-19,0,7.194e-19,0
1250,308.55,1.124e-26,0,0,1.124e-26
1251,308.6,7.783e-26,0,0,7.783e-26
1252,308.65,5.117e-25,0,0,5.117e-25
1253,308.7,3.195e-24,0,0,3.195e-24
1254,308.75,1.893e-23,0,0,1.893e-23
1255,308.8,1.065e-22,0,0,1.065e-22
1256,308.85,5.692999999999999e-22,0,0,5.692999999999999e-22
1257,308.9,2.888e-21,0,0,2.888e-21
1258,308.95,1.391e-20,0,0,1.391e-20
1259,309.0,6.36e-20,0,0,6.36e-20
1260,309.05,2.761e-19,0,0,2.761e-19
1261,309.1,1.138e-18,0,0,1.138e-18
1262,309.15,4.4539999999999996e-18,0,0,4.4539999999999996e-18
1263,309.2,1.6550000000000002e-17,0,0,1.6550000000000002e-17
1264,309.25,5.839e-17,0,0,5.839e-17
1265,309.3,1.956e-16,0,0,1.956e-16
1266,309.35,6.2199999999999995e-16,0,0,6.2199999999999995e-16
1267,309.4,1.878e-15,0,0,1.878e-15
1268,309.45,5.384000000000001e-15,0,0,5.384000000000001e-15
1269,309.5,1.465e-14,0,0,1.465e-14
1270,309.55,3.787e-14,0,0,3.787e-14
1271,309.6,9.292000000000001e-14,0,0,9.292000000000001e-14
1272,309.65,2.165e-13,0,0,2.165e-13
1273,309.7,4.788e-13,0,0,4.788e-13
1274,309.75,1.0049999999999999e-12,0,0,1.0049999999999999e-12
1275,309.8,2.004e-12,0,0,2.004e-12
1276,309.85,3.793999999999999e-12,0,0,3.793999999999999e-12
1277,309.9,6.819000000000001e-12,0,0,6.819000000000001e-12
1278,309.95,1.1640000000000001e-11,0,0,1.1640000000000001e-11
1279,310.0,1.885e-11,0,0,1.885e-11
1280,310.05,2.8999999999999997e-11,0,0,2.8999999999999997e-11
1281,310.1,4.235e-11,0,0,4.235e-11
1282,310.15,5.871999999999999e-11,0,0,5.871999999999999e-11
1283,310.2,7.731e-11,0,0,7.731e-11
1284,310.25,9.663e-11,0,0,9.663e-11
1285,310.3,1.1470000000000001e-10,0,0,1.1470000000000001e-10
1286,310.35,1.292e-10,0,0,1.292e-10
1287,310.4,1.382e-10,0,0,1.382e-10
1288,310.45,1.404e-10,0,0,1.404e-10
1289,310.5,1.354e-10,0,0,1.354e-10
1290,310.55,1.2399999999999999e-10,0,0,1.2399999999999999e-10
1291,310.6,1.077e-10,0,0,1.077e-10
1292,310.65,8.893e-11,0,0,8.893e-11
1293,310.7,6.969e-11,0,0,6.969e-11
1294,310.75,5.185e-11,0,0,5.185e-11
1295,310.8,3.662e-11,0,0,3.662e-11
1296,310.85,2.4559999999999997e-11,0,0,2.4559999999999997e-11
1297,310.9,1.564e-11,0,0,1.564e-11
1298,310.95,9.455000000000001e-12,0,0,9.455000000000001e-12
1299,311.0,5.427e-12,0,0,5.427e-12
1300,311.05,2.9580000000000005e-12,0,0,2.9580000000000005e-12
1301,311.1,1.5300000000000001e-12,0,0,1.5300000000000001e-12
1302,311.15,7.519e-13,0,0,7.519e-13
1303,311.2,3.507e-13,0,0,3.507e-13
1304,311.25,1.553e-13,0,0,1.553e-13
1305,311.3,6.53e-14,0,0,6.53e-14
1306,311.35,2.607e-14,0,0,2.607e-14
1307,311.4,9.88e-15,0,0,9.88e-15
1308,311.45,3.5549999999999996e-15,0,0,3.5549999999999996e-15
1309,311.5,1.215e-15,0,0,1.215e-15
1310,311.55,3.94e-16,0,0,3.94e-16
1311,311.6,1.2139999999999999e-16,0,0,1.2139999999999999e-16
1312,311.65,3.549e-17,0,0,3.549e-17
1313,311.7,9.852000000000001e-18,0,0,9.852000000000001e-18
1314,311.75,2.597e-18,0,0,2.597e-18
1315,311.8,6.499e-19,0,0,6.499e-19
1316,311.85,1.544e-19,0,0,1.544e-19
1317,311.9,3.484e-20,0,0,3.484e-20
1318,311.95,7.462999999999999e-21,0,0,7.462999999999999e-21
1319,312.0,1.518e-21,0,0,1.518e-21
1320,312.05,2.9310000000000002e-22,0,0,2.9310000000000002e-22
1321,312.1,5.418999999999999e-23,0,0,5.418999999999999e-23
1322,312.15,1.2310000000000002e-23,0,0,1.2310000000000002e-23
1323,312.2,1.9120000000000002e-23,0,0,1.9120000000000002e-23
1324,312.25,9.940000000000001e-23,0,0,9.940000000000001e-23
1325,312.3,5.317e-22,0,0,5.317e-22
1326,312.35,2.71e-21,0,0,2.71e-21
1327,312.4,1.3130000000000002e-20,0,0,1.3130000000000002e-20
1328,312.45,6.045e-20,0,0,6.045e-20
1329,312.5,2.6459999999999997e-19,0,0,2.6459999999999997e-19
1330,312.55,1.101e-18,0,0,1.101e-18
1331,312.6,4.353999999999999e-18,0,0,4.353999999999999e-18
1332,312.65,1.637e-17,0,0,1.637e-17
1333,312.7,5.848e-17,0,0,5.848e-17
1334,312.75,1.986e-16,0,0,1.986e-16
1335,312.8,6.412e-16,0,0,6.412e-16
1336,312.85,1.968e-15,0,0,1.968e-15
1337,312.9,5.739e-15,0,0,5.739e-15
1338,312.95,1.591e-14,0,0,1.591e-14
1339,313.0,4.1930000000000004e-14,0,0,4.1930000000000004e-14
1340,313.05,1.05e-13,0,0,1.05e-13
1341,313.1,2.501e-13,0,0,2.501e-13
1342,313.15,5.661e-13,0,0,5.661e-13
1343,313.2,1.2179999999999999e-12,0,0,1.2179999999999999e-12
1344,313.25,2.4900000000000005e-12,0,0,2.4900000000000005e-12
1345,313.3,4.841e-12,0,0,4.841e-12
1346,313.35,8.943999999999999e-12,0,0,8.943999999999999e-12
1347,313.4,1.571e-11,0,0,1.571e-11
1348,313.45,2.6219999999999998e-11,0,0,2.6219999999999998e-11
1349,313.5,4.161e-11,0,0,4.161e-11
1350,313.55,6.275e-11,0,0,6.275e-11
1351,313.6,8.997e-11,0,0,8.997e-11
1352,313.65,1.226e-10,0,0,1.226e-10
1353,313.7,1.588e-10,0,0,1.588e-10
1354,313.75,1.9550000000000002e-10,0,0,1.9550000000000002e-10
1355,313.8,2.288e-10,0,0,2.288e-10
1356,313.85,2.545e-10,0,0,2.545e-10
1357,313.9,2.692e-10,0,0,2.692e-10
1358,313.95,2.705e-10,0,0,2.705e-10
1359,314.0,2.5850000000000004e-10,0,0,2.5850000000000004e-10
1360,314.05,2.347e-10,0,0,2.347e-10
1361,314.1,2.026e-10,0,0,2.026e-10
1362,314.15,1.662e-10,0,0,1.662e-10
1363,314.2,1.296e-10,0,0,1.296e-10
1364,314.25,9.609999999999998e-11,0,0,9.609999999999998e-11
1365,314.3,6.772e-11,0,0,6.772e-11
1366,314.35,4.535e-11,0,0,4.535e-11
1367,314.4,2.8870000000000003e-11,0,0,2.8870000000000003e-11
1368,314.45,1.747e-11,0,0,1.747e-11
1369,314.5,1.005e-11,0,0,1.005e-11
1370,314.55,5.496e-12,0,0,5.496e-12
1371,314.6,2.8560000000000008e-12,0,0,2.8560000000000008e-12
1372,314.65,1.4110000000000001e-12,0,0,1.4110000000000001e-12
1373,314.7,6.625e-13,0,0,6.625e-13
1374,314.75,2.957e-13,0,0,2.957e-13
1375,314.8,1.255e-13,0,0,1.255e-13
1376,314.85,5.0589999999999996e-14,0,0,5.0589999999999996e-14
1377,314.9,1.939e-14,0,0,1.939e-14
1378,314.95,7.066e-15,0,0,7.066e-15
1379,315.0,2.4469999999999997e-15,0,0,2.4469999999999997e-15
1380,315.05,8.056000000000001e-16,0,0,8.056000000000001e-16
1381,315.1,2.521e-16,0,0,2.521e-16
1382,315.15,7.498e-17,0,0,7.498e-17
1383,315.2,2.1199999999999998e-17,0,0,2.1199999999999998e-17
1384,315.25,5.6970000000000006e-18,0,0,5.6970000000000006e-18
1385,315.3,1.455e-18,0,0,1.455e-18
1386,315.35,3.533e-19,0,0,3.533e-19
1387,315.4,8.154999999999999e-20,0,0,8.154999999999999e-20
1388,315.45,1.7890000000000002e-20,0,0,1.7890000000000002e-20
1389,315.5,3.73e-21,0,0,3.73e-21
1390,315.55,7.394e-22,0,0,7.394e-22
1391,315.6,4.16e-20,0,4.1459999999999997e-20,1.393e-22
1392,315.65,2.7179999999999997e-19,0,2.7179999999999997e-19,2.495e-23
1393,315.7,1.6959999999999999e-18,0,1.6959999999999999e-18,4.246e-24
1394,315.75,1.008e-17,0,1.008e-17,6.871000000000001e-25
1395,315.8,5.698e-17,0,5.698e-17,1.057e-25
1396,315.85,3.067e-16,0,3.067e-16,0
1397,315.9,1.571e-15,0,1.571e-15,0
1398,315.95,7.659999999999999e-15,0,7.659999999999999e-15,0
1399,316.0,3.556e-14,0,3.556e-14,0
1400,316.05,1.571e-13,0,1.571e-13,0
1401,316.1,6.605e-13,0,6.605e-13,0
1402,316.15,2.6439999999999996e-12,0,2.6439999999999996e-12,0
1403,316.2,1.007e-11,0,1.007e-11,0
1404,316.25,3.652e-11,0,3.652e-11,0
1405,316.3,1.26e-10,0,1.26e-10,0
1406,316.35,4.1410000000000005e-10,0,4.1410000000000005e-10,0
1407,316.4,1.295e-09,0,1.295e-09,0
1408,316.45,3.853e-09,0,3.853e-09,0
1409,316.5,1.091e-08,0,1.091e-08,0
1410,316.55,2.9419999999999998e-08,0,2.9419999999999998e-08,0
1411,316.6,7.549e-08,0,7.549e-08,0
1412,316.65,1.843e-07,0,1.843e-07,0
1413,316.7,4.285e-07,0,4.285e-07,0
1414,316.75,9.48e-07,0,9.48e-07,0
1415,316.8,1.996e-06,0,1.996e-06,0
1416,316.85,4e-06,0,4e-06,0
1417,316.9,7.629e-06,0,7.629e-06,0
1418,316.95,1.385e-05,0,1.385e-05,0
1419,317.0,2.393e-05,0,2.393e-05,0
1420,317.05,3.935e-05,0,3.935e-05,0
1421,317.1,6.159e-05,0,6.159e-05,0
1422,317.15,9.177e-05,0,9.177e-05,0
1423,317.2,0.0001302,0,0.0001302,4.8660000000000005e-26
1424,317.25,0.00017590000000000002,0,0.00017590000000000002,3.159e-25
1425,317.3,0.00022640000000000003,0,0.00022640000000000003,1.953e-24
1426,317.35,0.0002778,0,0.0002778,1.149e-23
1427,317.4,0.0003258,0,0.0003258,6.437999999999999e-23
1428,317.45,0.0003659,0,0.0003659,3.4339999999999996e-22
1429,317.5,0.000396,0,0.000396,1.7439999999999998e-21
1430,317.55,0.00041630000000000004,0,0.00041630000000000004,8.433e-21
1431,317.6,0.0004312,0,0.0004312,3.881999999999999e-20
1432,317.65,0.00044860000000000006,0,0.00044860000000000006,1.702e-19
1433,317.7,0.00047860000000000003,0,0.00047860000000000003,7.101000000000001e-19
1434,317.75,0.0005317999999999999,0,0.0005317999999999999,2.8210000000000002e-18
1435,317.8,0.000616,0,0.000616,1.0670000000000001e-17
1436,317.85,0.000734,0,0.000734,3.844e-17
1437,317.9,0.0008811,0,0.0008811,1.3180000000000002e-16
1438,317.95,0.001045,0,0.001045,4.3039999999999995e-16
1439,318.0,0.001207,0,0.001207,1.338e-15
1440,318.05,0.0013460000000000002,0,0.0013460000000000002,3.959000000000001e-15
1441,318.1,0.001441,0,0.001441,1.115e-14
1442,318.15,0.0014789999999999998,0,0.0014789999999999998,2.992e-14
1443,318.2,0.0014550000000000001,0,0.0014550000000000001,7.643e-14
1444,318.25,0.0013779999999999999,0,0.0013779999999999999,1.859e-13
1445,318.3,0.001263,0,0.001263,4.303e-13
1446,318.35,0.001134,0,0.001134,9.486e-13
1447,318.4,0.001017,0,0.001017,1.991e-12
1448,318.45,0.0009329000000000001,0,0.0009329000000000001,3.978e-12
1449,318.5,0.0008946,0,0.0008946,7.568e-12
1450,318.55,0.0009067,0,0.0009067,1.371e-11
1451,318.6,0.0009631,0,0.0009631,2.3640000000000002e-11
1452,318.65,0.00105,0,0.00105,3.882e-11
1453,318.7,0.001147,0,0.001147,6.067999999999999e-11
1454,318.75,0.001233,0,0.001233,9.031000000000001e-11
1455,318.8,0.001289,0,0.001289,1.28e-10
1456,318.85,0.001301,0,0.001301,1.7269999999999998e-10
1457,318.9,0.001263,0,0.001263,2.2180000000000003e-10
1458,318.95,0.001175,0,0.001175,2.712e-10
1459,319.0,0.001047,0,0.001047,3.1580000000000004e-10
1460,319.05,0.0008933999999999999,0,0.0008933999999999999,3.501e-10
1461,319.1,0.0007286,0,0.0007286,3.696e-10
1462,319.15,0.0005679999999999999,0,0.0005679999999999999,3.714e-10
1463,319.2,0.00042300000000000004,0,0.00042300000000000004,3.553e-10
1464,319.25,0.0003008,0,0.0003008,3.237e-10
1465,319.3,0.00020419999999999998,0,0.00020419999999999998,2.8069999999999997e-10
1466,319.35,0.00013230000000000002,0,0.00013230000000000002,2.3180000000000002e-10
1467,319.4,8.181e-05,0,8.181e-05,1.822e-10
1468,319.45,4.823e-05,0,4.823e-05,1.3640000000000001e-10
1469,319.5,2.712e-05,0,2.712e-05,9.720999999999999e-11
1470,319.55,1.454e-05,0,1.454e-05,6.596e-11
1471,319.6,7.428e-06,0,7.428e-06,4.261e-11
1472,319.65,3.617e-06,0,3.617e-06,2.621e-11
1473,319.7,1.6790000000000001e-06,0,1.6790000000000001e-06,1.535e-11
1474,319.75,7.421e-07,0,7.421e-07,8.557e-12
1475,319.8,3.1260000000000003e-07,0,3.1260000000000003e-07,4.542e-12
1476,319.85,1.254e-07,0,1.254e-07,2.2959999999999995e-12
1477,319.9,4.794e-08,0,4.794e-08,1.105e-12
1478,319.95,1.745e-08,0,1.745e-08,5.06e-13
1479,320.0,6.0499999999999996e-09,0,6.0499999999999996e-09,2.207e-13
1480,320.05,1.998e-09,0,1.998e-09,9.166e-14
1481,320.1,6.281e-10,0,6.281e-10,3.624e-14
1482,320.15,1.881e-10,0,1.88e-10,1.364e-14
1483,320.2,5.361e-11,0,5.361e-11,4.889e-15
1484,320.25,1.4550000000000001e-11,0,1.4550000000000001e-11,1.6679999999999999e-15
1485,320.3,3.7619999999999995e-12,0,3.7619999999999995e-12,5.421000000000001e-16
1486,320.35,9.26e-13,0,9.258e-13,1.677e-16
1487,320.4,2.17e-13,0,2.169e-13,4.938e-17
1488,320.45,4.8410000000000005e-14,0,4.84e-14,1.3850000000000001e-17
1489,320.5,1.0290000000000001e-14,0,1.028e-14,3.696e-18
1490,320.55,2.08e-15,0,2.079e-15,9.394e-19
1491,320.6,4.0060000000000004e-16,0,4.0039999999999996e-16,2.273e-19
1492,320.65,7.345e-17,0,7.34e-17,5.2379999999999996e-20
1493,320.7,1.28e-17,0,1.2790000000000002e-17,1.149e-20
1494,320.75,2.129e-18,0,2.126e-18,2.4e-21
1495,320.8,3.3689999999999997e-19,0,3.3640000000000005e-19,4.771000000000001e-22
1496,320.85,9.033e-23,0,0,9.033e-23
1497,320.9,1.628e-23,0,0,1.628e-23
1498,320.95,2.7939999999999998e-24,0,0,2.7939999999999998e-24
1499,321.0,4.565e-25,0,0,4.565e-25
1500,321.05,7.102e-26,0,0,7.102e-26
1501,321.25,1.6230000000000002e-19,0,1.6230000000000002e-19,0
1502,321.3,1.0059999999999999e-18,0,1.0059999999999999e-18,0
1503,321.35,5.939e-18,0,5.939e-18,0
1504,321.4,3.3439999999999995e-17,0,3.3439999999999995e-17,0
1505,321.45,1.7949999999999998e-16,0,1.7949999999999998e-16,0
1506,321.5,9.183999999999999e-16,0,9.183999999999999e-16,0
1507,321.55,4.479e-15,0,4.479e-15,0
1508,321.6,2.082e-14,0,2.082e-14,0
1509,321.65,9.229e-14,0,9.229e-14,0
1510,321.7,3.899e-13,0,3.899e-13,0
1511,321.75,1.57e-12,0,1.57e-12,0
1512,321.8,6.0289999999999995e-12,0,6.0289999999999995e-12,0
1513,321.85,2.206e-11,0,2.206e-11,0
1514,321.9,7.696e-11,0,7.696e-11,0
1515,321.95,2.559e-10,0,2.559e-10,0
1516,322.0,8.113e-10,0,8.113e-10,0
1517,322.05,2.4520000000000002e-09,0,2.4520000000000002e-09,0
1518,322.1,7.062000000000001e-09,0,7.062000000000001e-09,0
1519,322.15,1.939e-08,0,1.939e-08,0
1520,322.2,5.0760000000000006e-08,0,5.0760000000000006e-08,0
1521,322.25,1.267e-07,0,1.267e-07,0
1522,322.3,3.013e-07,0,3.013e-07,0
1523,322.35,6.831000000000001e-07,0,6.831000000000001e-07,0
1524,322.4,1.476e-06,0,1.476e-06,0
1525,322.45,3.042e-06,0,3.042e-06,0
1526,322.5,5.974e-06,0,5.974e-06,2.483e-26
1527,322.55,1.119e-05,0,1.119e-05,1.5310000000000003e-25
1528,322.6,1.996e-05,0,1.996e-05,9.006e-25
1529,322.65,3.396e-05,0,3.396e-05,5.051e-24
1530,322.7,5.508e-05,0,5.508e-05,2.701e-23
1531,322.75,8.515e-05,0,8.515e-05,1.3780000000000002e-22
1532,322.8,0.0001255,0,0.0001255,6.701e-22
1533,322.85,0.0001763,0,0.0001763,3.108e-21
1534,322.9,0.00023609999999999997,0,0.00023609999999999997,1.3750000000000002e-20
1535,322.95,0.00030139999999999995,0,0.00030139999999999995,5.797999999999999e-20
1536,323.0,0.00036669999999999997,0,0.00036669999999999997,2.332e-19
1537,323.05,0.00042539999999999993,0,0.00042539999999999993,8.944e-19
1538,323.1,0.0004704,0,0.0004704,3.271e-18
1539,323.15,0.0004958,0,0.0004958,1.1409999999999999e-17
1540,323.2,0.0004982,0,0.0004982,3.795e-17
1541,323.25,0.0004772,0,0.0004772,1.204e-16
1542,323.3,0.0004357,0,0.0004357,3.641e-16
1543,323.35,0.0003792,0,0.0003792,1.05e-15
1544,323.4,0.00031460000000000006,0,0.00031460000000000006,2.888e-15
1545,323.45,0.0002488,0,0.0002488,7.576e-15
1546,323.5,0.00018759999999999998,0,0.00018759999999999998,1.895e-14
1547,323.55,0.0001348,0,0.0001348,4.52e-14
1548,323.6,9.237e-05,0,9.237e-05,1.028e-13
1549,323.65,6.033e-05,0,6.033e-05,2.23e-13
1550,323.7,3.756e-05,0,3.756e-05,4.612e-13
1551,323.75,2.229e-05,0,2.229e-05,9.097e-13
1552,323.8,1.261e-05,0,1.261e-05,1.7109999999999999e-12
1553,323.85,6.799e-06,0,6.799e-06,3.069e-12
1554,323.9,3.495e-06,0,3.495e-06,5.25e-12
1555,323.95,1.7130000000000002e-06,0,1.7130000000000002e-06,8.562999999999999e-12
1556,324.0,8e-07,0,8e-07,1.332e-11
1557,324.05,3.5619999999999997e-07,0,3.5619999999999997e-07,1.9760000000000005e-11
1558,324.1,1.512e-07,0,1.512e-07,2.794e-11
1559,324.15,6.122e-08,0,6.118e-08,3.7689999999999995e-11
1560,324.21,1.944e-08,0,1.939e-08,5.07e-11
1561,324.26,7.124000000000001e-09,0,7.062000000000001e-09,6.16e-11
1562,324.31,2.523e-09,0,2.4520000000000002e-09,7.137e-11
1563,324.36,8.902e-10,0,8.113e-10,7.886000000000001e-11
1564,324.41,3.39e-10,0,2.559e-10,8.309000000000001e-11
1565,324.46,1.604e-10,0,7.696e-11,8.348000000000002e-11
1566,324.51,1.0209999999999999e-10,0,2.206e-11,7.998999999999999e-11
1567,324.56,7.911e-11,0,6.0289999999999995e-12,7.309e-11
1568,324.61,6.525000000000001e-11,0,1.57e-12,6.368000000000001e-11
1569,324.66,5.33e-11,0,3.899e-13,5.2909999999999995e-11
1570,324.71,4.202e-11,0,9.229e-14,4.192e-11
1571,324.76,3.17e-11,0,2.082e-14,3.168e-11
1572,324.81,2.283e-11,0,4.479e-15,2.283e-11
1573,324.86,1.569e-11,0,9.183999999999999e-16,1.569e-11
1574,324.91,1.0289999999999999e-11,0,1.7949999999999998e-16,1.0289999999999999e-11
1575,324.96,6.4490000000000005e-12,0,3.3439999999999995e-17,6.4490000000000005e-12
1576,325.01,3.894e-12,0,5.939e-18,3.894e-12
1577,325.06,2.331e-12,0,1.0059999999999999e-18,2.331e-12
1578,325.11,1.5219999999999998e-12,0,1.6230000000000002e-19,1.5219999999999998e-12
1579,325.16,1.329e-12,0,0,1.329e-12
1580,325.21,1.739e-12,0,0,1.739e-12
1581,325.26,2.883e-12,0,0,2.883e-12
1582,325.31,5.049e-12,0,0,5.049e-12
1583,325.36,8.676e-12,0,0,8.676e-12
1584,325.41,1.432e-11,0,0,1.432e-11
1585,325.46,2.26e-11,0,0,2.26e-11
1586,325.51,3.4030000000000004e-11,0,0,3.4030000000000004e-11
1587,325.56,4.889e-11,0,0,4.889e-11
1588,325.61,6.701999999999999e-11,0,0,6.701999999999999e-11
1589,325.66,8.764e-11,0,0,8.764e-11
1590,325.71,1.093e-10,0,0,1.093e-10
1591,325.76,1.301e-10,0,0,1.301e-10
1592,325.81,1.4780000000000002e-10,0,0,1.4780000000000002e-10
1593,325.86,1.601e-10,0,0,1.601e-10
1594,325.91,1.655e-10,0,0,1.655e-10
1595,325.96,1.6309999999999998e-10,0,0,1.6309999999999998e-10
1596,326.01,1.535e-10,0,0,1.535e-10
1597,326.06,1.377e-10,0,0,1.377e-10
1598,326.11,1.179e-10,0,0,1.179e-10
1599,326.16,9.629999999999999e-11,0,0,9.629999999999999e-11
1600,326.21,7.504000000000001e-11,0,0,7.504000000000001e-11
1601,326.26,5.5780000000000007e-11,0,0,5.5780000000000007e-11
1602,326.31,3.9560000000000003e-11,0,0,3.9560000000000003e-11
1603,326.36,2.6770000000000002e-11,0,0,2.6770000000000002e-11
1604,326.41,1.728e-11,0,0,1.728e-11
1605,326.46,1.064e-11,0,0,1.064e-11
1606,326.51,6.25e-12,0,0,6.25e-12
1607,326.56,3.503e-12,0,0,3.503e-12
1608,326.61,1.873e-12,0,0,1.873e-12
1609,326.66,9.555e-13,0,0,9.555e-13
1610,326.71,4.65e-13,0,0,4.65e-13
1611,326.76,2.159e-13,0,0,2.159e-13
1612,326.81,9.562999999999999e-14,0,0,9.562999999999999e-14
1613,326.86,4.041e-14,0,0,4.041e-14
1614,326.91,1.629e-14,0,0,1.629e-14
1615,326.96,6.2759999999999994e-15,0,0,6.2759999999999994e-15
1616,327.01,2.334e-15,0,0,2.334e-15
1617,327.06,9.212e-16,0,0,9.212e-16
1618,327.11,6.382999999999999e-16,0,0,6.382999999999999e-16
1619,327.16,1.205e-15,0,0,1.205e-15
1620,327.21,3.265e-15,0,0,3.265e-15
1621,327.26,8.951e-15,0,0,8.951e-15
1622,327.31,2.3580000000000002e-14,0,0,2.3580000000000002e-14
1623,327.36,5.934e-14,0,0,5.934e-14
1624,327.41,1.426e-13,0,0,1.426e-13
1625,327.46,3.27e-13,0,0,3.27e-13
1626,327.51,7.162e-13,0,0,7.162e-13
1627,327.56,1.4969999999999998e-12,0,0,1.4969999999999998e-12
1628,327.61,2.9879999999999998e-12,0,0,2.9879999999999998e-12
1629,327.66,5.694e-12,0,0,5.694e-12
1630,327.71,1.036e-11,0,0,1.036e-11
1631,327.76,1.7989999999999997e-11,0,0,1.7989999999999997e-11
1632,327.81,2.982e-11,0,0,2.982e-11
1633,327.86,4.72e-11,0,0,4.72e-11
1634,327.91,7.133e-11,0,0,7.133e-11
1635,327.96,1.029e-10,0,0,1.029e-10
1636,328.01,1.4169999999999999e-10,0,0,1.4169999999999999e-10
1637,328.06,1.864e-10,0,0,1.864e-10
1638,328.11,2.342e-10,0,0,2.342e-10
1639,328.16,2.81e-10,0,0,2.81e-10
1640,328.21,3.222e-10,0,0,3.222e-10
1641,328.26,3.533e-10,0,0,3.533e-10
1642,328.31,3.712e-10,0,0,3.712e-10
1643,328.36,3.7449999999999995e-10,0,0,3.7449999999999995e-10
1644,328.41,3.6450000000000003e-10,0,0,3.6450000000000003e-10
1645,328.46,3.449e-10,0,0,3.449e-10
1646,328.51,3.209e-10,0,0,3.209e-10
1647,328.56,2.985e-10,0,0,2.985e-10
1648,328.61,2.83e-10,0,0,2.83e-10
1649,328.66,2.778e-10,0,2.943e-18,2.778e-10
1650,328.71,2.8389999999999997e-10,0,1.759e-17,2.8389999999999997e-10
1651,328.76,2.9939999999999997e-10,0,1.0049999999999999e-16,2.9939999999999997e-10
1652,328.81,3.203e-10,0,5.527e-16,3.203e-10
1653,328.86,3.4089999999999993e-10,0,2.884e-15,3.4089999999999993e-10
1654,328.91,3.5569999999999997e-10,0,1.438e-14,3.5569999999999997e-10
1655,328.96,3.6e-10,0,6.851e-14,3.599e-10
1656,329.01,3.512e-10,0,3.118e-13,3.5089999999999995e-10
1657,329.06,3.297e-10,0,1.3559999999999999e-12,3.283e-10
1658,329.11,2.998e-10,0,5.637000000000001e-12,2.942e-10
1659,329.16,2.745e-10,0,2.239e-11,2.521e-10
1660,329.21,2.915e-10,0,8.498e-11,2.065e-10
1661,329.26,4.699e-10,0,3.083e-10,1.6160000000000002e-10
1662,329.31,1.19e-09,0,1.069e-09,1.209e-10
1663,329.36,3.6280000000000003e-09,0,3.541e-09,8.664e-11
1664,329.41,1.1279999999999999e-08,0,1.122e-08,5.968999999999999e-11
1665,329.46,3.4e-08,0,3.396e-08,4.002e-11
