,Wavelength,Sum,Mean Intensity
2853,343.75,89.8,2.0
2854,343.79,90.8,2.0
2855,343.84,95.0,2.0
2856,343.89,99.9,2.1
2857,343.93,98.9,2.0
2858,343.98,95.4,1.9
2859,344.03,94.4,2.0
2860,344.08,101.6,1.9
2861,344.12,105.8,2.2
2862,344.17,116.0,2.4
2863,344.22,146.1,3.0
2864,344.26,216.0,4.3
2865,344.31,363.1,6.1
2866,344.36,565.8,8.7
2867,344.41,655.4,9.9
2868,344.45,472.1,7.5
2869,344.50,257.8,4.5
2870,344.55,174.5,3.0
2871,344.59,141.5,2.7
2872,344.64,126.2,2.4
2873,344.69,116.5,2.0
2874,344.74,107.9,2.1
2875,344.78,104.9,2.0
2876,344.83,103.2,2.0
2877,344.88,103.7,2.1
2878,344.92,107.8,2.1
2879,344.97,111.9,2.5
2880,345.02,123.1,2.7
2881,345.07,140.5,3.0
2882,345.11,183.0,4.0
2883,345.16,276.3,5.7
2884,345.21,345.9,6.7
2885,345.25,297.5,5.6
2886,345.30,191.9,3.8
2887,345.35,160.8,2.9
2888,345.39,159.0,3.0
2889,345.44,168.0,3.7
2890,345.49,234.9,4.6
2891,345.54,392.8,7.0
2892,345.58,568.6,10.3
2893,345.63,567.3,10.1
2894,345.68,363.6,6.6
2895,345.72,221.1,4.3
2896,345.77,171.9,3.1
2897,345.82,152.4,2.8
2898,345.86,140.0,2.9
2899,345.91,142.7,2.9
2900,345.96,152.9,2.9
2901,346.00,200.7,4.1
2902,346.05,374.7,6.0
2903,346.10,560.9,8.9
2904,346.15,554.7,8.8
2905,346.19,340.2,6.0
2906,346.24,207.6,3.7
2907,346.29,159.3,2.8
2908,346.33,138.4,2.6
2909,346.38,124.9,2.7
2910,346.43,146.4,3.3
2911,346.47,196.8,4.3
2912,346.52,238.2,4.5
2913,346.57,188.2,3.7
2914,346.61,144.1,2.3
2915,346.66,122.5,2.2
2916,346.71,112.7,2.1
2917,346.75,102.2,1.9
2918,346.80,94.7,1.9
2919,346.85,89.4,1.8
2920,346.90,89.1,1.8
2921,346.94,87.3,1.8
2922,346.99,83.2,1.8
2923,347.04,82.6,1.8
2924,347.08,83.0,1.7
2925,347.13,81.1,1.8
2926,347.18,81.8,1.9
2927,347.22,85.4,1.9
2928,347.27,89.2,1.8
2929,347.32,88.7,1.8
2930,347.36,89.8,1.8
2931,347.41,91.9,1.8
2932,347.46,96.3,2.1
2933,347.50,104.9,2.3
2934,347.55,137.5,2.8
2935,347.60,255.3,4.4
2936,347.64,437.2,6.9
2937,347.69,541.6,8.6
2938,347.74,411.6,6.6
2939,347.78,237.4,4.4
2940,347.83,170.2,3.0
2941,347.88,142.2,2.7
2942,347.92,132.1,2.5
2943,347.97,149.2,3.0
2944,348.02,180.2,3.4
2945,348.06,177.2,3.2
2946,348.11,150.2,2.5
2947,348.16,125.5,2.5
2948,348.21,123.5,2.4
2949,348.25,137.2,3.0
2950,348.30,174.8,4.1
2951,348.35,212.8,4.9
2952,348.39,208.8,4.8
2953,348.44,187.1,4.1
2954,348.49,170.7,3.4
2955,348.53,157.4,3.1
2956,348.58,139.9,2.9
2957,348.63,132.2,2.7
2958,348.67,131.8,2.6
2959,348.72,129.0,2.7
2960,348.77,129.3,2.9
2961,348.81,136.6,2.9
2962,348.86,159.8,3.5
2963,348.91,203.5,4.2
2964,348.95,247.6,4.9
2965,349.00,331.1,5.7
2966,349.04,447.4,7.4
2967,349.09,482.9,8.3
2968,349.14,370.7,6.6
2969,349.18,274.5,5.8
2970,349.23,253.4,5.4
2971,349.28,223.9,4.8
2972,349.32,191.7,4.1
2973,349.37,170.5,3.4
2974,349.42,152.3,3.1
2975,349.46,147.0,2.9
2976,349.51,144.0,3.0
2977,349.56,140.2,2.9
2978,349.60,129.8,2.8
2979,349.65,121.4,2.7
2980,349.70,118.7,2.6
2981,349.74,121.0,2.5
2982,349.79,126.5,2.7
2983,349.84,132.3,2.9
2984,349.88,143.5,3.1
2985,349.93,159.2,3.4
2986,349.98,185.3,3.9
2987,350.02,195.4,4.0
2988,350.07,178.7,3.5
2989,350.12,169.9,3.6
2990,350.16,175.0,4.3
2991,350.21,201.3,4.6
2992,350.26,243.6,5.0
2993,350.30,310.2,6.7
2994,350.35,476.4,9.5
2995,350.39,794.7,14.2
2996,350.44,1062.5,17.4
2997,350.49,980.6,16.4
2998,350.53,652.5,12.1
2999,350.58,444.3,8.4
3000,350.63,317.2,6.4
3001,350.67,266.3,5.5
3002,350.72,235.6,5.1
3003,350.77,218.2,5.2
3004,350.81,233.6,5.2
3005,350.86,273.9,5.8
3006,350.91,360.2,7.9
3007,350.95,535.7,10.6
3008,351.00,814.0,14.5
3009,351.04,976.1,16.3
3010,351.09,817.8,14.0
3011,351.14,506.7,9.6
3012,351.18,311.1,6.8
3013,351.23,227.9,4.5
3014,351.28,184.3,3.7
3015,351.32,154.4,3.4
3016,351.37,146.1,3.0
3017,351.42,135.0,2.8
3018,351.46,128.6,2.8
3019,351.51,127.3,2.7
3020,351.55,125.1,2.7
3021,351.60,123.8,2.7
3022,351.65,124.3,2.7
3023,351.69,128.4,2.7
3024,351.74,128.2,2.7
3025,351.79,135.6,3.0
3026,351.83,156.0,3.3
3027,351.88,209.3,4.5
3028,351.93,357.4,6.7
3029,351.97,490.4,9.5
3030,352.02,502.1,9.6
3031,352.06,350.0,6.7
3032,352.11,225.4,4.2
3033,352.16,162.4,3.0
3034,352.20,135.4,2.6
3035,352.25,124.7,2.2
3036,352.30,114.4,2.2
3037,352.34,107.9,2.3
3038,352.39,104.7,2.4
3039,352.43,109.1,2.3
3040,352.48,105.4,2.2
3041,352.53,100.9,2.0
3042,352.57,93.5,2.0
3043,352.62,90.2,1.9
3044,352.67,88.0,1.8
3045,352.71,86.3,1.9
3046,352.76,85.7,1.8
3047,352.80,81.8,1.9
3048,352.85,80.0,1.9
3049,352.90,80.6,1.9
3050,352.94,83.6,1.9
3051,352.99,84.7,1.8
3052,353.04,86.3,1.9
3053,353.08,90.0,1.9
3054,353.13,94.1,2.0
3055,353.17,98.3,2.1
3056,353.22,103.5,2.5
3057,353.27,123.6,3.0
3058,353.31,166.8,3.7
3059,353.36,208.4,4.8
3060,353.40,286.9,6.1
3061,353.45,462.6,9.0
3062,353.50,629.4,11.6
3063,353.54,603.7,10.8
3064,353.59,410.2,7.8
3065,353.64,256.8,4.9
3066,353.68,181.8,3.6
3067,353.73,144.7,2.8
3068,353.77,121.4,2.6
3069,353.82,106.5,2.3
3070,353.87,96.3,2.2
3071,353.91,90.0,2.1
3072,353.96,85.7,2.0
3073,354.00,81.8,1.9
3074,354.05,80.9,1.8
3075,354.10,78.2,1.8
3076,354.14,74.6,1.8
3077,354.19,75.7,1.8
3078,354.23,78.6,1.7
3079,354.28,77.4,1.6
3080,354.33,73.5,1.6
3081,354.37,71.6,1.5
3082,354.42,70.2,1.5
3083,354.47,67.2,1.6
3084,354.51,66.8,1.6
3085,354.56,66.0,1.5
3086,354.60,73.4,1.7
3087,354.65,86.3,1.8
3088,354.70,91.1,1.7
3089,354.74,82.8,1.4
3090,354.79,72.1,1.5
3091,354.83,66.1,1.5
3092,354.88,65.4,1.4
3093,354.93,65.2,1.4
3094,354.97,64.4,1.5
3095,355.02,63.0,1.5
3096,355.06,64.7,1.4
3097,355.11,65.3,1.4
3098,355.16,62.9,1.5
3099,355.20,63.7,1.5
3100,355.25,64.8,1.5
3101,355.29,64.8,1.5
3102,355.34,63.8,1.4
3103,355.39,62.1,1.4
3104,355.43,62.9,1.4
3105,355.48,63.6,1.4
3106,355.52,64.0,1.5
3107,355.57,67.7,1.5
3108,355.61,71.4,1.5
3109,355.66,70.1,1.4
3110,355.71,67.3,1.4
3111,355.75,67.0,1.4
3112,355.80,67.4,1.4
3113,355.84,68.3,1.5
3114,355.89,67.7,1.4
3115,355.94,65.9,1.5
3116,355.98,68.0,1.5
3117,356.03,73.4,1.6
3118,356.07,91.0,2.0
3119,356.12,114.3,2.4
3120,356.17,121.0,2.3
3121,356.21,105.5,1.8
3122,356.26,88.5,1.6
3123,356.30,77.8,1.6
3124,356.35,73.5,1.6
3125,356.39,75.2,1.7
3126,356.44,90.8,1.9
3127,356.49,118.6,2.6
3128,356.53,152.3,3.1
3129,356.58,153.5,2.9
3130,356.62,130.0,2.3
3131,356.67,105.0,1.8
3132,356.72,87.2,1.6
3133,356.76,75.9,1.6
3134,356.81,73.7,1.5
3135,356.85,73.0,1.5
3136,356.90,75.2,1.5
3137,356.94,79.6,1.7
3138,356.99,85.1,1.9
3139,357.04,87.7,1.8
3140,357.08,87.6,1.8
3141,357.13,85.6,1.8
3142,357.17,85.5,1.8
3143,357.22,88.9,1.9
3144,357.26,111.8,2.4
3145,357.31,169.4,3.4
3146,357.36,210.1,3.9
3147,357.40,177.8,3.0
3148,357.45,138.8,2.2
3149,357.49,106.8,1.8
3150,357.54,88.5,1.7
3151,357.58,79.8,1.6
3152,357.63,74.7,1.6
3153,357.68,70.4,1.6
3154,357.72,69.6,1.5
3155,357.77,69.0,1.5
3156,357.81,68.6,1.6
3157,357.86,68.2,1.5
3158,357.90,66.2,1.5
3159,357.95,63.2,1.5
3160,358.00,62.0,1.5
3161,358.04,62.6,1.4
3162,358.09,62.8,1.4
3163,358.13,61.0,1.4
3164,358.18,59.7,1.4
3165,358.22,60.5,1.4
3166,358.27,60.7,1.4
3167,358.32,60.6,1.4
3168,358.36,60.9,1.4
3169,358.41,60.6,1.4
3170,358.45,61.7,1.5
3171,358.50,65.2,1.4
3172,358.54,68.1,1.5
3173,358.59,76.8,1.8
3174,358.63,111.0,2.7
3175,358.68,153.3,3.1
3176,358.73,150.8,2.5
3177,358.77,119.5,1.8
3178,358.82,92.9,1.6
3179,358.86,76.6,1.5
3180,358.91,68.5,1.5
3181,358.95,66.4,1.4
3182,359.00,64.0,1.4
3183,359.04,62.5,1.4
3184,359.09,62.3,1.4
3185,359.14,63.3,1.5
3186,359.18,66.2,1.5
3187,359.23,71.8,1.6
3188,359.27,82.3,1.8
3189,359.32,88.0,1.8
3190,359.36,88.4,1.7
3191,359.41,89.8,1.8
3192,359.45,99.8,2.1
3193,359.50,162.2,3.4
3194,359.55,278.8,4.8
3195,359.59,335.7,5.7
3196,359.64,264.3,4.7
3197,359.68,178.9,2.9
3198,359.73,131.9,2.0
3199,359.77,107.0,1.7
3200,359.82,101.4,1.9
3201,359.86,101.5,1.8
3202,359.91,91.8,1.5
3203,359.96,79.3,1.5
3204,360.00,68.9,1.5
3205,360.05,65.0,1.5
3206,360.09,63.3,1.4
3207,360.14,62.3,1.4
3208,360.18,61.1,1.5
3209,360.23,59.8,1.5
3210,360.27,59.2,1.4
3211,360.32,62.0,1.3
3212,360.36,65.2,1.3
3213,360.41,67.1,1.4
3214,360.45,66.7,1.4
3215,360.50,63.7,1.4
3216,360.55,63.1,1.4
3217,360.59,66.3,1.4
3218,360.64,70.2,1.3
3219,360.68,73.4,1.4
3220,360.73,72.0,1.4
3221,360.77,70.2,1.4
3222,360.82,68.0,1.4
3223,360.86,66.9,1.4
3224,360.91,74.0,1.6
3225,360.95,103.3,2.0
3226,361.00,127.6,2.0
3227,361.04,120.0,1.8
3228,361.09,97.6,1.5
3229,361.14,85.9,1.5
3230,361.18,80.3,1.5
3231,361.23,79.9,1.6
3232,361.27,84.9,1.7
3233,361.32,87.9,1.7
3234,361.36,89.7,1.8
3235,361.41,87.2,1.7
3236,361.45,84.8,1.6
3237,361.50,80.3,1.6
3238,361.54,76.2,1.6
3239,361.59,72.1,1.6
3240,361.63,69.9,1.6
3241,361.68,69.0,1.5
3242,361.72,68.7,1.5
3243,361.77,68.3,1.4
3244,361.81,67.4,1.4
3245,361.86,68.6,1.4
3246,361.91,68.6,1.5
3247,361.95,69.6,1.5
3248,362.00,71.1,1.5
3249,362.04,70.2,1.6
3250,362.09,71.3,1.6
3251,362.13,73.1,1.7
3252,362.18,78.0,1.8
3253,362.22,87.7,1.9
3254,362.27,98.2,2.0
3255,362.31,108.7,2.3
3256,362.36,139.5,3.0
3257,362.40,247.1,4.6
3258,362.45,365.1,6.4
3259,362.49,396.2,6.8
3260,362.54,301.6,5.2
3261,362.58,213.2,3.6
3262,362.63,153.5,2.6
3263,362.67,121.2,2.0
3264,362.72,103.3,1.8
3265,362.76,95.7,1.7
3266,362.81,86.3,1.6
3267,362.85,80.7,1.5
3268,362.90,75.7,1.6
3269,362.94,72.6,1.5
3270,362.99,69.9,1.5
3271,363.03,67.4,1.6
3272,363.08,69.3,1.6
3273,363.12,74.4,1.6
3274,363.17,78.4,1.7
3275,363.22,81.9,1.7
3276,363.26,86.8,1.7
3277,363.31,92.4,1.7
3278,363.35,94.5,1.8
3279,363.40,96.8,1.8
3280,363.44,122.6,2.3
3281,363.49,240.8,3.2
3282,363.53,317.9,3.7
3283,363.58,292.0,3.5
3284,363.62,204.1,2.6
3285,363.67,152.2,2.0
3286,363.71,122.4,1.8
3287,363.76,109.5,1.8
3288,363.80,104.3,1.8
3289,363.85,100.3,1.9
3290,363.89,101.2,2.1
3291,363.94,110.7,2.3
3292,363.98,130.6,2.8
3293,364.03,200.0,4.2
3294,364.07,364.6,6.5
3295,364.12,511.1,9.0
3296,364.16,549.6,9.0
3297,364.21,514.3,7.6
3298,364.25,496.1,6.7
3299,364.30,421.2,5.4
3300,364.34,283.6,4.1
3301,364.39,200.7,2.9
3302,364.43,157.7,2.5
3303,364.48,131.7,2.3
3304,364.52,116.4,2.2
3305,364.57,112.9,2.2
3306,364.61,115.1,2.1
3307,364.66,110.4,1.9
3308,364.70,98.7,1.7
3309,364.75,90.4,1.7
3310,364.79,85.8,1.7
3311,364.84,84.4,1.7
3312,364.88,86.6,1.8
3313,364.93,86.7,1.6
3314,364.97,82.2,1.6
3315,365.02,79.6,1.7
3316,365.06,78.2,1.6
3317,365.11,78.7,1.6
3318,365.15,79.6,1.6
3319,365.20,84.0,1.7
3320,365.24,102.5,2.0
3321,365.28,211.5,3.1
3322,365.33,328.0,3.8
3323,365.37,360.6,4.1
3324,365.42,294.7,3.6
3325,365.46,217.6,3.0
3326,365.51,165.0,2.1
3327,365.55,129.0,1.8
3328,365.60,104.9,1.8
3329,365.64,93.7,1.9
3330,365.69,93.7,2.0
3331,365.73,105.5,2.2
3332,365.78,141.3,2.7
3333,365.82,170.6,2.8
3334,365.87,189.3,3.2
3335,365.91,281.1,4.9
3336,365.96,404.8,7.1
3337,366.00,459.5,8.3
3338,366.05,399.5,7.2
3339,366.09,332.4,5.9
3340,366.14,314.1,5.8
3341,366.18,386.5,6.9
3342,366.23,457.9,8.3
3343,366.27,414.6,7.7
3344,366.32,316.0,6.1
3345,366.36,240.3,4.7
3346,366.41,189.3,3.5
3347,366.45,149.9,2.8
3348,366.49,126.2,2.5
3349,366.54,112.6,2.5
3350,366.58,108.4,2.1
3351,366.63,101.7,2.0
3352,366.67,94.4,2.1
3353,366.72,91.4,2.0
3354,366.76,89.3,1.8
3355,366.81,92.2,1.8
3356,366.85,108.2,2.0
3357,366.90,120.6,2.2
3358,366.94,120.5,2.1
3359,366.99,106.7,1.8
3360,367.03,96.5,1.9
3361,367.08,95.7,1.9
3362,367.12,114.8,2.0
3363,367.17,134.8,2.2
3364,367.21,136.0,2.1
3365,367.25,115.9,1.8
3366,367.30,103.5,1.8
3367,367.34,96.8,1.8
3368,367.39,90.3,1.7
3369,367.43,88.5,1.8
3370,367.48,90.8,2.0
3371,367.52,91.2,2.0
3372,367.57,91.2,2.1
3373,367.61,94.2,2.2
3374,367.66,100.0,2.1
3375,367.70,104.4,2.1
3376,367.75,111.3,2.1
3377,367.79,113.2,2.3
3378,367.83,116.6,2.4
3379,367.88,123.6,2.7
3380,367.92,152.0,3.0
3381,367.97,183.3,3.5
3382,368.01,197.3,3.9
3383,368.06,190.8,3.8
3384,368.10,193.3,3.8
3385,368.15,194.1,4.0
3386,368.19,203.6,4.5
3387,368.24,228.5,5.0
3388,368.28,270.2,5.6
3389,368.33,328.5,6.4
3390,368.37,413.9,8.5
3391,368.41,594.9,11.9
3392,368.46,947.9,15.7
3393,368.50,1400.8,20.6
3394,368.55,1560.9,21.8
3395,368.59,1346.0,19.9
3396,368.64,1037.5,15.7
3397,368.68,745.9,12.1
3398,368.73,524.4,9.0
3399,368.77,379.6,7.1
3400,368.81,294.1,5.7
3401,368.86,237.6,4.4
3402,368.90,205.5,4.0
3403,368.95,204.3,3.7
3404,368.99,198.3,3.3
3405,369.04,187.2,3.1
3406,369.08,159.3,2.7
3407,369.13,140.5,2.5
3408,369.17,132.4,2.2
3409,369.22,126.5,2.2
3410,369.26,117.7,2.2
3411,369.30,111.9,2.1
3412,369.35,107.2,2.0
3413,369.39,109.0,2.2
3414,369.44,117.9,2.6
3415,369.48,128.7,2.7
3416,369.53,130.5,2.4
3417,369.57,127.6,2.2
3418,369.61,115.6,2.2
3419,369.66,108.8,2.1
3420,369.70,109.0,2.0
3421,369.75,102.9,2.0
3422,369.79,103.4,2.0
3423,369.84,104.6,2.1
3424,369.88,105.1,2.0
3425,369.93,99.8,1.7
3426,369.97,97.8,1.8
3427,370.01,96.6,1.9
3428,370.06,97.6,1.9
3429,370.10,94.9,1.9
3430,370.15,95.6,1.9
3431,370.19,100.6,1.9
3432,370.24,108.4,2.0
3433,370.28,112.2,2.1
3434,370.32,109.6,2.0
3435,370.37,110.7,2.0
3436,370.41,125.2,2.3
3437,370.46,136.3,2.6
3438,370.50,142.3,2.5
3439,370.55,161.5,2.9
3440,370.59,252.6,4.5
3441,370.63,352.1,6.3
3442,370.68,377.2,7.1
3443,370.72,324.7,5.8
3444,370.77,250.7,4.7
3445,370.81,201.8,3.4
3446,370.86,159.9,2.6
3447,370.90,135.4,2.4
3448,370.94,127.0,2.4
3449,370.99,141.4,2.5
3450,371.03,147.8,2.4
3451,371.08,131.1,2.1
3452,371.12,113.4,1.8
3453,371.17,102.5,1.6
3454,371.21,90.7,1.6
3455,371.25,82.6,1.6
3456,371.30,78.9,1.6
3457,371.34,77.3,1.7
3458,371.39,76.6,1.7
3459,371.43,78.5,1.7
3460,371.48,79.7,1.5
3461,371.52,79.0,1.7
3462,371.56,84.1,1.8
3463,371.61,87.2,1.8
3464,371.65,87.7,1.8
3465,371.70,97.9,1.9
3466,371.74,125.3,2.1
3467,371.78,133.4,2.2
3468,371.83,122.5,1.9
3469,371.87,108.9,1.8
3470,371.92,97.7,1.8
3471,371.96,92.2,1.9
3472,372.01,97.1,2.0
3473,372.05,109.4,2.0
3474,372.09,135.5,2.7
3475,372.14,226.1,4.0
3476,372.18,327.1,5.3
3477,372.23,348.2,5.6
3478,372.27,302.0,4.8
3479,372.31,245.3,3.7
3480,372.36,188.8,3.1
3481,372.40,174.4,2.8
3482,372.45,212.9,3.2
3483,372.49,261.4,3.7
3484,372.54,271.5,3.7
3485,372.58,232.7,3.4
3486,372.62,176.8,2.5
3487,372.67,140.3,2.1
3488,372.71,111.8,1.9
3489,372.76,97.5,1.9
3490,372.80,92.0,1.9
3491,372.84,89.5,1.7
3492,372.89,90.6,1.8
3493,372.93,107.0,2.0
3494,372.98,174.8,2.8
3495,373.02,238.9,3.0
3496,373.06,222.0,2.9
3497,373.11,167.4,2.3
3498,373.15,136.2,1.9
3499,373.20,114.6,1.8
3500,373.24,96.2,1.7
3501,373.28,88.3,1.7
3502,373.33,85.5,1.8
3503,373.37,87.9,1.9
3504,373.42,94.0,1.9
3505,373.46,98.4,1.9
3506,373.50,101.3,1.8
3507,373.55,99.2,1.9
3508,373.59,103.0,2.2
3509,373.64,107.7,2.3
3510,373.68,111.5,2.3
3511,373.72,111.6,2.2
3512,373.77,111.1,2.3
3513,373.81,111.3,2.3
3514,373.86,118.9,2.5
3515,373.90,134.3,2.6
3516,373.94,152.5,3.0
3517,373.99,169.6,3.5
3518,374.03,190.5,3.7
3519,374.07,255.0,4.6
3520,374.12,426.6,6.3
3521,374.16,687.4,10.1
3522,374.21,908.1,13.7
3523,374.25,878.2,14.0
3524,374.29,710.0,11.7
3525,374.34,540.9,9.2
3526,374.38,399.7,7.2
3527,374.43,294.2,5.7
3528,374.47,231.0,4.1
3529,374.51,190.7,3.6
3530,374.56,166.2,3.3
3531,374.60,153.7,3.2
3532,374.65,151.3,2.9
3533,374.69,142.9,2.9
3534,374.73,145.6,3.3
3535,374.78,180.2,3.8
3536,374.82,261.4,5.1
3537,374.86,332.7,6.4
3538,374.91,320.2,6.4
3539,374.95,262.8,5.3
3540,375.00,217.1,4.3
3541,375.04,190.1,3.4
3542,375.08,169.3,3.0
3543,375.13,157.4,3.2
3544,375.17,157.4,3.2
3545,375.21,167.3,3.2
3546,375.26,202.9,3.5
3547,375.30,312.9,4.4
3548,375.35,408.6,5.0
3549,375.39,420.4,5.5
3550,375.43,364.3,5.2
3551,375.48,302.3,4.8
3552,375.52,263.9,4.6
3553,375.56,250.1,4.6
3554,375.61,249.5,5.0
3555,375.65,269.3,5.7
3556,375.70,315.7,6.4
3557,375.74,407.3,7.5
3558,375.78,570.1,10.9
3559,375.83,772.1,13.8
3560,375.87,931.7,16.6
3561,375.91,1156.9,20.1
3562,375.96,1519.2,22.6
3563,376.00,1724.8,24.5
3564,376.05,1585.4,23.4
3565,376.09,1404.7,21.9
3566,376.13,1432.6,22.8
3567,376.18,1627.2,23.5
3568,376.22,1663.5,23.6
3569,376.26,1420.3,21.4
3570,376.31,1060.9,17.7
3571,376.35,770.8,12.8
3572,376.40,546.5,9.9
3573,376.44,407.3,7.7
3574,376.48,331.0,5.9
3575,376.53,272.2,5.2
3576,376.57,238.0,4.4
3577,376.61,208.3,4.1
3578,376.66,189.7,4.0
3579,376.70,184.8,3.6
3580,376.74,169.2,3.4
3581,376.79,157.5,3.1
3582,376.83,145.2,2.8
3583,376.88,135.4,2.7
3584,376.92,132.9,2.5
3585,376.96,124.0,2.6
3586,377.01,121.4,2.6
3587,377.05,122.6,2.5
3588,377.09,122.6,2.4
3589,377.14,128.8,2.4
3590,377.18,146.3,2.7
3591,377.22,173.9,2.7
3592,377.27,175.8,2.6
3593,377.31,147.6,2.3
3594,377.35,127.4,2.0
3595,377.40,112.6,1.9
3596,377.44,103.8,2.0
3597,377.48,103.7,2.0
3598,377.53,111.2,2.1
3599,377.57,116.5,2.1
3600,377.62,129.9,2.6
3601,377.66,171.3,3.4
3602,377.70,193.1,3.7
3603,377.75,174.9,3.2
3604,377.79,141.9,2.4
3605,377.83,118.3,2.0
3606,377.88,103.2,1.9
3607,377.92,93.5,1.9
3608,377.96,89.3,1.8
3609,378.01,87.5,1.7
3610,378.05,85.6,1.7
3611,378.09,82.7,1.7
3612,378.14,84.7,1.6
3613,378.18,81.0,1.6
3614,378.22,79.3,1.7
3615,378.27,82.6,1.6
3616,378.31,81.9,1.5
3617,378.35,80.1,1.6
3618,378.40,77.3,1.7
3619,378.44,75.5,1.6
3620,378.48,76.7,1.6
3621,378.53,81.2,1.5
3622,378.57,83.8,1.5
3623,378.62,98.9,1.8
3624,378.66,157.3,2.6
3625,378.70,213.7,2.9
3626,378.75,198.1,2.7
3627,378.79,147.3,2.0
3628,378.83,112.0,1.7
3629,378.88,92.2,1.6
3630,378.92,84.5,1.5
3631,378.96,90.1,1.8
3632,379.01,101.6,1.9
3633,379.05,109.1,1.8
3634,379.09,98.4,1.6
3635,379.14,83.2,1.5
3636,379.18,74.7,1.5
3637,379.22,70.4,1.5
3638,379.27,68.6,1.5
3639,379.31,68.8,1.5
3640,379.35,71.2,1.5
3641,379.40,74.0,1.4
3642,379.44,73.1,1.5
3643,379.48,73.3,1.5
3644,379.53,72.4,1.4
3645,379.57,71.6,1.5
3646,379.61,76.6,1.5
3647,379.66,88.3,1.7
3648,379.70,96.8,1.8
3649,379.74,97.9,1.8
3650,379.79,96.9,1.7
3651,379.83,90.4,1.6
3652,379.87,88.7,1.6
3653,379.91,89.5,1.5
3654,379.96,89.8,1.4
3655,380.00,85.2,1.4
3656,380.04,79.0,1.5
3657,380.09,75.4,1.5
3658,380.13,75.4,1.4
3659,380.17,76.7,1.5
3660,380.22,81.5,1.5
3661,380.26,85.1,1.5
3662,380.30,79.4,1.4
3663,380.35,72.7,1.4
3664,380.39,71.2,1.3
3665,380.43,69.5,1.3
3666,380.48,68.1,1.3
3667,380.52,66.7,1.4
3668,380.56,68.8,1.4
3669,380.61,77.9,1.4
3670,380.65,81.1,1.5
3671,380.69,83.1,1.5
3672,380.74,84.3,1.4
3673,380.78,82.4,1.4
3674,380.82,78.7,1.4
3675,380.87,78.3,1.4
3676,380.91,75.9,1.4
3677,380.95,72.9,1.4
3678,380.99,71.9,1.3
3679,381.04,73.3,1.3
3680,381.08,71.3,1.3
3681,381.12,69.9,1.4
3682,381.17,71.6,1.5
3683,381.21,76.8,1.5
3684,381.25,80.4,1.4
3685,381.30,80.3,1.5
3686,381.34,84.2,1.6
3687,381.38,101.1,1.9
3688,381.43,144.7,2.7
3689,381.47,175.6,3.0
3690,381.51,189.4,3.4
3691,381.56,215.9,3.9
3692,381.60,218.6,3.8
3693,381.64,166.8,2.7
3694,381.68,121.9,1.8
3695,381.73,95.9,1.5
3696,381.77,84.6,1.5
3697,381.81,82.8,1.5
3698,381.86,94.7,1.6
3699,381.90,108.9,2.0
3700,381.94,111.7,2.0
3701,381.99,104.4,1.8
3702,382.03,90.6,1.5
3703,382.07,79.0,1.4
3704,382.11,74.2,1.4
3705,382.16,71.2,1.4
3706,382.20,72.0,1.5
3707,382.24,82.7,1.5
3708,382.29,98.8,1.9
3709,382.33,112.6,2.1
3710,382.37,108.7,1.9
3711,382.42,95.7,1.6
3712,382.46,85.6,1.4
3713,382.50,78.0,1.3
3714,382.54,72.1,1.4
3715,382.59,71.3,1.4
3716,382.63,73.0,1.2
3717,382.67,72.5,1.3
3718,382.72,71.0,1.4
3719,382.76,73.9,1.5
3720,382.80,85.7,1.6
3721,382.85,104.3,2.0
3722,382.89,138.8,2.8
3723,382.93,174.9,3.3
3724,382.97,168.3,2.9
3725,383.02,136.0,2.1
3726,383.06,106.2,1.7
3727,383.10,94.6,1.7
3728,383.15,89.9,1.5
3729,383.19,84.6,1.4
3730,383.23,76.4,1.4
3731,383.27,76.1,1.5
3732,383.32,79.7,1.5
3733,383.36,85.0,1.5
3734,383.40,97.7,1.8
3735,383.45,127.0,2.4
3736,383.49,163.3,3.1
3737,383.53,166.9,3.0
3738,383.57,141.5,2.3
3739,383.62,116.3,1.8
3740,383.66,101.8,1.8
3741,383.70,121.5,2.1
3742,383.75,152.1,2.9
3743,383.79,170.6,3.0
3744,383.83,155.8,2.7
3745,383.87,130.1,2.0
3746,383.92,105.3,1.6
3747,383.96,88.8,1.5
3748,384.00,81.1,1.5
3749,384.04,77.2,1.5
3750,384.09,77.2,1.4
3751,384.13,77.8,1.4
3752,384.17,82.8,1.4
3753,384.22,84.9,1.4
3754,384.26,83.4,1.5
3755,384.30,82.2,1.6
3756,384.34,85.9,1.6
3757,384.39,88.0,1.6
3758,384.43,87.5,1.5
3759,384.47,86.2,1.5
3760,384.52,80.1,1.5
3761,384.56,77.4,1.5
3762,384.60,78.8,1.4
3763,384.64,82.6,1.6
3764,384.69,89.2,1.7
3765,384.73,96.0,1.7
3766,384.77,109.9,2.0
3767,384.81,111.9,1.9
3768,384.86,103.2,1.7
3769,384.90,92.4,1.6
3770,384.94,88.9,1.4
3771,384.99,88.5,1.5
3772,385.03,83.4,1.5
3773,385.07,78.7,1.4
3774,385.11,76.5,1.4
3775,385.16,73.3,1.4
3776,385.20,72.4,1.5
3777,385.24,73.7,1.5
3778,385.28,75.9,1.5
3779,385.33,77.6,1.5
3780,385.37,85.8,1.4
3781,385.41,108.1,1.9
3782,385.45,151.2,2.9
3783,385.50,189.9,3.6
