,Wavelength,Sum,Al I (4.9e-02),Al II (9.5e-01),Al III (7.0e-04)
2650,389.13,0.2275,0,0.2275,0
2651,389.18,0.4151,0,0.4151,0
2652,389.23,0.7328,0,0.7328,0
2653,389.28,1.252,0,1.252,0
2654,389.33,2.07,0,2.07,0
2655,389.38,3.312,0,3.312,0
2656,389.43,5.127000000000001,0,5.127000000000001,0
2657,389.48,7.681,0,7.681,0
2658,389.53,11.14,0,11.14,0
2659,389.58,15.62,0,15.62,0
2660,389.63,21.2,0,21.2,0
2661,389.68,27.85,0,27.85,0
2662,389.73,35.4,0,35.4,0
2663,389.78,43.55,0,43.55,0
2664,389.83,51.83,0,51.83,0
2665,389.88,59.7,0,59.7,0
2666,389.93,66.54,0,66.54,0
2667,389.98,71.76,0,71.76,0
2668,390.03,74.9,0,74.9,0
2669,390.08,75.64,0,75.64,0
2670,390.13,73.92,0,73.92,0
2671,390.18,69.9,0,69.9,0
2672,390.23,63.97,0,63.97,0
2673,390.28,56.64,0,56.64,0
2674,390.33,48.54,0,48.54,0
2675,390.38,40.25,0,40.25,0
2676,390.43,32.29,0,32.29,0
2677,390.48,25.07,0,25.07,0
2678,390.53,18.84,0,18.84,0
2679,390.58,13.7,0,13.7,0
2680,390.63,9.636000000000001,0,9.636000000000001,0
2681,390.68,6.56,0,6.56,0
2682,390.73,4.322,0,4.322,0
2683,390.78,2.755,0,2.755,0
2684,390.83,1.7,0,1.7,0
2685,390.88,1.015,0,1.015,0
2686,390.93,0.5861,0,0.5861,0
2687,390.98,0.3276,0,0.3276,0
2688,391.03,0.1772,0,0.1772,0
2689,391.08,0.09275,0,0.09275,0
2690,391.13,0.04698,0,0.04698,0
2691,391.18,0.023030000000000002,0,0.023030000000000002,0
2692,391.23,0.010920000000000001,0,0.010920000000000001,0
2693,391.28,0.005012,0,0.005012,0
2694,391.33,0.002226,0,0.002226,0
2695,391.38,0.0009565,0,0.0009565,0
2696,391.43,0.0003978,0,0.0003978,0
2697,391.48,0.0001601,0,0.0001601,0
2698,391.53,6.233e-05,0,6.233e-05,0
2699,391.58,2.349e-05,0,2.349e-05,0
2700,391.63,8.565e-06,0,8.565e-06,0
2701,391.68,3.022e-06,0,3.022e-06,0
2702,391.73,1.032e-06,0,1.032e-06,0
2703,391.78,3.4090000000000004e-07,0,3.4090000000000004e-07,0
2704,391.83,1.0900000000000001e-07,0,1.0900000000000001e-07,0
2705,391.88,3.372e-08,0,3.372e-08,0
2706,391.93,1.01e-08,0,1.01e-08,0
2707,391.98,2.9249999999999997e-09,0,2.9249999999999997e-09,0
2708,392.03,8.274e-10,7.366e-12,8.200000000000001e-10,0
2709,392.08,2.557e-10,3.326e-11,2.224e-10,0
2710,392.13,2.0380000000000004e-10,1.4550000000000001e-10,5.839e-11,0
2711,392.18,6.307e-10,6.159e-10,1.483e-11,0
2712,392.23,2.5290000000000003e-09,2.5259999999999998e-09,3.6460000000000004e-12,0
2713,392.28,1.003e-08,1.003e-08,8.673e-13,0
2714,392.33,3.856e-08,3.856e-08,1.996e-13,0
2715,392.38,1.436e-07,1.436e-07,4.446e-14,0
2716,392.43,5.177e-07,5.177e-07,9.584000000000001e-15,0
2717,392.48,1.808e-06,1.808e-06,0,0
2718,392.53,6.112e-06,6.112e-06,0,0
2719,392.58,2.001e-05,2.001e-05,0,0
2720,392.63,6.346e-05,6.346e-05,0,0
2721,392.68,0.00019480000000000002,0.00019480000000000002,0,0
2722,392.73,0.0005792999999999999,0.0005792999999999999,0,0
2723,392.78,0.001668,0.001668,0,0
2724,392.83,0.004651,0.004651,0,0
2725,392.88,0.01256,0.01256,0,0
2726,392.93,0.03283,0.03283,0,0
2727,392.98,0.08312,0.08312,0,0
2728,393.03,0.2038,0.2038,0,0
2729,393.08,0.4838,0.4838,0,0
2730,393.13,1.112,1.112,0,0
2731,393.18,2.477,2.477,0,0
2732,393.23,5.3389999999999995,5.3389999999999995,0,0
2733,393.28,11.15,11.15,0,0
2734,393.33,22.54,22.54,0,0
2735,393.38,44.12,44.12,0,0
2736,393.43,83.65,83.65,0,0
2737,393.48,153.6,153.6,0,0
2738,393.53,273.0,273.0,0,0
2739,393.58,470.0,470.0,0,0
2740,393.63,783.5,783.5,0,0
2741,393.68,1265.0,1265.0,0,0
2742,393.73,1977.0,1977.0,0,0
2743,393.78,2994.0,2994.0,0,0
2744,393.83,4388.0,4388.0,0,0
2745,393.88,6230.0,6230.0,0,0
2746,393.93,8564.0,8564.0,0,0
2747,393.98,11400.0,11400.0,0,0
2748,394.03,14700.0,14700.0,0,0
2749,394.08,18340.0,18340.0,0,0
2750,394.13,22180.0,22180.0,0,0
2751,394.18,25960.0,25960.0,0,0
2752,394.23,29430.0,29430.0,0,0
2753,394.28,32300.0,32300.0,0,0
2754,394.33,34330.0,34330.0,0,0
2755,394.38,35340.0,35340.0,0,0
2756,394.43,35230.0,35230.0,0,0
2757,394.48,34010.0,34010.0,0,0
2758,394.53,31790.0,31790.0,0,0
2759,394.58,28770.0,28770.0,0,0
2760,394.63,25220.0,25220.0,0,0
2761,394.68,21410.0,21410.0,0,0
2762,394.73,17590.0,17590.0,0,0
2763,394.78,14000.0,14000.0,0,0
2764,394.83,10790.0,10790.0,0,0
2765,394.88,8059.0,8059.0,0,0
2766,394.93,5828.0,5828.0,0,0
2767,394.98,4087.0,4087.0,0,0
2768,395.03,2786.0,2786.0,0,0
2769,395.08,1860.0,1860.0,0,0
2770,395.13,1244.0,1244.0,0,0
2771,395.18,882.6,882.6,0,0
2772,395.23,739.3,739.3,0,0
2773,395.28,804.0,804.0,0,0
2774,395.33,1096.0,1096.0,0,0
2775,395.38,1666.0,1666.0,0,0
2776,395.43,2599.0,2599.0,0,0
2777,395.48,4006.0,4006.0,0,0
2778,395.53,6022.0,6022.0,0,0
2779,395.58,8789.0,8789.0,0,0
2780,395.63,12430.0,12430.0,0,1.2899999999999998e-22
2781,395.68,17040.0,17040.0,0,5.717999999999999e-22
2782,395.73,22630.0,22630.0,0,2.455e-21
2783,395.78,29110.0,29110.0,0,1.0209999999999999e-20
2784,395.83,36260.0,36260.0,0,4.117e-20
2785,395.88,43760.0,43760.0,0,1.608e-19
2786,395.93,51150.0,51150.0,0,6.086e-19
2787,395.98,57920.0,57920.0,0,2.232e-18
2788,396.03,63530.0,63530.0,0,7.93e-18
2789,396.08,67490.0,67490.0,0,2.73e-17
2790,396.13,69460.0,69460.0,0,9.106999999999999e-17
2791,396.18,69240.0,69240.0,0,2.943e-16
2792,396.23,66850.0,66850.0,0,9.218e-16
2793,396.28,62530.0,62530.0,0,2.797e-15
2794,396.33,56650.0,56650.0,0,8.225e-15
2795,396.38,49710.0,49710.0,0,2.343e-14
2796,396.43,42250.0,42250.0,0,6.468e-14
2797,396.48,34790.0,34790.0,0,1.73e-13
2798,396.53,27750.0,27750.0,0,4.483e-13
2799,396.58,21440.0,21440.0,0,1.1259999999999998e-12
2800,396.63,16040.0,16040.0,0,2.739e-12
2801,396.68,11630.0,11630.0,0,6.458e-12
2802,396.73,8164.0,8164.0,0,1.475e-11
2803,396.78,5552.0,5552.0,0,3.265e-11
2804,396.83,3658.0,3658.0,0,7.003e-11
2805,396.88,2334.0,2334.0,0,1.4550000000000001e-10
2806,396.93,1443.0,1443.0,0,2.93e-10
2807,396.98,863.8,863.8,0,5.716000000000001e-10
2808,397.03,501.0,501.0,0,1.08e-09
2809,397.08,281.4,281.4,0,1.979e-09
2810,397.13,153.1,153.1,0,3.5120000000000003e-09
2811,397.18,80.72,80.72,2.2530000000000003e-16,6.0389999999999995e-09
2812,397.23,41.21,41.21,1.369e-15,1.006e-08
2813,397.28,20.38,20.38,5.91e-15,1.625e-08
2814,397.33,9.763,9.763,2.474e-14,2.541e-08
2815,397.38,4.53,4.53,1.004e-13,3.852e-08
2816,397.43,2.036,2.036,3.948e-13,5.657e-08
2817,397.48,0.8865,0.8865,1.505e-12,8.049e-08
2818,397.53,0.3739,0.3739,5.561e-12,1.11e-07
2819,397.58,0.1527,0.1527,1.9920000000000004e-11,1.483e-07
2820,397.63,0.06043,0.06043,6.915e-11,1.9190000000000002e-07
2821,397.68,0.02316,0.02316,2.3269999999999998e-10,2.407e-07
2822,397.73,0.0086,0.008598999999999999,7.59e-10,2.926e-07
2823,397.78,0.003093,0.003093,2.4e-09,3.4450000000000005e-07
2824,397.83,0.001078,0.001077,7.355e-09,3.9310000000000005e-07
2825,397.88,0.00036389999999999995,0.0003635,2.185e-08,4.346e-07
2826,397.93,0.0001193,0.0001188,6.291e-08,4.655e-07
2827,397.98,3.827e-05,3.761e-05,1.7559999999999998e-07,4.832e-07
2828,398.03,1.25e-05,1.153e-05,4.7509999999999996e-07,4.859000000000001e-07
2829,398.08,5.146e-06,3.4260000000000003e-06,1.246e-06,4.735e-07
2830,398.13,4.6e-06,9.858e-07,3.168e-06,4.471e-07
2831,398.18,8.489e-06,2.748e-07,7.805e-06,4.0899999999999997e-07
2832,398.23,1.908e-05,7.417999999999999e-08,1.864e-05,3.626e-07
2833,398.28,4.35e-05,1.94e-08,4.317e-05,3.114e-07
2834,398.33,9.715e-05,4.913e-09,9.688e-05,2.592e-07
2835,398.38,0.00021099999999999998,1.206e-09,0.0002108,2.0899999999999998e-07
2836,398.43,0.0004446000000000001,2.865e-10,0.0004445,1.6329999999999999e-07
2837,398.48,0.0009087,6.596e-11,0.0009086000000000001,1.236e-07
2838,398.53,0.0018,1.471e-11,0.0018,9.068e-08
2839,398.58,0.0034579999999999997,0,0.0034579999999999997,6.446000000000001e-08
2840,398.63,0.006437999999999999,0,0.006437999999999999,4.439e-08
2841,398.68,0.01162,0,0.01162,2.963e-08
2842,398.73,0.02033,0,0.02033,1.916e-08
2843,398.78,0.03447,0,0.03447,1.202e-08
2844,398.83,0.056670000000000005,0,0.056670000000000005,7.323e-09
2845,398.88,0.0903,0,0.0903,4.356e-09
2846,398.93,0.1395,0,0.1395,2.57e-09
2847,398.98,0.2089,0,0.2089,1.569e-09
2848,399.03,0.3032,0,0.3032,1.089e-09
2849,399.08,0.4265,0,0.4265,9.69e-10
2850,399.13,0.5818,0,0.5818,1.1219999999999998e-09
2851,399.18,0.7692,0,0.7692,1.5129999999999998e-09
2852,399.23,0.9858,0,0.9858,2.142e-09
2853,399.28,1.225,0,1.225,3.0270000000000004e-09
2854,399.33,1.475,0,1.475,4.191e-09
2855,399.38,1.722,0,1.722,5.649e-09
2856,399.43,1.949,0,1.949,7.4009999999999996e-09
2857,399.48,2.138,0,2.138,9.422e-09
2858,399.53,2.273,0,2.273,1.166e-08
2859,399.58,2.343,0,2.343,1.403e-08
2860,399.63,2.342,0,2.342,1.6419999999999997e-08
2861,399.68,2.2680000000000002,0,2.2680000000000002,1.8700000000000002e-08
2862,399.73,2.13,0,2.13,2.0760000000000002e-08
2863,399.78,1.939,0,1.939,2.246e-08
2864,399.83,1.7109999999999999,0,1.7109999999999999,2.37e-08
2865,399.88,1.463,0,1.463,2.443e-08
2866,399.93,1.214,0,1.214,2.459e-08
2867,399.98,0.9754,0,0.9754,2.421e-08
2868,400.03,0.7601,0,0.7601,2.3309999999999998e-08
2869,400.08,0.5741,0,0.5741,2.197e-08
2870,400.13,0.4204,0,0.4204,2.0269999999999996e-08
2871,400.18,0.2984,0,0.2984,1.831e-08
2872,400.23,0.2053,0,0.2053,1.619e-08
2873,400.28,0.137,0,0.137,1.4e-08
2874,400.33,0.08856,0,0.08856,1.185e-08
2875,400.38,0.055510000000000004,0,0.055510000000000004,9.795000000000001e-09
2876,400.43,0.03373,0,0.03373,7.911e-09
2877,400.48,0.01987,0,0.01987,6.237000000000001e-09
2878,400.53,0.011340000000000001,0,0.011340000000000001,4.794e-09
2879,400.58,0.00628,0,0.00628,3.592e-09
2880,400.63,0.00337,0,0.0033689999999999996,2.621e-09
2881,400.68,0.0017530000000000002,0,0.0017530000000000002,1.8609999999999999e-09
2882,400.73,0.0008837999999999999,0,0.0008837,1.285e-09
2883,400.78,0.00043200000000000004,0,0.00043200000000000004,8.625e-10
2884,400.83,0.00020469999999999996,0,0.00020469999999999996,5.626e-10
2885,400.88,9.403e-05,0,9.403e-05,3.564e-10
2886,400.93,4.191e-05,0,4.191e-05,2.1919999999999998e-10
2887,400.98,1.819e-05,0,1.819e-05,1.309e-10
2888,401.03,7.882e-06,0,7.882e-06,7.583e-11
2889,401.08,3.915e-06,0,3.915e-06,4.2630000000000006e-11
2890,401.13,3.378e-06,0,3.378e-06,2.3239999999999995e-11
2891,401.18,5.856e-06,0,5.856e-06,1.2289999999999999e-11
2892,401.23,1.317e-05,0,1.317e-05,6.3049999999999995e-12
2893,401.28,3.041e-05,0,3.041e-05,3.1360000000000004e-12
2894,401.33,6.875e-05,0,6.875e-05,1.5119999999999998e-12
2895,401.38,0.0001509,0,0.0001509,7.07e-13
2896,401.43,0.0003213,0,0.0003213,3.205e-13
2897,401.48,0.0006632000000000001,0,0.0006632000000000001,1.408e-13
2898,401.53,0.001328,0,0.001328,5.998999999999999e-14
2899,401.58,0.002577,0,0.002577,2.4780000000000003e-14
2900,401.63,0.004849,0,0.004849,9.918e-15
2901,401.68,0.008848,0,0.008848,3.849e-15
2902,401.73,0.01565,0,0.01565,1.448e-15
2903,401.78,0.026860000000000002,0,0.026860000000000002,5.277999999999999e-16
2904,401.83,0.04467,0,0.04467,1.865e-16
2905,401.88,0.07206,0,0.07206,6.389e-17
2906,401.93,0.1127,0,0.1127,2.121e-17
2907,401.98,0.1709,0,0.1709,6.8279999999999994e-18
2908,402.03,0.2513,0,0.2513,2.13e-18
2909,402.08,0.3583,0,0.3583,6.44e-19
2910,402.13,0.4953,0,0.4953,1.887e-19
2911,402.18,0.6639,0,0.6639,5.361000000000001e-20
2912,402.23,0.8629,0,0.8629,1.476e-20
2913,402.28,1.087,0,1.087,3.938e-21
2914,402.33,1.329,0,1.329,1.019e-21
2915,402.38,1.575,0,1.575,2.554e-22
2916,402.43,1.8090000000000002,0,1.8090000000000002,6.207e-23
2917,402.48,2.015,0,2.015,1.462e-23
2918,402.53,2.177,0,2.177,3.338e-24
2919,402.58,2.28,0,2.28,0
2920,402.63,2.315,0,2.315,0
2921,402.68,2.28,0,2.28,0
2922,402.73,2.177,0,2.177,0
2923,402.78,2.015,0,2.015,0
2924,402.83,1.8090000000000002,0,1.8090000000000002,0
2925,402.88,1.575,0,1.575,0
2926,402.93,1.329,0,1.329,0
2927,402.98,1.087,0,1.087,0
2928,403.03,0.8629,0,0.8629,0
2929,403.08,0.6639,0,0.6639,0
2930,403.13,0.4953,0,0.4953,0
2931,403.18,0.3583,0,0.3583,0
2932,403.23,0.2513,0,0.2513,0
2933,403.28,0.1709,0,0.1709,0
2934,403.33,0.1127,0,0.1127,0
2935,403.38,0.07206,0,0.07206,0
2936,403.43,0.04467,0,0.04467,0
2937,403.48,0.026860000000000002,0,0.026860000000000002,0
2938,403.53,0.01565,0,0.01565,0
2939,403.58,0.008848,0,0.008848,0
2940,403.63,0.004849,0,0.004849,0
2941,403.68,0.002577,0,0.002577,0
2942,403.73,0.001328,0,0.001328,0
2943,403.78,0.0006632000000000001,0,0.0006632000000000001,0
2944,403.83,0.0003213,0,0.0003213,0
2945,403.88,0.0001509,0,0.0001509,0
2946,403.93,6.873e-05,0,6.873e-05,0
2947,403.98,3.035e-05,0,3.035e-05,0
2948,404.03,1.3e-05,0,1.3e-05,0
2949,404.08,5.3960000000000005e-06,0,5.3960000000000005e-06,0
2950,404.13,2.1719999999999997e-06,0,2.1719999999999997e-06,0
2951,404.18,8.48e-07,0,8.48e-07,0
2952,404.23,3.209e-07,0,3.209e-07,0
2953,404.28,1.178e-07,0,1.178e-07,0
2954,404.33,4.192e-08,0,4.192e-08,0
2955,404.38,1.446e-08,0,1.446e-08,0
2956,404.43,4.839e-09,0,4.839e-09,0
2957,404.48,1.57e-09,0,1.57e-09,0
2958,404.53,4.938e-10,0,4.938e-10,0
2959,404.58,1.5059999999999998e-10,0,1.5059999999999998e-10,0
2960,404.63,4.4539999999999996e-11,0,4.4539999999999996e-11,0
2961,404.68,1.277e-11,0,1.277e-11,0
2962,404.73,3.551e-12,0,3.551e-12,0
2963,404.78,9.573e-13,0,9.573e-13,0
2964,404.83,2.503e-13,0,2.503e-13,0
2965,404.88,6.343e-14,0,6.343e-14,0
2966,404.93,1.559e-14,0,1.559e-14,0
2967,404.98,3.715e-15,0,3.715e-15,0
2968,405.03,8.585e-16,0,8.585e-16,0
2969,405.78,2.5890000000000003e-23,0,0,2.5890000000000003e-23
2970,405.83,1.1229999999999998e-22,0,0,1.1229999999999998e-22
2971,405.88,4.725e-22,0,0,4.725e-22
2972,405.93,1.9300000000000003e-21,0,0,1.9300000000000003e-21
2973,405.98,2.427e-17,0,2.427e-17,7.647e-21
2974,406.03,1.0270000000000001e-16,0,1.0270000000000001e-16,2.9410000000000006e-20
2975,406.08,4.218e-16,0,4.217e-16,1.098e-19
2976,406.13,1.681e-15,0,1.681e-15,3.9759999999999996e-19
2977,406.18,6.5019999999999996e-15,0,6.5e-15,1.3969999999999998e-18
2978,406.23,2.44e-14,0,2.44e-14,4.766999999999999e-18
2979,406.28,8.89e-14,0,8.888e-14,1.578e-17
2980,406.33,3.143e-13,0,3.142e-13,5.0690000000000004e-17
2981,406.38,1.078e-12,0,1.078e-12,1.58e-16
2982,406.43,3.59e-12,0,3.589e-12,4.781e-16
2983,406.48,1.16e-11,0,1.16e-11,1.404e-15
2984,406.53,3.636999999999999e-11,0,3.636999999999999e-11,3.9990000000000005e-15
2985,406.58,1.107e-10,0,1.107e-10,1.1059999999999999e-14
2986,406.63,3.269e-10,0,3.269e-10,2.967e-14
2987,406.68,9.369e-10,0,9.369e-10,7.725e-14
2988,406.73,2.606e-09,0,2.606e-09,1.952e-13
2989,406.78,7.035e-09,0,7.034e-09,4.787e-13
2990,406.83,1.8430000000000004e-08,0,1.8430000000000004e-08,1.139e-12
2991,406.88,4.685e-08,0,4.685e-08,2.631e-12
2992,406.93,1.156e-07,0,1.156e-07,5.8970000000000004e-12
2993,406.98,2.768e-07,0,2.768e-07,1.2819999999999999e-11
2994,407.03,6.431999999999999e-07,0,6.431999999999999e-07,2.7070000000000003e-11
2995,407.08,1.451e-06,0,1.45e-06,5.5450000000000006e-11
2996,407.13,3.175e-06,0,3.1739999999999996e-06,1.102e-10
2997,407.18,6.742000000000001e-06,0,6.742000000000001e-06,2.1260000000000002e-10
2998,407.23,1.39e-05,0,1.39e-05,3.98e-10
2999,407.28,2.78e-05,0,2.78e-05,7.232e-10
3000,407.33,5.397e-05,0,5.397e-05,1.275e-09
3001,407.38,0.00010170000000000002,0,0.00010170000000000002,2.182e-09
3002,407.43,0.0001859,0,0.0001859,3.623e-09
3003,407.48,0.0003299,0,0.0003298,5.838999999999999e-09
3004,407.53,0.0005679999999999999,0,0.0005679999999999999,9.133e-09
3005,407.58,0.0009492000000000001,0,0.0009492000000000001,1.386e-08
3006,407.63,0.001539,0,0.001539,2.043e-08
3007,407.68,0.0024230000000000002,0,0.0024230000000000002,2.923e-08
3008,407.73,0.003701,0,0.003701,4.059e-08
3009,407.78,0.0054859999999999996,0,0.0054859999999999996,5.475e-08
3010,407.83,0.007892,0,0.007892,7.172000000000001e-08
3011,407.88,0.01102,0,0.01102,9.13e-08
3012,407.93,0.01493,0,0.01493,1.13e-07
3013,407.98,0.01963,0,0.01963,1.3609999999999998e-07
3014,408.03,0.02505,0,0.02505,1.597e-07
3015,408.08,0.03102,0,0.03102,1.827e-07
3016,408.13,0.03728,0,0.03728,2.0449999999999998e-07
3017,408.18,0.04348,0,0.04348,2.243e-07
3018,408.23,0.049210000000000004,0,0.049210000000000004,2.4210000000000003e-07
3019,408.28,0.054060000000000004,0,0.054060000000000004,2.58e-07
3020,408.33,0.057629999999999994,0,0.057629999999999994,2.728e-07
3021,408.38,0.059620000000000006,0,0.059620000000000006,2.876e-07
3022,408.43,0.059860000000000003,0,0.059860000000000003,3.0329999999999997e-07
3023,408.48,0.05832999999999999,0,0.05832999999999999,3.207e-07
3024,408.53,0.05516,0,0.05516,3.403e-07
3025,408.58,0.05062,0,0.05062,3.614e-07
3026,408.63,0.04508,0,0.04508,3.83e-07
3027,408.68,0.03896,0,0.03896,4.032e-07
3028,408.73,0.03268,0,0.03268,4.197e-07
3029,408.78,0.0266,0,0.0266,4.3009999999999997e-07
3030,408.83,0.02102,0,0.02102,4.325e-07
3031,408.88,0.01611,0,0.01611,4.254e-07
3032,408.93,0.01199,0,0.01199,4.0850000000000004e-07
3033,408.98,0.008656,0,0.008656,3.8219999999999997e-07
3034,409.03,0.006065999999999999,0,0.006065,3.481e-07
3035,409.08,0.004125,0,0.004125,3.083e-07
3036,409.13,0.002723,0,0.002722,2.654e-07
3037,409.18,0.001744,0,0.001744,2.22e-07
3038,409.23,0.001085,0,0.001085,1.8030000000000002e-07
3039,409.28,0.0006564,0,0.0006562,1.4220000000000002e-07
3040,409.33,0.0003881,0,0.00038789999999999994,1.089e-07
3041,409.38,0.00022810000000000001,0,0.00022810000000000001,8.093e-08
3042,409.43,0.0001409,0,0.0001408,5.84e-08
3043,409.48,0.00010429999999999999,0,0.00010429999999999999,4.0899999999999996e-08
3044,409.53,0.0001079,0,0.0001079,2.7799999999999997e-08
3045,409.58,0.0001514,0,0.0001514,1.834e-08
3046,409.63,0.000244,0,0.000244,1.1750000000000001e-08
3047,409.68,0.0004049,0,0.0004049,7.3e-09
3048,409.73,0.0006638,0,0.0006638,4.403000000000001e-09
3049,409.78,0.001062,0,0.001062,2.5779999999999996e-09
3050,409.83,0.0016510000000000001,0,0.0016510000000000001,1.465e-09
3051,409.88,0.002493,0,0.002493,8.076e-10
3052,409.93,0.003655,0,0.003655,4.322e-10
