Wavelength,Sum,Al I (4.9e-02),Al II (9.5e-01),Al III (7.0e-04)
451.15,4.092e-4,,,4.092e-4
451.2,4.266e-4,,,4.266e-4
451.25,4.340e-4,,,4.340e-4
451.3,4.308e-4,,,4.308e-4
451.35,4.173e-4,,,4.173e-4
451.4,3.944e-4,,,3.944e-4
451.45,3.637e-4,,,3.637e-4
451.5,3.273e-4,,,3.273e-4
451.55,2.874e-4,,,2.874e-4
451.6,2.463e-4,,,2.463e-4
451.65,2.061e-4,,,2.061e-4
451.7,1.684e-4,,,1.684e-4
451.75,1.347e-4,,,1.347e-4
451.8,1.057e-4,,,1.057e-4
451.85,8.193e-5,,,8.193e-5
451.9,6.367e-5,,,6.367e-5
451.95,5.094e-5,,,5.094e-5
452,4.379e-5,,,4.379e-5
452.05,4.233e-5,,,4.233e-5
452.1,4.684e-5,,,4.684e-5
452.15,5.779e-5,,,5.779e-5
452.2,7.587e-5,,,7.587e-5
452.25,1.019e-4,,,1.019e-4
452.3,1.366e-4,,,1.366e-4
452.35,1.807e-4,,,1.807e-4
452.4,2.343e-4,,,2.343e-4
452.45,2.973e-4,,,2.973e-4
452.5,3.684e-4,,,3.684e-4
452.55,4.457e-4,,,4.457e-4
452.6,5.265e-4,,,5.265e-4
452.65,6.069e-4,,,6.069e-4
452.7,6.828e-4,,,6.828e-4
452.75,7.497e-4,,,7.497e-4
452.8,8.034e-4,,,8.034e-4
452.85,8.403e-4,,,8.403e-4
452.9,8.576e-4,,,8.576e-4
452.95,8.543e-4,,,8.543e-4
453,8.305e-4,,,8.305e-4
453.05,7.879e-4,,,7.879e-4
453.1,7.296e-4,,,7.296e-4
453.15,6.593e-4,,,6.593e-4
453.2,5.814e-4,,,5.814e-4
453.25,5.004e-4,,,5.004e-4
453.3,4.203e-4,,,4.203e-4
453.35,3.446e-4,,,3.446e-4
453.4,2.757e-4,,,2.757e-4
453.45,2.152e-4,,,2.152e-4
453.5,1.640e-4,,,1.640e-4
453.55,1.220e-4,,,1.220e-4
453.6,8.852e-5,,,8.852e-5
453.65,6.270e-5,,,6.270e-5
453.7,4.334e-5,,,4.334e-5
453.75,2.924e-5,,,2.924e-5
453.8,1.925e-5,,,1.925e-5
453.85,1.237e-5,,,1.237e-5
453.9,7.757e-6,,,7.757e-6
453.95,4.747e-6,,,4.747e-6
454,2.835e-6,,,2.835e-6
454.05,1.653e-6,,,1.653e-6
454.1,9.401e-7,,,9.401e-7
454.15,5.219e-7,,,5.219e-7
454.2,2.828e-7,,,2.828e-7
454.25,1.495e-7,,,1.495e-7
454.3,7.717e-8,,,7.717e-8
454.35,3.886e-8,,,3.886e-8
454.4,1.910e-8,,,1.910e-8
454.45,9.163e-9,,,9.163e-9
454.5,4.289e-9,,,4.289e-9
454.55,1.960e-9,,,1.960e-9
454.6,8.738e-10,,,8.738e-10
454.65,3.802e-10,,,3.802e-10
454.7,1.615e-10,,,1.615e-10
454.75,6.692e-11,,,6.692e-11
454.8,2.707e-11,,,2.707e-11
454.85,1.068e-11,,,1.068e-11
454.9,4.116e-12,,,4.116e-12
454.95,1.547e-12,,,1.547e-12
455,5.678e-13,,,5.678e-13
455.05,2.033e-13,,,2.033e-13
455.1,7.105e-14,,,7.105e-14
455.15,2.423e-14,,,2.423e-14
455.2,8.066e-15,,,8.066e-15
455.25,2.620e-15,,,2.620e-15
455.3,8.306e-16,,,8.306e-16
455.35,2.570e-16,,,2.570e-16
455.4,7.760e-17,,,7.760e-17
455.45,2.287e-17,,,2.287e-17
455.5,6.576e-18,,,6.576e-18
455.55,1.846e-18,,,1.846e-18
455.6,5.055e-19,,,5.055e-19
455.65,1.287e-19,,,1.287e-19
455.85,7.569e-16,,7.569e-16,
455.9,2.739e-15,,2.739e-15,
455.95,9.682e-15,,9.682e-15,
456,3.341e-14,,3.341e-14,
456.05,1.128e-13,,1.128e-13,
456.1,3.714e-13,,3.714e-13,
456.15,1.194e-12,,1.194e-12,
456.2,3.748e-12,,3.748e-12,
456.25,1.149e-11,,1.149e-11,
456.3,3.439e-11,,3.439e-11,
456.35,1.005e-10,,1.005e-10,
456.4,2.870e-10,,2.870e-10,
456.45,8.001e-10,,8.001e-10,
456.5,2.178e-9,,2.178e-9,
456.55,5.792e-9,,5.792e-9,
456.6,1.504e-8,,1.504e-8,
456.65,3.813e-8,,3.813e-8,
456.7,9.443e-8,,9.443e-8,
456.75,2.284e-7,,2.284e-7,
456.8,5.394e-7,,5.394e-7,
456.85,1.244e-6,,1.244e-6,
456.9,2.803e-6,,2.803e-6,
456.95,6.168e-6,,6.168e-6,
457,1.326e-5,,1.326e-5,
457.05,2.783e-5,,2.783e-5,
457.1,5.706e-5,,5.706e-5,
457.15,1.143e-4,,1.143e-4,
457.2,2.235e-4,,2.235e-4,
457.25,4.272e-4,,4.272e-4,
457.3,7.976e-4,,7.976e-4,
457.35,1.455e-3,,1.455e-3,
457.4,2.592e-3,,2.592e-3,
457.45,4.513e-3,,4.513e-3,
457.5,7.679e-3,,7.679e-3,
457.55,1.277e-2,,1.277e-2,
457.6,2.074e-2,,2.074e-2,
457.65,3.294e-2,,3.294e-2,
457.7,5.114e-2,,5.114e-2,
457.75,7.762e-2,,7.762e-2,
457.8,1.152e-1,,1.152e-1,
457.85,1.672e-1,,1.672e-1,
457.9,2.373e-1,,2.373e-1,
457.95,3.295e-1,,3.295e-1,
458,4.477e-1,,4.477e-1,
458.05,5.952e-1,,5.952e-1,
458.1,7.747e-1,,7.747e-1,
458.15,9.874e-1,,9.874e-1,
458.2,1.232e+0,,1.232e+0,
458.25,1.507e+0,,1.507e+0,
458.3,1.806e+0,,1.806e+0,
458.35,2.121e+0,,2.121e+0,
458.4,2.442e+0,,2.442e+0,
458.45,2.758e+0,,2.758e+0,
458.5,3.056e+0,,3.056e+0,
458.55,3.322e+0,,3.322e+0,
458.6,3.545e+0,,3.545e+0,
458.65,3.714e+0,,3.714e+0,
458.7,3.820e+0,,3.820e+0,
458.75,3.858e+0,,3.858e+0,
458.8,3.826e+0,,3.826e+0,
458.85,3.726e+0,,3.726e+0,
458.9,3.564e+0,,3.564e+0,
458.95,3.347e+0,,3.347e+0,
459,3.086e+0,,3.086e+0,
459.05,2.794e+0,,2.794e+0,
459.1,2.483e+0,,2.483e+0,
459.15,2.165e+0,,2.165e+0,
459.2,1.852e+0,,1.852e+0,
459.25,1.554e+0,,1.554e+0,
459.3,1.278e+0,,1.278e+0,
459.35,1.031e+0,,1.031e+0,
459.4,8.152e-1,,8.152e-1,
459.45,6.315e-1,,6.315e-1,
459.5,4.793e-1,,4.793e-1,
459.55,3.562e-1,,3.562e-1,
459.6,2.593e-1,,2.593e-1,
459.65,1.848e-1,,1.848e-1,
459.7,1.289e-1,,1.289e-1,
459.75,8.796e-2,,8.796e-2,
459.8,5.875e-2,,5.875e-2,
459.85,3.839e-2,,3.839e-2,
459.9,2.454e-2,,2.454e-2,
459.95,1.534e-2,,1.534e-2,
460,9.380e-3,,9.380e-3,
460.05,5.608e-3,,5.608e-3,
460.1,3.278e-3,,3.278e-3,
460.15,1.874e-3,,1.874e-3,
460.2,1.047e-3,,1.047e-3,
460.25,5.718e-4,,5.718e-4,
460.3,3.053e-4,,3.053e-4,
460.35,1.593e-4,,1.593e-4,
460.4,8.123e-5,,8.123e-5,
460.45,4.048e-5,,4.048e-5,
460.5,1.971e-5,,1.971e-5,
460.55,9.382e-6,,9.382e-6,
460.6,4.363e-6,,4.363e-6,
460.65,1.982e-6,,1.982e-6,
460.7,8.800e-7,,8.800e-7,
460.75,3.817e-7,,3.817e-7,
460.8,1.617e-7,,1.617e-7,
460.85,6.695e-8,,6.695e-8,
460.9,2.708e-8,,2.708e-8,
460.95,1.070e-8,,1.070e-8,
461,4.129e-9,,4.129e-9,
461.05,1.557e-9,,1.557e-9,
461.1,5.732e-10,,5.732e-10,
461.15,2.062e-10,,2.062e-10,
461.2,7.246e-11,,7.246e-11,
461.25,2.487e-11,,2.487e-11,
461.3,8.349e-12,,8.349e-12,
461.35,2.768e-12,,2.768e-12,
461.4,1.000e-12,,1.000e-12,
461.45,6.854e-13,,6.854e-13,
461.5,1.394e-12,,1.394e-12,
461.55,4.094e-12,,4.094e-12,
461.6,1.235e-11,,1.235e-11,
461.65,3.660e-11,,3.660e-11,
461.7,1.060e-10,,1.060e-10,
461.75,3.003e-10,,3.003e-10,
461.8,8.308e-10,,8.308e-10,
461.85,2.247e-9,,2.247e-9,
461.9,5.937e-9,,5.937e-9,
461.95,1.533e-8,,1.533e-8,
462,3.871e-8,,3.871e-8,
462.05,9.548e-8,,9.548e-8,
462.1,2.302e-7,,2.302e-7,
462.15,5.423e-7,,5.423e-7,
462.2,1.249e-6,,1.249e-6,
462.25,2.810e-6,,2.810e-6,
462.3,6.179e-6,,6.179e-6,
462.35,1.328e-5,,1.328e-5,
462.4,2.790e-5,,2.790e-5,
462.45,5.727e-5,,5.727e-5,
462.5,1.149e-4,,1.149e-4,
462.55,2.253e-4,,2.253e-4,
462.6,4.318e-4,,4.318e-4,
462.65,8.088e-4,,8.088e-4,
462.7,1.480e-3,,1.480e-3,
462.75,2.649e-3,,2.649e-3,
462.8,4.632e-3,,4.632e-3,
462.85,7.915e-3,,7.915e-3,
462.9,1.322e-2,,1.322e-2,
462.95,2.158e-2,,2.158e-2,
463,3.444e-2,,3.444e-2,
463.05,5.370e-2,,5.370e-2,
463.1,8.184e-2,,8.184e-2,
463.15,1.219e-1,,1.219e-1,
463.2,1.775e-1,,1.775e-1,
463.25,2.526e-1,,2.526e-1,
463.3,3.513e-1,,3.513e-1,
463.35,4.775e-1,,4.775e-1,
463.4,6.344e-1,,6.344e-1,
463.45,8.238e-1,,8.238e-1,
463.5,1.046e+0,,1.046e+0,
463.55,1.297e+0,,1.297e+0,
463.6,1.573e+0,,1.573e+0,
463.65,1.863e+0,,1.863e+0,
463.7,2.158e+0,,2.158e+0,
463.75,2.443e+0,,2.443e+0,
463.8,2.703e+0,,2.703e+0,
463.85,2.924e+0,,2.924e+0,
463.9,3.090e+0,,3.090e+0,
463.95,3.192e+0,,3.192e+0,
464,3.223e+0,,3.223e+0,
464.05,3.181e+0,,3.181e+0,
464.1,3.069e+0,,3.069e+0,
464.15,2.893e+0,,2.893e+0,
464.2,2.666e+0,,2.666e+0,
464.25,2.401e+0,,2.401e+0,
464.3,2.114e+0,,2.114e+0,
464.35,1.818e+0,,1.818e+0,
464.4,1.529e+0,,1.529e+0,
464.45,1.257e+0,,1.257e+0,
464.5,1.010e+0,,1.010e+0,
464.55,7.929e-1,,7.929e-1,
464.6,6.088e-1,,6.088e-1,
464.65,4.574e-1,,4.574e-1,
464.7,3.369e-1,,3.369e-1,
464.75,2.447e-1,,2.447e-1,
464.8,1.781e-1,,1.781e-1,
464.85,1.352e-1,,1.352e-1,
464.9,1.160e-1,,1.160e-1,
464.95,1.240e-1,,1.240e-1,
465,1.678e-1,,1.678e-1,
465.05,2.640e-1,,2.640e-1,
465.1,4.408e-1,,4.408e-1,
465.15,7.430e-1,,7.430e-1,
465.2,1.239e+0,,1.239e+0,
465.25,2.026e+0,,2.026e+0,
465.3,3.244e+0,,3.244e+0,
465.35,5.078e+0,,5.078e+0,
465.4,7.769e+0,,7.769e+0,
465.45,1.162e+1,,1.162e+1,
465.5,1.698e+1,,1.698e+1,
465.55,2.425e+1,,2.425e+1,
465.6,3.384e+1,,3.384e+1,
465.65,4.616e+1,,4.616e+1,
465.7,6.154e+1,,6.154e+1,
465.75,8.017e+1,,8.017e+1,
465.8,1.021e+2,,1.021e+2,
465.85,1.270e+2,,1.270e+2,
465.9,1.544e+2,,1.544e+2,
465.95,1.834e+2,,1.834e+2,
466,2.130e+2,,2.130e+2,
466.05,2.417e+2,,2.417e+2,
466.1,2.681e+2,,2.681e+2,
466.15,2.906e+2,,2.906e+2,
466.2,3.078e+2,,3.078e+2,
466.25,3.186e+2,,3.186e+2,
466.3,3.222e+2,,3.222e+2,
466.35,3.186e+2,,3.186e+2,
466.4,3.078e+2,,3.078e+2,
466.45,2.906e+2,,2.906e+2,
466.5,2.681e+2,,2.681e+2,
466.55,2.417e+2,,2.417e+2,
466.6,2.130e+2,,2.130e+2,
466.65,1.834e+2,,1.834e+2,
466.7,1.544e+2,,1.544e+2,
466.75,1.270e+2,,1.270e+2,
466.8,1.021e+2,,1.021e+2,
466.85,8.017e+1,,8.017e+1,
466.9,6.154e+1,,6.154e+1,
466.95,4.616e+1,,4.616e+1,
467,3.384e+1,,3.384e+1,
467.05,2.425e+1,,2.425e+1,
467.1,1.698e+1,,1.698e+1,
467.15,1.162e+1,,1.162e+1,
467.2,7.769e+0,,7.769e+0,
467.25,5.077e+0,,5.077e+0,
467.3,3.242e+0,,3.242e+0,4.548e-22
467.35,2.024e+0,,2.024e+0,1.612e-21
467.4,1.234e+0,,1.234e+0,5.589e-21
467.45,7.358e-1,,7.358e-1,1.894e-20
467.5,4.286e-1,,4.286e-1,6.275e-20
467.55,2.440e-1,,2.440e-1,2.032e-19
467.6,1.357e-1,,1.357e-1,6.436e-19
467.65,7.380e-2,,7.380e-2,1.993e-18
467.7,3.921e-2,,3.921e-2,6.032e-18
467.75,2.036e-2,,2.036e-2,1.785e-17
467.8,1.033e-2,,1.033e-2,5.165e-17
467.85,5.124e-3,,5.124e-3,1.461e-16
467.9,2.484e-3,,2.484e-3,4.040e-16
467.95,1.176e-3,,1.176e-3,1.092e-15
468,5.444e-4,,5.444e-4,2.888e-15
468.05,2.463e-4,,2.463e-4,7.464e-15
468.1,1.089e-4,,1.089e-4,1.886e-14
468.15,4.703e-5,,4.703e-5,4.659e-14
468.2,1.986e-5,,1.986e-5,1.125e-13
468.25,8.192e-6,,8.192e-6,2.657e-13
468.3,3.303e-6,,3.303e-6,6.133e-13
468.35,1.302e-6,,1.302e-6,1.384e-12
468.4,5.012e-7,,5.012e-7,3.055e-12
468.45,1.886e-7,,1.886e-7,6.590e-12
468.5,6.939e-8,,6.938e-8,1.390e-11
468.55,2.496e-8,,2.493e-8,2.866e-11
468.6,8.816e-9,,8.758e-9,5.779e-11
468.65,3.120e-9,,3.006e-9,1.139e-10
468.7,1.228e-9,,1.009e-9,2.195e-10
468.75,7.442e-10,,3.306e-10,4.135e-10
468.8,8.676e-10,,1.059e-10,7.617e-10
468.85,1.405e-9,,3.317e-11,1.372e-9
468.9,2.425e-9,,1.015e-11,2.415e-9
468.95,4.160e-9,,3.034e-12,4.157e-9
469,6.997e-9,,8.868e-13,6.996e-9
469.05,1.151e-8,,2.532e-13,1.151e-8
469.1,1.852e-8,,7.068e-14,1.852e-8
469.15,2.912e-8,,,2.912e-8
469.2,4.478e-8,,,4.478e-8
469.25,6.731e-8,,,6.731e-8
469.3,9.893e-8,,,9.893e-8
469.35,1.422e-7,,,1.422e-7
469.4,1.997e-7,,,1.997e-7
469.45,2.743e-7,,,2.743e-7
469.5,3.683e-7,,,3.683e-7
469.55,4.835e-7,,,4.835e-7
469.6,6.206e-7,,,6.206e-7
469.65,7.787e-7,,,7.787e-7
469.7,9.554e-7,,,9.554e-7
469.75,1.146e-6,,,1.146e-6
469.8,1.344e-6,,,1.344e-6
469.85,1.541e-6,,,1.541e-6
469.9,1.727e-6,,,1.727e-6
469.95,1.892e-6,,,1.892e-6
470,2.027e-6,,,2.027e-6
470.05,2.124e-6,,,2.124e-6
470.1,2.175e-6,,,2.175e-6
470.15,2.178e-6,,,2.178e-6
470.2,2.132e-6,,,2.132e-6
470.25,2.040e-6,,,2.040e-6
470.3,1.909e-6,,,1.909e-6
470.35,1.746e-6,,,1.746e-6
470.4,1.562e-6,,,1.562e-6
470.45,1.365e-6,,,1.365e-6
470.5,1.167e-6,,,1.167e-6
470.55,9.755e-7,,,9.755e-7
470.6,7.971e-7,,,7.971e-7
470.65,6.368e-7,,,6.368e-7
470.7,4.973e-7,,,4.973e-7
470.75,3.798e-7,,,3.798e-7
470.8,2.835e-7,,,2.835e-7
470.85,2.069e-7,,,2.069e-7
470.9,1.477e-7,,,1.477e-7
470.95,1.030e-7,,,1.030e-7
471,7.026e-8,,,7.026e-8
471.05,4.685e-8,,,4.685e-8
471.1,3.055e-8,,,3.055e-8
471.15,1.947e-8,,,1.947e-8
471.2,1.213e-8,,,1.213e-8
471.25,7.392e-9,,,7.392e-9
471.3,4.403e-9,,,4.403e-9
471.35,2.564e-9,,,2.564e-9
471.4,1.460e-9,,,1.460e-9
471.45,8.126e-10,,,8.126e-10
471.5,4.422e-10,,,4.422e-10
471.55,2.353e-10,,,2.353e-10
471.6,1.224e-10,,,1.224e-10
471.65,6.224e-11,,,6.224e-11
471.7,3.095e-11,,,3.095e-11
471.75,1.504e-11,,,1.504e-11
471.8,7.149e-12,,,7.149e-12
471.85,3.322e-12,,,3.322e-12
471.9,1.509e-12,,,1.509e-12
471.95,6.701e-13,,,6.701e-13
472,2.909e-13,,,2.909e-13
472.05,1.235e-13,,,1.235e-13
472.1,5.126e-14,,,5.126e-14
472.15,2.080e-14,,,2.080e-14
472.2,8.250e-15,,,8.250e-15
472.25,3.200e-15,,,3.200e-15
472.3,1.213e-15,,,1.213e-15
472.35,4.497e-16,,,4.497e-16
472.4,1.630e-16,,,1.630e-16
472.45,5.775e-17,,,5.775e-17
472.5,2.001e-17,,,2.001e-17
472.55,6.776e-18,,,6.776e-18
472.6,2.244e-18,,,2.244e-18
472.65,7.263e-19,,,7.263e-19
472.7,2.299e-19,,,2.299e-19
472.75,7.113e-20,,,7.113e-20
472.8,2.152e-20,,,2.152e-20
472.85,6.364e-21,,,6.364e-21
472.9,1.840e-21,,,1.840e-21
472.95,5.202e-22,,,5.202e-22
487.46,2.227e-22,,,2.227e-22
487.51,7.503e-22,,,7.503e-22
487.56,2.475e-21,,,2.475e-21
487.61,7.999e-21,,,7.999e-21
487.66,2.532e-20,,,2.532e-20
487.71,7.848e-20,,,7.848e-20
487.76,2.383e-19,,,2.383e-19
487.81,7.086e-19,,,7.086e-19
487.86,2.064e-18,,,2.064e-18
487.91,5.888e-18,,,5.888e-18
487.96,1.645e-17,,,1.645e-17
488.01,4.502e-17,,,4.502e-17
488.06,1.207e-16,,,1.207e-16
488.11,3.168e-16,,,3.168e-16
488.16,8.145e-16,,,8.145e-16
488.21,2.051e-15,,,2.051e-15
488.26,5.059e-15,,,5.059e-15
488.31,1.222e-14,,,1.222e-14
488.36,2.892e-14,,,2.892e-14
488.41,6.703e-14,,,6.703e-14
488.46,1.522e-13,,,1.522e-13
488.51,3.383e-13,,,3.383e-13
488.56,7.366e-13,,,7.366e-13
488.61,1.571e-12,,,1.571e-12
488.66,3.282e-12,,,3.282e-12
488.71,6.714e-12,,,6.714e-12
488.76,1.345e-11,,,1.345e-11
488.81,2.641e-11,,,2.641e-11
488.86,5.076e-11,,,5.076e-11
488.91,9.558e-11,,,9.558e-11
488.96,1.763e-10,,,1.763e-10
489.01,3.184e-10,,,3.184e-10
489.06,5.632e-10,,,5.632e-10
489.11,9.758e-10,,,9.758e-10
489.16,1.656e-9,,,1.656e-9
489.21,2.753e-9,,,2.753e-9
489.26,4.481e-9,,,4.481e-9
489.31,7.145e-9,,,7.145e-9
489.36,1.116e-8,,,1.116e-8
489.41,1.707e-8,,,1.707e-8
489.46,2.557e-8,,,2.557e-8
489.51,3.753e-8,,,3.753e-8
489.56,5.393e-8,,,5.393e-8
489.61,7.592e-8,,,7.592e-8
489.66,1.047e-7,,,1.047e-7
489.71,1.413e-7,,,1.413e-7
489.76,1.869e-7,,,1.869e-7
489.81,2.422e-7,,,2.422e-7
489.86,3.073e-7,,,3.073e-7
489.91,3.818e-7,,,3.818e-7
489.96,4.647e-7,,,4.647e-7
490.01,5.540e-7,,,5.540e-7
490.06,6.469e-7,,,6.469e-7
490.11,7.398e-7,,,7.398e-7
490.16,8.287e-7,,,8.287e-7
490.21,9.091e-7,,,9.091e-7
490.26,9.768e-7,,,9.768e-7
490.31,1.028e-6,,,1.028e-6
490.36,1.060e-6,,,1.060e-6
490.41,1.070e-6,,,1.070e-6
490.46,1.058e-6,,,1.058e-6
490.51,1.025e-6,,,1.025e-6
490.56,9.720e-7,,,9.720e-7
490.61,9.030e-7,,,9.030e-7
490.66,8.218e-7,,,8.218e-7
490.71,7.324e-7,,,7.324e-7
490.76,6.394e-7,,,6.394e-7
490.81,5.467e-7,,,5.467e-7
490.86,4.578e-7,,,4.578e-7
490.91,3.755e-7,,,3.755e-7
490.96,3.017e-7,,,3.017e-7
491.01,2.374e-7,,,2.374e-7
491.06,1.829e-7,,,1.829e-7
491.11,1.381e-7,,,1.381e-7
491.16,1.021e-7,,,1.021e-7
491.21,7.392e-8,,,7.392e-8
491.26,5.242e-8,,,5.242e-8
491.31,3.642e-8,,,3.642e-8
491.36,2.478e-8,,,2.478e-8
491.41,1.651e-8,,,1.651e-8
491.46,1.078e-8,,,1.078e-8
491.51,6.888e-9,,,6.888e-9
491.56,4.313e-9,,,4.313e-9
491.61,2.645e-9,,,2.645e-9
491.66,1.589e-9,,,1.589e-9
491.71,9.345e-10,,,9.345e-10
491.76,5.385e-10,,,5.385e-10
491.81,3.039e-10,,,3.039e-10
491.86,1.680e-10,,,1.680e-10
491.91,9.093e-11,,,9.093e-11
491.96,4.822e-11,,,4.822e-11
492.01,2.504e-11,,,2.504e-11
492.06,1.274e-11,,,1.274e-11
492.11,6.346e-12,,,6.346e-12
492.16,3.097e-12,,,3.097e-12
492.21,1.480e-12,,,1.480e-12
492.26,6.929e-13,,,6.929e-13
492.31,3.177e-13,,,3.177e-13
492.36,1.427e-13,,,1.427e-13
492.41,6.274e-14,,,6.274e-14
492.46,2.703e-14,,,2.703e-14
492.51,1.140e-14,,,1.140e-14
492.56,4.713e-15,,,4.713e-15
492.61,1.908e-15,,,1.908e-15
492.66,7.563e-16,,,7.563e-16
492.71,2.937e-16,,,2.937e-16
492.76,1.117e-16,,,1.117e-16
492.81,4.160e-17,,,4.160e-17
492.86,1.518e-17,,,1.518e-17
492.91,5.424e-18,,,5.424e-18
492.96,1.898e-18,,,1.898e-18
493.01,6.507e-19,,,6.507e-19
493.06,2.185e-19,,,2.185e-19
493.11,7.184e-20,,,7.184e-20
493.16,2.314e-20,,,2.314e-20
493.21,7.300e-21,,,7.300e-21
493.26,2.255e-21,,,2.255e-21
493.31,6.825e-22,,,6.825e-22
493.36,2.023e-22,,,2.023e-22
511.37,5.450e-16,,5.450e-16,
511.42,2.488e-15,,2.488e-15,
511.47,8.255e-15,,8.255e-15,
511.52,2.533e-14,,2.533e-14,
511.57,7.630e-14,,7.630e-14,
511.62,2.255e-13,,2.255e-13,
511.67,6.543e-13,,6.543e-13,
511.72,1.863e-12,,1.863e-12,
511.77,5.207e-12,,5.207e-12,
511.82,1.428e-11,,1.428e-11,
511.87,3.845e-11,,3.845e-11,
511.92,1.016e-10,,1.016e-10,
511.97,2.635e-10,,2.635e-10,
512.02,6.707e-10,,6.707e-10,
512.07,1.676e-9,,1.676e-9,
512.12,4.109e-9,,4.109e-9,
512.17,9.890e-9,,9.890e-9,
512.22,2.336e-8,,2.336e-8,
512.27,5.417e-8,,5.417e-8,
512.32,1.233e-7,,1.233e-7,
512.37,2.754e-7,,2.754e-7,
512.42,6.038e-7,,6.038e-7,
512.47,1.300e-6,,1.300e-6,
512.52,2.745e-6,,2.745e-6,
512.57,5.692e-6,,5.692e-6,
512.62,1.158e-5,,1.158e-5,
512.67,2.314e-5,,2.314e-5,
512.72,4.537e-5,,4.537e-5,
512.77,8.733e-5,,8.733e-5,
512.82,1.650e-4,,1.650e-4,
512.87,3.060e-4,,3.060e-4,
512.92,5.569e-4,,5.569e-4,
512.97,9.951e-4,,9.951e-4,
513.02,1.745e-3,,1.745e-3,
513.07,3.005e-3,,3.005e-3,
513.12,5.078e-3,,5.078e-3,
513.17,8.424e-3,,8.424e-3,
513.22,1.372e-2,,1.372e-2,
513.27,2.193e-2,,2.193e-2,
513.32,3.441e-2,,3.441e-2,
513.37,5.300e-2,,5.300e-2,
513.42,8.013e-2,,8.013e-2,
513.47,1.189e-1,,1.189e-1,
513.52,1.733e-1,,1.733e-1,
513.57,2.478e-1,,2.478e-1,
513.62,3.480e-1,,3.480e-1,
513.67,4.796e-1,,4.796e-1,
513.72,6.488e-1,,6.488e-1,
513.77,8.617e-1,,8.617e-1,
513.82,1.124e+0,,1.124e+0,
513.87,1.438e+0,,1.438e+0,
513.92,1.807e+0,,1.807e+0,
513.97,2.228e+0,,2.228e+0,
514.02,2.698e+0,,2.698e+0,
514.07,3.207e+0,,3.207e+0,
514.12,3.742e+0,,3.742e+0,
514.17,4.287e+0,,4.287e+0,
514.22,4.820e+0,,4.820e+0,
514.27,5.321e+0,,5.321e+0,
514.32,5.767e+0,,5.767e+0,
514.37,6.135e+0,,6.135e+0,
514.42,6.408e+0,,6.408e+0,
514.47,6.570e+0,,6.570e+0,
514.52,6.614e+0,,6.614e+0,
514.57,6.537e+0,,6.537e+0,
514.62,6.344e+0,,6.344e+0,
514.67,6.046e+0,,6.046e+0,
514.72,5.661e+0,,5.661e+0,
514.77,5.208e+0,,5.208e+0,
514.82,4.711e+0,,4.711e+0,
514.87,4.194e+0,,4.194e+0,
514.92,3.681e+0,,3.681e+0,
514.97,3.194e+0,,3.194e+0,
515.02,2.748e+0,,2.748e+0,
515.07,2.360e+0,,2.360e+0,
515.12,2.037e+0,,2.037e+0,
515.17,1.786e+0,,1.786e+0,
515.22,1.607e+0,,1.607e+0,
515.27,1.498e+0,,1.498e+0,
515.32,1.453e+0,,1.453e+0,
515.37,1.464e+0,,1.464e+0,
515.42,1.521e+0,,1.521e+0,
515.47,1.612e+0,,1.612e+0,
515.52,1.725e+0,,1.725e+0,
515.57,1.847e+0,,1.847e+0,
515.62,1.966e+0,,1.966e+0,
515.67,2.070e+0,,2.070e+0,
515.72,2.151e+0,,2.151e+0,
515.77,2.201e+0,,2.201e+0,
515.82,2.214e+0,,2.214e+0,
515.87,2.189e+0,,2.189e+0,
515.92,2.126e+0,,2.126e+0,
515.97,2.027e+0,,2.027e+0,
516.02,1.897e+0,,1.897e+0,
516.07,1.742e+0,,1.742e+0,
516.12,1.571e+0,,1.571e+0,
516.17,1.390e+0,,1.390e+0,
516.22,1.207e+0,,1.207e+0,
516.27,1.029e+0,,1.029e+0,
516.32,8.608e-1,,8.608e-1,
516.37,7.066e-1,,7.066e-1,
516.42,5.693e-1,,5.693e-1,
516.47,4.501e-1,,4.501e-1,
516.52,3.492e-1,,3.492e-1,
516.57,2.659e-1,,2.659e-1,
516.62,1.987e-1,,1.987e-1,
516.67,1.458e-1,,1.458e-1,
516.72,1.049e-1,,1.049e-1,
516.77,7.410e-2,,7.410e-2,
516.82,5.137e-2,,5.137e-2,
516.87,3.495e-2,,3.495e-2,
516.92,2.333e-2,,2.333e-2,
516.97,1.529e-2,,1.529e-2,
517.02,9.829e-3,,9.829e-3,
517.07,6.202e-3,,6.202e-3,
517.12,3.841e-3,,3.841e-3,
517.17,2.334e-3,,2.334e-3,
517.22,1.392e-3,,1.392e-3,
517.27,8.150e-4,,8.150e-4,
517.32,4.682e-4,,4.682e-4,
517.37,2.639e-4,,2.639e-4,
517.42,1.460e-4,,1.460e-4,
517.47,7.928e-5,,7.928e-5,
517.52,4.224e-5,,4.224e-5,
517.57,2.209e-5,,2.209e-5,
517.62,1.134e-5,,1.134e-5,
517.67,5.710e-6,,5.710e-6,
517.72,2.822e-6,,2.822e-6,
517.77,1.369e-6,,1.369e-6,
517.82,6.516e-7,,6.516e-7,
517.87,3.044e-7,,3.044e-7,
517.92,1.396e-7,,1.396e-7,
517.97,6.279e-8,,6.279e-8,
518.02,2.773e-8,,2.773e-8,
518.07,1.202e-8,,1.202e-8,
