Wavelength,Sum,Al I (4.9e-02),Al II (9.5e-01),Al III (7.0e-04)
328.91,4.268e-7,,3.870e-7,3.977e-8
328.96,1.421e-7,,1.095e-7,3.259e-8
329.01,5.513e-8,,2.956e-8,2.557e-8
329.06,2.681e-8,,7.618e-9,1.919e-8
329.11,1.565e-8,,1.874e-9,1.378e-8
329.16,9.890e-9,,4.399e-10,9.450e-9
329.21,6.292e-9,,9.858e-11,6.193e-9
329.26,3.898e-9,,2.108e-11,3.877e-9
329.31,2.323e-9,,4.304e-12,2.318e-9
329.36,1.325e-9,,8.395e-13,1.324e-9
329.41,7.220e-10,,1.608e-13,7.218e-10
329.46,3.759e-10,,5.469e-14,3.758e-10
329.51,1.870e-10,,1.502e-13,1.868e-10
329.56,8.944e-11,,7.488e-13,8.870e-11
329.61,4.388e-11,,3.674e-12,4.020e-11
329.66,3.464e-11,,1.725e-11,1.740e-11
329.71,8.454e-11,,7.735e-11,7.189e-12
329.76,3.343e-10,,3.315e-10,2.836e-12
329.81,1.359e-9,,1.358e-9,1.068e-12
329.86,5.314e-9,,5.314e-9,3.843e-13
329.91,1.988e-8,,1.988e-8,1.320e-13
329.96,7.105e-8,,7.105e-8,4.327e-14
330.01,2.427e-7,,2.427e-7,1.355e-14
330.06,7.925e-7,,7.925e-7,4.049e-15
330.11,2.473e-6,,2.473e-6,1.156e-15
330.16,7.376e-6,,7.376e-6,3.149e-16
330.21,2.103e-5,,2.103e-5,8.192e-17
330.26,5.731e-5,,5.731e-5,2.035e-17
330.31,1.493e-4,,1.493e-4,4.826e-18
330.36,3.719e-4,,3.719e-4,1.093e-18
330.41,8.857e-4,,8.857e-4,2.363e-19
330.46,2.017e-3,,2.017e-3,4.877e-20
330.51,4.393e-3,,4.393e-3,9.613e-21
330.56,9.151e-3,,9.151e-3,1.809e-21
330.61,1.823e-2,,1.823e-2,3.250e-22
330.66,3.477e-2,,3.477e-2,5.576e-23
330.71,6.343e-2,,6.343e-2,9.133e-24
330.76,1.108e-1,,1.108e-1,
330.81,1.852e-1,,1.852e-1,
330.86,2.966e-1,,2.966e-1,
330.91,4.549e-1,,4.549e-1,
330.96,6.686e-1,,6.686e-1,
331.01,9.421e-1,,9.421e-1,
331.06,1.273e+0,,1.273e+0,
331.11,1.650e+0,,1.650e+0,
331.16,2.053e+0,,2.053e+0,
331.21,2.451e+0,,2.451e+0,
331.26,2.812e+0,,2.812e+0,
331.31,3.100e+0,,3.100e+0,
331.36,3.284e+0,,3.284e+0,
331.41,3.346e+0,,3.346e+0,
331.46,3.278e+0,,3.278e+0,
331.51,3.089e+0,,3.089e+0,
331.56,2.800e+0,,2.800e+0,
331.61,2.442e+0,,2.442e+0,
331.66,2.049e+0,,2.049e+0,
331.71,1.653e+0,,1.653e+0,
331.76,1.283e+0,,1.283e+0,
331.81,9.574e-1,,9.574e-1,
331.86,6.866e-1,,6.866e-1,
331.91,4.731e-1,,4.731e-1,
331.96,3.132e-1,,3.132e-1,
332.01,1.990e-1,,1.990e-1,
332.06,1.214e-1,,1.214e-1,
332.11,7.104e-2,,7.104e-2,
332.16,3.988e-2,,3.988e-2,
332.21,2.146e-2,,2.146e-2,
332.26,1.107e-2,,1.107e-2,
332.31,5.475e-3,,5.475e-3,
332.36,2.594e-3,,2.594e-3,
332.41,1.177e-3,,1.177e-3,
332.46,5.113e-4,,5.113e-4,
332.51,2.127e-4,,2.127e-4,
332.56,8.472e-5,,8.472e-5,
332.61,3.230e-5,,3.230e-5,
332.66,1.178e-5,,1.178e-5,
332.71,4.115e-6,,4.115e-6,
332.76,1.375e-6,,1.375e-6,
332.81,4.395e-7,,4.395e-7,
332.86,1.344e-7,,1.344e-7,6.422e-22
332.91,3.933e-8,,3.933e-8,3.707e-21
332.96,1.101e-8,,1.101e-8,2.047e-20
333.01,2.948e-9,,2.948e-9,1.081e-19
333.06,7.549e-10,,7.549e-10,5.458e-19
333.11,1.849e-10,,1.849e-10,2.636e-18
333.16,4.332e-11,,4.332e-11,1.218e-17
333.21,9.708e-12,,9.708e-12,5.380e-17
333.26,2.100e-12,,2.100e-12,2.273e-16
333.31,5.359e-13,,5.350e-13,9.186e-16
333.36,6.353e-13,,6.317e-13,3.551e-15
333.41,2.668e-12,,2.655e-12,1.312e-14
333.46,1.220e-11,,1.215e-11,4.640e-14
333.51,5.366e-11,,5.350e-11,1.569e-13
333.56,2.258e-10,,2.253e-10,5.074e-13
333.61,9.092e-10,,9.076e-10,1.570e-12
333.66,3.501e-9,,3.497e-9,4.644e-12
333.71,1.290e-8,,1.289e-8,1.314e-11
333.76,4.545e-8,,4.542e-8,3.557e-11
333.81,1.532e-7,,1.531e-7,9.208e-11
333.86,4.939e-7,,4.937e-7,2.280e-10
333.91,1.523e-6,,1.522e-6,5.402e-10
333.96,4.492e-6,,4.491e-6,1.224e-9
334.01,1.267e-5,,1.267e-5,2.654e-9
334.06,3.419e-5,,3.419e-5,5.505e-9
334.11,8.825e-5,,8.824e-5,1.093e-8
334.16,2.178e-4,,2.178e-4,2.075e-8
334.21,5.143e-4,,5.143e-4,3.772e-8
334.26,1.162e-3,,1.161e-3,6.563e-8
334.31,2.509e-3,,2.509e-3,1.093e-7
334.36,5.183e-3,,5.183e-3,1.744e-7
334.41,1.024e-2,,1.024e-2,2.664e-7
334.46,1.936e-2,,1.936e-2,3.901e-7
334.51,3.499e-2,,3.499e-2,5.475e-7
334.56,6.050e-2,,6.050e-2,7.370e-7
334.61,1.000e-1,,1.000e-1,9.519e-7
334.66,1.582e-1,,1.582e-1,1.181e-6
334.71,2.394e-1,,2.394e-1,1.407e-6
334.76,3.464e-1,,3.464e-1,1.612e-6
334.81,4.794e-1,,4.794e-1,1.778e-6
334.86,6.346e-1,,6.346e-1,1.890e-6
334.91,8.034e-1,,8.034e-1,1.936e-6
334.96,9.729e-1,,9.729e-1,1.915e-6
335.01,1.127e+0,,1.127e+0,1.829e-6
335.06,1.248e+0,,1.248e+0,1.689e-6
335.11,1.323e+0,,1.323e+0,1.508e-6
335.16,1.340e+0,,1.340e+0,1.302e-6
335.21,1.299e+0,,1.299e+0,1.088e-6
335.26,1.205e+0,,1.205e+0,8.788e-7
335.31,1.068e+0,,1.068e+0,6.862e-7
335.36,9.060e-1,,9.060e-1,5.176e-7
335.41,7.350e-1,,7.350e-1,3.769e-7
335.46,5.703e-1,,5.703e-1,2.646e-7
335.51,4.232e-1,,4.232e-1,1.790e-7
335.56,3.004e-1,,3.004e-1,1.165e-7
335.61,2.039e-1,,2.039e-1,7.297e-8
335.66,1.324e-1,,1.324e-1,4.390e-8
335.71,8.225e-2,,8.225e-2,2.537e-8
335.76,4.886e-2,,4.886e-2,1.407e-8
335.81,2.776e-2,,2.776e-2,7.480e-9
335.86,1.509e-2,,1.509e-2,3.813e-9
335.91,7.841e-3,,7.841e-3,1.863e-9
335.96,3.898e-3,,3.898e-3,8.718e-10
336.01,1.854e-3,,1.854e-3,3.907e-10
336.06,8.430e-4,,8.430e-4,1.676e-10
336.11,3.667e-4,,3.667e-4,6.886e-11
336.16,1.526e-4,,1.526e-4,2.707e-11
336.21,6.071e-5,,6.071e-5,1.018e-11
336.26,2.311e-5,,2.311e-5,3.666e-12
336.31,8.412e-6,,8.412e-6,1.263e-12
336.36,2.929e-6,,2.929e-6,4.162e-13
336.41,9.755e-7,,9.755e-7,1.312e-13
336.46,3.107e-7,,3.107e-7,3.957e-14
336.51,9.467e-8,,9.467e-8,1.142e-14
336.56,2.759e-8,,2.759e-8,3.151e-15
336.61,7.689e-9,,7.689e-9,8.317e-16
336.66,2.050e-9,,2.050e-9,2.100e-16
336.71,5.226e-10,,5.226e-10,5.072e-17
336.76,1.275e-10,,1.275e-10,1.172e-17
336.81,2.973e-11,,2.973e-11,2.589e-18
336.86,6.632e-12,,6.632e-12,5.473e-19
336.91,1.415e-12,,1.415e-12,1.106e-19
336.96,2.888e-13,,2.888e-13,2.138e-20
337.01,5.639e-14,,5.639e-14,3.955e-21
337.06,1.053e-14,,1.053e-14,6.996e-22
337.11,1.880e-15,,1.880e-15,1.184e-22
337.16,3.211e-16,,3.211e-16,
340.81,1.932e-16,,1.932e-16,
340.86,1.109e-15,,1.109e-15,
340.91,6.105e-15,,6.105e-15,
340.96,3.220e-14,,3.220e-14,
341.01,1.627e-13,,1.627e-13,
341.06,7.882e-13,,7.882e-13,
341.11,3.659e-12,,3.659e-12,
341.16,1.628e-11,,1.628e-11,
341.21,6.942e-11,,6.942e-11,
341.26,2.836e-10,,2.836e-10,
341.31,1.111e-9,,1.111e-9,
341.36,4.169e-9,,4.169e-9,
341.41,1.499e-8,,1.499e-8,
341.46,5.169e-8,,5.169e-8,
341.51,1.708e-7,,1.708e-7,
341.56,5.406e-7,,5.406e-7,
341.61,1.640e-6,,1.640e-6,
341.66,4.770e-6,,4.770e-6,
341.71,1.329e-5,,1.329e-5,
341.76,3.550e-5,,3.550e-5,
341.81,9.087e-5,,9.087e-5,
341.86,2.229e-4,,2.229e-4,
341.91,5.240e-4,,5.240e-4,
341.96,1.181e-3,,1.181e-3,
342.01,2.549e-3,,2.549e-3,
342.06,5.275e-3,,5.275e-3,
342.11,1.046e-2,,1.046e-2,
342.16,1.988e-2,,1.988e-2,
342.21,3.621e-2,,3.621e-2,
342.26,6.321e-2,,6.321e-2,
342.31,1.057e-1,,1.057e-1,
342.36,1.695e-1,,1.695e-1,
342.41,2.605e-1,,2.605e-1,
342.46,3.836e-1,,3.836e-1,
342.51,5.414e-1,,5.414e-1,
342.56,7.322e-1,,7.322e-1,
342.61,9.490e-1,,9.490e-1,
342.66,1.179e+0,,1.179e+0,
342.71,1.403e+0,,1.403e+0,
342.76,1.601e+0,,1.601e+0,
342.81,1.751e+0,,1.751e+0,
342.86,1.835e+0,,1.835e+0,
342.91,1.842e+0,,1.842e+0,
342.96,1.773e+0,,1.773e+0,
343.01,1.636e+0,,1.636e+0,
343.06,1.446e+0,,1.446e+0,
343.11,1.225e+0,,1.225e+0,
343.16,9.945e-1,,9.945e-1,
343.21,7.738e-1,,7.738e-1,
343.26,5.770e-1,,5.770e-1,
343.31,4.124e-1,,4.124e-1,
343.36,2.824e-1,,2.824e-1,
343.41,1.854e-1,,1.854e-1,
343.46,1.166e-1,,1.166e-1,
343.51,7.030e-2,,7.030e-2,
343.56,4.062e-2,,4.062e-2,
343.61,2.249e-2,,2.249e-2,
343.66,1.193e-2,,1.193e-2,
343.71,6.069e-3,,6.069e-3,
343.76,2.958e-3,,2.958e-3,
343.81,1.382e-3,,1.382e-3,
343.86,6.185e-4,,6.185e-4,
343.91,2.654e-4,,2.654e-4,
343.96,1.091e-4,,1.091e-4,
344.01,4.299e-5,,4.299e-5,
344.06,1.623e-5,,1.623e-5,
344.11,5.875e-6,,5.875e-6,
344.16,2.038e-6,,2.038e-6,
344.21,6.773e-7,,6.773e-7,
344.26,2.158e-7,,2.158e-7,
344.31,6.587e-8,,6.587e-8,
344.36,1.927e-8,,1.927e-8,
344.41,5.404e-9,,5.404e-9,
344.46,1.452e-9,,1.452e-9,
344.51,3.740e-10,,3.740e-10,
344.56,9.230e-11,,9.230e-11,
344.61,2.183e-11,,2.183e-11,
344.66,4.949e-12,,4.949e-12,
344.71,1.075e-12,,1.075e-12,
344.76,2.239e-13,,2.239e-13,
344.81,4.467e-14,,4.467e-14,
344.86,8.542e-15,,8.542e-15,
344.91,1.565e-15,,1.565e-15,
344.96,2.750e-16,,2.750e-16,
350.36,3.113e-23,,,3.113e-23
350.41,1.699e-22,,,1.699e-22
350.46,8.902e-22,,,8.902e-22
350.51,4.482e-21,,,4.482e-21
350.56,2.167e-20,,,2.167e-20
350.61,1.007e-19,,,1.007e-19
350.66,4.493e-19,,,4.493e-19
350.71,1.926e-18,,,1.926e-18
350.76,7.928e-18,,,7.928e-18
350.81,3.136e-17,,,3.136e-17
350.86,1.191e-16,,,1.191e-16
350.91,4.347e-16,,,4.347e-16
350.96,1.524e-15,,,1.524e-15
351.01,5.130e-15,,,5.130e-15
351.06,1.659e-14,,,1.659e-14
351.11,5.155e-14,,,5.155e-14
351.16,1.538e-13,,,1.538e-13
351.21,4.410e-13,,,4.410e-13
351.26,1.214e-12,,,1.214e-12
351.31,3.212e-12,,,3.212e-12
351.36,8.161e-12,,1.689e-17,8.161e-12
351.41,1.992e-11,,9.104e-17,1.992e-11
351.46,4.669e-11,,4.715e-16,4.669e-11
351.51,1.051e-10,,2.346e-15,1.051e-10
351.56,2.274e-10,,1.122e-14,2.274e-10
351.61,4.726e-10,,5.152e-14,4.726e-10
351.66,9.434e-10,,2.274e-13,9.432e-10
351.71,1.809e-9,,9.640e-13,1.808e-9
351.76,3.334e-9,,3.927e-12,3.330e-9
351.81,5.906e-9,,1.537e-11,5.891e-9
351.86,1.007e-8,,5.780e-11,1.001e-8
351.91,1.655e-8,,2.088e-10,1.634e-8
351.96,2.634e-8,,7.248e-10,2.562e-8
352.01,4.100e-8,,2.417e-9,3.858e-8
352.06,6.356e-8,,7.745e-9,5.581e-8
352.11,1.014e-7,,2.384e-8,7.756e-8
352.16,1.741e-7,,7.052e-8,1.035e-7
352.21,3.332e-7,,2.004e-7,1.328e-7
352.26,7.107e-7,,5.472e-7,1.635e-7
352.31,1.629e-6,,1.435e-6,1.934e-7
352.36,3.837e-6,,3.617e-6,2.198e-7
352.41,8.999e-6,,8.759e-6,2.400e-7
352.46,2.063e-5,,2.038e-5,2.517e-7
352.51,4.580e-5,,4.554e-5,2.535e-7
352.56,9.805e-5,,9.781e-5,2.453e-7
352.61,2.020e-4,,2.018e-4,2.279e-7
352.66,4.002e-4,,4.000e-4,2.035e-7
352.71,7.620e-4,,7.619e-4,1.745e-7
352.76,1.394e-3,,1.394e-3,1.438e-7
352.81,2.451e-3,,2.451e-3,1.137e-7
352.86,4.140e-3,,4.140e-3,8.646e-8
352.91,6.719e-3,,6.718e-3,6.312e-8
352.96,1.048e-2,,1.048e-2,4.427e-8
353.01,1.569e-2,,1.569e-2,2.982e-8
353.06,2.259e-2,,2.259e-2,1.930e-8
353.11,3.123e-2,,3.123e-2,1.200e-8
353.16,4.149e-2,,4.149e-2,7.162e-9
353.21,5.297e-2,,5.297e-2,4.108e-9
353.26,6.496e-2,,6.496e-2,2.263e-9
353.31,7.654e-2,,7.654e-2,1.198e-9
353.36,8.665e-2,,8.665e-2,6.088e-10
353.41,9.424e-2,,9.424e-2,2.973e-10
353.46,9.848e-2,,9.848e-2,1.394e-10
353.51,9.888e-2,,9.888e-2,6.283e-11
353.56,9.538e-2,,9.538e-2,2.719e-11
353.61,8.840e-2,,8.840e-2,1.130e-11
353.66,7.871e-2,,7.871e-2,4.514e-12
353.71,6.734e-2,,6.734e-2,1.732e-12
353.76,5.535e-2,,5.535e-2,6.380e-13
353.81,4.371e-2,,4.371e-2,2.258e-13
353.86,3.316e-2,,3.316e-2,7.677e-14
353.91,2.418e-2,,2.418e-2,2.507e-14
353.96,1.693e-2,,1.693e-2,7.865e-15
354.01,1.139e-2,,1.139e-2,2.370e-15
354.06,7.366e-3,,7.366e-3,6.860e-16
354.11,4.575e-3,,4.575e-3,1.907e-16
354.16,2.731e-3,,2.731e-3,5.094e-17
354.21,1.566e-3,,1.566e-3,1.307e-17
354.26,8.625e-4,,8.625e-4,3.221e-18
354.31,4.565e-4,,4.565e-4,7.624e-19
354.36,2.321e-4,,2.321e-4,1.734e-19
354.41,1.134e-4,,1.134e-4,3.787e-20
354.46,5.324e-5,,5.324e-5,7.945e-21
354.51,2.401e-5,,2.401e-5,1.601e-21
354.56,1.040e-5,,1.040e-5,3.100e-22
354.61,4.331e-6,,4.331e-6,5.764e-23
354.66,1.732e-6,,1.732e-6,
354.71,6.657e-7,,6.657e-7,
354.76,2.458e-7,,2.458e-7,
354.81,8.718e-8,,8.718e-8,
354.86,2.971e-8,,2.971e-8,
354.91,9.730e-9,,9.730e-9,
354.96,3.061e-9,,3.061e-9,
355.01,9.252e-10,,9.252e-10,
355.07,2.088e-10,,2.088e-10,
355.12,5.780e-11,,5.780e-11,
355.17,1.537e-11,,1.537e-11,
355.22,3.927e-12,,3.927e-12,
355.27,9.640e-13,,9.640e-13,
355.32,2.274e-13,,2.274e-13,
355.37,5.152e-14,,5.152e-14,
355.42,1.122e-14,,1.122e-14,
355.47,2.346e-15,,2.346e-15,
355.52,4.715e-16,,4.715e-16,
355.57,9.104e-17,,9.104e-17,
355.62,1.689e-17,,1.689e-17,
356.52,2.342e-13,,2.342e-13,
356.57,1.422e-12,,1.422e-12,
356.62,7.131e-12,,7.131e-12,
356.67,3.441e-11,,3.441e-11,
356.72,1.597e-10,,1.597e-10,
356.77,7.136e-10,,7.136e-10,
356.82,3.067e-9,,3.067e-9,
356.87,1.268e-8,,1.268e-8,
356.92,5.046e-8,,5.046e-8,
356.97,1.932e-7,,1.932e-7,
357.02,7.116e-7,,7.116e-7,
357.07,2.522e-6,,2.522e-6,
357.12,8.602e-6,,8.602e-6,
357.17,2.823e-5,,2.823e-5,
357.22,8.914e-5,,8.914e-5,
357.27,2.708e-4,,2.708e-4,
357.32,7.919e-4,,7.919e-4,
357.37,2.228e-3,,2.228e-3,
357.42,6.032e-3,,6.032e-3,
357.47,1.572e-2,,1.572e-2,
357.52,3.940e-2,,3.940e-2,
357.57,9.506e-2,,9.506e-2,
357.62,2.207e-1,,2.207e-1,
357.67,4.931e-1,,4.931e-1,
357.72,1.060e+0,,1.060e+0,
357.77,2.194e+0,,2.194e+0,
357.82,4.368e+0,,4.368e+0,
357.87,8.371e+0,,8.371e+0,
357.92,1.544e+1,,1.544e+1,
357.97,2.740e+1,,2.740e+1,
358.02,4.680e+1,,4.680e+1,2.549e-18
358.07,7.694e+1,,7.694e+1,1.303e-17
358.12,1.217e+2,,1.217e+2,6.408e-17
358.17,1.854e+2,,1.854e+2,3.032e-16
358.22,2.716e+2,,2.716e+2,1.381e-15
358.27,3.831e+2,,3.831e+2,6.048e-15
358.32,5.201e+2,,5.201e+2,2.550e-14
358.37,6.796e+2,,6.796e+2,1.034e-13
358.42,8.545e+2,,8.545e+2,4.036e-13
358.47,1.034e+3,,1.034e+3,1.516e-12
358.52,1.205e+3,,1.205e+3,5.477e-12
358.57,1.351e+3,,1.351e+3,1.905e-11
358.62,1.458e+3,,1.458e+3,6.372e-11
358.67,1.514e+3,,1.514e+3,2.051e-10
358.72,1.513e+3,,1.513e+3,6.353e-10
358.77,1.456e+3,,1.456e+3,1.894e-9
358.82,1.348e+3,,1.348e+3,5.431e-9
358.87,1.202e+3,,1.202e+3,1.499e-8
358.92,1.031e+3,,1.031e+3,3.979e-8
358.97,8.513e+2,,8.513e+2,1.017e-7
359.02,6.766e+2,,6.766e+2,2.499e-7
359.07,5.175e+2,,5.175e+2,5.912e-7
359.12,3.810e+2,,3.810e+2,1.346e-6
359.17,2.700e+2,,2.700e+2,2.947e-6
359.22,1.841e+2,,1.841e+2,6.211e-6
359.27,1.209e+2,,1.209e+2,1.259e-5
359.32,7.637e+1,,7.637e+1,2.457e-5
359.37,4.644e+1,,4.644e+1,4.613e-5
359.42,2.718e+1,,2.718e+1,8.334e-5
359.47,1.531e+1,,1.531e+1,1.449e-4
359.52,8.301e+0,,8.301e+0,2.423e-4
359.57,4.331e+0,,4.331e+0,3.900e-4
359.62,2.176e+0,,2.175e+0,6.040e-4
359.67,1.052e+0,,1.051e+0,9.000e-4
359.72,4.903e-1,,4.890e-1,1.290e-3
359.77,2.207e-1,,2.189e-1,1.780e-3
359.82,9.668e-2,,9.432e-2,2.364e-3
359.87,4.213e-2,,3.911e-2,3.019e-3
359.92,1.932e-2,,1.561e-2,3.711e-3
359.97,1.038e-2,,5.993e-3,4.390e-3
360.02,7.211e-3,,2.215e-3,4.996e-3
360.07,6.259e-3,,7.879e-4,5.471e-3
360.12,6.035e-3,,2.697e-4,5.765e-3
360.17,5.935e-3,,8.883e-5,5.846e-3
360.22,5.732e-3,,2.816e-5,5.704e-3
360.27,5.365e-3,,8.590e-6,5.356e-3
360.32,4.844e-3,,2.522e-6,4.841e-3
360.37,4.214e-3,,7.124e-7,4.213e-3
360.42,3.534e-3,,1.936e-7,3.533e-3
360.47,2.861e-3,,5.066e-8,2.861e-3
360.52,2.247e-3,,1.275e-8,2.247e-3
360.57,1.727e-3,,3.089e-9,1.727e-3
360.62,1.325e-3,,7.199e-10,1.325e-3
360.67,1.051e-3,,1.615e-10,1.051e-3
360.72,9.060e-4,,3.485e-11,9.060e-4
360.77,8.826e-4,,7.237e-12,8.826e-4
360.82,9.699e-4,,1.446e-12,9.699e-4
360.87,1.152e-3,,2.568e-13,1.152e-3
360.92,1.410e-3,,2.810e-14,1.410e-3
360.97,1.717e-3,,,1.717e-3
361.02,2.045e-3,,,2.045e-3
361.07,2.361e-3,,,2.361e-3
361.12,2.632e-3,,,2.632e-3
361.17,2.828e-3,,,2.828e-3
361.22,2.926e-3,,,2.926e-3
361.27,2.914e-3,,,2.914e-3
361.32,2.794e-3,,,2.794e-3
361.37,2.578e-3,,,2.578e-3
361.42,2.289e-3,,,2.289e-3
361.47,1.956e-3,,,1.956e-3
361.52,1.609e-3,,,1.609e-3
361.57,1.274e-3,,,1.274e-3
361.62,9.702e-4,,,9.702e-4
361.67,7.113e-4,,,7.113e-4
361.72,5.019e-4,,,5.019e-4
361.77,3.409e-4,,,3.409e-4
361.82,2.228e-4,,,2.228e-4
361.87,1.401e-4,,,1.401e-4
361.92,8.482e-5,,,8.482e-5
361.97,4.942e-5,,,4.942e-5
362.02,2.771e-5,,,2.771e-5
362.07,1.495e-5,,,1.495e-5
362.12,7.765e-6,,,7.765e-6
362.17,3.881e-6,,,3.881e-6
362.22,1.867e-6,,,1.867e-6
362.27,8.642e-7,,,8.642e-7
362.32,3.850e-7,,,3.850e-7
362.37,1.651e-7,,,1.651e-7
362.42,6.813e-8,,,6.813e-8
362.47,2.706e-8,,,2.706e-8
362.52,1.034e-8,,,1.034e-8
362.57,3.804e-9,,,3.804e-9
362.62,1.347e-9,,,1.347e-9
362.67,4.589e-10,,,4.589e-10
362.72,1.505e-10,,5.909e-16,1.505e-10
362.77,4.749e-11,,3.026e-15,4.749e-11
362.82,1.444e-11,,1.492e-14,1.442e-11
362.87,4.287e-12,,7.089e-14,4.216e-12
362.92,1.513e-12,,3.269e-13,1.186e-12
362.97,1.763e-12,,1.442e-12,3.211e-13
363.02,6.213e-12,,6.129e-12,8.366e-14
363.07,2.512e-11,,2.509e-11,2.098e-14
363.12,9.898e-11,,9.898e-11,5.063e-15
363.17,3.761e-10,,3.761e-10,1.176e-15
363.22,1.377e-9,,1.377e-9,2.629e-16
363.27,4.857e-9,,4.857e-9,5.655e-17
363.32,1.651e-8,,1.651e-8,1.171e-17
363.37,5.406e-8,,5.406e-8,2.333e-18
363.42,1.706e-7,,1.706e-7,4.474e-19
363.47,5.190e-7,,5.190e-7,
363.52,1.521e-6,,1.521e-6,
363.57,4.299e-6,,4.299e-6,
363.62,1.171e-5,,1.171e-5,
363.67,3.076e-5,,3.076e-5,
363.72,7.789e-5,,7.789e-5,
363.77,1.903e-4,,1.903e-4,
363.82,4.482e-4,,4.482e-4,
363.87,1.019e-3,,1.019e-3,
363.92,2.234e-3,,2.234e-3,
363.97,4.730e-3,,4.730e-3,
364.02,9.666e-3,,9.666e-3,
364.07,1.908e-2,,1.908e-2,
364.12,3.636e-2,,3.636e-2,
364.17,6.697e-2,,6.697e-2,
364.22,1.192e-1,,1.192e-1,
364.27,2.052e-1,,2.052e-1,
364.32,3.414e-1,,3.414e-1,
364.37,5.498e-1,,5.498e-1,
364.42,8.566e-1,,8.566e-1,
364.47,1.292e+0,,1.292e+0,
364.52,1.888e+0,,1.888e+0,
364.57,2.672e+0,,2.672e+0,
364.62,3.666e+0,,3.666e+0,
364.67,4.878e+0,,4.878e+0,
364.72,6.299e+0,,6.299e+0,
364.77,7.901e+0,,7.901e+0,
364.82,9.639e+0,,9.639e+0,
364.87,1.145e+1,,1.145e+1,
364.92,1.327e+1,,1.327e+1,
364.97,1.503e+1,,1.503e+1,
365.02,1.668e+1,,1.668e+1,
365.07,1.818e+1,,1.818e+1,
365.12,1.951e+1,,1.951e+1,
365.17,2.067e+1,,2.067e+1,
365.22,2.163e+1,,2.163e+1,
365.27,2.238e+1,,2.238e+1,
365.32,2.287e+1,,2.287e+1,
365.37,2.305e+1,,2.305e+1,
365.42,2.285e+1,,2.285e+1,
365.47,2.223e+1,,2.223e+1,
365.52,2.114e+1,,2.114e+1,
365.57,1.961e+1,,1.961e+1,
365.62,1.769e+1,,1.769e+1,
365.67,1.549e+1,,1.549e+1,
365.72,1.315e+1,,1.315e+1,
365.77,1.080e+1,,1.080e+1,
365.82,8.569e+0,,8.569e+0,
365.87,6.568e+0,,6.568e+0,
365.92,4.859e+0,,4.859e+0,
365.97,3.468e+0,,3.468e+0,
366.02,2.386e+0,,2.386e+0,
366.07,1.583e+0,,1.583e+0,
366.12,1.012e+0,,1.012e+0,
366.17,6.238e-1,,6.238e-1,
366.22,3.704e-1,,3.704e-1,
366.27,2.119e-1,,2.119e-1,
366.32,1.168e-1,,1.168e-1,
366.37,6.203e-2,,6.203e-2,
366.42,3.173e-2,,3.173e-2,
366.47,1.564e-2,,1.564e-2,
366.52,7.425e-3,,7.425e-3,
366.57,3.396e-3,,3.396e-3,
366.62,1.496e-3,,1.496e-3,
366.67,6.348e-4,,6.348e-4,
366.72,2.595e-4,,2.595e-4,
366.77,1.022e-4,,1.022e-4,
366.82,3.876e-5,,3.876e-5,
366.87,1.416e-5,,1.416e-5,
366.92,4.984e-6,,4.984e-6,
366.97,1.690e-6,,1.690e-6,
367.02,5.518e-7,,5.518e-7,
367.07,1.736e-7,,1.736e-7,
367.12,5.260e-8,,5.260e-8,
367.17,1.535e-8,,1.535e-8,
367.22,4.317e-9,,4.317e-9,
367.27,1.169e-9,,1.169e-9,
367.32,3.050e-10,,3.050e-10,
367.37,7.666e-11,,7.666e-11,
367.42,1.856e-11,,1.856e-11,
367.47,4.327e-12,,4.327e-12,
367.52,9.719e-13,,9.719e-13,
367.57,2.103e-13,,2.103e-13,
367.62,4.383e-14,,4.383e-14,
367.67,8.799e-15,,8.799e-15,
367.72,1.702e-15,,1.702e-15,
367.97,9.885e-21,,,9.885e-21
368.02,4.976e-20,,,4.976e-20
368.07,2.415e-19,,,2.415e-19
368.12,6.226e-15,,6.224e-15,1.130e-18
368.17,3.041e-14,,3.040e-14,5.098e-18
368.22,1.432e-13,,1.432e-13,2.218e-17
368.27,6.501e-13,,6.501e-13,9.302e-17
368.32,2.846e-12,,2.846e-12,3.762e-16
368.37,1.202e-11,,1.201e-11,1.467e-15
368.42,4.890e-11,,4.890e-11,5.514e-15
368.47,1.919e-10,,1.919e-10,1.999e-14
368.52,7.262e-10,,7.261e-10,6.986e-14
368.57,2.650e-9,,2.649e-9,2.354e-13
368.62,9.321e-9,,9.320e-9,7.648e-13
368.67,3.161e-8,,3.161e-8,2.396e-12
368.72,1.034e-7,,1.034e-7,7.237e-12
368.77,3.260e-7,,3.260e-7,2.107e-11
368.82,9.913e-7,,9.912e-7,5.917e-11
368.87,2.906e-6,,2.906e-6,1.602e-10
368.92,8.214e-6,,8.214e-6,4.182e-10
368.97,2.239e-5,,2.239e-5,1.052e-9
369.02,5.883e-5,,5.883e-5,2.554e-9
369.07,1.491e-4,,1.491e-4,5.975e-9
369.12,3.642e-4,,3.642e-4,1.348e-8
369.17,8.579e-4,,8.578e-4,2.932e-8
369.22,1.948e-3,,1.948e-3,6.148e-8
369.27,4.267e-3,,4.267e-3,1.243e-7
369.32,9.010e-3,,9.010e-3,2.424e-7
369.37,1.834e-2,,1.834e-2,4.556e-7
