Wavelength,Sum,Cu I (8.6e-02),Cu II (9.1e-01)
478.2,2.249e-10,,2.249e-10
478.25,7.846e-11,,7.846e-11
478.3,2.677e-11,,2.677e-11
478.35,8.932e-12,,8.932e-12
478.4,2.918e-12,,2.918e-12
478.45,9.402e-13,,9.402e-13
478.5,3.218e-13,,3.218e-13
478.56,1.997e-13,,1.997e-13
478.61,4.381e-13,,4.381e-13
478.66,1.319e-12,,1.319e-12
478.71,4.044e-12,,4.044e-12
478.76,1.218e-11,,1.218e-11
478.81,3.591e-11,,3.591e-11
478.86,1.036e-10,,1.036e-10
478.91,2.927e-10,,2.927e-10
478.96,8.090e-10,,8.090e-10
479.01,2.188e-9,,2.188e-9
479.06,5.792e-9,,5.792e-9
479.11,1.501e-8,,1.501e-8
479.16,3.804e-8,,3.804e-8
479.21,9.439e-8,,9.439e-8
479.26,2.292e-7,,2.292e-7
479.31,5.447e-7,,5.447e-7
479.36,1.267e-6,,1.267e-6
479.41,2.883e-6,,2.883e-6
479.46,6.421e-6,,6.421e-6
479.51,1.400e-5,,1.400e-5
479.56,2.986e-5,,2.986e-5
479.61,6.233e-5,,6.233e-5
479.66,1.273e-4,,1.273e-4
479.71,2.546e-4,,2.546e-4
479.76,4.982e-4,,4.982e-4
479.81,9.541e-4,,9.541e-4
479.86,1.788e-3,,1.788e-3
479.91,3.279e-3,,3.279e-3
479.96,5.886e-3,,5.886e-3
480.01,1.034e-2,,1.034e-2
480.06,1.777e-2,,1.777e-2
480.11,2.990e-2,,2.990e-2
480.16,4.923e-2,,4.923e-2
480.21,7.932e-2,,7.932e-2
480.26,1.251e-1,,1.251e-1
480.31,1.930e-1,,1.930e-1
480.36,2.915e-1,,2.915e-1
480.41,4.309e-1,,4.309e-1
480.46,6.232e-1,,6.232e-1
480.51,8.822e-1,,8.822e-1
480.56,1.222e+0,,1.222e+0
480.61,1.657e+0,,1.657e+0
480.66,2.198e+0,,2.198e+0
480.71,2.854e+0,,2.854e+0
480.76,3.627e+0,,3.627e+0
480.81,4.511e+0,,4.511e+0
480.86,5.490e+0,,5.490e+0
480.91,6.539e+0,,6.539e+0
480.96,7.621e+0,,7.621e+0
481.01,8.694e+0,,8.694e+0
481.06,9.706e+0,,9.706e+0
481.11,1.060e+1,,1.060e+1
481.16,1.134e+1,,1.134e+1
481.21,1.186e+1,,1.186e+1
481.26,1.215e+1,,1.215e+1
481.31,1.217e+1,,1.217e+1
481.36,1.194e+1,,1.194e+1
481.41,1.146e+1,,1.146e+1
481.46,1.077e+1,,1.077e+1
481.51,9.896e+0,,9.896e+0
481.56,8.903e+0,,8.903e+0
481.61,7.838e+0,,7.838e+0
481.66,6.754e+0,,6.754e+0
481.71,5.695e+0,,5.695e+0
481.76,4.700e+0,,4.700e+0
481.81,3.797e+0,,3.797e+0
481.86,3.002e+0,,3.002e+0
481.91,2.324e+0,,2.324e+0
481.96,1.763e+0,,1.763e+0
482.01,1.313e+0,,1.313e+0
482.06,9.634e-1,,9.634e-1
482.11,7.020e-1,,7.020e-1
482.16,5.168e-1,,5.168e-1
482.21,3.969e-1,,3.969e-1
482.26,3.337e-1,,3.337e-1
482.31,3.213e-1,,3.213e-1
482.36,3.568e-1,,3.568e-1
482.41,4.399e-1,,4.399e-1
482.46,5.729e-1,,5.729e-1
482.51,7.592e-1,,7.592e-1
482.56,1.003e+0,,1.003e+0
482.61,1.308e+0,,1.308e+0
482.66,1.676e+0,,1.676e+0
482.71,2.104e+0,,2.104e+0
482.76,2.589e+0,,2.589e+0
482.81,3.118e+0,,3.118e+0
482.86,3.677e+0,,3.677e+0
482.91,4.244e+0,,4.244e+0
482.96,4.795e+0,,4.795e+0
483.01,5.302e+0,,5.302e+0
483.06,5.739e+0,,5.739e+0
483.11,6.081e+0,,6.081e+0
483.16,6.306e+0,,6.306e+0
483.21,6.402e+0,,6.402e+0
483.26,6.361e+0,,6.361e+0
483.31,6.186e+0,,6.186e+0
483.36,5.889e+0,,5.889e+0
483.41,5.487e+0,,5.487e+0
483.46,5.004e+0,,5.004e+0
483.51,4.468e+0,,4.468e+0
483.56,3.904e+0,,3.904e+0
483.61,3.339e+0,,3.339e+0
483.66,2.796e+0,,2.796e+0
483.71,2.292e+0,,2.292e+0
483.76,1.839e+0,,1.839e+0
483.81,1.446e+0,,1.446e+0
483.86,1.115e+0,,1.115e+0
483.91,8.446e-1,,8.446e-1
483.96,6.321e-1,,6.321e-1
484.01,4.722e-1,,4.722e-1
484.06,3.598e-1,,3.598e-1
484.11,2.903e-1,,2.903e-1
484.16,2.605e-1,,2.605e-1
484.21,2.692e-1,,2.692e-1
484.26,3.171e-1,,3.171e-1
484.31,4.076e-1,,4.076e-1
484.36,5.457e-1,,5.457e-1
484.41,7.387e-1,,7.387e-1
484.46,9.945e-1,,9.945e-1
484.51,1.322e+0,,1.322e+0
484.56,1.729e+0,,1.729e+0
484.61,2.223e+0,,2.223e+0
484.66,2.808e+0,,2.808e+0
484.71,3.484e+0,,3.484e+0
484.76,4.248e+0,,4.248e+0
484.81,5.092e+0,,5.092e+0
484.86,6.002e+0,,6.002e+0
484.91,6.958e+0,,6.958e+0
484.96,7.938e+0,,7.938e+0
485.01,8.915e+0,,8.915e+0
485.06,9.857e+0,,9.857e+0
485.11,1.073e+1,,1.073e+1
485.16,1.151e+1,,1.151e+1
485.21,1.216e+1,,1.216e+1
485.26,1.265e+1,,1.265e+1
485.31,1.297e+1,,1.297e+1
485.36,1.309e+1,,1.309e+1
485.41,1.301e+1,,1.301e+1
485.46,1.273e+1,,1.273e+1
485.51,1.226e+1,,1.226e+1
485.56,1.161e+1,,1.161e+1
485.61,1.081e+1,,1.081e+1
485.66,9.898e+0,,9.898e+0
485.71,8.905e+0,,8.905e+0
485.76,7.870e+0,,7.870e+0
485.81,6.830e+0,,6.830e+0
485.86,5.819e+0,,5.819e+0
485.91,4.865e+0,,4.865e+0
485.96,3.991e+0,,3.991e+0
486.01,3.211e+0,,3.211e+0
486.06,2.535e+0,,2.535e+0
486.11,1.963e+0,,1.963e+0
486.16,1.494e+0,,1.494e+0
486.21,1.118e+0,,1.118e+0
486.26,8.270e-1,,8.270e-1
486.31,6.103e-1,,6.103e-1
486.36,4.575e-1,,4.575e-1
486.41,3.593e-1,,3.593e-1
486.46,3.081e-1,,3.081e-1
486.51,2.983e-1,,2.983e-1
486.56,3.259e-1,,3.259e-1
486.61,3.887e-1,,3.887e-1
486.66,4.855e-1,,4.855e-1
486.71,6.157e-1,,6.157e-1
486.76,7.783e-1,,7.783e-1
486.81,9.718e-1,,9.718e-1
486.86,1.193e+0,,1.193e+0
486.91,1.436e+0,,1.436e+0
486.96,1.695e+0,,1.695e+0
487.01,1.959e+0,,1.959e+0
487.06,2.218e+0,,2.218e+0
487.11,2.459e+0,,2.459e+0
487.16,2.669e+0,,2.669e+0
487.21,2.838e+0,,2.838e+0
487.26,2.953e+0,,2.953e+0
487.31,3.010e+0,,3.010e+0
487.36,3.004e+0,,3.004e+0
487.41,2.935e+0,,2.935e+0
487.46,2.808e+0,,2.808e+0
487.51,2.631e+0,,2.631e+0
487.56,2.415e+0,,2.415e+0
487.61,2.171e+0,,2.171e+0
487.66,1.912e+0,,1.912e+0
487.71,1.652e+0,,1.652e+0
487.76,1.402e+0,,1.402e+0
487.81,1.172e+0,,1.172e+0
487.86,9.716e-1,,9.716e-1
487.91,8.065e-1,,8.065e-1
487.96,6.828e-1,,6.828e-1
488.01,6.052e-1,,6.052e-1
488.06,5.785e-1,,5.785e-1
488.11,6.073e-1,,6.073e-1
488.16,6.971e-1,,6.971e-1
488.21,8.534e-1,,8.534e-1
488.26,1.082e+0,,1.082e+0
488.31,1.389e+0,,1.389e+0
488.36,1.777e+0,,1.777e+0
488.41,2.248e+0,,2.248e+0
488.46,2.798e+0,,2.798e+0
488.51,3.419e+0,,3.419e+0
488.56,4.096e+0,,4.096e+0
488.61,4.809e+0,,4.809e+0
488.66,5.530e+0,,5.530e+0
488.71,6.230e+0,,6.230e+0
488.76,6.875e+0,,6.875e+0
488.81,7.430e+0,,7.430e+0
488.86,7.866e+0,,7.866e+0
488.91,8.158e+0,,8.158e+0
488.96,8.290e+0,,8.290e+0
489.01,8.257e+0,,8.257e+0
489.06,8.067e+0,,8.067e+0
489.11,7.735e+0,,7.735e+0
489.16,7.292e+0,,7.292e+0
489.21,6.773e+0,,6.773e+0
489.26,6.220e+0,,6.220e+0
489.31,5.678e+0,,5.678e+0
489.36,5.190e+0,,5.190e+0
489.41,4.797e+0,,4.797e+0
489.46,4.534e+0,,4.534e+0
489.51,4.426e+0,,4.426e+0
489.56,4.493e+0,,4.493e+0
489.61,4.742e+0,,4.742e+0
489.66,5.172e+0,,5.172e+0
489.71,5.772e+0,,5.772e+0
489.76,6.527e+0,,6.527e+0
489.81,7.413e+0,,7.413e+0
489.86,8.409e+0,,8.409e+0
489.91,9.493e+0,,9.493e+0
489.96,1.065e+1,,1.065e+1
490.01,1.188e+1,,1.188e+1
490.06,1.320e+1,,1.320e+1
490.11,1.463e+1,,1.463e+1
490.16,1.623e+1,,1.623e+1
490.21,1.805e+1,,1.805e+1
490.26,2.017e+1,,2.017e+1
490.31,2.266e+1,,2.266e+1
490.36,2.559e+1,,2.559e+1
490.41,2.901e+1,,2.901e+1
490.46,3.294e+1,,3.294e+1
490.51,3.734e+1,,3.734e+1
490.56,4.215e+1,,4.215e+1
490.61,4.725e+1,,4.725e+1
490.66,5.246e+1,,5.246e+1
490.71,5.758e+1,,5.758e+1
490.76,6.239e+1,,6.239e+1
490.81,6.666e+1,,6.666e+1
490.86,7.019e+1,,7.019e+1
490.91,7.283e+1,,7.283e+1
490.96,7.447e+1,,7.447e+1
491.01,7.510e+1,,7.510e+1
491.06,7.477e+1,,7.477e+1
491.11,7.361e+1,,7.361e+1
491.16,7.180e+1,,7.180e+1
491.21,6.959e+1,,6.959e+1
491.26,6.720e+1,,6.720e+1
491.31,6.487e+1,,6.487e+1
491.36,6.279e+1,,6.279e+1
491.41,6.111e+1,,6.111e+1
491.46,5.988e+1,,5.988e+1
491.51,5.911e+1,,5.911e+1
491.56,5.870e+1,,5.870e+1
491.61,5.853e+1,,5.853e+1
491.66,5.843e+1,,5.843e+1
491.71,5.819e+1,,5.819e+1
491.76,5.766e+1,,5.766e+1
491.81,5.666e+1,,5.666e+1
491.86,5.511e+1,,5.511e+1
491.91,5.297e+1,,5.297e+1
491.96,5.025e+1,,5.025e+1
492.01,4.704e+1,,4.704e+1
492.06,4.347e+1,,4.347e+1
492.11,3.971e+1,,3.971e+1
492.16,3.595e+1,,3.595e+1
492.21,3.237e+1,,3.237e+1
492.26,2.917e+1,,2.917e+1
492.31,2.651e+1,,2.651e+1
492.36,2.450e+1,,2.450e+1
492.41,2.326e+1,,2.326e+1
492.46,2.284e+1,,2.284e+1
492.51,2.327e+1,,2.327e+1
492.56,2.454e+1,,2.454e+1
492.61,2.663e+1,,2.663e+1
492.66,2.945e+1,,2.945e+1
492.71,3.291e+1,,3.291e+1
492.76,3.687e+1,,3.687e+1
492.81,4.115e+1,,4.115e+1
492.86,4.557e+1,,4.557e+1
492.91,4.992e+1,,4.992e+1
492.96,5.396e+1,,5.396e+1
493.01,5.750e+1,,5.750e+1
493.06,6.034e+1,,6.034e+1
493.11,6.232e+1,,6.232e+1
493.16,6.335e+1,,6.335e+1
493.21,6.337e+1,,6.337e+1
493.26,6.242e+1,,6.242e+1
493.31,6.055e+1,,6.055e+1
493.36,5.791e+1,,5.791e+1
493.41,5.463e+1,,5.463e+1
493.46,5.091e+1,,5.091e+1
493.51,4.691e+1,,4.691e+1
493.56,4.281e+1,,4.281e+1
493.61,3.875e+1,,3.875e+1
493.66,3.483e+1,,3.483e+1
493.71,3.114e+1,,3.114e+1
493.76,2.772e+1,,2.772e+1
493.81,2.460e+1,,2.460e+1
493.86,2.178e+1,,2.178e+1
493.91,1.924e+1,,1.924e+1
493.96,1.697e+1,,1.697e+1
494.01,1.495e+1,,1.495e+1
494.06,1.316e+1,,1.316e+1
494.11,1.159e+1,,1.159e+1
494.16,1.021e+1,,1.021e+1
494.21,9.033e+0,,9.033e+0
494.26,8.049e+0,,8.049e+0
494.31,7.266e+0,,7.266e+0
494.36,6.702e+0,,6.702e+0
494.41,6.383e+0,,6.383e+0
494.46,6.344e+0,,6.344e+0
494.51,6.631e+0,,6.631e+0
494.56,7.299e+0,,7.299e+0
494.61,8.408e+0,,8.408e+0
494.66,1.002e+1,,1.002e+1
494.71,1.218e+1,,1.218e+1
494.76,1.494e+1,,1.494e+1
494.81,1.830e+1,,1.830e+1
494.86,2.225e+1,,2.225e+1
494.91,2.672e+1,,2.672e+1
494.96,3.161e+1,,3.161e+1
495.01,3.676e+1,,3.676e+1
495.06,4.198e+1,,4.198e+1
495.11,4.704e+1,,4.704e+1
495.16,5.169e+1,,5.169e+1
495.21,5.568e+1,,5.568e+1
495.26,5.879e+1,,5.879e+1
495.31,6.084e+1,,6.084e+1
495.36,6.169e+1,,6.169e+1
495.41,6.131e+1,,6.131e+1
495.46,5.970e+1,,5.970e+1
495.51,5.696e+1,,5.696e+1
495.56,5.326e+1,,5.326e+1
495.61,4.879e+1,,4.879e+1
495.66,4.379e+1,,4.379e+1
495.71,3.852e+1,,3.852e+1
495.76,3.320e+1,,3.320e+1
495.81,2.804e+1,,2.804e+1
495.86,2.320e+1,,2.320e+1
495.91,1.882e+1,,1.882e+1
495.96,1.496e+1,,1.496e+1
496.01,1.166e+1,,1.166e+1
496.06,8.923e+0,,8.923e+0
496.11,6.710e+0,,6.710e+0
496.16,4.972e+0,,4.972e+0
496.21,3.651e+0,,3.651e+0
496.26,2.683e+0,,2.683e+0
496.31,2.006e+0,,2.006e+0
496.36,1.566e+0,,1.566e+0
496.41,1.314e+0,,1.314e+0
496.46,1.213e+0,,1.213e+0
496.51,1.232e+0,,1.232e+0
496.56,1.347e+0,,1.347e+0
496.61,1.542e+0,,1.542e+0
496.66,1.804e+0,,1.804e+0
496.71,2.122e+0,,2.122e+0
496.76,2.488e+0,,2.488e+0
496.81,2.895e+0,,2.895e+0
496.86,3.332e+0,,3.332e+0
496.91,3.790e+0,,3.790e+0
496.96,4.259e+0,,4.259e+0
497.01,4.724e+0,,4.724e+0
497.06,5.171e+0,,5.171e+0
497.11,5.583e+0,,5.583e+0
497.16,5.945e+0,,5.945e+0
497.21,6.241e+0,,6.241e+0
497.26,6.457e+0,,6.457e+0
497.31,6.586e+0,,6.586e+0
497.36,6.622e+0,,6.622e+0
497.41,6.568e+0,,6.568e+0
497.46,6.434e+0,,6.434e+0
497.51,6.238e+0,,6.238e+0
497.56,6.007e+0,,6.007e+0
497.61,5.774e+0,,5.774e+0
497.66,5.578e+0,,5.578e+0
497.71,5.463e+0,,5.463e+0
497.76,5.472e+0,,5.472e+0
497.81,5.649e+0,,5.649e+0
497.86,6.032e+0,,6.032e+0
497.91,6.652e+0,,6.652e+0
497.96,7.527e+0,,7.527e+0
498.01,8.660e+0,,8.660e+0
498.06,1.004e+1,,1.004e+1
498.11,1.163e+1,,1.163e+1
498.16,1.338e+1,,1.338e+1
498.21,1.521e+1,,1.521e+1
498.26,1.706e+1,,1.706e+1
498.31,1.882e+1,,1.882e+1
498.36,2.039e+1,,2.039e+1
498.41,2.169e+1,,2.169e+1
498.46,2.264e+1,,2.264e+1
498.51,2.317e+1,,2.317e+1
498.56,2.325e+1,,2.325e+1
498.61,2.288e+1,,2.288e+1
498.66,2.207e+1,,2.207e+1
498.71,2.087e+1,,2.087e+1
498.76,1.934e+1,,1.934e+1
498.81,1.757e+1,,1.757e+1
498.86,1.565e+1,,1.565e+1
498.91,1.366e+1,,1.366e+1
498.96,1.169e+1,,1.169e+1
499.01,9.808e+0,,9.808e+0
499.06,8.065e+0,,8.065e+0
499.11,6.502e+0,,6.502e+0
499.16,5.138e+0,,5.138e+0
499.21,3.982e+0,,3.982e+0
499.26,3.027e+0,,3.027e+0
499.31,2.258e+0,,2.258e+0
499.36,1.657e+0,,1.657e+0
499.41,1.200e+0,,1.200e+0
499.46,8.648e-1,,8.648e-1
499.51,6.322e-1,,6.322e-1
499.56,4.855e-1,,4.855e-1
499.61,4.129e-1,,4.129e-1
499.66,4.075e-1,,4.075e-1
499.71,4.681e-1,,4.681e-1
499.76,5.982e-1,,5.982e-1
499.81,8.065e-1,,8.065e-1
499.86,1.106e+0,,1.106e+0
499.91,1.512e+0,,1.512e+0
499.96,2.044e+0,,2.044e+0
500.01,2.721e+0,,2.721e+0
500.06,3.560e+0,,3.560e+0
500.11,4.579e+0,,4.579e+0
500.16,5.787e+0,,5.787e+0
500.21,7.188e+0,,7.188e+0
500.26,8.779e+0,,8.779e+0
500.31,1.055e+1,,1.055e+1
500.36,1.247e+1,,1.247e+1
500.41,1.451e+1,,1.451e+1
500.46,1.664e+1,,1.664e+1
500.51,1.882e+1,,1.882e+1
500.56,2.099e+1,,2.099e+1
500.61,2.311e+1,,2.311e+1
500.66,2.513e+1,,2.513e+1
500.71,2.701e+1,,2.701e+1
500.76,2.872e+1,,2.872e+1
500.81,3.021e+1,,3.021e+1
500.86,3.145e+1,,3.145e+1
500.91,3.242e+1,,3.242e+1
500.96,3.308e+1,,3.308e+1
501.01,3.342e+1,,3.342e+1
501.06,3.342e+1,,3.342e+1
501.11,3.307e+1,,3.307e+1
501.16,3.237e+1,,3.237e+1
501.21,3.132e+1,,3.132e+1
501.26,2.995e+1,,2.995e+1
501.31,2.831e+1,,2.831e+1
501.36,2.643e+1,,2.643e+1
501.41,2.439e+1,,2.439e+1
501.46,2.225e+1,,2.225e+1
501.51,2.009e+1,,2.009e+1
501.56,1.797e+1,,1.797e+1
501.61,1.597e+1,,1.597e+1
501.66,1.414e+1,,1.414e+1
501.71,1.251e+1,,1.251e+1
501.76,1.110e+1,,1.110e+1
501.81,9.922e+0,,9.922e+0
501.86,8.961e+0,,8.961e+0
501.91,8.192e+0,,8.192e+0
501.96,7.582e+0,,7.582e+0
502.01,7.091e+0,,7.091e+0
502.06,6.680e+0,,6.680e+0
502.11,6.313e+0,,6.313e+0
502.16,5.960e+0,,5.960e+0
502.21,5.597e+0,,5.597e+0
502.26,5.211e+0,,5.211e+0
502.31,4.796e+0,,4.796e+0
502.36,4.354e+0,,4.354e+0
502.41,3.892e+0,,3.892e+0
502.46,3.422e+0,,3.422e+0
502.51,2.957e+0,,2.957e+0
502.56,2.510e+0,,2.510e+0
502.61,2.092e+0,,2.092e+0
502.66,1.714e+0,,1.714e+0
502.71,1.380e+0,,1.380e+0
502.76,1.096e+0,,1.096e+0
502.81,8.619e-1,,8.619e-1
502.86,6.780e-1,,6.780e-1
502.91,5.423e-1,,5.423e-1
502.96,4.528e-1,,4.528e-1
503.01,4.075e-1,,4.075e-1
503.06,4.050e-1,,4.050e-1
503.11,4.448e-1,,4.448e-1
503.16,5.272e-1,,5.272e-1
503.21,6.530e-1,,6.530e-1
503.26,8.235e-1,,8.235e-1
503.31,1.040e+0,,1.040e+0
503.36,1.301e+0,,1.301e+0
503.41,1.607e+0,,1.607e+0
503.46,1.953e+0,,1.953e+0
503.51,2.332e+0,,2.332e+0
503.56,2.737e+0,,2.737e+0
503.61,3.154e+0,,3.154e+0
503.66,3.569e+0,,3.569e+0
503.71,3.968e+0,,3.968e+0
503.76,4.333e+0,,4.333e+0
503.81,4.651e+0,,4.651e+0
503.86,4.908e+0,,4.908e+0
503.91,5.097e+0,,5.097e+0
503.96,5.215e+0,,5.215e+0
504.01,5.266e+0,,5.266e+0
504.06,5.262e+0,,5.262e+0
504.11,5.223e+0,,5.223e+0
504.16,5.178e+0,,5.178e+0
504.21,5.164e+0,,5.164e+0
504.26,5.225e+0,,5.225e+0
504.31,5.411e+0,,5.411e+0
504.36,5.776e+0,,5.776e+0
504.41,6.373e+0,,6.373e+0
504.46,7.254e+0,,7.254e+0
504.51,8.462e+0,,8.462e+0
504.56,1.003e+1,,1.003e+1
504.61,1.197e+1,,1.197e+1
504.66,1.428e+1,,1.428e+1
504.71,1.692e+1,,1.692e+1
504.76,1.985e+1,,1.985e+1
504.81,2.296e+1,,2.296e+1
504.86,2.615e+1,,2.615e+1
504.91,2.930e+1,,2.930e+1
504.96,3.227e+1,,3.227e+1
505.01,3.492e+1,,3.492e+1
505.06,3.714e+1,,3.714e+1
505.11,3.883e+1,,3.883e+1
505.16,3.993e+1,,3.993e+1
505.21,4.041e+1,,4.041e+1
505.26,4.029e+1,,4.029e+1
505.31,3.965e+1,,3.965e+1
505.36,3.858e+1,,3.858e+1
505.41,3.719e+1,,3.719e+1
505.46,3.563e+1,,3.563e+1
505.51,3.403e+1,,3.403e+1
505.56,3.252e+1,,3.252e+1
505.61,3.120e+1,,3.120e+1
505.66,3.016e+1,,3.016e+1
505.71,2.943e+1,,2.943e+1
505.76,2.906e+1,,2.906e+1
505.81,2.904e+1,,2.904e+1
505.86,2.935e+1,,2.935e+1
505.91,2.996e+1,,2.996e+1
505.96,3.085e+1,,3.085e+1
506.01,3.197e+1,,3.197e+1
506.06,3.329e+1,,3.329e+1
506.11,3.475e+1,,3.475e+1
506.16,3.632e+1,,3.632e+1
506.21,3.794e+1,,3.794e+1
506.26,3.954e+1,,3.954e+1
506.31,4.105e+1,,4.105e+1
506.36,4.239e+1,,4.239e+1
506.41,4.346e+1,,4.346e+1
506.46,4.418e+1,,4.418e+1
506.51,4.446e+1,,4.446e+1
506.56,4.423e+1,,4.423e+1
506.61,4.346e+1,,4.346e+1
506.66,4.213e+1,,4.213e+1
506.71,4.025e+1,,4.025e+1
506.76,3.788e+1,,3.788e+1
506.81,3.509e+1,,3.509e+1
506.86,3.197e+1,,3.197e+1
506.91,2.866e+1,,2.866e+1
506.96,2.524e+1,,2.524e+1
507.01,2.186e+1,,2.186e+1
507.06,1.860e+1,,1.860e+1
507.11,1.554e+1,,1.554e+1
507.16,1.276e+1,,1.276e+1
507.21,1.029e+1,,1.029e+1
507.26,8.143e+0,,8.143e+0
507.31,6.331e+0,,6.331e+0
507.36,4.834e+0,,4.834e+0
507.41,3.624e+0,,3.624e+0
507.46,2.670e+0,,2.670e+0
507.51,1.933e+0,1.262e-12,1.933e+0
507.56,1.379e+0,4.011e-12,1.379e+0
507.61,9.736e-1,1.251e-11,9.736e-1
507.66,6.870e-1,3.828e-11,6.870e-1
507.71,4.952e-1,1.149e-10,4.952e-1
507.76,3.791e-1,3.383e-10,3.791e-1
507.81,3.256e-1,9.771e-10,3.256e-1
507.86,3.266e-1,2.769e-9,3.266e-1
507.91,3.786e-1,7.697e-9,3.786e-1
507.96,4.825e-1,2.099e-8,4.825e-1
508.01,6.425e-1,5.615e-8,6.425e-1
508.06,8.653e-1,1.474e-7,8.653e-1
508.11,1.159e+0,3.794e-7,1.159e+0
508.16,1.533e+0,9.581e-7,1.533e+0
508.21,1.995e+0,2.374e-6,1.995e+0
508.26,2.551e+0,5.770e-6,2.551e+0
508.31,3.203e+0,1.376e-5,3.203e+0
508.36,3.950e+0,3.218e-5,3.950e+0
508.41,4.782e+0,7.384e-5,4.782e+0
508.46,5.686e+0,1.662e-4,5.686e+0
508.51,6.642e+0,3.670e-4,6.642e+0
508.56,7.624e+0,7.951e-4,7.623e+0
508.61,8.602e+0,1.690e-3,8.601e+0
508.66,9.544e+0,3.523e-3,9.541e+0
508.71,1.042e+1,7.204e-3,1.041e+1
508.76,1.120e+1,1.445e-2,1.118e+1
508.81,1.186e+1,2.845e-2,1.183e+1
508.86,1.239e+1,5.493e-2,1.233e+1
508.91,1.278e+1,1.040e-1,1.268e+1
508.96,1.305e+1,1.933e-1,1.286e+1
509.01,1.324e+1,3.524e-1,1.289e+1
509.06,1.339e+1,6.301e-1,1.276e+1
509.11,1.361e+1,1.105e+0,1.251e+1
509.16,1.404e+1,1.902e+0,1.213e+1
509.21,1.488e+1,3.211e+0,1.166e+1
509.26,1.643e+1,5.318e+0,1.112e+1
509.31,1.915e+1,8.640e+0,1.051e+1
509.36,2.363e+1,1.377e+1,9.861e+0
509.41,3.072e+1,2.153e+1,9.190e+0
509.47,4.426e+1,3.589e+1,8.374e+0
509.52,6.150e+1,5.380e+1,7.701e+0
509.57,8.615e+1,7.910e+1,7.049e+0
509.62,1.205e+2,1.141e+2,6.428e+0
509.67,1.673e+2,1.615e+2,5.847e+0
509.72,2.295e+2,2.242e+2,5.312e+0
509.77,3.101e+2,3.053e+2,4.827e+0
509.82,4.122e+2,4.078e+2,4.395e+0
509.87,5.385e+2,5.345e+2,4.012e+0
509.92,6.908e+2,6.871e+2,3.675e+0
509.97,8.700e+2,8.666e+2,3.378e+0
510.02,1.075e+3,1.072e+3,3.113e+0
510.07,1.304e+3,1.302e+3,2.872e+0
510.12,1.552e+3,1.550e+3,2.647e+0
510.17,1.813e+3,1.810e+3,2.432e+0
510.22,2.077e+3,2.074e+3,2.222e+0
510.27,2.334e+3,2.332e+3,2.014e+0
510.32,2.573e+3,2.571e+3,1.808e+0
510.37,2.783e+3,2.782e+3,1.604e+0
510.42,2.954e+3,2.952e+3,1.404e+0
510.47,3.075e+3,3.074e+3,1.211e+0
510.52,3.140e+3,3.139e+3,1.028e+0
510.57,3.146e+3,3.145e+3,8.592e-1
510.62,3.092e+3,3.091e+3,7.059e-1
510.67,2.981e+3,2.981e+3,5.702e-1
510.72,2.820e+3,2.819e+3,4.529e-1
510.77,2.617e+3,2.616e+3,3.542e-1
510.82,2.382e+3,2.382e+3,2.734e-1
510.87,2.127e+3,2.127e+3,2.096e-1
510.92,1.863e+3,1.863e+3,1.614e-1
510.97,1.601e+3,1.601e+3,1.276e-1
511.02,1.350e+3,1.350e+3,1.071e-1
511.07,1.116e+3,1.116e+3,9.929e-2
511.12,9.058e+2,9.057e+2,1.039e-1
511.17,7.210e+2,7.209e+2,1.211e-1
511.22,5.630e+2,5.629e+2,1.519e-1
511.27,4.313e+2,4.311e+2,1.974e-1
511.32,3.242e+2,3.240e+2,2.590e-1
511.37,2.391e+2,2.388e+2,3.383e-1
511.42,1.731e+2,1.727e+2,4.365e-1
511.47,1.231e+2,1.225e+2,5.545e-1
511.52,8.594e+1,8.525e+1,6.921e-1
511.57,5.905e+1,5.820e+1,8.482e-1
511.62,4.000e+1,3.898e+1,1.020e+0
511.67,2.681e+1,2.561e+1,1.204e+0
511.72,1.790e+1,1.650e+1,1.394e+0
511.77,1.202e+1,1.044e+1,1.584e+0
511.82,8.239e+0,6.472e+0,1.766e+0
511.87,5.870e+0,3.938e+0,1.932e+0
511.92,4.424e+0,2.351e+0,2.073e+0
511.97,3.559e+0,1.377e+0,2.183e+0
512.02,3.045e+0,7.908e-1,2.255e+0
512.07,2.730e+0,4.456e-1,2.285e+0
512.12,2.518e+0,2.464e-1,2.272e+0
512.17,2.350e+0,1.336e-1,2.216e+0
512.22,2.192e+0,7.108e-2,2.121e+0
512.27,2.029e+0,3.710e-2,1.992e+0
512.32,1.854e+0,1.899e-2,1.835e+0
512.37,1.668e+0,9.540e-3,1.659e+0
512.42,1.476e+0,4.701e-3,1.471e+0
512.47,1.282e+0,2.272e-3,1.280e+0
512.52,1.093e+0,1.077e-3,1.092e+0
512.57,9.154e-1,5.012e-4,9.149e-1
512.62,7.520e-1,2.287e-4,7.518e-1
512.67,6.061e-1,1.024e-4,6.060e-1
512.72,4.794e-1,4.504e-5,4.793e-1
512.77,3.720e-1,1.957e-5,3.720e-1
512.82,2.832e-1,8.710e-6,2.832e-1
512.87,2.115e-1,4.724e-6,2.115e-1
512.92,1.550e-1,4.694e-6,1.550e-1
512.97,1.115e-1,8.654e-6,1.115e-1
513.02,7.865e-2,1.967e-5,7.863e-2
513.07,5.447e-2,4.589e-5,5.442e-2
513.12,3.706e-2,1.059e-4,3.695e-2
