Wavelength,Sum,Cu I (8.6e-02),Cu II (9.1e-01)
308.05,1.839e-11,1.839e-11,
308.1,2.894e-12,2.894e-12,
308.15,4.320e-13,4.320e-13,
308.2,6.114e-14,6.114e-14,
317.5,2.094e-13,2.094e-13,
317.55,1.329e-12,1.329e-12,
317.6,8.026e-12,8.026e-12,
317.65,4.617e-11,4.617e-11,
317.7,2.529e-10,2.529e-10,
317.75,1.319e-9,1.319e-9,
317.8,6.549e-9,6.549e-9,
317.85,3.097e-8,3.097e-8,
317.9,1.394e-7,1.394e-7,
317.95,5.977e-7,5.977e-7,
318,2.440e-6,2.440e-6,
318.05,9.482e-6,9.482e-6,
318.1,3.509e-5,3.509e-5,
318.15,1.236e-4,1.236e-4,
318.2,4.149e-4,4.149e-4,
318.25,1.325e-3,1.325e-3,
318.3,4.032e-3,4.032e-3,
318.35,1.168e-2,1.168e-2,
318.4,3.221e-2,3.221e-2,
318.45,8.458e-2,8.458e-2,
318.5,2.115e-1,2.115e-1,
318.55,5.035e-1,5.035e-1,
318.6,1.141e+0,1.141e+0,
318.65,2.464e+0,2.464e+0,
318.7,5.064e+0,5.064e+0,
318.75,9.910e+0,9.910e+0,
318.8,1.847e+1,1.847e+1,
318.85,3.277e+1,3.277e+1,
318.9,5.536e+1,5.536e+1,
318.95,8.905e+1,8.905e+1,
319,1.364e+2,1.364e+2,
319.05,1.989e+2,1.989e+2,
319.1,2.762e+2,2.762e+2,
319.15,3.653e+2,3.653e+2,
319.2,4.599e+2,4.599e+2,
319.25,5.513e+2,5.513e+2,
319.3,6.293e+2,6.293e+2,
319.35,6.840e+2,6.840e+2,
319.4,7.079e+2,7.079e+2,
319.45,6.975e+2,6.975e+2,
319.5,6.545e+2,6.545e+2,
319.55,5.847e+2,5.847e+2,
319.6,4.974e+2,4.974e+2,
319.65,4.029e+2,4.029e+2,
319.7,3.107e+2,3.107e+2,
319.75,2.282e+2,2.282e+2,
319.8,1.596e+2,1.596e+2,
319.85,1.062e+2,1.062e+2,
319.9,6.734e+1,6.734e+1,
319.95,4.065e+1,4.065e+1,
320,2.336e+1,2.336e+1,
320.05,1.279e+1,1.279e+1,
320.1,6.663e+0,6.663e+0,
320.15,3.306e+0,3.306e+0,
320.2,1.562e+0,1.562e+0,
320.25,7.026e-1,7.026e-1,
320.3,3.010e-1,3.010e-1,
320.35,1.227e-1,1.227e-1,
320.4,4.767e-2,4.767e-2,
320.45,1.763e-2,1.763e-2,
320.5,6.206e-3,6.206e-3,
320.55,2.080e-3,2.080e-3,
320.6,6.641e-4,6.641e-4,
320.65,2.019e-4,2.019e-4,
320.7,5.842e-5,5.842e-5,
320.75,1.610e-5,1.610e-5,
320.8,4.224e-6,4.224e-6,
320.85,1.055e-6,1.055e-6,
320.9,2.510e-7,2.510e-7,
320.95,5.686e-8,5.686e-8,
321,1.226e-8,1.226e-8,
321.05,2.519e-9,2.519e-9,
321.1,4.925e-10,4.925e-10,
321.15,9.169e-11,9.169e-11,
321.2,1.626e-11,1.626e-11,
321.25,2.744e-12,2.744e-12,
321.3,4.410e-13,4.410e-13,
321.35,6.750e-14,6.750e-14,
322.8,7.586e-11,7.586e-11,
322.85,4.707e-10,4.707e-10,
322.9,2.785e-9,2.785e-9,
322.95,1.572e-8,1.572e-8,
323,8.458e-8,8.458e-8,
323.05,4.341e-7,4.341e-7,
323.1,2.125e-6,2.125e-6,
323.15,9.920e-6,9.920e-6,
323.2,4.416e-5,4.416e-5,
323.25,1.875e-4,1.875e-4,
323.3,7.594e-4,7.594e-4,
323.35,2.933e-3,2.933e-3,
323.4,1.080e-2,1.080e-2,
323.45,3.794e-2,3.794e-2,
323.5,1.271e-1,1.271e-1,
323.55,4.060e-1,4.060e-1,
323.6,1.237e+0,1.237e+0,
323.65,3.595e+0,3.595e+0,
323.7,9.962e+0,9.962e+0,
323.75,2.633e+1,2.633e+1,
323.8,6.636e+1,6.636e+1,
323.85,1.595e+2,1.595e+2,
323.9,3.657e+2,3.657e+2,
323.95,7.996e+2,7.996e+2,
324,1.667e+3,1.667e+3,
324.05,3.316e+3,3.316e+3,
324.1,6.288e+3,6.288e+3,
324.15,1.137e+4,1.137e+4,
324.21,2.176e+4,2.176e+4,
324.26,3.545e+4,3.545e+4,
324.31,5.510e+4,5.510e+4,
324.36,8.166e+4,8.166e+4,
324.41,1.154e+5,1.154e+5,
324.46,1.556e+5,1.556e+5,
324.51,2.001e+5,2.001e+5,
324.56,2.453e+5,2.453e+5,
324.61,2.868e+5,2.868e+5,
324.66,3.199e+5,3.199e+5,
324.71,3.402e+5,3.402e+5,
324.76,3.451e+5,3.451e+5,
324.81,3.338e+5,3.338e+5,
324.86,3.080e+5,3.080e+5,
324.91,2.710e+5,2.710e+5,
324.96,2.274e+5,2.274e+5,
325.01,1.820e+5,1.820e+5,
325.06,1.389e+5,1.389e+5,
325.11,1.011e+5,1.011e+5,
325.16,7.017e+4,7.017e+4,
325.21,4.645e+4,4.645e+4,
325.26,2.933e+4,2.933e+4,
325.31,1.766e+4,1.766e+4,
325.36,1.014e+4,1.014e+4,
325.41,5.554e+3,5.554e+3,
325.46,2.901e+3,2.901e+3,
325.51,1.445e+3,1.445e+3,
325.56,6.864e+2,6.864e+2,
325.61,3.110e+2,3.110e+2,
325.66,1.344e+2,1.344e+2,
325.71,5.537e+1,5.537e+1,
325.76,2.176e+1,2.176e+1,
325.81,8.156e+0,8.156e+0,
325.86,2.915e+0,2.915e+0,
325.91,9.940e-1,9.940e-1,
325.96,3.238e-1,3.238e-1,
326.01,1.028e-1,1.028e-1,
326.06,3.887e-2,3.887e-2,
326.11,3.988e-2,3.988e-2,
326.16,1.049e-1,1.049e-1,
326.21,3.194e-1,3.194e-1,
326.26,9.455e-1,9.455e-1,
326.31,2.675e+0,2.675e+0,
326.36,7.226e+0,7.226e+0,
326.41,1.863e+1,1.863e+1,
326.46,4.583e+1,4.583e+1,
326.51,1.076e+2,1.076e+2,
326.56,2.412e+2,2.412e+2,
326.61,5.159e+2,5.159e+2,
326.66,1.053e+3,1.053e+3,
326.71,2.052e+3,2.052e+3,
326.76,3.816e+3,3.816e+3,
326.81,6.773e+3,6.773e+3,
326.86,1.147e+4,1.147e+4,
326.91,1.855e+4,1.855e+4,
326.96,2.863e+4,2.863e+4,
327.01,4.216e+4,4.216e+4,
327.06,5.927e+4,5.927e+4,1.477e-15
327.11,7.952e+4,7.952e+4,8.988e-15
327.16,1.018e+5,1.018e+5,5.222e-14
327.21,1.244e+5,1.244e+5,2.897e-13
327.26,1.451e+5,1.451e+5,1.534e-12
327.31,1.616e+5,1.616e+5,7.761e-12
327.36,1.717e+5,1.717e+5,3.748e-11
327.41,1.741e+5,1.741e+5,1.729e-10
327.46,1.685e+5,1.685e+5,7.612e-10
327.51,1.557e+5,1.557e+5,3.201e-9
327.56,1.372e+5,1.372e+5,1.285e-8
327.61,1.155e+5,1.155e+5,4.927e-8
327.66,9.275e+4,9.275e+4,1.804e-7
327.71,7.110e+4,7.110e+4,6.305e-7
327.76,5.201e+4,5.201e+4,2.105e-6
327.81,3.632e+4,3.632e+4,6.708e-6
327.86,2.420e+4,2.420e+4,2.042e-5
327.91,1.539e+4,1.539e+4,5.933e-5
327.96,9.345e+3,9.345e+3,1.646e-4
328.01,5.415e+3,5.415e+3,4.362e-4
328.06,2.994e+3,2.994e+3,1.104e-3
328.11,1.580e+3,1.580e+3,2.666e-3
328.16,7.961e+2,7.960e+2,6.151e-3
328.21,3.827e+2,3.827e+2,1.355e-2
328.26,1.756e+2,1.756e+2,2.850e-2
328.31,7.697e+1,7.691e+1,5.723e-2
328.36,3.226e+1,3.215e+1,1.098e-1
328.41,1.303e+1,1.282e+1,2.010e-1
328.46,5.235e+0,4.883e+0,3.514e-1
328.51,2.361e+0,1.775e+0,5.868e-1
328.56,1.551e+0,6.155e-1,9.355e-1
328.61,1.628e+0,2.037e-1,1.424e+0
328.66,2.135e+0,6.437e-2,2.070e+0
328.71,2.893e+0,1.941e-2,2.874e+0
328.76,3.814e+0,5.587e-3,3.809e+0
328.81,4.822e+0,1.535e-3,4.820e+0
328.86,5.825e+0,4.023e-4,5.825e+0
328.91,6.722e+0,1.007e-4,6.721e+0
328.96,7.406e+0,2.404e-5,7.406e+0
329.01,7.792e+0,5.480e-6,7.792e+0
329.06,7.828e+0,1.192e-6,7.828e+0
329.11,7.510e+0,2.475e-7,7.510e+0
329.16,6.881e+0,4.905e-8,6.881e+0
329.21,6.023e+0,9.276e-9,6.023e+0
329.26,5.039e+0,1.674e-9,5.039e+0
329.31,4.037e+0,2.885e-10,4.037e+0
329.36,3.112e+0,4.744e-11,3.112e+0
329.41,2.335e+0,,2.335e+0
329.46,1.756e+0,,1.756e+0
329.51,1.403e+0,,1.403e+0
329.56,1.292e+0,,1.292e+0
329.61,1.432e+0,,1.432e+0
329.66,1.831e+0,,1.831e+0
329.71,2.489e+0,,2.489e+0
329.76,3.393e+0,,3.393e+0
329.81,4.506e+0,,4.506e+0
329.86,5.760e+0,,5.760e+0
329.91,7.054e+0,,7.054e+0
329.96,8.262e+0,,8.262e+0
330.01,9.249e+0,,9.249e+0
330.06,9.892e+0,,9.892e+0
330.11,1.011e+1,,1.011e+1
330.16,9.867e+0,,9.867e+0
330.21,9.202e+0,,9.202e+0
330.26,8.198e+0,,8.198e+0
330.31,6.978e+0,,6.978e+0
330.36,5.674e+0,,5.674e+0
330.41,4.407e+0,,4.407e+0
330.46,3.270e+0,,3.270e+0
330.51,2.318e+0,,2.318e+0
330.56,1.570e+0,,1.570e+0
330.61,1.016e+0,,1.016e+0
330.66,6.287e-1,,6.287e-1
330.71,3.728e-1,,3.728e-1
330.76,2.140e-1,,2.140e-1
330.81,1.233e-1,,1.233e-1
330.86,8.004e-2,,8.004e-2
330.91,7.193e-2,,7.193e-2
330.96,9.507e-2,,9.507e-2
331.01,1.528e-1,,1.528e-1
331.06,2.548e-1,,2.548e-1
331.11,4.150e-1,,4.150e-1
331.16,6.497e-1,,6.497e-1
331.21,9.733e-1,,9.733e-1
331.26,1.394e+0,,1.394e+0
331.31,1.907e+0,,1.907e+0
331.36,2.494e+0,,2.494e+0
331.41,3.116e+0,,3.116e+0
331.46,3.721e+0,,3.721e+0
331.51,4.245e+0,,4.245e+0
331.56,4.628e+0,,4.628e+0
331.61,4.822e+0,,4.822e+0
331.66,4.800e+0,,4.800e+0
331.71,4.566e+0,,4.566e+0
331.76,4.150e+0,6.288e-14,4.150e+0
331.81,3.604e+0,3.769e-13,3.604e+0
331.86,2.991e+0,2.160e-12,2.991e+0
331.91,2.372e+0,1.183e-11,2.372e+0
331.96,1.798e+0,6.198e-11,1.798e+0
332.01,1.302e+0,3.104e-10,1.302e+0
332.06,9.008e-1,1.487e-9,9.008e-1
332.11,5.956e-1,6.806e-9,5.956e-1
332.16,3.763e-1,2.979e-8,3.763e-1
332.21,2.272e-1,1.247e-7,2.272e-1
332.26,1.311e-1,4.991e-7,1.311e-1
332.31,7.224e-2,1.909e-6,7.224e-2
332.36,3.806e-2,6.985e-6,3.805e-2
332.41,1.918e-2,2.443e-5,1.915e-2
332.46,9.294e-3,8.171e-5,9.212e-3
332.51,4.495e-3,2.613e-4,4.234e-3
332.56,2.659e-3,7.987e-4,1.860e-3
332.61,3.117e-3,2.335e-3,7.822e-4
332.66,6.843e-3,6.524e-3,3.188e-4
332.71,1.757e-2,1.743e-2,1.370e-4
332.76,4.463e-2,4.454e-2,9.082e-5
332.81,1.089e-1,1.088e-1,1.385e-4
332.86,2.544e-1,2.541e-1,3.139e-4
332.91,5.681e-1,5.673e-1,7.421e-4
332.96,1.213e+0,1.211e+0,1.698e-3
333.01,2.476e+0,2.472e+0,3.723e-3
333.06,4.833e+0,4.825e+0,7.803e-3
333.11,9.020e+0,9.004e+0,1.564e-2
333.16,1.609e+1,1.606e+1,2.997e-2
333.21,2.746e+1,2.740e+1,5.492e-2
333.26,4.479e+1,4.470e+1,9.621e-2
333.31,6.986e+1,6.970e+1,1.612e-1
333.36,1.042e+2,1.039e+2,2.581e-1
333.41,1.485e+2,1.481e+2,3.952e-1
333.46,2.025e+2,2.019e+2,5.787e-1
333.51,2.639e+2,2.631e+2,8.101e-1
333.56,3.289e+2,3.278e+2,1.084e+0
333.61,3.919e+2,3.905e+2,1.388e+0
333.66,4.465e+2,4.448e+2,1.698e+0
333.71,4.864e+2,4.844e+2,1.987e+0
333.76,5.066e+2,5.044e+2,2.223e+0
333.81,5.045e+2,5.021e+2,2.377e+0
333.86,4.804e+2,4.779e+2,2.431e+0
333.91,4.373e+2,4.349e+2,2.377e+0
333.96,3.807e+2,3.784e+2,2.223e+0
334.01,3.168e+2,3.148e+2,1.987e+0
334.06,2.521e+2,2.504e+2,1.698e+0
334.11,1.918e+2,1.905e+2,1.388e+0
334.16,1.396e+2,1.385e+2,1.084e+0
334.21,9.709e+1,9.628e+1,8.101e-1
334.26,6.458e+1,6.400e+1,5.787e-1
334.31,4.107e+1,4.068e+1,3.952e-1
334.36,2.497e+1,2.472e+1,2.581e-1
334.41,1.452e+1,1.436e+1,1.612e-1
334.46,8.073e+0,7.977e+0,9.621e-2
334.51,4.291e+0,4.237e+0,5.492e-2
334.56,2.181e+0,2.151e+0,2.997e-2
334.61,1.060e+0,1.044e+0,1.564e-2
334.66,4.927e-1,4.849e-1,7.803e-3
334.71,2.189e-1,2.152e-1,3.722e-3
334.76,9.302e-2,9.132e-2,1.698e-3
334.81,3.779e-2,3.705e-2,7.405e-4
334.86,1.468e-2,1.437e-2,3.088e-4
334.91,5.454e-3,5.331e-3,1.231e-4
334.96,1.938e-3,1.891e-3,4.693e-5
335.01,6.581e-4,6.410e-4,1.711e-5
335.06,2.138e-4,2.078e-4,5.967e-6
335.11,6.642e-5,6.441e-5,2.009e-6
335.16,1.980e-5,1.909e-5,7.119e-7
335.21,5.868e-6,5.409e-6,4.593e-7
335.26,2.380e-6,1.465e-6,9.146e-7
335.31,3.041e-6,3.795e-7,2.661e-6
335.36,7.900e-6,9.399e-8,7.806e-6
335.41,2.204e-5,2.226e-8,2.201e-5
335.46,5.944e-5,5.039e-9,5.943e-5
335.51,1.535e-4,1.091e-9,1.535e-4
335.56,3.794e-4,2.257e-10,3.794e-4
335.61,8.974e-4,4.467e-11,8.974e-4
335.66,2.031e-3,8.450e-12,2.031e-3
335.71,4.397e-3,1.529e-12,4.397e-3
335.76,9.109e-3,2.644e-13,9.109e-3
335.81,1.806e-2,4.372e-14,1.806e-2
335.86,3.425e-2,,3.425e-2
335.91,6.217e-2,,6.217e-2
335.96,1.080e-1,,1.080e-1
336.01,1.795e-1,,1.795e-1
336.06,2.857e-1,,2.857e-1
336.11,4.352e-1,,4.352e-1
336.16,6.348e-1,,6.348e-1
336.21,8.873e-1,,8.873e-1
336.26,1.189e+0,,1.189e+0
336.31,1.529e+0,,1.529e+0
336.36,1.889e+0,,1.889e+0
336.41,2.250e+0,,2.250e+0
336.46,2.589e+0,,2.589e+0
336.51,2.892e+0,,2.892e+0
336.56,3.156e+0,,3.156e+0
336.61,3.387e+0,,3.387e+0
336.66,3.604e+0,,3.604e+0
336.71,3.828e+0,,3.828e+0
336.76,4.078e+0,,4.078e+0
336.81,4.360e+0,,4.360e+0
336.86,4.665e+0,,4.665e+0
336.91,4.968e+0,,4.968e+0
336.96,5.236e+0,,5.236e+0
337.01,5.435e+0,,5.435e+0
337.06,5.543e+0,,5.543e+0
337.11,5.550e+0,,5.550e+0
337.16,5.466e+0,,5.466e+0
337.21,5.316e+0,,5.316e+0
337.26,5.126e+0,,5.126e+0
337.31,4.918e+0,,4.918e+0
337.36,4.706e+0,,4.706e+0
337.41,4.489e+0,,4.489e+0
337.46,4.260e+0,,4.260e+0
337.51,4.008e+0,,4.008e+0
337.56,3.729e+0,,3.729e+0
337.61,3.428e+0,,3.428e+0
337.66,3.123e+0,,3.123e+0
337.71,2.835e+0,,2.835e+0
337.76,2.588e+0,,2.588e+0
337.81,2.397e+0,,2.397e+0
337.86,2.265e+0,,2.265e+0
337.91,2.183e+0,,2.183e+0
337.96,2.132e+0,,2.132e+0
338.01,2.085e+0,,2.085e+0
338.06,2.018e+0,,2.018e+0
338.11,1.913e+0,,1.913e+0
338.16,1.762e+0,,1.762e+0
338.21,1.569e+0,,1.569e+0
338.26,1.345e+0,,1.345e+0
338.31,1.108e+0,,1.108e+0
338.36,8.755e-1,,8.755e-1
338.41,6.631e-1,,6.631e-1
338.46,4.812e-1,,4.812e-1
338.51,3.344e-1,,3.344e-1
338.56,2.225e-1,,2.225e-1
338.61,1.418e-1,,1.418e-1
338.66,8.646e-2,,8.646e-2
338.71,5.047e-2,,5.047e-2
338.76,2.821e-2,,2.821e-2
338.81,1.509e-2,,1.509e-2
338.86,7.726e-3,,7.726e-3
338.91,3.787e-3,,3.787e-3
338.96,1.776e-3,,1.776e-3
339.01,7.978e-4,,7.978e-4
339.06,3.429e-4,,3.429e-4
339.11,1.411e-4,,1.411e-4
339.16,5.557e-5,,5.557e-5
339.21,2.095e-5,,2.095e-5
339.26,7.559e-6,,7.559e-6
339.31,2.611e-6,,2.611e-6
339.36,8.631e-7,,8.631e-7
339.41,2.731e-7,,2.731e-7
339.46,8.274e-8,,8.274e-8
339.51,2.399e-8,,2.399e-8
339.56,6.658e-9,,6.658e-9
339.61,1.769e-9,,1.769e-9
339.66,4.498e-10,,4.498e-10
339.71,1.095e-10,,1.095e-10
339.76,2.551e-11,,2.551e-11
339.81,5.688e-12,,5.688e-12
339.86,1.214e-12,,1.214e-12
339.91,2.481e-13,,2.481e-13
339.96,4.852e-14,,4.852e-14
340.01,9.084e-15,,9.084e-15
340.06,1.628e-15,,1.628e-15
340.11,2.792e-16,,2.792e-16
366.42,3.813e-15,,3.813e-15
366.47,1.946e-14,,1.946e-14
366.52,9.570e-14,,9.570e-14
366.57,4.537e-13,,4.537e-13
366.62,2.073e-12,,2.073e-12
366.67,9.131e-12,,9.131e-12
366.72,3.877e-11,,3.877e-11
366.77,1.586e-10,,1.586e-10
366.82,6.257e-10,,6.257e-10
366.87,2.379e-9,,2.379e-9
366.92,8.717e-9,,8.717e-9
366.97,3.079e-8,,3.079e-8
367.02,1.048e-7,,1.048e-7
367.07,3.440e-7,,3.440e-7
367.12,1.088e-6,,1.088e-6
367.17,3.317e-6,,3.317e-6
367.22,9.748e-6,,9.748e-6
367.27,2.761e-5,,2.761e-5
367.32,7.538e-5,,7.538e-5
367.37,1.984e-4,,1.984e-4
367.42,5.032e-4,,5.032e-4
367.47,1.230e-3,,1.230e-3
367.52,2.899e-3,,2.899e-3
367.57,6.585e-3,,6.585e-3
367.62,1.442e-2,,1.442e-2
367.67,3.042e-2,,3.042e-2
367.72,6.189e-2,,6.189e-2
367.77,1.213e-1,,1.213e-1
367.82,2.293e-1,,2.293e-1
367.87,4.177e-1,,4.177e-1
367.92,7.333e-1,,7.333e-1
367.97,1.241e+0,,1.241e+0
368.02,2.024e+0,,2.024e+0
368.07,3.183e+0,,3.183e+0
368.12,4.823e+0,,4.823e+0
368.17,7.046e+0,,7.046e+0
368.22,9.920e+0,,9.920e+0
368.27,1.346e+1,,1.346e+1
368.32,1.761e+1,,1.761e+1
368.37,2.220e+1,,2.220e+1
368.42,2.698e+1,,2.698e+1
368.47,3.161e+1,,3.161e+1
368.52,3.569e+1,,3.569e+1
368.57,3.884e+1,,3.884e+1
368.62,4.074e+1,,4.074e+1
368.67,4.119e+1,,4.119e+1
368.72,4.015e+1,,4.015e+1
368.77,3.771e+1,,3.771e+1
368.82,3.415e+1,,3.415e+1
368.87,2.980e+1,,2.980e+1
368.92,2.507e+1,,2.507e+1
368.97,2.033e+1,,2.033e+1
369.02,1.589e+1,,1.589e+1
369.07,1.197e+1,,1.197e+1
369.12,8.689e+0,,8.689e+0
369.17,6.081e+0,,6.081e+0
369.22,4.102e+0,,4.102e+0
369.27,2.668e+0,,2.668e+0
369.32,1.672e+0,,1.672e+0
369.37,1.010e+0,,1.010e+0
369.42,5.881e-1,,5.881e-1
369.47,3.300e-1,,3.300e-1
369.52,1.785e-1,,1.785e-1
369.57,9.310e-2,,9.310e-2
369.62,4.679e-2,,4.679e-2
369.67,2.267e-2,,2.267e-2
369.72,1.058e-2,,1.058e-2
369.77,4.764e-3,,4.764e-3
369.82,2.067e-3,,2.067e-3
369.87,8.641e-4,,8.641e-4
369.92,3.483e-4,,3.483e-4
369.97,1.353e-4,,1.353e-4
370.02,5.066e-5,,5.066e-5
370.07,1.829e-5,,1.829e-5
370.12,6.362e-6,,6.362e-6
370.17,2.133e-6,,2.133e-6
370.22,6.895e-7,,6.895e-7
370.27,2.148e-7,,2.148e-7
370.32,6.450e-8,,6.450e-8
370.37,1.867e-8,,1.867e-8
370.42,5.208e-9,,5.208e-9
370.47,1.400e-9,,1.400e-9
370.52,3.630e-10,,3.630e-10
370.57,9.069e-11,,9.069e-11
370.62,2.184e-11,,2.184e-11
370.67,5.069e-12,,5.069e-12
370.72,1.134e-12,,1.134e-12
370.77,2.445e-13,,2.445e-13
370.82,5.083e-14,,5.083e-14
370.87,1.018e-14,,1.018e-14
378.32,1.968e-17,,1.968e-17
378.37,9.528e-17,,9.528e-17
378.42,4.456e-16,,4.456e-16
378.47,2.013e-15,,2.013e-15
378.52,8.789e-15,,8.789e-15
378.57,3.706e-14,,3.706e-14
378.62,1.510e-13,,1.510e-13
378.67,5.942e-13,,5.942e-13
378.72,2.259e-12,,2.259e-12
378.77,8.299e-12,,8.299e-12
378.82,2.945e-11,,2.945e-11
378.87,1.010e-10,,1.010e-10
378.92,3.344e-10,,3.344e-10
378.97,1.070e-9,,1.070e-9
379.02,3.307e-9,,3.307e-9
379.07,9.875e-9,,9.875e-9
379.12,2.849e-8,,2.849e-8
379.17,7.940e-8,,7.940e-8
379.22,2.138e-7,,2.138e-7
379.27,5.561e-7,,5.561e-7
379.32,1.397e-6,,1.397e-6
379.37,3.392e-6,,3.392e-6
379.42,7.956e-6,,7.956e-6
379.47,1.803e-5,,1.803e-5
379.52,3.946e-5,,3.946e-5
379.57,8.344e-5,,8.344e-5
379.62,1.705e-4,,1.705e-4
379.67,3.364e-4,,3.364e-4
379.72,6.414e-4,,6.414e-4
379.77,1.182e-3,,1.182e-3
379.82,2.103e-3,,2.103e-3
379.87,3.614e-3,,3.614e-3
379.92,6.003e-3,,6.003e-3
379.97,9.632e-3,,9.632e-3
380.02,1.493e-2,,1.493e-2
380.07,2.236e-2,,2.236e-2
380.12,3.234e-2,,3.234e-2
380.17,4.520e-2,,4.520e-2
380.22,6.103e-2,,6.103e-2
380.27,7.961e-2,,7.961e-2
380.32,1.003e-1,,1.003e-1
380.37,1.221e-1,,1.221e-1
380.42,1.436e-1,,1.436e-1
380.47,1.632e-1,,1.632e-1
380.52,1.791e-1,,1.791e-1
380.57,1.900e-1,,1.900e-1
380.62,1.946e-1,,1.946e-1
380.67,1.926e-1,,1.926e-1
380.72,1.841e-1,,1.841e-1
380.77,1.701e-1,,1.701e-1
380.82,1.518e-1,,1.518e-1
380.87,1.309e-1,,1.309e-1
380.92,1.090e-1,,1.090e-1
380.97,8.769e-2,,8.769e-2
381.02,6.816e-2,,6.816e-2
381.07,5.118e-2,,5.118e-2
381.12,3.713e-2,,3.713e-2
381.17,2.602e-2,,2.602e-2
381.22,1.762e-2,,1.762e-2
381.27,1.153e-2,,1.153e-2
381.32,7.283e-3,,7.283e-3
381.37,4.446e-3,,4.446e-3
381.42,2.622e-3,,2.622e-3
381.47,1.494e-3,,1.494e-3
381.52,8.224e-4,,8.224e-4
381.57,4.373e-4,,4.373e-4
381.62,2.247e-4,,2.247e-4
381.67,1.115e-4,,1.115e-4
381.72,5.346e-5,,5.346e-5
381.77,2.476e-5,,2.476e-5
381.82,1.108e-5,,1.108e-5
381.87,4.790e-6,,4.790e-6
381.92,2.001e-6,,2.001e-6
381.97,8.072e-7,,8.072e-7
382.02,3.146e-7,,3.146e-7
382.07,1.185e-7,,1.185e-7
382.12,4.310e-8,,4.310e-8
382.17,1.515e-8,,1.515e-8
382.22,5.144e-9,,5.144e-9
382.27,1.687e-9,,1.687e-9
382.32,5.346e-10,,5.346e-10
382.37,1.637e-10,,1.637e-10
382.42,4.841e-11,,4.841e-11
382.47,1.383e-11,,1.383e-11
382.52,3.818e-12,,3.818e-12
382.57,1.018e-12,,1.018e-12
382.62,2.623e-13,,2.623e-13
382.67,6.527e-14,,6.527e-14
382.72,1.569e-14,,1.569e-14
382.77,3.645e-15,,3.645e-15
382.82,8.180e-16,,8.180e-16
382.87,1.773e-16,,1.773e-16
382.92,3.714e-17,,3.714e-17
386.08,5.376e-16,,5.376e-16
386.13,2.921e-15,,2.921e-15
386.18,1.308e-14,,1.308e-14
386.23,5.663e-14,,5.663e-14
386.28,2.373e-13,,2.373e-13
386.33,9.617e-13,,9.617e-13
386.38,3.772e-12,,3.772e-12
386.43,1.431e-11,,1.431e-11
386.48,5.254e-11,,5.254e-11
386.53,1.866e-10,,1.866e-10
386.58,6.412e-10,,6.412e-10
386.63,2.132e-9,,2.132e-9
386.68,6.857e-9,,6.857e-9
386.73,2.134e-8,,2.134e-8
386.78,6.425e-8,,6.425e-8
386.83,1.872e-7,,1.872e-7
386.88,5.275e-7,,5.275e-7
386.93,1.438e-6,,1.438e-6
386.98,3.795e-6,,3.795e-6
387.03,9.687e-6,,9.687e-6
387.08,2.392e-5,,2.392e-5
387.13,5.717e-5,,5.717e-5
387.18,1.322e-4,,1.322e-4
387.23,2.956e-4,,2.956e-4
387.28,6.398e-4,,6.398e-4
387.33,1.340e-3,,1.340e-3
387.38,2.714e-3,,2.714e-3
387.43,5.319e-3,,5.319e-3
387.48,1.009e-2,,1.009e-2
387.53,1.851e-2,,1.851e-2
387.58,3.286e-2,,3.286e-2
387.63,5.645e-2,,5.645e-2
387.68,9.382e-2,,9.382e-2
387.73,1.509e-1,,1.509e-1
387.78,2.347e-1,,2.347e-1
387.83,3.533e-1,,3.533e-1
387.88,5.146e-1,,5.146e-1
387.93,7.251e-1,,7.251e-1
387.98,9.887e-1,,9.887e-1
388.03,1.304e+0,,1.304e+0
388.08,1.665e+0,,1.665e+0
388.13,2.056e+0,,2.056e+0
388.18,2.457e+0,,2.457e+0
388.23,2.841e+0,,2.841e+0
388.28,3.178e+0,,3.178e+0
388.33,3.439e+0,,3.439e+0
388.38,3.602e+0,,3.602e+0
388.43,3.650e+0,,3.650e+0
388.48,3.578e+0,,3.578e+0
388.53,3.394e+0,,3.394e+0
388.58,3.116e+0,,3.116e+0
388.63,2.767e+0,,2.767e+0
388.68,2.378e+0,,2.378e+0
388.73,1.977e+0,,1.977e+0
388.78,1.590e+0,,1.590e+0
388.83,1.238e+0,,1.238e+0
388.88,9.321e-1,,9.321e-1
388.93,6.793e-1,,6.793e-1
388.98,4.789e-1,,4.789e-1
389.03,3.268e-1,,3.268e-1
389.08,2.158e-1,,2.158e-1
389.13,1.380e-1,,1.380e-1
389.18,8.574e-2,,8.574e-2
389.23,5.218e-2,,5.218e-2
389.28,3.204e-2,,3.204e-2
389.33,2.153e-2,,2.153e-2
389.38,1.845e-2,,1.845e-2
389.43,2.203e-2,,2.203e-2
389.48,3.299e-2,,3.299e-2
389.53,5.345e-2,,5.345e-2
389.58,8.693e-2,,8.693e-2
389.63,1.384e-1,,1.384e-1
389.68,2.138e-1,,2.138e-1
389.73,3.200e-1,,3.200e-1
389.78,4.637e-1,,4.637e-1
389.83,6.501e-1,,6.501e-1
389.88,8.822e-1,,8.822e-1
389.93,1.158e+0,,1.158e+0
389.98,1.472e+0,,1.472e+0
390.03,1.810e+0,,1.810e+0
390.08,2.154e+0,,2.154e+0
390.13,2.481e+0,,2.481e+0
