Wavelength,Sum,Mg I (3.8e-02),Mg II (9.5e-01),Mg III (8.2e-03)
476.5,1.590e-11,,1.590e-11,
476.55,5.087e-12,,5.087e-12,
476.6,1.591e-12,,1.591e-12,
476.65,4.869e-13,,4.869e-13,
476.7,1.457e-13,,1.457e-13,
476.75,4.264e-14,,4.264e-14,
476.8,1.220e-14,,1.220e-14,
483.96,1.161e-16,,1.161e-16,
484.01,3.946e-16,,3.946e-16,
484.06,1.313e-15,,1.313e-15,
484.11,4.279e-15,,4.279e-15,
484.16,1.365e-14,,1.365e-14,
484.21,4.264e-14,,4.264e-14,
484.26,1.304e-13,,1.304e-13,
484.31,3.905e-13,,3.905e-13,
484.36,1.145e-12,,1.145e-12,
484.41,3.288e-12,,3.288e-12,
484.46,9.242e-12,,9.242e-12,
484.51,2.544e-11,,2.544e-11,
484.56,6.856e-11,,6.856e-11,
484.61,1.809e-10,,1.809e-10,
484.66,4.674e-10,,4.674e-10,
484.71,1.182e-9,,1.182e-9,
484.76,2.929e-9,,2.929e-9,
484.81,7.104e-9,,7.104e-9,
484.86,1.687e-8,,1.687e-8,
484.91,3.922e-8,,3.922e-8,
484.96,8.930e-8,,8.930e-8,
485.01,1.991e-7,,1.991e-7,
485.06,4.345e-7,,4.345e-7,
485.11,9.285e-7,,9.285e-7,
485.16,1.943e-6,,1.943e-6,
485.21,3.981e-6,,3.981e-6,
485.26,7.986e-6,,7.986e-6,
485.31,1.569e-5,,1.569e-5,
485.36,3.017e-5,,3.017e-5,
485.41,5.681e-5,,5.681e-5,
485.46,1.047e-4,,1.047e-4,
485.51,1.891e-4,,1.891e-4,
485.56,3.342e-4,,3.342e-4,
485.61,5.785e-4,,5.785e-4,
485.66,9.804e-4,,9.804e-4,
485.71,1.627e-3,,1.627e-3,
485.76,2.643e-3,,2.643e-3,
485.81,4.204e-3,,4.204e-3,
485.86,6.548e-3,,6.548e-3,
485.91,9.987e-3,,9.987e-3,
485.96,1.491e-2,,1.491e-2,
486.01,2.180e-2,,2.180e-2,
486.06,3.121e-2,,3.121e-2,
486.11,4.375e-2,,4.375e-2,
486.16,6.005e-2,,6.005e-2,
486.21,8.069e-2,,8.069e-2,
486.26,1.062e-1,,1.062e-1,
486.31,1.368e-1,,1.368e-1,
486.36,1.725e-1,,1.725e-1,
486.41,2.131e-1,,2.131e-1,
486.46,2.577e-1,,2.577e-1,
486.51,3.052e-1,,3.052e-1,
486.56,3.538e-1,,3.538e-1,
486.61,4.017e-1,,4.017e-1,
486.66,4.465e-1,,4.465e-1,
486.71,4.859e-1,,4.859e-1,
486.76,5.178e-1,,5.178e-1,
486.81,5.402e-1,,5.402e-1,
486.86,5.519e-1,,5.519e-1,
486.91,5.521e-1,,5.521e-1,
486.96,5.407e-1,,5.407e-1,
487.01,5.185e-1,,5.185e-1,
487.06,4.869e-1,,4.869e-1,
487.11,4.476e-1,,4.476e-1,
487.16,4.029e-1,,4.029e-1,
487.21,3.552e-1,,3.552e-1,
487.26,3.065e-1,,3.065e-1,
487.31,2.590e-1,,2.590e-1,
487.36,2.143e-1,,2.143e-1,
487.41,1.736e-1,,1.736e-1,
487.46,1.377e-1,,1.377e-1,
487.51,1.069e-1,,1.069e-1,
487.56,8.132e-2,,8.132e-2,
487.61,6.055e-2,,6.055e-2,
487.66,4.414e-2,,4.414e-2,
487.71,3.151e-2,,3.151e-2,
487.76,2.202e-2,,2.202e-2,
487.81,1.507e-2,,1.507e-2,
487.86,1.010e-2,,1.010e-2,
487.91,6.626e-3,,6.626e-3,
487.96,4.257e-3,,4.257e-3,
488.01,2.677e-3,,2.677e-3,
488.06,1.649e-3,,1.649e-3,
488.11,9.943e-4,,9.943e-4,
488.16,5.871e-4,,5.871e-4,
488.21,3.394e-4,,3.394e-4,
488.26,1.921e-4,,1.921e-4,
488.31,1.065e-4,,1.065e-4,
488.36,5.778e-5,,5.778e-5,
488.41,3.070e-5,,3.070e-5,
488.46,1.597e-5,,1.597e-5,
488.51,8.137e-6,,8.137e-6,
488.56,4.058e-6,,4.058e-6,
488.61,1.982e-6,,1.982e-6,
488.66,9.477e-7,,9.477e-7,
488.71,4.437e-7,,4.437e-7,
488.76,2.034e-7,,2.034e-7,
488.81,9.130e-8,,9.130e-8,
488.86,4.013e-8,,4.013e-8,
488.91,1.727e-8,,1.727e-8,
488.96,7.276e-9,,7.276e-9,
489.01,3.002e-9,,3.002e-9,
489.06,1.212e-9,,1.212e-9,
489.11,4.795e-10,,4.795e-10,
489.16,1.857e-10,,1.857e-10,
489.21,7.042e-11,,7.042e-11,
489.26,2.614e-11,,2.614e-11,
489.31,9.504e-12,,9.504e-12,
489.36,3.383e-12,,3.383e-12,
489.41,1.179e-12,,1.179e-12,
489.46,4.023e-13,,4.023e-13,
489.51,1.344e-13,,1.344e-13,
489.56,4.397e-14,,4.397e-14,
489.61,1.408e-14,,1.408e-14,
489.66,4.417e-15,,4.417e-15,
489.71,1.357e-15,,1.357e-15,
489.76,4.079e-16,,4.079e-16,
489.81,1.201e-16,,1.201e-16,
490.91,5.747e-19,,5.747e-19,
490.96,2.197e-18,,2.197e-18,
491.01,7.198e-18,,7.198e-18,
491.06,2.310e-17,,2.310e-17,
491.11,7.265e-17,,7.265e-17,
491.16,2.238e-16,,2.238e-16,
491.21,6.757e-16,,6.757e-16,
491.26,1.999e-15,,1.999e-15,
491.31,5.793e-15,,5.793e-15,
491.36,1.645e-14,,1.645e-14,
491.41,4.577e-14,,4.577e-14,
491.46,1.248e-13,,1.248e-13,
491.51,3.334e-13,,3.334e-13,
491.56,8.725e-13,,8.725e-13,
491.61,2.238e-12,,2.238e-12,
491.66,5.623e-12,,5.623e-12,
491.71,1.384e-11,,1.384e-11,
491.76,3.340e-11,,3.340e-11,
491.81,7.894e-11,,7.894e-11,
491.86,1.828e-10,,1.828e-10,
491.91,4.149e-10,,4.149e-10,
491.96,9.227e-10,,9.227e-10,
492.01,2.010e-9,,2.010e-9,
492.06,4.292e-9,,4.292e-9,
492.11,8.979e-9,,8.979e-9,
492.16,1.840e-8,,1.840e-8,
492.21,3.696e-8,,3.696e-8,
492.26,7.274e-8,,7.274e-8,
492.31,1.403e-7,,1.403e-7,
492.36,2.650e-7,,2.650e-7,
492.41,4.907e-7,,4.907e-7,
492.46,8.902e-7,,8.902e-7,
492.51,1.582e-6,,1.582e-6,
492.56,2.756e-6,,2.756e-6,
492.61,4.704e-6,,4.704e-6,
492.66,7.867e-6,,7.867e-6,
492.71,1.289e-5,,1.289e-5,
492.76,2.070e-5,,2.070e-5,
492.81,3.257e-5,,3.257e-5,
492.86,5.022e-5,,5.022e-5,
492.91,7.587e-5,,7.587e-5,
492.96,1.123e-4,,1.123e-4,
493.01,1.629e-4,,1.629e-4,
493.06,2.316e-4,,2.316e-4,
493.11,3.225e-4,,3.225e-4,
493.16,4.402e-4,,4.402e-4,
493.21,5.887e-4,,5.887e-4,
493.26,7.715e-4,,7.715e-4,
493.31,9.907e-4,,9.907e-4,
493.36,1.247e-3,,1.247e-3,
493.41,1.537e-3,,1.537e-3,
493.46,1.857e-3,,1.857e-3,
493.51,2.199e-3,,2.199e-3,
493.56,2.551e-3,,2.551e-3,
493.61,2.900e-3,,2.900e-3,
493.66,3.230e-3,,3.230e-3,
493.71,3.526e-3,,3.526e-3,
493.76,3.772e-3,,3.772e-3,
493.81,3.954e-3,,3.954e-3,
493.86,4.061e-3,,4.061e-3,
493.91,4.087e-3,,4.087e-3,
493.96,4.031e-3,,4.031e-3,
494.01,3.896e-3,,3.896e-3,
494.06,3.689e-3,,3.689e-3,
494.11,3.424e-3,,3.424e-3,
494.16,3.114e-3,,3.114e-3,
494.21,2.775e-3,,2.775e-3,
494.26,2.423e-3,,2.423e-3,
494.31,2.073e-3,,2.073e-3,
494.36,1.738e-3,,1.738e-3,
494.41,1.428e-3,,1.428e-3,
494.46,1.150e-3,,1.150e-3,
494.51,9.072e-4,,9.072e-4,
494.56,7.014e-4,,7.014e-4,
494.61,5.314e-4,,5.314e-4,
494.66,3.945e-4,,3.945e-4,
494.71,2.870e-4,,2.870e-4,
494.76,2.046e-4,,2.046e-4,
494.81,1.429e-4,,1.429e-4,
494.86,9.781e-5,,9.781e-5,
494.91,6.561e-5,,6.561e-5,
494.96,4.312e-5,,4.312e-5,
495.01,2.777e-5,,2.777e-5,
495.06,1.753e-5,,1.753e-5,
495.11,1.084e-5,,1.084e-5,
495.16,6.569e-6,,6.569e-6,
495.21,3.901e-6,,3.901e-6,
495.26,2.270e-6,,2.270e-6,
495.31,1.294e-6,,1.294e-6,
495.36,7.232e-7,,7.232e-7,
495.41,3.960e-7,,3.960e-7,
495.46,2.124e-7,,2.124e-7,
495.51,1.117e-7,,1.117e-7,
495.56,5.754e-8,,5.754e-8,
495.61,2.904e-8,,2.904e-8,
495.66,1.437e-8,,1.437e-8,
495.71,6.963e-9,,6.963e-9,
495.76,3.307e-9,,3.307e-9,
495.81,1.539e-9,,1.539e-9,
495.86,7.019e-10,,7.019e-10,
495.91,3.137e-10,,3.137e-10,
495.96,1.373e-10,,1.373e-10,
496.01,5.893e-11,,5.893e-11,
496.06,2.477e-11,,2.477e-11,
496.11,1.021e-11,,1.021e-11,
496.16,4.120e-12,,4.120e-12,
496.21,1.630e-12,,1.630e-12,
496.26,6.316e-13,,6.316e-13,
496.31,2.399e-13,,2.399e-13,
496.36,8.926e-14,,8.926e-14,
496.41,3.255e-14,,3.255e-14,
496.46,1.163e-14,,1.163e-14,
496.51,4.071e-15,,4.071e-15,
496.56,1.397e-15,,1.397e-15,
496.61,4.694e-16,,4.694e-16,
496.66,1.546e-16,,1.546e-16,
496.71,4.990e-17,,4.990e-17,
496.76,1.578e-17,,1.578e-17,
496.81,4.889e-18,,4.889e-18,
496.86,1.484e-18,,1.484e-18,
496.91,3.612e-19,,3.612e-19,
503.86,2.162e-16,,2.162e-16,
503.91,7.401e-16,,7.401e-16,
503.96,2.344e-15,,2.344e-15,
504.01,7.278e-15,,7.278e-15,
504.06,2.217e-14,,2.217e-14,
504.11,6.623e-14,,6.623e-14,
504.16,1.941e-13,,1.941e-13,
504.21,5.577e-13,,5.577e-13,
504.26,1.572e-12,,1.572e-12,
504.31,4.347e-12,,4.347e-12,
504.36,1.179e-11,,1.179e-11,
504.41,3.135e-11,,3.135e-11,
504.46,8.177e-11,,8.177e-11,
504.51,2.092e-10,,2.092e-10,
504.56,5.250e-10,,5.250e-10,
504.61,1.292e-9,,1.292e-9,
504.66,3.120e-9,,3.120e-9,
504.71,7.387e-9,,7.387e-9,
504.76,1.716e-8,,1.716e-8,
504.81,3.909e-8,,3.909e-8,
504.86,8.733e-8,,8.733e-8,
504.91,1.914e-7,,1.914e-7,
504.96,4.114e-7,,4.114e-7,
505.01,8.674e-7,,8.674e-7,
505.06,1.794e-6,,1.794e-6,
505.11,3.639e-6,,3.639e-6,
505.16,7.240e-6,,7.240e-6,
505.21,1.413e-5,,1.413e-5,
505.26,2.704e-5,,2.704e-5,
505.31,5.078e-5,,5.078e-5,
505.36,9.351e-5,,9.351e-5,
505.41,1.689e-4,,1.689e-4,
505.46,2.993e-4,,2.993e-4,
505.51,5.202e-4,,5.202e-4,
505.56,8.868e-4,,8.868e-4,
505.61,1.483e-3,,1.483e-3,
505.66,2.432e-3,,2.432e-3,
505.71,3.914e-3,,3.914e-3,
505.76,6.176e-3,,6.176e-3,
505.81,9.561e-3,,9.561e-3,
505.86,1.452e-2,,1.452e-2,
505.91,2.163e-2,,2.163e-2,
505.96,3.160e-2,,3.160e-2,
506.01,4.528e-2,,4.528e-2,
506.06,6.366e-2,,6.366e-2,
506.11,8.779e-2,,8.779e-2,
506.16,1.188e-1,,1.188e-1,
506.21,1.576e-1,,1.576e-1,
506.26,2.051e-1,,2.051e-1,
506.31,2.619e-1,,2.619e-1,
506.36,3.280e-1,,3.280e-1,
506.41,4.030e-1,,4.030e-1,
506.46,4.858e-1,,4.858e-1,
506.51,5.743e-1,,5.743e-1,
506.56,6.661e-1,,6.661e-1,
506.61,7.578e-1,,7.578e-1,
506.66,8.458e-1,,8.458e-1,
506.71,9.259e-1,,9.259e-1,
506.76,9.945e-1,,9.945e-1,
506.81,1.048e+0,,1.048e+0,
506.86,1.083e+0,,1.083e+0,
506.91,1.098e+0,,1.098e+0,
506.96,1.092e+0,,1.092e+0,
507.01,1.065e+0,,1.065e+0,
507.06,1.020e+0,,1.020e+0,
507.11,9.574e-1,,9.574e-1,
507.16,8.819e-1,,8.819e-1,
507.21,7.969e-1,,7.969e-1,
507.26,7.064e-1,,7.064e-1,
507.31,6.143e-1,,6.143e-1,
507.36,5.240e-1,,5.240e-1,
507.41,4.385e-1,,4.385e-1,
507.46,3.600e-1,,3.600e-1,
507.51,2.900e-1,,2.900e-1,
507.56,2.291e-1,,2.291e-1,
507.61,1.776e-1,,1.776e-1,
507.66,1.350e-1,,1.350e-1,
507.71,1.007e-1,,1.007e-1,
507.76,7.372e-2,,7.372e-2,
507.81,5.293e-2,,5.293e-2,
507.86,3.728e-2,,3.728e-2,
507.91,2.575e-2,,2.575e-2,
507.96,1.746e-2,,1.746e-2,
508.01,1.161e-2,,1.161e-2,
508.06,7.572e-3,,7.572e-3,
508.11,4.846e-3,,4.846e-3,
508.16,3.042e-3,,3.042e-3,
508.21,1.874e-3,,1.874e-3,
508.26,1.132e-3,,1.132e-3,
508.31,6.711e-4,,6.711e-4,
508.36,3.902e-4,,3.902e-4,
508.41,2.226e-4,,2.226e-4,
508.46,1.246e-4,,1.246e-4,
508.51,6.839e-5,,6.839e-5,
508.56,3.683e-5,,3.683e-5,
508.61,1.946e-5,,1.946e-5,
508.66,1.009e-5,,1.009e-5,
508.71,5.129e-6,,5.129e-6,
508.76,2.558e-6,,2.558e-6,
508.81,1.252e-6,,1.252e-6,
508.86,6.009e-7,,6.009e-7,
508.91,2.830e-7,,2.830e-7,
508.96,1.307e-7,,1.307e-7,
509.01,5.924e-8,,5.924e-8,
509.06,2.634e-8,,2.634e-8,
509.11,1.149e-8,,1.149e-8,
509.16,4.914e-9,,4.914e-9,
509.21,2.062e-9,,2.062e-9,
509.26,8.491e-10,,8.491e-10,
509.31,3.429e-10,,3.429e-10,
509.36,1.359e-10,,1.359e-10,
509.41,5.280e-11,,5.280e-11,
509.47,1.656e-11,,1.656e-11,
509.52,6.169e-12,,6.169e-12,
509.57,2.255e-12,,2.255e-12,
509.62,8.082e-13,,8.082e-13,
509.67,2.842e-13,,2.842e-13,
509.72,9.805e-14,,9.805e-14,
509.77,3.318e-14,,3.318e-14,
509.82,1.101e-14,,1.101e-14,
509.87,3.586e-15,,3.586e-15,
509.92,1.145e-15,,1.145e-15,
509.97,2.972e-16,,2.972e-16,
510.02,8.854e-17,,8.854e-17,
512.67,1.160e-16,,1.160e-16,
512.72,3.672e-16,,3.672e-16,
512.77,1.141e-15,,1.141e-15,
512.82,3.477e-15,,3.477e-15,
512.87,1.040e-14,,1.040e-14,
512.92,3.054e-14,,3.054e-14,
512.97,8.800e-14,,8.800e-14,
513.02,2.490e-13,,2.490e-13,
513.07,6.910e-13,,6.910e-13,
513.12,1.882e-12,,1.882e-12,
513.17,5.030e-12,,5.030e-12,
513.22,1.319e-11,,1.319e-11,
513.27,3.397e-11,,3.397e-11,
513.32,8.582e-11,,8.582e-11,
513.37,2.128e-10,,2.128e-10,
513.42,5.178e-10,,5.178e-10,
513.47,1.237e-9,,1.237e-9,
513.52,2.898e-9,,2.898e-9,
513.57,6.667e-9,,6.667e-9,
513.62,1.505e-8,6.615e-13,1.505e-8,
513.67,3.335e-8,2.100e-12,3.335e-8,
513.72,7.253e-8,6.546e-12,7.252e-8,
513.77,1.548e-7,2.002e-11,1.548e-7,
513.82,3.243e-7,6.010e-11,3.242e-7,
513.87,6.667e-7,1.770e-10,6.665e-7,
513.92,1.345e-6,5.119e-10,1.345e-6,
513.97,2.665e-6,1.453e-9,2.664e-6,
514.02,5.182e-6,4.046e-9,5.178e-6,
514.07,9.892e-6,1.106e-8,9.881e-6,
514.12,1.854e-5,2.967e-8,1.851e-5,
514.17,3.410e-5,7.812e-8,3.403e-5,
514.22,6.161e-5,2.019e-7,6.141e-5,
514.27,1.093e-4,5.120e-7,1.088e-4,
514.32,1.905e-4,1.275e-6,1.893e-4,
514.37,3.263e-4,3.114e-6,3.232e-4,
514.42,5.493e-4,7.466e-6,5.419e-4,
514.47,9.096e-4,1.757e-5,8.921e-4,
514.52,1.483e-3,4.058e-5,1.442e-3,
514.57,2.381e-3,9.197e-5,2.290e-3,
514.62,3.775e-3,2.046e-4,3.570e-3,
514.67,5.914e-3,4.468e-4,5.467e-3,
514.72,9.183e-3,9.574e-4,8.226e-3,
514.77,1.417e-2,2.014e-3,1.216e-2,
514.82,2.182e-2,4.157e-3,1.766e-2,
514.87,3.363e-2,8.422e-3,2.521e-2,
514.92,5.212e-2,1.675e-2,3.538e-2,
514.97,8.149e-2,3.268e-2,4.880e-2,
515.02,1.288e-1,6.260e-2,6.620e-2,
515.07,2.060e-1,1.177e-1,8.833e-2,
515.12,3.331e-1,2.172e-1,1.159e-1,
515.17,5.431e-1,3.933e-1,1.497e-1,
515.22,8.896e-1,6.992e-1,1.904e-1,
515.27,1.458e+0,1.220e+0,2.383e-1,
515.32,2.383e+0,2.089e+0,2.937e-1,
515.37,3.869e+0,3.513e+0,3.566e-1,
515.42,6.223e+0,5.797e+0,4.266e-1,
515.47,9.893e+0,9.390e+0,5.029e-1,
515.52,1.552e+1,1.493e+1,5.843e-1,
515.57,2.398e+1,2.331e+1,6.694e-1,
515.62,3.649e+1,3.574e+1,7.560e-1,
515.67,5.463e+1,5.379e+1,8.420e-1,
515.72,8.042e+1,7.950e+1,9.248e-1,
515.77,1.164e+2,1.154e+2,1.002e+0,
515.82,1.656e+2,1.645e+2,1.070e+0,
515.87,2.316e+2,2.305e+2,1.126e+0,
515.92,3.184e+2,3.172e+2,1.169e+0,
515.97,4.303e+2,4.291e+2,1.197e+0,
516.02,5.720e+2,5.708e+2,1.207e+0,
516.07,7.478e+2,7.466e+2,1.199e+0,
516.12,9.620e+2,9.608e+2,1.174e+0,
516.17,1.218e+3,1.217e+3,1.132e+0,
516.22,1.520e+3,1.519e+3,1.074e+0,
516.27,1.868e+3,1.867e+3,1.004e+0,
516.32,2.265e+3,2.264e+3,9.226e-1,
516.37,2.710e+3,2.709e+3,8.345e-1,
516.42,3.203e+3,3.202e+3,7.424e-1,
516.47,3.741e+3,3.740e+3,6.495e-1,
516.52,4.322e+3,4.321e+3,5.587e-1,
516.57,4.943e+3,4.942e+3,4.724e-1,
516.62,5.599e+3,5.599e+3,3.925e-1,
516.67,6.286e+3,6.285e+3,3.205e-1,
516.72,6.996e+3,6.995e+3,2.572e-1,
516.77,7.720e+3,7.720e+3,2.027e-1,
516.82,8.446e+3,8.446e+3,1.569e-1,
516.87,9.161e+3,9.160e+3,1.193e-1,
516.92,9.844e+3,9.844e+3,8.912e-2,
516.97,1.048e+4,1.048e+4,6.536e-2,
517.02,1.104e+4,1.104e+4,4.707e-2,
517.07,1.150e+4,1.150e+4,3.328e-2,
517.12,1.184e+4,1.184e+4,2.310e-2,
517.17,1.205e+4,1.205e+4,1.574e-2,
517.22,1.212e+4,1.212e+4,1.053e-2,
517.27,1.203e+4,1.203e+4,6.918e-3,
517.32,1.181e+4,1.181e+4,4.460e-3,
517.37,1.146e+4,1.146e+4,2.823e-3,
517.42,1.103e+4,1.103e+4,1.753e-3,
517.47,1.053e+4,1.053e+4,1.069e-3,
517.52,1.003e+4,1.003e+4,6.399e-4,
517.57,9.573e+3,9.573e+3,3.759e-4,
517.62,9.204e+3,9.204e+3,2.167e-4,
517.67,8.973e+3,8.973e+3,1.227e-4,
517.72,8.918e+3,8.918e+3,6.812e-5,
517.77,9.067e+3,9.067e+3,3.714e-5,
517.82,9.434e+3,9.434e+3,1.987e-5,
517.87,1.002e+4,1.002e+4,1.043e-5,
517.92,1.079e+4,1.079e+4,5.377e-6,
517.97,1.173e+4,1.173e+4,2.720e-6,
518.02,1.278e+4,1.278e+4,1.350e-6,
518.07,1.388e+4,1.388e+4,6.578e-7,
518.12,1.496e+4,1.496e+4,3.146e-7,
518.17,1.595e+4,1.595e+4,1.476e-7,
518.22,1.677e+4,1.677e+4,6.799e-8,
518.27,1.738e+4,1.738e+4,3.073e-8,
518.32,1.772e+4,1.772e+4,1.363e-8,
518.37,1.776e+4,1.776e+4,5.935e-9,
518.42,1.749e+4,1.749e+4,2.536e-9,
518.47,1.692e+4,1.692e+4,1.063e-9,
518.52,1.608e+4,1.608e+4,4.376e-10,
518.57,1.500e+4,1.500e+4,1.767e-10,
518.62,1.373e+4,1.373e+4,7.006e-11,
518.67,1.235e+4,1.235e+4,2.725e-11,
518.72,1.090e+4,1.090e+4,1.041e-11,
518.77,9.443e+3,9.443e+3,3.899e-12,
518.82,8.031e+3,8.031e+3,1.434e-12,
518.87,6.704e+3,6.704e+3,5.174e-13,
518.92,5.494e+3,5.494e+3,1.832e-13,
518.97,4.419e+3,4.419e+3,6.369e-14,
519.02,3.489e+3,3.489e+3,2.173e-14,
519.07,2.704e+3,2.704e+3,7.273e-15,
519.12,2.057e+3,2.057e+3,2.390e-15,
519.17,1.536e+3,1.536e+3,7.706e-16,
519.22,1.125e+3,1.125e+3,2.439e-16,
519.27,8.096e+2,8.096e+2,,
519.32,5.716e+2,5.716e+2,,
519.37,3.962e+2,3.962e+2,,
519.42,2.695e+2,2.695e+2,,
519.47,1.800e+2,1.800e+2,,
519.52,1.180e+2,1.180e+2,,
519.57,7.591e+1,7.591e+1,,
519.62,4.794e+1,4.794e+1,,
519.67,2.972e+1,2.972e+1,,
519.72,1.808e+1,1.808e+1,,
519.77,1.080e+1,1.080e+1,,
519.82,6.330e+0,6.330e+0,,
519.87,3.642e+0,3.642e+0,,
519.92,2.057e+0,2.057e+0,,
519.97,1.141e+0,1.141e+0,,
520.02,6.206e-1,6.206e-1,,
520.07,3.315e-1,3.315e-1,,
520.12,1.738e-1,1.738e-1,,
520.17,8.944e-2,8.944e-2,,
520.22,4.518e-2,4.518e-2,,
520.27,2.240e-2,2.240e-2,,
520.32,1.090e-2,1.090e-2,,
520.37,5.208e-3,5.208e-3,,
520.42,2.442e-3,2.442e-3,,
520.47,1.124e-3,1.124e-3,,
520.52,5.078e-4,5.078e-4,,
520.57,2.252e-4,2.252e-4,,
520.62,9.802e-5,9.802e-5,,
520.67,4.188e-5,4.188e-5,,
520.72,1.756e-5,1.756e-5,,
520.77,7.229e-6,7.229e-6,,
520.82,2.921e-6,2.921e-6,,
520.87,1.158e-6,1.158e-6,,
520.92,4.510e-7,4.510e-7,,
520.97,1.723e-7,1.723e-7,,
521.02,6.463e-8,6.463e-8,,
521.07,2.379e-8,2.379e-8,,
521.12,8.598e-9,8.598e-9,,
521.17,3.050e-9,3.050e-9,,
521.22,1.062e-9,1.062e-9,,
521.27,3.629e-10,3.629e-10,,
521.32,1.217e-10,1.217e-10,,
521.37,4.008e-11,4.008e-11,,
521.42,1.295e-11,1.295e-11,,
521.47,4.109e-12,4.109e-12,,
523.27,1.894e-14,,1.894e-14,
523.32,5.863e-14,,5.863e-14,
523.37,1.782e-13,,1.782e-13,
523.42,5.321e-13,,5.321e-13,
523.47,1.560e-12,,1.560e-12,
523.52,4.493e-12,,4.493e-12,
523.57,1.271e-11,,1.271e-11,
523.62,3.529e-11,,3.529e-11,
523.67,9.628e-11,,9.628e-11,
523.72,2.580e-10,,2.580e-10,
523.77,6.788e-10,,6.788e-10,
523.82,1.754e-9,,1.754e-9,
523.87,4.453e-9,,4.453e-9,
523.92,1.110e-8,,1.110e-8,
523.97,2.718e-8,,2.718e-8,
524.02,6.535e-8,,6.535e-8,
524.07,1.543e-7,,1.543e-7,
524.12,3.580e-7,,3.580e-7,
524.17,8.154e-7,,8.154e-7,
524.22,1.824e-6,,1.824e-6,
524.27,4.008e-6,,4.008e-6,
524.32,8.650e-6,,8.650e-6,
524.37,1.833e-5,,1.833e-5,
524.42,3.816e-5,,3.816e-5,
524.47,7.802e-5,,7.802e-5,
524.52,1.566e-4,,1.566e-4,
524.57,3.089e-4,,3.089e-4,
524.62,5.982e-4,,5.982e-4,
524.67,1.138e-3,,1.138e-3,
524.72,2.126e-3,,2.126e-3,
524.77,3.900e-3,,3.900e-3,
524.82,7.028e-3,,7.028e-3,
524.87,1.244e-2,,1.244e-2,
524.92,2.162e-2,,2.162e-2,
524.97,3.691e-2,,3.691e-2,
525.02,6.188e-2,,6.188e-2,
525.07,1.019e-1,,1.019e-1,
525.12,1.648e-1,,1.648e-1,
525.17,2.617e-1,,2.617e-1,
525.22,4.082e-1,,4.082e-1,
525.27,6.254e-1,,6.254e-1,
525.32,9.410e-1,,9.410e-1,
525.37,1.391e+0,,1.391e+0,
525.42,2.018e+0,,2.018e+0,
525.47,2.877e+0,,2.877e+0,
525.52,4.028e+0,,4.028e+0,
525.57,5.538e+0,,5.538e+0,
525.62,7.478e+0,,7.478e+0,
525.67,9.918e+0,,9.918e+0,
525.72,1.292e+1,,1.292e+1,
525.77,1.653e+1,,1.653e+1,
525.82,2.076e+1,,2.076e+1,
525.87,2.562e+1,,2.562e+1,
525.92,3.105e+1,,3.105e+1,
525.97,3.696e+1,,3.696e+1,
526.02,4.321e+1,,4.321e+1,
526.07,4.961e+1,,4.961e+1,
526.12,5.594e+1,,5.594e+1,
526.17,6.195e+1,,6.195e+1,
526.22,6.738e+1,,6.738e+1,
526.27,7.197e+1,,7.197e+1,
526.32,7.551e+1,,7.551e+1,
526.37,7.780e+1,,7.780e+1,
526.42,7.873e+1,,7.873e+1,
526.47,7.825e+1,,7.825e+1,
526.52,7.639e+1,,7.639e+1,
526.57,7.323e+1,,7.323e+1,
526.62,6.895e+1,,6.895e+1,
526.67,6.376e+1,,6.376e+1,
526.72,5.791e+1,,5.791e+1,
526.77,5.166e+1,,5.166e+1,
526.82,4.525e+1,,4.525e+1,
526.87,3.894e+1,,3.894e+1,
526.92,3.290e+1,,3.290e+1,
526.97,2.731e+1,,2.731e+1,
527.02,2.226e+1,,2.226e+1,
527.07,1.782e+1,,1.782e+1,
527.12,1.401e+1,,1.401e+1,
527.17,1.082e+1,,1.082e+1,
527.22,8.203e+0,,8.203e+0,
527.27,6.110e+0,,6.110e+0,
527.32,4.470e+0,,4.470e+0,
527.37,3.211e+0,,3.211e+0,
527.42,2.266e+0,,2.266e+0,
527.47,1.570e+0,,1.570e+0,
527.52,1.069e+0,,1.069e+0,
527.57,7.144e-1,,7.144e-1,
527.62,4.690e-1,,4.690e-1,
527.67,3.024e-1,,3.024e-1,
527.72,1.915e-1,,1.915e-1,
527.77,1.191e-1,,1.191e-1,
527.82,7.276e-2,,7.276e-2,
527.87,4.365e-2,,4.365e-2,
527.92,2.572e-2,,2.572e-2,
527.97,1.488e-2,,1.488e-2,
528.02,8.459e-3,,8.459e-3,
528.07,4.722e-3,,4.722e-3,
528.12,2.588e-3,,2.588e-3,
528.17,1.394e-3,,1.394e-3,
528.22,7.369e-4,,7.369e-4,
528.27,3.827e-4,,3.827e-4,
528.32,1.952e-4,,1.952e-4,
528.37,9.779e-5,,9.779e-5,
528.42,4.812e-5,,4.812e-5,
528.47,2.325e-5,,2.325e-5,
528.52,1.103e-5,,1.103e-5,
528.57,5.143e-6,,5.143e-6,
528.62,2.354e-6,,2.354e-6,
528.67,1.058e-6,,1.058e-6,
528.72,4.674e-7,,4.674e-7,
528.77,2.027e-7,,2.027e-7,
528.82,8.633e-8,,8.633e-8,
528.87,3.611e-8,,3.611e-8,
528.92,1.484e-8,,1.484e-8,
528.97,5.986e-9,,5.986e-9,
529.02,2.372e-9,,2.372e-9,
