Wavelength,Sum,Mg I (3.8e-02),Mg II (9.5e-01),Mg III (8.2e-03)
280.04,3.643e+6,2.852e-2,3.643e+6,7.460e-29
280.09,4.198e+6,9.142e-2,4.198e+6,1.605e-29
280.14,4.835e+6,2.753e-1,4.835e+6,3.237e-30
280.19,5.386e+6,7.792e-1,5.386e+6,6.122e-31
280.24,5.708e+6,2.073e+0,5.708e+6,1.086e-31
280.29,5.713e+6,5.184e+0,5.713e+6,1.806e-32
280.34,5.381e+6,1.219e+1,5.381e+6,2.817e-33
280.39,4.762e+6,2.697e+1,4.762e+6,4.120e-34
280.44,3.957e+6,5.614e+1,3.957e+6,5.651e-35
280.49,3.086e+6,1.100e+2,3.086e+6,7.268e-36
280.54,2.259e+6,2.031e+2,2.259e+6,8.765e-37
280.59,1.552e+6,3.533e+2,1.551e+6,
280.64,1.000e+6,5.794e+2,9.999e+5,
280.69,6.056e+5,8.965e+2,6.047e+5,
280.74,3.445e+5,1.310e+3,3.432e+5,
280.79,1.846e+5,1.807e+3,1.827e+5,
280.84,9.367e+4,2.358e+3,9.131e+4,
280.89,4.572e+4,2.910e+3,4.281e+4,
280.94,2.223e+4,3.400e+3,1.883e+4,
280.99,1.154e+4,3.763e+3,7.775e+3,
281.04,6.958e+3,3.946e+3,3.012e+3,
281.09,5.018e+3,3.923e+3,1.095e+3,
281.14,4.072e+3,3.698e+3,3.733e+2,
281.19,3.425e+3,3.306e+3,1.195e+2,
281.24,2.838e+3,2.802e+3,3.588e+1,
281.29,2.261e+3,2.251e+3,1.011e+1,
281.34,1.717e+3,1.714e+3,2.673e+0,
281.39,1.237e+3,1.236e+3,6.630e-1,
281.44,8.439e+2,8.437e+2,1.543e-1,
281.49,5.449e+2,5.448e+2,3.371e-2,
281.54,3.327e+2,3.327e+2,6.910e-3,
281.59,1.919e+2,1.919e+2,1.329e-3,
281.64,1.046e+2,1.046e+2,2.398e-4,
281.69,5.376e+1,5.376e+1,4.061e-5,
281.74,2.608e+1,2.608e+1,6.452e-6,
281.79,1.192e+1,1.192e+1,9.619e-7,
281.84,5.139e+0,5.139e+0,1.346e-7,
281.89,2.087e+0,2.087e+0,1.766e-8,
281.94,7.978e-1,7.978e-1,2.176e-9,
281.99,2.872e-1,2.872e-1,,
282.04,9.729e-2,9.729e-2,,
282.09,3.101e-2,3.101e-2,,
282.14,9.299e-3,9.299e-3,,
282.19,2.623e-3,2.623e-3,,
282.24,6.956e-4,6.956e-4,,
282.29,1.735e-4,1.735e-4,,
282.34,4.066e-5,4.066e-5,,
282.39,8.960e-6,8.960e-6,,
282.44,1.855e-6,1.855e-6,,
282.49,3.611e-7,3.611e-7,3.298e-16,
282.54,6.604e-8,6.604e-8,2.689e-15,
282.59,1.135e-8,1.135e-8,2.061e-14,
282.64,1.832e-9,1.832e-9,1.485e-13,
282.69,2.788e-10,2.778e-10,1.005e-12,
282.74,4.595e-11,3.955e-11,6.400e-12,
282.79,4.359e-11,5.293e-12,3.829e-11,
282.84,2.160e-10,6.269e-13,2.154e-10,
282.89,1.139e-9,7.441e-14,1.139e-9,
282.94,5.659e-9,9.699e-14,5.659e-9,
282.99,2.644e-8,7.951e-13,2.644e-8,
283.04,1.161e-7,6.129e-12,1.161e-7,
283.09,4.794e-7,4.441e-11,4.793e-7,
283.14,1.861e-6,3.042e-10,1.860e-6,
283.19,6.790e-6,1.951e-9,6.788e-6,
283.24,2.330e-5,1.177e-8,2.329e-5,
283.29,7.518e-5,6.673e-8,7.511e-5,
283.34,2.282e-4,3.560e-7,2.278e-4,
283.39,6.518e-4,1.786e-6,6.501e-4,
283.44,1.753e-3,8.429e-6,1.745e-3,
283.49,4.444e-3,3.743e-5,4.406e-3,
283.54,1.063e-2,1.563e-4,1.048e-2,
283.59,2.407e-2,6.147e-4,2.345e-2,
283.64,5.177e-2,2.275e-3,4.949e-2,
283.69,1.064e-1,7.924e-3,9.850e-2,
283.74,2.111e-1,2.600e-2,1.851e-1,
283.79,4.093e-1,8.034e-2,3.290e-1,
283.84,7.879e-1,2.340e-1,5.539e-1,
283.89,1.528e+0,6.426e-1,8.853e-1,
283.94,3.012e+0,1.665e+0,1.347e+0,
283.99,6.028e+0,4.072e+0,1.956e+0,
284.04,1.213e+1,9.411e+0,2.721e+0,
284.09,2.422e+1,2.058e+1,3.634e+0,
284.14,4.734e+1,4.266e+1,4.676e+0,
284.19,8.984e+1,8.404e+1,5.807e+0,
284.24,1.649e+2,1.579e+2,6.970e+0,
284.29,2.931e+2,2.850e+2,8.091e+0,
284.34,5.073e+2,4.982e+2,9.085e+0,
284.39,8.644e+2,8.545e+2,9.862e+0,
284.44,1.471e+3,1.461e+3,1.035e+1,
284.49,2.534e+3,2.524e+3,1.049e+1,
284.54,4.457e+3,4.446e+3,1.028e+1,
284.59,7.976e+3,7.967e+3,9.733e+0,
284.64,1.435e+4,1.434e+4,8.908e+0,
284.69,2.554e+4,2.553e+4,7.875e+0,
284.74,4.424e+4,4.423e+4,6.718e+0,
284.79,7.369e+4,7.369e+4,5.520e+0,
284.84,1.171e+5,1.171e+5,4.358e+0,
284.89,1.765e+5,1.765e+5,3.297e+0,
284.94,2.514e+5,2.514e+5,2.383e+0,
284.99,3.379e+5,3.379e+5,1.641e+0,
285.04,4.280e+5,4.280e+5,1.074e+0,
285.09,5.103e+5,5.103e+5,6.664e-1,
285.14,5.726e+5,5.726e+5,3.913e-1,
285.19,6.045e+5,6.045e+5,2.171e-1,
285.24,6.003e+5,6.003e+5,1.137e-1,
285.29,5.606e+5,5.606e+5,5.614e-2,
285.34,4.925e+5,4.925e+5,2.612e-2,
285.39,4.069e+5,4.069e+5,1.144e-2,
285.44,3.161e+5,3.161e+5,4.719e-3,
285.49,2.309e+5,2.309e+5,1.832e-3,
285.54,1.587e+5,1.587e+5,6.688e-4,
285.59,1.025e+5,1.025e+5,2.297e-4,
285.64,6.230e+4,6.230e+4,7.420e-5,
285.69,3.560e+4,3.560e+4,2.254e-5,
285.74,1.913e+4,1.913e+4,6.440e-6,
285.79,9.668e+3,9.668e+3,1.730e-6,
285.84,4.595e+3,4.595e+3,4.370e-7,
285.89,2.053e+3,2.053e+3,1.038e-7,
285.94,8.629e+2,8.629e+2,2.317e-8,
285.99,3.410e+2,3.410e+2,4.865e-9,
286.04,1.267e+2,1.267e+2,9.604e-10,
286.09,4.430e+1,4.430e+1,1.782e-10,
286.14,1.456e+1,1.456e+1,3.110e-11,
286.19,4.500e+0,4.500e+0,5.103e-12,
286.24,1.308e+0,1.308e+0,7.870e-13,
286.29,3.575e-1,3.575e-1,1.141e-13,
286.34,9.189e-2,9.189e-2,1.556e-14,
286.39,2.221e-2,2.221e-2,1.995e-15,
286.44,5.049e-3,5.049e-3,,
286.49,1.079e-3,1.079e-3,,
286.54,2.169e-4,2.169e-4,,
286.59,4.101e-5,4.101e-5,,
286.64,7.290e-6,7.290e-6,,
286.69,1.219e-6,1.219e-6,,
286.74,1.916e-7,1.916e-7,,
286.79,2.832e-8,2.832e-8,,
286.84,3.937e-9,3.937e-9,,
286.89,5.147e-10,5.147e-10,,
286.94,6.318e-11,6.318e-11,,
288.79,1.577e-40,,,1.577e-40
288.84,1.217e-39,,,1.217e-39
288.89,8.850e-39,,,8.850e-39
288.94,6.067e-38,,,6.067e-38
288.99,3.920e-37,,,3.920e-37
289.04,2.387e-36,,,2.387e-36
289.09,1.370e-35,,,1.370e-35
289.14,7.411e-35,,,7.411e-35
289.19,3.778e-34,,,3.778e-34
289.24,1.815e-33,,,1.815e-33
289.29,8.221e-33,,,8.221e-33
289.34,3.509e-32,,,3.509e-32
289.39,1.412e-31,,,1.412e-31
289.44,5.352e-31,,,5.352e-31
289.49,1.912e-30,,,1.912e-30
289.54,6.440e-30,,,6.440e-30
289.59,2.044e-29,,,2.044e-29
289.64,6.115e-29,,,6.115e-29
289.69,1.724e-28,,,1.724e-28
289.74,4.582e-28,,,4.582e-28
289.79,4.242e-13,4.242e-13,,1.148e-27
289.84,3.267e-12,3.267e-12,,2.709e-27
289.89,2.372e-11,2.372e-11,,6.026e-27
289.94,1.623e-10,1.623e-10,,1.264e-26
289.99,1.048e-9,1.048e-9,,2.497e-26
290.04,6.376e-9,6.376e-9,,4.651e-26
290.09,3.659e-8,3.659e-8,,8.164e-26
290.14,1.979e-7,1.979e-7,,1.351e-25
290.19,1.010e-6,1.010e-6,,2.106e-25
290.24,4.856e-6,4.856e-6,,3.095e-25
290.29,2.202e-5,2.202e-5,,4.287e-25
290.34,9.416e-5,9.416e-5,,5.597e-25
290.39,3.796e-4,3.796e-4,,6.886e-25
290.44,1.443e-3,1.443e-3,,7.985e-25
290.49,5.171e-3,5.171e-3,,8.727e-25
290.54,1.748e-2,1.748e-2,,8.989e-25
290.59,5.568e-2,5.568e-2,,8.727e-25
290.64,1.673e-1,1.673e-1,,7.985e-25
290.69,4.738e-1,4.738e-1,,6.886e-25
290.74,1.266e+0,1.266e+0,,5.597e-25
290.79,3.187e+0,3.187e+0,,4.287e-25
290.84,7.567e+0,7.567e+0,,3.095e-25
290.89,1.694e+1,1.694e+1,,2.106e-25
290.94,3.576e+1,3.576e+1,,1.351e-25
290.99,7.116e+1,7.116e+1,,8.164e-26
291.04,1.335e+2,1.335e+2,,4.651e-26
291.09,2.363e+2,2.363e+2,4.868e-12,2.497e-26
291.14,3.942e+2,3.942e+2,3.723e-11,1.264e-26
291.19,6.200e+2,6.200e+2,2.687e-10,6.026e-27
291.24,9.195e+2,9.195e+2,1.829e-9,2.709e-27
291.29,1.286e+3,1.286e+3,1.174e-8,1.148e-27
291.34,1.695e+3,1.695e+3,7.113e-8,4.582e-28
291.39,2.107e+3,2.107e+3,4.065e-7,1.724e-28
291.44,2.470e+3,2.470e+3,2.191e-6,6.115e-29
291.49,2.730e+3,2.730e+3,1.114e-5,2.044e-29
291.54,2.845e+3,2.845e+3,5.347e-5,6.440e-30
291.59,2.795e+3,2.795e+3,2.420e-4,1.912e-30
291.64,2.589e+3,2.589e+3,1.033e-3,5.352e-31
291.69,2.262e+3,2.262e+3,4.162e-3,1.412e-31
291.74,1.863e+3,1.863e+3,1.581e-2,3.509e-32
291.79,1.446e+3,1.446e+3,5.669e-2,8.221e-33
291.84,1.059e+3,1.059e+3,1.917e-1,1.815e-33
291.89,7.316e+2,7.310e+2,6.116e-1,3.778e-34
291.94,4.776e+2,4.758e+2,1.841e+0,7.411e-35
291.99,2.972e+2,2.920e+2,5.226e+0,1.370e-35
292.04,1.830e+2,1.690e+2,1.400e+1,2.387e-36
292.09,1.275e+2,9.218e+1,3.536e+1,3.920e-37
292.14,1.317e+2,4.742e+1,8.429e+1,6.067e-38
292.19,2.125e+2,2.300e+1,1.895e+2,8.850e-39
292.24,4.126e+2,1.052e+1,4.020e+2,1.217e-39
292.29,8.091e+2,4.536e+0,8.046e+2,1.577e-40
292.34,1.521e+3,1.844e+0,1.519e+3,
292.39,2.706e+3,7.069e-1,2.705e+3,
292.44,4.545e+3,2.555e-1,4.544e+3,
292.49,7.203e+3,8.708e-2,7.202e+3,
292.54,1.077e+4,2.802e-2,1.077e+4,
292.59,1.519e+4,8.645e-3,1.519e+4,
292.64,2.021e+4,2.997e-3,2.021e+4,
292.69,2.537e+4,2.509e-3,2.537e+4,
292.74,3.005e+4,5.829e-3,3.005e+4,
292.79,3.358e+4,1.637e-2,3.358e+4,
292.84,3.541e+4,4.452e-2,3.541e+4,
292.89,3.525e+4,1.148e-1,3.525e+4,
292.94,3.319e+4,2.803e-1,3.319e+4,
292.99,2.963e+4,6.480e-1,2.963e+4,
293.04,2.530e+4,1.420e+0,2.530e+4,
293.09,2.105e+4,2.949e+0,2.104e+4,
293.14,1.772e+4,5.816e+0,1.772e+4,
293.19,1.608e+4,1.089e+1,1.607e+4,
293.24,1.670e+4,1.940e+1,1.668e+4,
293.29,1.991e+4,3.289e+1,1.988e+4,
293.35,2.717e+4,5.811e+1,2.711e+4,
293.4,3.559e+4,8.864e+1,3.551e+4,
293.45,4.529e+4,1.291e+2,4.517e+4,
293.5,5.505e+4,1.796e+2,5.488e+4,
293.55,6.347e+4,2.391e+2,6.323e+4,
293.6,6.919e+4,3.051e+2,6.888e+4,
293.65,7.124e+4,3.737e+2,7.087e+4,
293.7,6.927e+4,4.408e+2,6.883e+4,
293.75,6.359e+4,5.025e+2,6.309e+4,
293.8,5.513e+4,5.567e+2,5.458e+4,
293.85,4.515e+4,6.029e+2,4.455e+4,
293.9,3.496e+4,6.423e+2,3.432e+4,
293.95,2.562e+4,6.763e+2,2.495e+4,
294,1.782e+4,7.054e+2,1.711e+4,
294.05,1.181e+4,7.278e+2,1.108e+4,
294.1,7.507e+3,7.391e+2,6.768e+3,
294.15,4.635e+3,7.337e+2,3.901e+3,
294.2,2.829e+3,7.065e+2,2.122e+3,
294.25,1.745e+3,6.553e+2,1.089e+3,
294.3,1.110e+3,5.821e+2,5.278e+2,
294.35,7.344e+2,4.931e+2,2.413e+2,
294.4,5.011e+2,3.971e+2,1.041e+2,
294.45,3.456e+2,3.032e+2,4.237e+1,
294.5,2.355e+2,2.193e+2,1.627e+1,
294.55,1.559e+2,1.500e+2,5.900e+0,
294.6,9.898e+1,9.696e+1,2.018e+0,
294.65,5.988e+1,5.922e+1,6.515e-1,
294.7,3.437e+1,3.417e+1,1.985e-1,
294.75,1.867e+1,1.861e+1,5.705e-2,
294.8,9.589e+0,9.573e+0,1.548e-2,
294.85,4.652e+0,4.648e+0,3.962e-3,
294.9,2.131e+0,2.131e+0,9.570e-4,
294.95,9.220e-1,9.218e-1,2.182e-4,
295,3.765e-1,3.765e-1,4.693e-5,
295.05,1.451e-1,1.451e-1,9.527e-6,
295.1,5.281e-2,5.280e-2,1.825e-6,
295.15,1.814e-2,1.813e-2,3.315e-7,
295.2,5.879e-3,5.879e-3,6.376e-8,
295.25,1.799e-3,1.799e-3,4.206e-8,
295.3,5.196e-4,5.195e-4,1.389e-7,
295.35,1.421e-4,1.416e-4,5.418e-7,
295.4,3.845e-5,3.643e-5,2.015e-6,
295.45,1.593e-5,8.848e-6,7.082e-6,
295.5,2.555e-5,2.028e-6,2.352e-5,
295.55,7.423e-5,4.388e-7,7.379e-5,
295.6,2.189e-4,8.960e-8,2.188e-4,
295.65,6.130e-4,1.727e-8,6.130e-4,
295.7,1.623e-3,3.142e-9,1.623e-3,
295.75,4.063e-3,5.395e-10,4.063e-3,
295.8,9.613e-3,8.744e-11,9.613e-3,
295.85,2.151e-2,1.338e-11,2.151e-2,
295.9,4.553e-2,1.932e-12,4.553e-2,
295.95,9.120e-2,2.632e-13,9.120e-2,
296,1.730e-1,,1.730e-1,
296.05,3.110e-1,,3.110e-1,
296.1,5.305e-1,,5.305e-1,
296.15,8.598e-1,,8.598e-1,
296.2,1.326e+0,,1.326e+0,
296.25,1.952e+0,,1.952e+0,
296.3,2.747e+0,,2.747e+0,
296.35,3.710e+0,,3.710e+0,
296.4,4.824e+0,,4.824e+0,
296.45,6.058e+0,,6.058e+0,
296.5,7.372e+0,,7.372e+0,
296.55,8.713e+0,,8.713e+0,
296.6,1.002e+1,,1.002e+1,
296.65,1.120e+1,,1.120e+1,
296.7,1.220e+1,,1.220e+1,
296.75,1.291e+1,,1.291e+1,
296.8,1.330e+1,,1.330e+1,
296.85,1.334e+1,,1.334e+1,
296.9,1.306e+1,,1.306e+1,
296.95,1.251e+1,,1.251e+1,
297,1.177e+1,,1.177e+1,
297.05,1.090e+1,,1.090e+1,
297.1,9.945e+0,,9.945e+0,
297.15,8.934e+0,,8.934e+0,
297.2,7.871e+0,,7.871e+0,
297.25,6.765e+0,,6.765e+0,
297.3,5.640e+0,,5.640e+0,
297.35,4.533e+0,,4.533e+0,
297.4,3.496e+0,,3.496e+0,
297.45,2.577e+0,,2.577e+0,
297.5,1.809e+0,,1.809e+0,
297.55,1.207e+0,,1.207e+0,
297.6,7.644e-1,,7.644e-1,
297.65,4.587e-1,,4.587e-1,
297.7,2.606e-1,,2.606e-1,
297.75,1.401e-1,,1.401e-1,
297.8,7.125e-2,,7.125e-2,
297.85,3.427e-2,,3.427e-2,
297.9,1.558e-2,,1.558e-2,
297.95,6.696e-3,,6.696e-3,
298,2.720e-3,,2.720e-3,
298.05,1.045e-3,,1.045e-3,
298.1,3.790e-4,,3.790e-4,
298.15,1.300e-4,,1.300e-4,
298.2,4.212e-5,,4.212e-5,
298.25,1.290e-5,,1.290e-5,
298.3,3.733e-6,,3.733e-6,
298.35,1.021e-6,,1.021e-6,
298.4,2.639e-7,,2.639e-7,
298.45,6.444e-8,,6.444e-8,
298.5,1.487e-8,,1.487e-8,
298.55,3.243e-9,,3.243e-9,
298.6,6.683e-10,,6.683e-10,
298.65,1.301e-10,,1.301e-10,
298.7,2.395e-11,,2.395e-11,
298.75,4.164e-12,,4.164e-12,
298.8,6.842e-13,,6.842e-13,
298.85,1.062e-13,,1.062e-13,
298.9,1.559e-14,,1.559e-14,
298.95,2.161e-15,,2.161e-15,
307.25,6.129e-13,6.129e-13,,
307.3,4.183e-12,4.183e-12,,
307.35,2.709e-11,2.709e-11,,
307.4,1.665e-10,1.665e-10,,
307.45,9.737e-10,9.737e-10,,
307.5,5.393e-9,5.393e-9,,
307.55,2.835e-8,2.835e-8,,
307.6,1.415e-7,1.415e-7,,
307.65,6.700e-7,6.700e-7,,
307.7,3.012e-6,3.012e-6,,
307.75,1.286e-5,1.286e-5,,
307.8,5.208e-5,5.208e-5,,
307.85,2.003e-4,2.003e-4,,
307.9,7.316e-4,7.316e-4,,
307.95,2.537e-3,2.537e-3,,
308,8.355e-3,8.355e-3,,
308.05,2.614e-2,2.614e-2,,
308.1,7.766e-2,7.766e-2,,
308.15,2.193e-1,2.193e-1,,
308.2,5.885e-1,5.885e-1,,
308.25,1.501e+0,1.501e+0,,
308.3,3.643e+0,3.643e+0,,
308.35,8.411e+0,8.411e+0,,
308.4,1.848e+1,1.848e+1,,
308.45,3.868e+1,3.868e+1,,
308.5,7.713e+1,7.713e+1,,
308.55,1.467e+2,1.467e+2,,
308.6,2.662e+2,2.662e+2,3.729e-13,
308.65,4.613e+2,4.613e+2,2.536e-12,
308.7,7.640e+2,7.640e+2,1.638e-11,
308.75,1.210e+3,1.210e+3,1.005e-10,
308.8,1.836e+3,1.836e+3,5.849e-10,
308.85,2.667e+3,2.667e+3,3.233e-9,
308.9,3.716e+3,3.716e+3,1.697e-8,
308.95,4.969e+3,4.969e+3,8.458e-8,
309,6.384e+3,6.384e+3,4.002e-7,
309.05,7.890e+3,7.890e+3,1.798e-6,
309.1,9.396e+3,9.396e+3,7.671e-6,
309.15,1.081e+4,1.081e+4,3.107e-5,
309.2,1.206e+4,1.206e+4,1.195e-4,
309.25,1.310e+4,1.310e+4,4.363e-4,
309.3,1.395e+4,1.395e+4,1.512e-3,
309.35,1.465e+4,1.465e+4,4.978e-3,
309.4,1.526e+4,1.526e+4,1.556e-2,
309.45,1.583e+4,1.583e+4,4.617e-2,
309.5,1.636e+4,1.636e+4,1.301e-1,
309.55,1.679e+4,1.679e+4,3.480e-1,
309.6,1.699e+4,1.699e+4,8.840e-1,
309.65,1.683e+4,1.683e+4,2.132e+0,
309.7,1.620e+4,1.620e+4,4.882e+0,
309.75,1.506e+4,1.505e+4,1.061e+1,
309.8,1.345e+4,1.343e+4,2.191e+1,
309.85,1.152e+4,1.147e+4,4.294e+1,
309.9,9.433e+3,9.354e+3,7.991e+1,
309.95,7.407e+3,7.266e+3,1.412e+2,
310,5.608e+3,5.371e+3,2.369e+2,
310.05,4.152e+3,3.775e+3,3.774e+2,
310.1,3.092e+3,2.521e+3,5.707e+2,
310.15,2.419e+3,1.600e+3,8.196e+2,
310.2,2.081e+3,9.637e+2,1.117e+3,
310.25,1.998e+3,5.513e+2,1.447e+3,
310.3,2.078e+3,2.994e+2,1.778e+3,
310.35,2.230e+3,1.544e+2,2.075e+3,
310.4,2.375e+3,7.557e+1,2.300e+3,
310.45,2.455e+3,3.511e+1,2.419e+3,
310.5,2.432e+3,1.549e+1,2.417e+3,
310.55,2.299e+3,6.484e+0,2.292e+3,
310.6,2.067e+3,2.577e+0,2.065e+3,
310.65,1.766e+3,9.720e-1,1.765e+3,
310.7,1.434e+3,3.480e-1,1.433e+3,
310.75,1.105e+3,1.183e-1,1.105e+3,
310.8,8.086e+2,3.816e-2,8.086e+2,
310.85,5.619e+2,1.169e-2,5.619e+2,
310.9,3.708e+2,3.397e-3,3.708e+2,
310.95,2.323e+2,9.372e-4,2.323e+2,
311,1.382e+2,2.454e-4,1.382e+2,
311.05,7.803e+1,6.101e-5,7.803e+1,
311.1,4.185e+1,1.440e-5,4.185e+1,
311.15,2.131e+1,3.224e-6,2.131e+1,
311.2,1.030e+1,6.855e-7,1.030e+1,
311.25,4.728e+0,1.383e-7,4.728e+0,
311.3,2.060e+0,2.650e-8,2.060e+0,
311.35,8.526e-1,4.817e-9,8.526e-1,
311.4,3.350e-1,8.314e-10,3.350e-1,
311.45,1.250e-1,1.362e-10,1.250e-1,
311.5,4.426e-2,2.118e-11,4.426e-2,
311.55,1.488e-2,3.125e-12,1.488e-2,
311.6,4.753e-3,,4.753e-3,
311.65,1.441e-3,,1.441e-3,
311.7,4.148e-4,,4.148e-4,
311.75,1.134e-4,,1.134e-4,
311.8,2.942e-5,,2.942e-5,
311.85,7.249e-6,,7.249e-6,
311.9,1.696e-6,,1.696e-6,
311.95,3.767e-7,,3.767e-7,
312,7.945e-8,,7.945e-8,
312.05,1.591e-8,,1.591e-8,
312.1,3.025e-9,,3.025e-9,
312.15,5.461e-10,,5.461e-10,
312.2,9.361e-11,,9.361e-11,
312.25,1.524e-11,,1.524e-11,
312.3,2.354e-12,,2.354e-12,
312.35,3.454e-13,,3.454e-13,
314.7,2.865e-15,,2.865e-15,
314.75,1.842e-14,,1.842e-14,
314.8,1.126e-13,,1.126e-13,
314.85,6.553e-13,,6.553e-13,
314.9,3.627e-12,,3.627e-12,
314.95,1.910e-11,,1.910e-11,
315,9.568e-11,,9.568e-11,
315.05,4.560e-10,,4.560e-10,
315.1,2.067e-9,,2.067e-9,
315.15,8.917e-9,,8.917e-9,
315.2,3.659e-8,,3.659e-8,
315.25,1.428e-7,,1.428e-7,
315.3,5.305e-7,,5.305e-7,
315.35,1.874e-6,,1.874e-6,
315.4,6.301e-6,,6.301e-6,
315.45,2.015e-5,,2.015e-5,
315.5,6.131e-5,,6.131e-5,
315.55,1.775e-4,,1.775e-4,
315.6,4.888e-4,,4.888e-4,
315.65,1.281e-3,,1.281e-3,
315.7,3.194e-3,,3.194e-3,
315.75,7.581e-3,,7.581e-3,
315.8,1.712e-2,,1.712e-2,
315.85,3.681e-2,,3.681e-2,
315.9,7.534e-2,,7.534e-2,
315.95,1.468e-1,,1.468e-1,
316,2.727e-1,,2.727e-1,
316.05,4.826e-1,,4.826e-1,
316.1,8.145e-1,,8.145e-1,
316.15,1.312e+0,,1.312e+0,
316.2,2.020e+0,,2.020e+0,
316.25,2.975e+0,,2.975e+0,
316.3,4.201e+0,,4.201e+0,
316.35,5.696e+0,,5.696e+0,
316.4,7.438e+0,,7.438e+0,
316.45,9.377e+0,,9.377e+0,
316.5,1.145e+1,,1.145e+1,
316.55,1.357e+1,,1.357e+1,
316.6,1.565e+1,,1.565e+1,
316.65,1.760e+1,,1.760e+1,
316.7,1.931e+1,,1.931e+1,
316.75,2.067e+1,,2.067e+1,
316.8,2.157e+1,,2.157e+1,
316.85,2.194e+1,,2.194e+1,
316.9,2.173e+1,,2.173e+1,
316.95,2.099e+1,,2.099e+1,
317,1.982e+1,,1.982e+1,
317.05,1.839e+1,,1.839e+1,
317.1,1.690e+1,,1.690e+1,
317.15,1.553e+1,,1.553e+1,
317.2,1.442e+1,,1.442e+1,
317.25,1.366e+1,,1.366e+1,
317.3,1.325e+1,,1.325e+1,
317.35,1.311e+1,,1.311e+1,
317.4,1.313e+1,,1.313e+1,
317.45,1.317e+1,,1.317e+1,
317.5,1.307e+1,,1.307e+1,
317.55,1.271e+1,,1.271e+1,
317.6,1.202e+1,,1.202e+1,
317.65,1.100e+1,,1.100e+1,
317.7,9.689e+0,,9.689e+0,
317.75,8.192e+0,,8.192e+0,
317.8,6.633e+0,,6.633e+0,
317.85,5.135e+0,,5.135e+0,
317.9,3.797e+0,,3.797e+0,
317.95,2.678e+0,,2.678e+0,
318,1.801e+0,,1.801e+0,
318.05,1.154e+0,,1.154e+0,
318.1,7.043e-1,,7.043e-1,
318.15,4.094e-1,,4.094e-1,
318.2,2.266e-1,,2.266e-1,
318.25,1.194e-1,,1.194e-1,
318.3,5.990e-2,,5.990e-2,
318.35,2.860e-2,,2.860e-2,
318.4,1.300e-2,,1.300e-2,
318.45,5.622e-3,,5.622e-3,
318.5,2.314e-3,,2.314e-3,
318.55,9.065e-4,,9.065e-4,
318.6,3.379e-4,,3.379e-4,
318.65,1.199e-4,,1.199e-4,
318.7,4.048e-5,,4.048e-5,
318.75,1.301e-5,,1.301e-5,
318.8,3.977e-6,,3.977e-6,
318.85,1.157e-6,,1.157e-6,
318.9,3.205e-7,,3.205e-7,
318.95,8.446e-8,,8.446e-8,
319,2.118e-8,,2.118e-8,
319.05,5.055e-9,,5.055e-9,
319.1,1.148e-9,,1.148e-9,
319.15,2.481e-10,,2.481e-10,
319.2,5.103e-11,,5.103e-11,
319.25,9.989e-12,,9.989e-12,
319.3,1.860e-12,,1.860e-12,
319.35,3.298e-13,,3.298e-13,
319.4,5.562e-14,,5.562e-14,
319.45,8.929e-15,,8.929e-15,
319.5,1.364e-15,,1.364e-15,
331.01,1.779e-13,1.779e-13,,
331.06,1.037e-12,1.037e-12,,
331.11,5.781e-12,5.781e-12,,
331.16,3.080e-11,3.080e-11,,
331.21,1.572e-10,1.572e-10,,
331.26,7.654e-10,7.654e-10,,
331.31,3.564e-9,3.564e-9,,
331.36,1.586e-8,1.586e-8,,
331.41,6.750e-8,6.750e-8,,
331.46,2.746e-7,2.746e-7,,
331.51,1.068e-6,1.068e-6,,
331.56,3.973e-6,3.973e-6,,
331.61,1.413e-5,1.413e-5,,
331.66,4.805e-5,4.805e-5,,
331.71,1.563e-4,1.563e-4,,
331.76,4.861e-4,4.861e-4,,
331.81,1.446e-3,1.446e-3,,
331.86,4.116e-3,4.116e-3,,
331.91,1.121e-2,1.121e-2,,
331.96,2.920e-2,2.920e-2,,
332.01,7.284e-2,7.284e-2,,
332.06,1.740e-1,1.740e-1,,
332.11,3.978e-1,3.978e-1,,
332.16,8.718e-1,8.718e-1,,
332.21,1.831e+0,1.831e+0,,
332.26,3.687e+0,3.687e+0,,
332.31,7.125e+0,7.125e+0,,
332.36,1.322e+1,1.322e+1,,
332.41,2.356e+1,2.356e+1,,
332.46,4.037e+1,4.037e+1,,
332.51,6.654e+1,6.654e+1,,
332.56,1.056e+2,1.056e+2,,
332.61,1.615e+2,1.615e+2,,
332.66,2.382e+2,2.382e+2,,
332.71,3.390e+2,3.390e+2,,
332.76,4.657e+2,4.657e+2,,
332.81,6.181e+2,6.181e+2,,
332.86,7.928e+2,7.928e+2,,
332.91,9.833e+2,9.833e+2,,
332.96,1.180e+3,1.180e+3,,
333.01,1.372e+3,1.372e+3,,
333.06,1.549e+3,1.549e+3,,
333.11,1.700e+3,1.700e+3,,
333.16,1.823e+3,1.823e+3,,
333.21,1.920e+3,1.920e+3,,
333.26,1.996e+3,1.996e+3,,
333.31,2.065e+3,2.065e+3,,
333.36,2.135e+3,2.135e+3,,
333.41,2.214e+3,2.214e+3,,
333.46,2.300e+3,2.300e+3,,
333.51,2.383e+3,2.383e+3,,
333.56,2.446e+3,2.446e+3,,
333.61,2.468e+3,2.468e+3,,
333.66,2.431e+3,2.431e+3,,
